The deprivation experienced by individuals in an area.,deprivation
"The derived unit for electric potential, electric potential difference (voltage), and electromotive force.",Volt
The designation used to identify the price node in RTO/ISO Locational Marginal Price (LMP) reports,nodeDesignationForLMP
The designation used to report the specific location of the wholesale sales transactions to Federal Electricity Regulatory Commission (FERC) for the Electric Quarterly Report,locationDesignationFERCReporting
The difference (deficit) between the amount of moisture in the air and how much moisture the air can hold when it is saturated.,vaporPressureDeficit
The difference between family income and the family's poverty threshold is the income deficit (for families in poverty),incomeDeficit
"The difference between the birth rate and the death rate of a country, is defined as the birth rate subtracted by the death rate of a particular population, over a particular time period",naturalPopulationGrowth
The difference between the value of exports and imports.,tradeBalance
The direction radiation is measured.,radiationDirection
The docket number relating to the United States Federal Energy Regulatory Commission qualifying facility cogenerator status.,fercCogenerationDocketNumber
The docket number relating to the United States Federal Energy Regulatory Commission qualifying facility exempt wholesale generator status.,fercExemptWholesaleGeneratorDocketNumber
The docket number relating to the United States Federal Energy Regulatory Commission qualifying facility small power producer status.,fercSmallPowerProducerDocketNumber
"The domain name of the Source that provided the data. For example, the domain of the Source 'dc/s/Central Statistics Office Cso Ireland' (representing the Central Statistics Office of Ireland) is 'cso.ie'. Compare with the URL for the Source, which is the full URL, e.g. 'https://www.cso.ie/en/index.html'.",SchemaDomainProperty
"The download URL of the imported source data. For example, the Provenance 'dc/base/Census ACS5 Year Survey_Subject Tables_S1502' is downloaded from 'https://data.census.gov/cedsci/table?q=S1502&tid=ACSST5 Y2023.S1502'. Compare with the Dataset URL, 'https://www.census.gov/programs-surveys/acs', which is the web page hosting links to the downloads for the entire dataset.",sourceDataUrl
The duration of performing an activity.,activityDuration
The elapsed time since the mother's last live birth.,intervalSinceLastBirth
The elapsed time since the mother's last pregnancy outcome for outcomes other than live birth.,intervalSinceLastPregnancyOutcomeNotLiveBirth
The electric power sector (electric utilities and independent power producers) comprises electric-only and combined-heat-and-power (CHP) plants whose primary business is to sell electricity or electricity and heat to the public (i.e. NAICS 22 plants).,ElectricPower
The emission or transmission of energy in the form of waves or particles through space or through a material medium.,radiation
"The estimated economic loss resulting from natural hazards. It quantifies loss for relevant consequence types (buildings, people, and agriculture), and in aggregate.",expectedLoss
The ethnicity of the mother,mothersEthnicity
The event was automatically processed and was not reviewed by a human.,UnreviewedAutomatedEvent
The event was reviewed by a human.,ReviewedEvent
"The fluency achieved in language like fluent, proficient etc.",languageFluencyLevel
The fluency level achieved in a language.,LanguageFluencyLevelEnum
The forecasts made by the World Bank about various economic indicators around the world.,WorldBankProjection
The fraction of the sky obscured by clouds.,cloudCover
"The frequency with which an observation is reported. The format follows `P[0-9]*[Y|M|D|h|m|s]`. For example, P1 Y is Period 1 Year, P3 M is Period 3 Months, P3h is Period 3 hours.",observationPeriod
The geo granularity at which a variable has data for,geoLevel
"The height above ground level of the lowest cloud layer covering more than half of the sky, diagnosed from model cloud fields.",CloudCeiling
The height at which the relative humidity of an air parcel will reach 100% with respect to liquid water when it cooled by dry adiabatic lifting.,LiftedParcelLevel
The high school graduation rate is a percentage of the ninth-grade cohort that graduates in four years.,highSchoolGraduationRate
The highest level of education attained by the mother at the time of birth,mothersEducation
"The highest level of performance in an assessment, indicating that the student exceeded the achievement standard or demonstrates an advanced understanding of the subject matter.",AssessmentLevel4
The ice that floats on the surface of the water.,SeaIce
"The indigenous people were traditionally mostly semi-nomadic tribes who subsisted on hunting, fishing, gathering, and migrant agriculture.",IndigenousFamily
The infant mortality rate or count of an administrative area.,infantMortality
"The institutionalized population is persons residing in institutional group quarters such as adult correctional facilities, juvenile facilities, skilled-nursing facilities, mental (psychiatric) hospitals and in-patient hospice facilities. People who ineligible, unable, or unlikely to participate in the labor force",institutionalization
The insured unemployment rate is Continued Claims (also called insured unemployment) divided by Covered Employment.,insuredUnemploymentRate
"The integrated measure of streamwise vorticity in the lower atmosphere relative to storm motion, indicating the potential for rotating updrafts.",stormRelativeHelicity
The integrated negative buoyancy that must be overcome for an air parcel to reach its level of free convection.,convectiveInhibition
The interest rate which best captures the monetary authorities' policy intentions,CountryCentralBankPolicyRate
The interval at which an activity or event takes place.,activityFrequency
The kind of place where a person works.,placeOfWork
The kind of relative humidity parameter used for computing derived climate parameters.,humidityParameter
The land areas that could be covered by flood waters.,FEMAFloodZoneEnum
The language that is learned.,LanguageLearnedEnum
The language which is learned.,languageLearned
"The length of time over which an observation was recorded. For example, an observation could have an observation Period of P1 Y (reported annually), but have an accumulation Period of P1 M (recorded monthly)",accumulationPeriod
"The length of time until the maturity date, on which the issuer is obligated to repay the nominal amount",maturity
The level that the correctional facility is operated at.,correctionalFacilityOperator
The liquid water content of clouds in the form of suspended cloud droplets.,cloudWater
The literacy rate of a population living in an administrative area.,literacyRate
The lower limit of a confidence interval for a measured value.,confidenceIntervalLowerLimit
"The lower limit of a prediction interval within which a future observation will fall, with a certain probability, given what has already been observed.",predictionIntervalLowerLimit
"The lowest level of performance in an assessment, often indicating that the student has not met the achievement standard or demonstrates a minimal understanding of the subject matter.",AssessmentLevel1
The marital status of the mother,mothersMaritalStatus
"The measure of the value of goods and services produced in an area, industry or sector of an economy.",GrossValueAdded
The metallic elements in the periodic table located between the transition metals and the chemically weak nonmetallic metalloids.,PostTransitionMetal
The method of the wastewater treatment,waterTreatmentType
"The metric being measured by a Statistical Variable: for example, count, total wages, age, etc.",measuredProperty
The minimum Wage is minimum wage as determined by the administrative authority in that region.,minimumWage
The minimum amount of water in the soil that the plant requires not to wilt.,wiltingPoint
The most generic type of entity related to health and the practice of medicine.,MedicalEntity
The most recent date that the data was imported.,lastDataRefreshDate
"The municipality exercising primary status in a country, state, province, or other administrative region, usually as its seat of government.",administrativeCapital
"The name of the lowest or terminal infraspecific epithet of the scientific Name, excluding any rank designation.",BiologicalInfraSpecies
The name or type of graduation.,educationCertification
The nativity of the mother,mothersNativity
The natural number used to describe how an instance of an Ordinal Unit Of Measure is arranged among other instances of the same Ordinal Unit Of Measure.,ordinalCode
The node that the observed node is comparing against,comparedNode
The number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates of the specified year.,fertilityRate
"The number of hours a person usually worked in a work week. If the number of hours worked vary considerably across work weeks, this can also be looked as the approximate average of the hours worked per week.",usualHoursWorked
The objective of Ru Pay Contactless is to provide a mechanism for Low-Value Payments (LVPs) within the gambit of electronic payments.,RuPayPointOfSales
The occupation that the person has.,hasOccupation
The ontology ID of the parent disease.,parentDiseaseOntologyID
"The outflow of money, or any form of fortune in general, to another person or group to pay for an item or service, or for a category of costs.",ExpenditureActivity
The percent increase or decrease from the baseline mobility (as determined by the source) for a category.,covid19MobilityTrend
The percentage of students scoring lower than a particular scale score.,educationScorePercentile
The percentage of the first input where the whole is the second input,Percentage
The period that a person served in the military.,periodOfMilitaryService
The person or entity that pays or compensates.,remunerator
The physical material that is at the surface of the earth.,IceCover;LandCover
The place where a person works.,Workplace
The place where passengers and cargo are exchanged between vehicles or/and between transport modes.,TransportHub
The policy coverage is unknown.,SpatialCoverageUnknown
The policy is applied across the whole country.,AllAdministrativeAreas
The policy is geographically targeted to a specific region.,SelectedAdministrativeAreas
The population density in of an administrative area.,populationDensity
The potential for negative impacts as a result of a natural hazard. This is a measure defined and computed by the US Federal Emergency Management Agency (FEMA).,femaNaturalHazardRiskIndex
The potential negative effects on communities caused by external stresses on human.,socialVulnerabilityStatus
The pre-pregnancy Body Mass Index (BMI) of the mother.,prePregnancyBMI
"The price of a base currency needed in order to exchange to a single unit of another currency, e.g. if the exchange rate of EUR to GBP is 1.2, it takes 1.2 EUR to exchange for 1 GBP.",exchangeRate
The private sector with a formal contract,PrivateSectorFormalContract
The private sector without a formal contract,PrivateSectorNoFormalContract
The probability (expressed as a percentage) of a predicted/estimated value falling within the margin of error (absolute error) specified.,marginOfErrorSignificanceLevel
The probability (expressed as a percentage) of a predicted/estimated value falling within the prediction interval specified.,predictionIntervalSignificanceLevel
"The probability (expressed as a precentage) of a study/experiment rejecting the null hypothesis about a parameter/estimate, given that the null hypothesis is true. It corresponds to the confidence interval constructed.",confidenceIntervalSignificanceLevel
"The probability of contracting a disease (like cancer) over a 70 year lifetime from constant, continuous exposure",lifetimeContractionProbability
The process of detecting and removing abnormal tissue or cells in the cervix before cervical cancer develops.,CervicalCancerScreening
The production and discharge of something.,Emissions
The program helps poorest rural families can develop their production projects,Brazil_RuralDevelopmentProgram
The public sector (including statutory and military servants),PublicSector
The quality or state of being visible.,visibility
The race of the mother,mothersRace
The range in a monthly aggregated metric observed over a year. This range is calculated as the difference between the maximum monthly value and the minimum monthly value.,InterannualRangeOfMonthlyAggregate
The rate at which something occurs over a particular period of time.,FrequencyEnum
The rate of using something.,usageRate
The rate of withdrawing something from another thing.,withdrawalRate
The ratio between length of coastline and land area of an administrative area.,coastlineAreaRatio
The ratio of arable land to land area of an administrative area.,landArable
The ratio of land used for crops to land area of an administrative area.,landCrop
The recorded value of a Stat Var Observation. Also used as a value of the measured Property property of a Statistical Variable to indicate that all observations for that variable provide the actual recorded value.,value
"The recyclable material collector is an urban worker who collects recyclable solid waste , such as cardboard , aluminum , glass and others.",RecyclableMaterialCollectorsFamily
The reporting entity has another relationship to the power plants reported on Schedule 2 of form EIA-860,EIA_OtherRelationshipWithPowerPlants
The reporting entity is an asset manager of power plants reported on Schedule 2 of EIA-860,EIA_AssetManagerOfPowerPlants
The reporting entity is an operator of power plants reported on Schedule 2 of form EIA-860,EIA_OperatorOfPowerPlants
The reporting entity is an owner of power plants reported on Schedule 2 of form EIA-860,EIA_OwnerOfPowerPlants
The residual sodium carbonate (RSC) of water is used to indicate the alkalinity hazard for water. The RSC index is used to find the suitability of the water for irrigation in clay soils.,residualSodiumCarbonate
The schedule for automatically updating a data import.,automaticRefreshSchedule
The score secured by students in an assessment.,assessmentScore
"The second level of performance in an assessment, typically indicating that the student nearly met the achievement standard or demonstrates a partial understanding of the subject matter.",AssessmentLevel2
The soil moisture content remaining after excess water has drained and is available for plant uptake.,fieldCapacity
"The source of economic activity. For example, GDP & GNI.",EconomicActivitySourceEnum;activitySource
"The source of water, such as ground water, surface water.",waterSource
The spatial period of a periodic wave.,wavelength
"The specific kind of faculty member. For example, Instructional Aide",facultyType
The specific subject or area for which the assessment is performed.,subjectAssessmentScale
"The specific type of climate model experiment, e.g. backcast (forecasts in the past) or future forecast of climate indicators, e.g. Temperature.",ClimateModelExperimentTypeEnum
The specific type of items covered under an insurance policy.,InsuredItemEnum
The speed and direction at which a thunderstorm travels.,stormMotion
The standard code determined by the International Organization for Standardization.,isoCode
"The standard error of a statistic (usually an estimate of a parameter) is the standard deviation of its sampling distribution or an estimate of that standard deviation. If the parameter or the statistic is the mean, it is called the standard error of the mean.",stdError
The standardized currency used by a region in its most recent reference year.,StandardizedCurrency
The status of a household's internet access.,internetAccessStatus
"The status of a person's residence in a place, e.g. \lived in the same house 1 year ago.\",residentStatus
The status of graduation denoting whether the student graduated or dropped out.,graduationStatus
"The status of language learned by students like current learner, ever learned, never learned etc.",languageLearningStatus
The status of the food basket being given to the family.,foodBasketStatus
The status of the mortgage on a housing unit.,mortgageStatus
The sum of the value of exports and imports.,twoWayTrade
"The susceptibility of social groups to the adverse impacts of natural hazards, including disproportionate death, injury, loss, or disruption of livelihood. This is a measure defined and computed by the US Federal Emergency Management Agency (FEMA).",femaSocialVulnerability
"The temperature a parcel of dry air would have if brought adiabatically (i.e., without transfer of heat or mass) to a standard pressure level of 1000 mbar.",potentialTemperature
The temperature read by a thermometer covered in water-soaked cloth (a wet-bulb thermometer) over which air is passed.,wetBulbTemperature
"The term 'pardo' is more commonly used to refer to mixed-race Brazilians, individuals with varied racial ancestries.",Brazil_Pardo
"The term for a person's physical, romantic, and/or emotional attraction to members of the same and/or opposite sex, including lesbian, gay, bisexual, and heterosexual (straight) individuals.",sexualOrientation
The term known offender does not imply the suspect’s identity is known,OffenderAttributesKnown
"The third level of performance in an assessment, generally indicating that the student met the achievement standard or demonstrates a proficient understanding of the subject matter.",AssessmentLevel3
The time at at which the Data Commons data processing pipeline was run.,SchemaImportTimeProperty
The time it takes for a person to get to and from work.,commuteTime
The total domestic and foreign output claimed by residents of a country.,GrossNationalIncome
"The total number of personnel assigned. Includes overhead, crew members, helicopter crew member, engine crew members, camp crew people, etc.",totalIncidentPersonnel
The total purchase price paid for the equity of the acquired entity plus debt assumed of the acquired entity as determined in good faith by the Board.,valueOfTransactions
The transaction is approved.,TransactionApproved
The transaction status is down due to various reasons.,ProductDown
The transaction status is successful.,ProductUp
"The treatment and disposal of municipal, industrial and other solid waste.",SolidWasteDisposal
"The treatment and disposal of wastewater from domestic, commercial and industrial sources.",WastewaterTreatmentAndDischarge
The treatment level/stage in the wastewater treatment plant,waterTreatmentLevel
The type of an academic assessment.,assessmentType
"The type of climate model experiment, e.g. backcast (forecasts in the past) or future forecast of climate indicators, e.g. Temperature.",climateModelExperimentType
The type of entity resolution used for a data import.,entityResolutionType
"The type of item insured for a natural hazard such as building or its contents for hazards like fire, flood, or earthquake.",insuredThing
The type of physical activity performed.,PhysicalActivityEnum
"The type of population being measured by a Statistical Variable. For example, Person, Student, Household etc.",populationType
The type of probability distribution,probabilityDistributionType
The type of program under which the investment is done.,investmentProgram
The type of the system(independently in a small scale or privately/by government in a large scale)by which the waste water is treated,waterTreatmentSystem
The type of tobacco usage covers the type of tobacco products or the means or method it is used.,TobaccoUsageTypeEnum
"The type of water, such as fresh water, saline water.",waterType
The unduplicated count of students in membership whose National School Lunch Program (NSLP) eligibility has been determined through direct certification.,DirectCertificationLunch
The unemployment rate is a measure of the prevalence of unemployment. It is calculated as a percentage by dividing the number of unemployed individuals by all individuals currently in the labor force.,UnemploymentRateProperty
The unique Data Commons identifier for an entity or property.,dcid
The unique Wikidata identifier for an entity or property.,wikidataId
The unit of currency used by a Place.,usesCurrency
"The unit of measurement used in an observation or statistical variable. For example, it could be USDollars, Meter, Celsius, etc. Values are typically of type Unit Of Measure.",unit
"The upper boundary of the troposphere, usually characterized by an abrupt change in lapse rate from positive (decreasing temperature with height) to neutral or negative (temperature constant or increasing with height).",Tropopause
The upper limit of a confidence interval for a measured value.,confidenceIntervalUpperLimit
"The upper limit of a prediction interval within which a future observation will fall, with a certain probability, given what has already been observed.",predictionIntervalUpperLimit
"The urban wage earner and clerical worker population consists of consumer units consisting of clerical workers, sales workers, craft workers, operative, service workers, or laborers.",UrbanWageEarnerAndClericalWorker
The usage or consumption of something.,Consumption
The value of money that has been used up to produce something or deliver a service.,cost
The water content obtained from melting accumulated snow.,snowWaterEquivalent
The water treatments in the wastewater plant that are not specified,UnspecifiedTreatment
"The way a person gets to work, e.g. carpooling or driving alone.",commuteMode
The weight of the child at birth.,birthWeight
The worked from home mode has started from covid period and it is for a short time.,WorkedFromHome
"The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns.",SSP2
"The world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development.",SSP5
"The world shifts gradually, but pervasively, toward a more sustainable path, emphasizing more inclusive development that respects perceived environmental boundaries.",SSP1
Theater Event,TheaterEvent
Theater Group,TheaterGroup
Theater companies and dinner theaters,NAICS71111
"Theater companies and dinner theaters"",""Theater Companies and Dinner Theaters",NAICS/711110
Theatrical Producers and Services,SIC/7922
Theft From Building,TheftFromBuilding
Theft From Coin Operated Machine Or Device,TheftFromCoinOperatedMachineOrDevice
Theft From Motor Vehicle,TheftFromMotorVehicle
Theft Of Motor Vehicle Parts Or Accessories,TheftOfMotorVehiclePartsOrAccessories
Theology And Religion Major,TheologyAndReligionMajor
Therapists,SOCv2018/29-1120
"Therapists, All Other",SOCv2018/29-1129
There are children,HasChildren
There is no ash impoundment at the plant.,EIA_NotImpounded
Thermal electricity,ThermalElectricity
Thermoelectric,Thermoelectric
"These clouds have bases between 16,500 and 45,000 feet in the mid latitudes. At this level they are composed of primarily of ice crystals. Some clouds at this level are cirrus, cirrocumulus, and cirrostratus.",HighCloudLayer
Thickness is the measurement of the distance (in meters) between any two constant pressure surfaces.,thickness
Thing,Thing
Third Grade level in school.,SchoolGrade3
Third level statistical subdivision within an EU member country,EurostatNUTS3
"Third party administration of insurance funds"",""Third Party Administration of Insurance and Pension Funds",NAICS/524292
Thirteenth Grade level in school.,SchoolGrade13
This a derived property that directly associates entities that are directly and indirectly related by contained In Place relations.,linkedContainedInPlace
This category represents the bottom 0% to 20% of the population in terms of wealth distribution and includes the poorest households,LowestWealthIndex
This group falls within the 21% to 40% range of the total population based on wealth and consists of the poor segment.,SecondWealthIndex
"This group includes those who fall within the 61% to 80% range of the wealth spectrum, classified as the rich segment.",FourthWealthIndex
This identifies the type of institution that manages and runs a school.,schoolManagement
"This includes people who worked without pay in a business or on a farm operated by a relative. Note that, on tabulations with earnings data, unpaid family workers may have earnings.",UnpaidFamilyWorker
This is a baseline outcome rather than a mitigation target,RCP7.0
"This is the economic activity type from the International Standard Industrial Classification of All Economic Activities, Version 3.1.",ISICv3.1Enum
This model represents an ensemble across all available models,EnsembleAcrossModels
"This property contains what particular aspect of deprivation is being measures, things like employment, income, or health",deprivationDomain
This property describes a health outcome such as diabetes.,healthOutcome
This property describes health-relevant behaviours exhibited by a person such as exercising regularly.,healthBehavior
This property describes preventive health measures such as going or not going to a dentist.,healthPrevention
"This property describes the contaminated \thing\ which can be things like drinking water"",""ground water"",""soil"",""air"",""land"",""oceans and so on.",contaminatedThing
This property describes the status of Health Insurance of a person,healthInsurance
"This property identifies if person is a veteran. A veteran is someone who served in the active military, naval or air service, and was discharged or released under conditions other than dishonorable.",veteranStatus
"This property indicates whether a medium like Soil, Ground Water is contaminated by contaminants like heavy metals, organic compounds, and inorganic compounds.",isContaminated
"This specifies the economic activity type from the International Standard Industrial Classification of All Economic Activities, Version 3.1.",isic
"This variable indicates whether a school participates in the National School Lunch Program, and, if so, under what special provisions. The Healthy, Hunger-Free Kids Act of 2010 (PL 111-296) includes provisions for determining free and reduced-price lunch (FRL) eligibility that may affect the reliability and availability of the FRL counts reported to EDFacts (FS033). Under provisions 2 and 3 of the law, annual certification of individual students is not required. A new provision, the Community Eligibility Option (CEO or Provision 4), eliminates the requirement for individual eligibility information once a school has determined a baseline percentage of FRL eligible students. These changes may result in missing or out of date FRL counts. Education researchers frequently use FRL eligibility as an indicator of student socioeconomic status (SES). The NSLP status provides these researchers with an indication of the reliability of the FRL counts reported in this file.",NationalSchoolLunchProgramEnum
"Those who use fishing resources extracted, collected, seized or captured in fresh or salt water for commercial or commercial purposes.",FishingFamily
Thread Mills,SIC/2284
Thread mills,NAICS313113
Threat Of Attack With Firearm Or Explosive,ThreatOfAttackWithFirearmOrExplosive
Threat Of Attack With Weapon,ThreatOfAttackWithWeapon
Threat Of Attack Without Weapon,ThreatOfAttackWithoutWeapon
Thrombocytopenia,Thrombocytopenia
Throwing and Winding Mills,SIC/2282
Thunder,Thunder
Thunderstorm Wind Event,ThunderstormWindEvent
Tick Borne Encephalitis,TickBorneEncephalitis
Ticket,Ticket
Tidal,Tidal
Tide Gauge Station,TideGaugeStation
Tie Action,TieAction
Tile and Stone Setters,SOCv2018/47-2044
Tile and terrazzo contractors,NAICS23834
"Tile and terrazzo contractors NAICS238340"",""Tile and Terrazzo Contractors",NAICS/238340
Timber,Timber
Timber Tracts,SIC/0811
Timber tract operations,NAICS1131;NAICS11311
"Timber tract operations"",""Timber Tract Operations",NAICS/113110
Time Period Relative To Pregnancy,timePeriodRelativeToPregnancy
Time Period Relative To Pregnancy Enum,TimePeriodRelativeToPregnancyEnum
Time Related Underemployed,TimeRelatedUnderemployed
Time Unit Of Measure,TimeUnitOfMeasure
"Time of occurrence of an earthquake event, in ISO 8601 format.",occurrenceTime
Timing Device Assemblers and Adjusters,SOCv2018/51-2060;SOCv2018/51-2061
Tip Action,TipAction
Tire Builders,SOCv2018/51-9197
Tire Cord and Fabrics,SIC/2296
"Tire Manufacturing (except Retreading)"",""Tire manufacturing, except retreading",NAICS/326211
Tire Repairers and Changers,SOCv2018/49-3093
Tire Retreading and Repair Shops,SIC/7534
Tire Shop,TireShop
Tire and tube merchant wholesalers,NAICS42313
"Tire and tube merchant wholesalers"",""Tire and Tube Merchant Wholesalers",NAICS/423130
Tire cord and tire fabric mills,NAICS314992
Tire dealers,NAICS44132;NAICS44134
Tire dealers NAICS441340,NAICS441340
"Tire dealers"",""Tire Dealers",NAICS/441320
Tire manufacturing,NAICS32621
"Tire retreading"",""Tire Retreading",NAICS/326212
Tires,BLSItem/SETC01;Tires
Tires and Inner Tubes,SIC/3011
Tires and Tubes,SIC/5014
Titanium Dioxide Production,TitaniumDioxideProduction
"Title Examiners, Abstractors, and Searchers",SOCv2018/23-2093
Title Insurance,SIC/6361
Title abstract Offices,SIC/6541
"Title abstract and settlement offices"",""Title Abstract and Settlement Offices",NAICS/541191
To Be Determined,ToBeDetermined
To travel to work,WorkCommute
Tobacco,SIC/0132;Tobacco
Tobacco And Smoking Products,TobaccoAndSmokingProducts
Tobacco Products,TobaccoProducts
Tobacco Products Other Than Cigarettes,TobaccoProductsOtherThanCigarettes
Tobacco Smoking,TobaccoSmoking
Tobacco Stemming and Redrying,SIC/2141
Tobacco Stores and Stands,SIC/5993
Tobacco Usage Type Enum,TobaccoUsageTypeEnum
Tobacco Use,TobaccoUse
Tobacco and Tobacco Products,SIC/5194
Tobacco and smoking products,BLSItem/SEGA
Tobacco and tobacco product merch. whls.,NAICS42494
"Tobacco and tobacco product merch. whls."",""Tobacco and Tobacco Product Merchant Wholesalers",NAICS/424940
Tobacco electronic cigarette and other smoking supplies retailers,NAICS459991
Tobacco farming,NAICS11191
"Tobacco farming"",""Tobacco Farming",NAICS/111910
Tobacco manufacturing,NAICS3122;NAICS31223
"Tobacco manufacturing"",""Tobacco Manufacturing",NAICS/312230
Tobacco product manufacturing,NAICS31222
Tobacco production,TobaccoProduction
Tobacco products other than cigarettes,BLSItem/SEGA02
Tobacco stemming and redrying,NAICS31221;NAICS312210
"Tobacco stores"",""Tobacco Stores",NAICS/453991
Toilet,Toilet
Toilet Preparations,SIC/2844
Toilet preparation manufacturing,NAICS32562
"Toilet preparation manufacturing"",""Toilet Preparation Manufacturing",NAICS/325620
Tomatoes,BLSItem/SEFL03;Tomatoes
Took a hemoglobin A1c test.,HemoglobinA1cTest
Took a low-density lipoprotein-cholesterol (LDL-C) test.,BloodLipidsTest
Took a retinal or dilated eye exam by an eye care professional.,EyeExam
"Tool Grinders, Filers, and Sharpeners",SOCv2018/51-4194
Tool and Die Makers,SOCv2018/51-4110;SOCv2018/51-4111
Tools Hardware And Supplies,ToolsHardwareAndSupplies
Tools Hardware Outdoor Equipment And Supplies,ToolsHardwareOutdoorEquipmentAndSupplies
"Tools, hardware and supplies",BLSItem/SEHM01
"Tools, hardware, outdoor equipment and supplies",BLSItem/SEHM
"Top 1000 locations with the same Place Statistical Variable attributes, for a given ranking algorithm.",top1000Locations
Top Executives,SOCv2018/11-1000
Top and Body Repair and Paint Shops,SIC/7532
Top level group,BiologicalKingdom
Topic,Topic
Topping Or Bottoming Enum,ToppingOrBottomingEnum
Tornado,Tornado
Tornado Event,TornadoEvent
Tornado Intensity EF0,TornadoIntensityEF0
Tornado Intensity EF1,TornadoIntensityEF1
Tornado Intensity EF2,TornadoIntensityEF2
Tornado Intensity EF3,TornadoIntensityEF3
Tornado Intensity EF4,TornadoIntensityEF4
Tornado Intensity EF5,TornadoIntensityEF5
Tornado Intensity EFU,TornadoIntensityEFU
Tornado Intensity Enum,TornadoIntensityEnum
Tornado Intensity F0,TornadoIntensityF0
Tornado Intensity F1,TornadoIntensityF1
Tornado Intensity F2,TornadoIntensityF2
Tornado Intensity F3,TornadoIntensityF3
Tornado Intensity F4,TornadoIntensityF4
Tornado Intensity F5,TornadoIntensityF5
Tortilla manufacturing,NAICS31183
"Tortilla manufacturing"",""Tortilla Manufacturing",NAICS/311830
Total Covered,EstablishmentOwnership0
Total Government,EstablishmentOwnership8
Total Guidance Counselors,TotalGuidanceCounselor
"Total amount of drugs, by mass, distributed in a location.",DrugDistribution
Total amount paid for an insurance claim for a disaster.,settlementAmount
Total capacity potential that can be used to generate electricity,potentialCapacity
"Total dissolved solids is a measure of the dissolved combined content of all inorganic and organic substances present in water in molecular, ionized, or micro-granular suspended form.",totalDissolvedSolids
Total nonfarm,NAICS/JOLTS_000000
Total retail drugs distributed per location within the time period.,retailDrugDistribution
"Total, all industries",NAICS10
"Totalizing fluid meters and counting devices"",""Totalizing Fluid Meter and Counting Device Manufacturing",NAICS/334514
Tour Guides and Escorts,SOCv2018/39-7011
Tour Operators,SIC/4725
Tour and Travel Guides,SOCv2018/39-7000;SOCv2018/39-7010
Tour operators,NAICS56152
"Tour operators"",""Tour Operators",NAICS/561520
Tourist Attraction,TouristAttraction
Tourist Information Center,TouristInformationCenter
Towing and Tugboat Service,SIC/4492
Town,Town
Toxoplasma Etiology,ToxoplasmaEtiology
Toxoplasma gondii Etiology,ToxoplasmaGondiiEtiology
Toy Store,ToyStore
Toy and hobby goods merchant wholesalers,NAICS42392
"Toy and hobby goods merchant wholesalers"",""Toy and Hobby Goods and Supplies Merchant Wholesalers",NAICS/423920
Toys,BLSItem/SERE01;Toys
Toys Games Hobbies And Playground Equipment,ToysGamesHobbiesAndPlaygroundEquipment
Toys and Hobby Goods and Supplies,SIC/5092
"Toys, games, hobbies and playground equipment",BLSItem/SS61011
Tracer Ammunition,TracerAmmunition
Track Action,TrackAction
Tractor,Tractor
Tractors Or Mowers Or Brushhogs,TractorsOrMowersOrBrushhogs
Trade Action,TradeAction
Trade Adjustment Assistance,TradeAdjustmentAssistance
Trade Sector,TradeSector
Trade and Vehicle Repair,VehicleTradeRepair
Trade binding and related work,NAICS323121
"Trade, transportation, and utilities",NAICS/JOLTS_400000;NAICS1021
Trading,Trading
Trading Service,TradingService
Traditional,Traditional
Traffic Accident,TrafficAccident
Traffic Circle,TrafficCircle
Traffic Technicians,SOCv2018/53-6040;SOCv2018/53-6041
Traffic pircle type of road intersection at which crash occurred,TrafficCircle
Trafficway Not In State Inventory,TrafficwayNotInStateInventory
Trailer Parks and Campsites,SIC/7033
Train Reservation,TrainReservation
Train Station,TrainStation
Train Trip,TrainTrip
Training and Development Managers,SOCv2018/11-3130;SOCv2018/11-3131
Training and Development Specialists,SOCv2018/13-1150;SOCv2018/13-1151
Tram,Tram
Transactinide,Transactinide
"Transactinide  or super-heavy elements, are the chemical elements with atomic numbers greater than 103 which is the heaviest actinide, Lawrencium.",Transactinide
Transaction Approved,TransactionApproved
Transaction Business Decline,TransactionBusinessDecline
Transaction Cause Enum,TransactionCauseEnum
Transaction Status Enum,TransactionStatusEnum
Transaction Technical Decline,TransactionTechnicalDecline
Transaction declines that are attributable to business decisions by stakeholders participating in the transaction.,TransactionBusinessDecline
"Transaction declines that are attributable to technical shortcomings like connectivity issues, switch unavailability, incorrect message data elements etc are classified under TD.",TransactionTechnicalDecline
Transfer Action,TransferAction
Transfer And Subsidy,TransferAndSubsidy
Transfer Type Enum,TransferTypeEnum
Transfers And Subsidy Capital,TransfersAndSubsidyCapital
Transfers And Subsidy Capital In Kind All,TransfersAndSubsidyCapitalInKindAll
Transfers And Subsidy Capital Monetary Allocation,TransfersAndSubsidyCapitalMonetaryAllocation
Transfers And Subsidy Capital National Provincial Agency,TransfersAndSubsidyCapitalNationalProvincialAgency
Transfers And Subsidy Capital National Provincial District,TransfersAndSubsidyCapitalNationalProvincialDistrict
Transit and Railroad Police,SOCv2018/33-3052
Transit and ground passenger transportation,NAICS485
Transition Metal,TransitionMetal
Transitional 1st grade,TransitionalGrade1
Transitional Kindergarten,TransitionalKindergarten
Translation and interpretation services,NAICS54193
