dcid,year,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAfricanDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAfricanDevelopmentFund,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAsianDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAsianInfrastructureInvestmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAustralia,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAustria,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAzerbaijan,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDBelgium,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDBlackSeaTrade&DevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCanada,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCentralAmericanBankforEconomicIntegration,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDClimateInvestmentFunds,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCouncilofEuropeDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCzechRepublic,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDDenmark,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDEUInstitutions,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDEuropeanBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDFinland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDFoodandAgricultureOrganisation,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDFrance,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGermany,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGlobalEnvironmentFacility,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGlobalGreenGrowthInstitute,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGreenClimateFund,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDHungary,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDIceland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDInterAmericanDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDInternationalBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDInternationalDevelopmentAssociation,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDIreland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDIslamicDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDItaly,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDJapan,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDKorea,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLatvia,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLiechtenstein,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLithuania,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLuxembourg,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNetherlands,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNewZealand,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNordicDevelopmentFund,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNorway,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDPoland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDPortugal,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDRomania,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSlovakRepublic,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSlovenia,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSpain,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSweden,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSwitzerland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDUnitedArabEmirates,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDUnitedKingdom,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDUnitedStates
country/CUB,2017,,,,,,902.0,,130433.0,,,,,,,,279524.4,,,,9920.0,54892.0,,,,,,,,,,,,13481.6,,,,,,,,,,,,,,,484566.2,,634369.0,,,
country/CUB,2018,,,,,,,,,,123582.0,,,,,,1419209.4,,,9648.0,104412.4,100919.20000000001,,,,,,,,,,,,9160.0,,,,,,,,,,,26555.0,,,,665.2,,311040.0,4701880.0,,
country/CUB,2019,,,,,,,,,,119807.0,,,,,,4087242.8,,,2161.6,,87870.8,,,,,,,,,,,,42539.6,,,,,,,,,,,,,,,187260.4,,886247.0,4911516.0,,
country/CUB,2020,,,,,,,,,,84638.4,,,,,,5109880.8,,,3432.0,,89229.8,,,2661240.4593072045,,,,,,,,,1526.0,,,,,,,,,,,,,,,68333.0,,1272739.0,,,
country/CUB,2021,,,,,,,,,,215156.80000000002,,,,,,10641563.0,,,27050.0,30747.0,39548.8,,,,,,,,,,,,3608.8,,,,,,,,,,,,,,,49804.8,,865677.4,17503.0,,100000.0
country/DJI,2013,,,,,,,,,,,,,,,,3204551.8000000003,,,,,167286.40000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,25929.200000000004,,,,
country/DJI,2014,,,,,,,,,,,,,,,,55999.600000000006,,,,,175719.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/DJI,2015,,,,,,,,,,,,,,,,254819.6,,,,,,,,,,,,,75111.70999999999,,,,8869.2,,,,,,,,,,,,,,,,,,,,
country/DJI,2016,,,,,,,,,,,,,,,,2085086.8000000003,,,,,,,,,,,,,265681.33999999997,,,,31602.0,,,,,,,,,,,,,,,,,,,,242829.0
country/DJI,2017,,,,,,,,,,,,,,,,81510.8,,,,,,,,,,,,,,,,,56268.8,,,,,,,,,,,,,,,,,,,,
country/DJI,2018,,,,,,,,,,,,,,,,272540.80000000005,,,,13641.6,,,,,,23089.2,,,3429053.32,,,,18660.4,,,,,,,,,,,,,,,,,,,,
country/DJI,2019,,14046695.815305552,,,,,,,,,,,,,,,,,,204918.0,46585.200000000004,,,,,,,,455402.75920000003,,,,559146.2000000001,,,,,,,,,,,,,,,,,,,,
country/DJI,2020,,103718.00760811067,,,,,,,,,,,,,,83186.40000000001,,,207003.0,,47589.600000000006,,,,,,,,588190.4596000001,,,4138.0,,,,,,,,,,,,,,,,,,,,,
country/DJI,2021,,1544312.1880048183,,,,,,,,,,,,,,324796.4,,,455650.0,13836.0,,,,,,,,,1303788.2084,,,10186.0,136021.2,,,,,,,,,,,,,,,,,,,,
country/DMA,2013,,,,,,,,,,,,,,,,666155.2000000001,,,,2791792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/DMA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60164.0,,,,,,,,,,,,,,,,,,,,
country/DMA,2016,,,,,,,,,,,,,,,,,,,,,,575495.0,,,,,,,,,,,425614.4,,,,,,,,,,,,,,,,,,,10632.800000000001,
country/DMA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,
country/DMA,2018,,,,,,,,,,157396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/DMA,2019,,,,,,,,,,,,,,,,447778.0,,,,,,,,,,,,,946937.2,,,149796.0,,,,,,,,,,,,,,,,,,,,,
country/DMA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773034.0800000001,,,,,,,,,,,,,,,,,,,,,,,,
country/DMA,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,14670.0,,514304.1948,,,,,,,,,,,,,,,,,,,,,,,,
country/DOM,2013,,,,,,,,92004.40000000001,,,,,,,,392368.80000000005,,,,1259493.0,606199.2000000001,,,,,,,,,,,1879.0,28025.0,26772.0,,,,,,,,,,,,,,311346.0,,,,,
country/DOM,2014,,,,,,,,77283.2,,,,,,,,392342.00000000006,,,,,1235892.6,,,,,,,,,,,55212.8,1190.4,15744.400000000001,,,,,,,,,,,,,,42705.4,,,,,239572.0
country/DOM,2015,,,,,,,,52440.8,,,,,,,,118908.40000000001,,,,,978427.2,,,,,,,,,,,,5044.400000000001,20983.600000000002,,,,,,,,,,,,,,91600.8,,,,,235643.0
country/DOM,2016,,,,,,,,40076.8,,,,,,,,259798.40000000002,,,,,1023195.6,,,,,,,,,,,5821.200000000001,15238.800000000001,,,,,,,,,,,,,,,8983.6,,,,,458572.0
country/DOM,2017,,,,,,,,,,,,,,,,429039.0,,,,,995094.0,,,,,,201898.5,,,,,,16298.400000000001,,,,,,,,,,,,,,,30872.0,,,,,30840.0
country/DOM,2018,,,,,,,,,,123582.0,,,,,,51939.2,,,,4218165.2,3380154.0,,,,,,5611.0,20222988.94,,,,,15838.800000000001,,,,,,,,,,,,,,,18860.6,,,,,2636830.0
country/DOM,2019,,,,,,,,,,119807.0,,,,,,3635678.4,,,,25398057.0,5307427.8,,,,,,95240000.0,36034917.519999996,,,,,69155.40000000001,,,,,,,,,,,,,,,274.40000000000003,,,,,1328161.0
country/DOM,2020,,,,,,,,,,44415.0,,,,,,41331.200000000004,,,,64632861.8,3007041.0,,,,,,87091.0,16521641.64,,,,,8577.0,,,,,,,,,,,,,,,96260.8,,,,,640024.0
country/DOM,2021,,,,,,,,,,,,,,,,3553228.0,,,,48486282.0,1883324.0,402690.0,,,,,,16870221.759999998,,,,,2223.6,69902.0,,,,,,,,,,,,,,13230.2,,,5001.0,,713610.0
country/DZA,2013,,,,,,,,1020344.8,,,,,,,,991216.0,,,,,5763.0,,,,,,,,,,,7593.200000000001,938522.4,42518.8,,,,,,,,,,,,,,4261561.0,,,,,
country/DZA,2014,,,,,,,,1085718.8,,,,,,,,361827.60000000003,,,,,65097.600000000006,,,,,,,,,,,,836165.0,,,,,,,,,,,,,,,24398.0,,,,,
country/DZA,2015,,,,,,,,,,,,,,,,237923.6,,,,,594620.0,,,,,,,,,,,4437.2,575291.0,179426.8,,,,,,,,,,,,,,,,,,,
country/DZA,2016,,,,,,,,,,,,,,,,141258.4,,,,21453.199999999997,532214.4,,,,,,,,,,,13270.0,12981.2,3182.0,,,,,,,,,,,,,,,31198.0,,,,
country/DZA,2017,,,,,,,,,,,,,,,,341740.0,,,,1352.8000000000002,516998.00000000006,,,,,,,,,,,1352.4,2346.0,,,,,,,,,,,,,,,,,,,,
country/DZA,2018,,,,,,,,,,,,,,,,208844.6,,,,38406.4,747915.9999999999,,,,,,,,,,,603328.0,4570.8,,,,,,,,,,,,,,,,,,,,
country/DZA,2019,,,,,,,,,,,,,,,,2000358.0,,,,69181.6,1028932.4,,,,,,,,,,,1411.0,14620.0,,,,,,,,,,,,,,,,,,,,
country/DZA,2020,,,,,,,,,,,,,,,,2778483.6,,,,,1398417.2000000002,,,,,,,,,,,7665.6,,,,,,,,,,,,,,,,,,17674.0,,,
country/DZA,2021,,,,,,,,,,,,,,,,4406246.6,,,,50318.600000000006,2795920.2,,,,,,,,,,,,580.0,44784.8,,,,,,,,,,,,,,,,20543.0,,,
country/ECU,2013,,,,,,,,982194.8,,,,,,,,630485.6,,,,,4443848.0,,,,,,27278.9,,,,,116689.20000000001,22625.0,4348491.0,,,,,,,,55440.0,,,,,,1598412.0,8642.400000000001,,,,839646.0
country/ECU,2014,,,,,,,,2512459.2,,,,,,,,81072.0,,,,,10250943.0,,,,,,54889567.29,4854500.0,,,,,1190.4,1652355.0,,,,,,,,53729.0,,,,,,777825.4,32959.2,,,10528.0,259668.0
country/ECU,2015,,,,,,,,1965061.2,,,,,,,,13595.2,,1636.0,,55355519.0,2197821.2,,,,,,528500000.0,113876000.0,,,,141869.6,3216.3999999999996,2299569.0,,,,,,,,28693.0,,,,,,197634.4,17259.6,,,19854.0,215417.0
country/ECU,2016,,,,,,,,1100686.0,,,,,,49098.8,,289417.20000000007,,,,33049872.999999996,830146.4,284000.0,,,,,58541339.0,11401371.13,,,,8172.8,67044.0,468293.0,,,4423.2,,,,,166974.8,,,,,,231239.0,16455.2,,,,
country/ECU,2017,,,,,,,,150114.4,,,,,,,,,,,,,8057079.6,,,,,,6486950.0,,,,,5365.6,64548.40000000001,16827.2,,,,,,,,192754.0,,,,,,779208.8,9866.400000000001,,,,
country/ECU,2018,,,,,,,,195487.0,,,,,,,,214342.40000000002,,,,17544722.0,21033969.6,,,,,,194000000.0,150852199.0,,,,17579.2,31138.0,913644.4,,,,,,,,7714595.0,,,,,,160157.0,11535.2,,,,
country/ECU,2019,,,,,,29989924.0,,4965288.4,,,,,,,,109271.20000000001,,,,123116784.0,8558466.2,,,,,,152016000.0,178817730.51,,,,5440.400000000001,,52702.40000000001,,,,,,,,12895656.0,,,,,,881115.6,21437.2,,,,
country/ECU,2020,,,,,,,,21106.0,,560.8000000000001,,,,,,1030745.6,,,,122896224.0,1777590.0,,,,,,236936000.0,134488477.48000002,,,,,9392.0,70791.2,,,,,,,,113667.0,,,,,,293355.6,,3195.0,,,
country/ECU,2021,,,,,,,,22993.2,,,,,,,,1653683.0,,,,10999508.0,5972885.4,45532.0,,,,,18234415.9512,31114261.196,,,,662251.0,5226562.0,212338.0,,,,,,,,725039.0,,,,,,297967.2,,4376.400000000001,87372.0,,
country/EGY,2013,,,,,,23517.0,,,,,,327438.0,,,770244.0,3603041.2755604237,,,,8083748.0,53543759.6,,,,,,,,,,,49214.4,1170301.2,213780.80000000002,,,,,,,,,,,,,,,,20716.4,,,332800.0
country/EGY,2014,,,,,,119135.0,,,,,,,,,,9006526.82579482,,,,,74907131.80000001,,,,,,,,,,,3804.8,1309568.6,473727.60000000003,,,,,,,,,,,,,,,16501.600000000002,6830601.0,16048000.0,,47050.0
country/EGY,2015,,,,,,205229.0,,,,,,,,,31267.000000000004,5516755.747637991,,,,8430394.0,102445887.0,,,,,,,,,,,,42474068.6,81364.8,,,,,,,,,,,,,,,10771.6,2717254.2,15822942.4,14870.0,221212.0
country/EGY,2016,51725415.212153815,,,,,260140.4,,,,,,,,,18679.0,9748446.4,9624018.57790556,10216.800000000001,,24107044.0,56572642.2,2179356.0,,,,,,200000000.0,,,,310834.80000000005,107090312.8,,,,,,,,,574866.0,,,,,,,11500.0,1868845.2,8173328.0,229866.80000000002,222768.0
country/EGY,2017,,,,,,99854.6,,,,18488.4,,704286.0,,,,847205.9846862794,79317288.8777448,,,169986921.0,75083464.4,,,,,,,,,,,3976360.0,26365083.8,2518.0,,,,,,,,118856.0,,,,,,,,506107.0,7759000.0,66687.6,26000.0
country/EGY,2018,163941038.90848586,,,,,157304.80000000002,,,,12615.599999999999,,17740365.0,,,12036695.0,15642854.98590808,14468865.623409389,,,23130820.8,23948458.0,,,,,,,487378719.8416,,,,79646.0,93711773.39999999,2632.8,,,,,,,,10425206.0,,,,,,97.2,,40904.0,,,128000.0
country/EGY,2019,3159516.426872826,,,,,90367.2,,,,2903.2000000000003,,,,,46108.0,91637104.34957653,,,,109516308.0,17529536.4,,,,,,,6068561.012,,,,971260.0,37823445.6,,,,,,,,,2602872.0,,,,,,,12831.0,170566.8,,9210864.6,
country/EGY,2020,3465646.4944328647,,,,,2177647.0,,,,,,,,,12183.0,81072052.91718869,9562823.992886644,2954926.0,2431.0,138550390.0,20619105.0,,,,,,,14423930.9716,,,36000.0,,49471621.2,,,,,,1139601.0,,,98176.0,,,,,,,14325.0,650334.2,,11523561.0,381296.0
country/EGY,2021,189456096.305272,,,,,,,,,,,,,,669366.0,108199734.0236475,84088014.99061953,,,121744833.6,19623067.8,,,,,,,57639133.2928,,,,1363743.2,202374714.4,327618.4,,,,,,,,431133.0,,,,,,,,393693.60000000003,,3060900.6,570.0
country/ERI,2013,,,,,,,,,,,,,,,,31502.800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/ERI,2014,,,,,,,,,,,,,,,,1346686.8000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/ERI,2015,,,,,,,,,,,,,,,,178618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/ERI,2016,,,,,,,,,,,,,,,,293495.8,,,,,,175200.0,,,,,,,,2212.0,,24770.4,,,,,,,,,,,,,,,,,,,,,
country/ERI,2017,,,,,,,,,,,,,,,,930235.6000000001,,,,,,,,,,,,,,16910.0,,,,,,,,,,,,,,,,,,,,,5230000.0,,
country/ERI,2018,,,,,,,,,,,,,,,,2072597.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/ERI,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34703.0,,,,,,,,,,,,,,,,,,,,,,,
country/ERI,2020,,,,,,,,,,,,,,,,694409.4,,,,,,,,,,,,,,30769.0,,,1638.8000000000002,,,,,,,,,,,,,,,,,,,,
country/ERI,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5913.0,,1655.6000000000001,,,,,,,,,,,,,,,,,,,,,
country/ETH,2013,,,,,140687.0,1805629.6,,,,248380.6,,,,,,1790844.6,,151989.8,,26037830.0,4411304.2,,,,,,,,,1327668.0,,526553.6000000001,658134.0,72241.6,,,,24206.0,,,,9915680.200000001,19400.0,,,,,265684.60000000003,,,,630716.8,278730.0
country/ETH,2014,,,,,,495675.80000000005,,,,167763.2,,,,67444.40000000001,,52826.8,,243223.80000000002,,,2708301.2,,,,,,,,,1018105.8,,3895.2000000000003,781209.0,40700.40000000001,,,,,,,,13358292.799999999,,,,,,267082.8,,,,8252.800000000001,3578270.0
country/ETH,2015,,,,,,1500100.2,,,,,,,,72216.8,,550235.2000000001,,127416.8,,1211536.2,2715810.4000000004,,,,,,,,8000000.0,831947.0,,330646.60000000003,768321.2,20208.0,,,,50224.4,,,,3669440.8000000003,110918.80000000002,,,,,,191318.80000000002,,,1062787.6,1005995.0
country/ETH,2016,,,,,,907579.4,,,,,,,,57281.600000000006,777107.0,11558.0,,72820.2,,584098.4,1089259.8,818356.0,3194533.53,,,,,,2724447.0,990092.6,,2736178.2,331548.4,34995.6,,,,38714.8,,,,3268570.6,142347.6,,,,,,213058.0,,,,12952.0
country/ETH,2017,,,,,,284049.6,,,,,,6355202.0,,59866.0,3084252.0,5038496.0,,130505.8,,1127269.0,161026.4,,2895496.0,,,,,,26655667.380000003,247999.0,,24626.2,283070.8,35661.2,,,,74270.8,60872.4,,,11000329.0,,,,,,183980.0,355878.4,,,,20000.0
country/ETH,2018,,,,,,334704.0,,,,,,1218174.0,,,283533.0,2764523.0,,3302.0,,130038.80000000002,783310.8,,,,,45335.200000000004,,,241899037.7287,710708.0,,29449.800000000003,108359.4,831585.6,,,,60215.200000000004,10450.0,,,9183274.6,,,,,,737637.0,826421.4,,,,2869720.0
country/ETH,2019,,922656.0,,,,384925.4,,103273.0,,,,,,347017.6,52012407.0,23117411.0,,6716.0,275384.0,20394062.6,1022968.0,,121454.45554503273,,,,,,254532395.3433,110948.0,,172297.6,43835.4,49767.600000000006,,,,,,,,26538146.8,,,,,,699653.0,1742321.8,,,,4461876.0
country/ETH,2020,,,,,,239442.0,,,,,,,,174725.60000000003,538203.0,20633391.0,,,181191.0,34347608.2,1022398.2,,35647.2411432437,,,,,,297737440.7494,363849.4,,90527.6,613700.0,68775.2,,,,,,,,19278570.0,,,,,,712251.0,699276.4,21778.2,,63976.00000000001,2282862.0
country/ETH,2021,,508416.50000000006,,,,40564.0,,,,,,,,132932.0,24281617.0,6581849.0,,526191.4,12380.0,1699633.6,1900646.6,,7104.156677081419,,,,,,64241771.463199995,600287.4,,988156.2000000001,16023.6,858973.0,,,,,,,,16981337.2,,,,,,1776991.4,2250457.6,221007.0,10002.0,,359090.0
country/FJI,2013,,,,,466018.0,,,,,,,,,,,100265.6,,,,,,,,,,,,,,,,,42432.0,35711.0,,,,,,,,,,,,,,,,,,,24990.0
country/FJI,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15447.6,,,,,,,,,,,870000.0,,
country/FJI,2015,,,,,335517.0,,,,,,,,,,,484525.60000000003,,,,,,,135569.16538122014,,,,,,,,,,10052.800000000001,,,,,,,164714.80000000002,,,,,,,,,,,3240000.0,,
country/FJI,2016,,,,,,,,,,,,,,,,,,,,,,,504958.04000000004,,,,,,,,,,53237.600000000006,11752.0,,,,,,437122.0,,,,,,,,,,,,,
country/FJI,2017,,,,,,,,,,,,,,,,,,,,27054.4,,,,,,,,,,,,,81299.6,18391.8,,,,,,289043.60000000003,,,,,,,,,,,,901365.0,
country/FJI,2018,,,,,56355.2,,,,,,,,,,,,,,,25621.2,,,1430870.0,,,1699.2,,,,,,,426278.0,740600.0,,,,,,17867.600000000002,,,,,,,,,,,,,
country/FJI,2019,,,,,85584.0,,,,,,,,,,,268666.8,,,,,117546.0,,147305.8449641351,,,5938.8,,,,,,,2105546.8000000003,394694.0,,,,,,,,,,,,,,,,,,382848.0,
country/FJI,2020,,,,,105627.0,,,,,,,,,,,752136.8,,,,,366858.0,,13307.199564021055,,,,,,,,,,23481.6,2771427.0,,,,,,,,,,,,,,,,,,897781.0,9844.0
country/FJI,2021,,,,,,,,,,,,,,,,,,,,,198317.0,,,,,,,,,,,,592929.4,844140.0,,,,,,,,,,,,,,,,,,,
country/FSM,2013,,,,,,,,,,,,,,,,759639.0,,,,,,,,,,,,,,,,,13659.0,,,,,,,,,,,,,,,,,,,,
country/FSM,2014,,,289894.40481796005,,,,,,,,,,,,,383857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/FSM,2015,,,24968.787266604864,,136058.0,,,,,,,,,,,,,,,,,,,,,,,,683265.0,,,,6578.4,,,,,,,,,,,,,,,,,,1790000.0,,
country/FSM,2016,,,3290921.720887077,,,,,,,,,,,,,,,,,,,,,,,,,,2203790.0,,,,275221.2,,,,,,,,,,,,,,,,,,1790000.0,,
country/FSM,2017,,,1990630.253147527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332085.2,,,,,,,,,,,,,,,,,,,,
country/FSM,2018,,,309424.01016975264,,60760.40000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030788.0,,,,,,,261129.0,,,,,,,,,,,,,
country/FSM,2019,,,202733.1909371307,,,,,,,,,,,,,,,,,,,,,,,,,,528000.0,,,,1237152.4000000001,,,,,,,606788.0,,,,,,,,,,,,,
country/FSM,2020,,,,,,,,,,,,,,,,1419111.0,,,,,,,,,,,,,906647.04,,,,7076.0,,,,,,,128447.0,,,,,,,,,,,,,
country/FSM,2021,,,166545.3574,,,,,,,,,,,,,,,,,,,,,,,,,,420842.43200000003,,,,3983.6000000000004,,,,,,,,,,,,,,,,,,,,
country/GAB,2013,,,,,,,,,,,,,,,,1000055.4,,,,769617.6,,,,,,,,,,,,,1187415.0,,,,,,,,,,,,,,,,,,,,
country/GAB,2014,,,,,,,,,,,,,,,,407189.80000000005,,,,129494.40000000001,,,,,,,,,,,,,1328562.0,,,,,,,,,,,,,,,,,,,,
country/GAB,2015,,,,,,,,,,,,,,,,156090.8,,,,25291.200000000004,,,,,,,,,,,,,32138.4,,,,,,,,,65186.99999999999,,,,,,,,,,,
country/GAB,2016,,,,,,,,,,,,,,,,30065.2,,,,,,117333.0,,,,,,61701.05,,,,,1351065.6,5488.0,,,,,,,,105855.2,,,,,,,,,,,
country/GAB,2017,,,,,,,,,,,,,,,,11764.0,,,,,,,,,,,,,,,,,14185.800000000001,,,,,,,,,31422.4,,,,,,,,,,,
country/GAB,2018,,,,,,,,,,,,,,,,,,,,25799.2,,,,,,,,3478893.9000000004,,,,,1051189.0,,,,,,,,,91500.40000000001,,,,,,,,,,,
country/GAB,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,7327569.65,,,,,12447.6,,,,,,,,,86756.40000000001,,,,,,,,,,,
country/GAB,2020,,,,,,,,,,,,,,,,656656.4,,,,,,,,,,,,793731.56,,,,,594.0,,,,,,,,,70103.2,,,,,,,,,,,
country/GAB,2021,,,,,,,,,,,,,,,,,,,,73793.6,,,,,,,,5439784.82,,,,,1972.0,,,,,,,,,17489263.2,,,,,,,,,17002.0,,
country/GEO,2013,,,,,,770837.0,,,,,,,,50617.0,,312102.80000000005,,,,,3709797.2,,,,,,,,,,,,,,,,,,,,,162707.2,33874.0,,,,,,1538150.4000000001,,,,2876156.0
country/GEO,2014,,,,,,726406.4,,,,,,,,,,1592.8000000000002,,,,,5708843.6,,,,,,,,,,,,,,,,,,,,,76167.6,,,,8492.0,,,,,,,5741066.0
country/GEO,2015,,,,,,1535631.6,,,,,,,,,347902.0,1933000.4000000001,,,,,14734395.0,,,,,,,,,,,,3874.4,,,,5324.400000000001,,,,,1433144.6,,,,23072.0,,,,,,,6563040.0
country/GEO,2016,,,,,,1646550.8,,,,,,,,7246.0,630285.2000000001,4105478.4000000004,27471648.819924183,,,,3938905.0,401666.0,,,,,,4950.0,,,,,3588.4000000000005,,,,,,,,,266660.4,,,,968.0,,,15598.800000000001,,,,
country/GEO,2017,,,,,,1133280.0,,,,,,,,10232.0,168492.40000000002,18501107.06919878,36945754.14069336,,,,4622189.0,,,,,,,4741691.0,,,,,4621.2,,,,,,,,,21452.800000000003,,,,42900.0,,,347333.60000000003,,,,
country/GEO,2018,,,3386864.77917058,,,1889728.0,,,,,,,,7636.0,4751722.0,10432372.842657259,23026381.726440623,,,11804404.8,29692256.6,,,,,,,220000.0,,,,,15867.8,,,,38804.0,,,,,336879.2,,,,4848.0,,97.2,201888.4,,,,4099230.0
country/GEO,2019,,,5858477.838160586,,,25346665.6,,,,,,,,,171412.80000000002,3490537.25809839,1253581.9300572942,,,67166685.0,68538192.4,,,,,,,1234383.87,,,,,,,,,152993.19999999998,,,,,1460816.2,,,,7536.0,223889.0,,10405418.6,,,,3549162.0
country/GEO,2020,,,384779.7081422491,,,1447602.0,,,,,,,5698005.600000001,,203342.40000000002,15662958.127596574,54906063.42361044,,51850.0,136752137.0,103150411.39999999,,,,,,,533325.9299999999,,,,,,,,,577920.0,,,,,243203.6,,,51708.0,11280.0,94587.0,,1354958.0,127796.0,,,6564.0
country/GEO,2021,,,6813779.3516999055,,,564055.0,,,,,,,,,478888.0,14348759.772116754,597733.1684416918,,169110.0,177388836.0,2667403.0,,,,,,,2221361.257991573,,,,5203.6,30960.0,,,,829329.0,,,,,198618.40000000002,,,,,185667.0,,1049330.0,,,,237270.0
country/GHA,2013,,,,,,,,422546.4,,17559.0,,,,,,140998.6,,258934.80000000002,,18987864.0,3577556.8000000003,,,,,,,,,,,,,268672.4,,,,,,,,320110.0,,,,,,5842.0,17286.0,5968828.0,,,4500000.0
country/GHA,2014,,,,,,,,456894.80000000005,,,,,,,114973.0,,,188825.2,,,1432564.8000000003,,,,,,,,715569.96,,,77470.0,,112345.0,,,,,534430.0,,,,,,,,,3980.0,54932.4,43716.0,,193.60000000000002,11330470.0
country/GHA,2015,,,,,,,,345529.4,,,,,,,,109473.0,,135109.6,,,569298.4,,,,,,,,544946.4400000001,,,5628.4,7791.6,383779.6,,,,,712091.0,,,,,,,,,,77667.6,2208440.2,,,785463.0
country/GHA,2016,,,,,,31622.000000000004,,377646.80000000005,,7578.0,,,,,,105054.0,,114604.0,,,1188093.8,310980.0,,,,,,,2193013.35,,,8094.6,27422.0,251625.6,,,,,882561.0,,,,,,,,,,27252.0,1132668.8,,,4803637.8
country/GHA,2017,,,,,,208256.4,,,,5576208.800000001,,,,19830.0,,,,99442.0,,,2321707.6,,,,,,,,,,,15782.0,14273.2,252350.80000000002,,,,,440057.0,,,,,,,,,,19733.2,3856965.2,,,3576530.0
