dcid,date,SdrAllocationsSdr
country/CYP,2003-02-28,19438000.0
country/CZE,2003-02-28,0.0
country/DNK,2003-02-28,178864000.0
country/DJI,2003-02-28,1178000.0
country/DMA,2003-02-28,592400.0
country/DOM,2003-02-28,31585000.0
country/ECU,2003-02-28,32929000.0
country/EGY,2003-02-28,135924000.0
country/SLV,2003-02-28,24985000.0
country/GNQ,2003-02-28,5812000.0
country/EST,2003-02-28,0.0
country/SWZ,2003-02-28,6432000.0
country/ETH,2003-02-28,11160000.0
country/FJI,2003-02-28,6958000.0
country/FIN,2003-02-28,142690000.0
country/FRA,2003-02-28,1079870000.0
country/GAB,2003-02-28,14091000.0
country/GMB,2003-02-28,5121000.0
country/GEO,2003-02-28,0.0
country/DEU,2003-02-28,1210760000.0
country/GHA,2003-02-28,62983000.0
country/GRC,2003-02-28,103544000.0
country/GRD,2003-02-28,930000.0
country/GTM,2003-02-28,27678000.0
country/GIN,2003-02-28,17604000.0
country/GNB,2003-02-28,1212400.0
country/GUY,2003-02-28,14530000.0
country/HTI,2003-02-28,13697000.0
country/HND,2003-02-28,19057000.0
country/HUN,2003-02-28,0.0
country/ISL,2003-02-28,16409000.0
country/IND,2003-02-28,681170000.0
country/IDN,2003-02-28,238956000.0
country/IRN,2003-02-28,244056000.0
country/IRQ,2003-02-28,68463800.0
country/IRL,2003-02-28,87263000.0
country/ISR,2003-02-28,106360000.0
country/ITA,2003-02-28,702400000.0
country/JAM,2003-02-28,40613000.0
country/JPN,2003-02-28,891690000.0
country/JOR,2003-02-28,16887000.0
country/KAZ,2003-02-28,0.0
country/KEN,2003-02-28,36990000.0
country/KIR,2003-02-28,0.0
country/KOR,2003-02-28,72911200.0
country/KWT,2003-02-28,26744400.0
country/KGZ,2003-02-28,0.0
country/LAO,2003-02-28,9409000.0
country/LVA,2003-02-28,0.0
country/LBN,2003-02-28,4393200.0
country/LSO,2003-02-28,3739000.0
country/LBR,2003-02-28,21007000.0
country/LBY,2003-02-28,58771200.0
country/LTU,2003-02-28,0.0
country/LUX,2003-02-28,16955000.0
country/MDG,2003-02-28,19270000.0
country/MWI,2003-02-28,10975000.0
country/MYS,2003-02-28,139048000.0
country/MDV,2003-02-28,282400.0
country/MLI,2003-02-28,15912000.0
country/MLT,2003-02-28,11288000.0
country/MRT,2003-02-28,9719000.0
country/MUS,2003-02-28,15744000.0
country/MEX,2003-02-28,290020000.0
country/FSM,2003-02-28,0.0
country/MDA,2003-02-28,0.0
country/MNG,2003-02-28,0.0
country/MAR,2003-02-28,85689000.0
country/MOZ,2003-02-28,0.0
country/MMR,2003-02-28,43474000.0
country/NAM,2003-02-28,0.0
country/NPL,2003-02-28,8104800.0
country/NLD,2003-02-28,530340000.0
country/NZL,2003-02-28,141322000.0
country/NIC,2003-02-28,19483000.0
country/NER,2003-02-28,9409000.0
country/NGA,2003-02-28,157155000.0
country/MKD,2003-02-28,8378694.0
country/NOR,2003-02-28,167770000.0
country/OMN,2003-02-28,6262000.0
country/PAK,2003-02-28,169989000.0
country/PAN,2003-02-28,26322000.0
country/PNG,2003-02-28,9300000.0
country/PRY,2003-02-28,13697000.0
country/PER,2003-02-28,91319000.0
country/PHL,2003-02-28,116595000.0
country/POL,2003-02-28,0.0
country/PRT,2003-02-28,53320000.0
country/QAT,2003-02-28,12821600.0
country/ROU,2003-02-28,75950000.0
country/RUS,2003-02-28,0.0
country/RWA,2003-02-28,13697000.0
country/WSM,2003-02-28,1142000.0
country/SMR,2003-02-28,0.0
country/STP,2003-02-28,620000.0
country/SAU,2003-02-28,195526800.0
country/SEN,2003-02-28,24462000.0
country/SRB,2003-02-28,56664797.0
country/SYC,2003-02-28,406400.0
country/SLE,2003-02-28,17455000.0
country/SGP,2003-02-28,16475200.0
country/SVK,2003-02-28,0.0
country/SVN,2003-02-28,25430888.0
country/SLB,2003-02-28,654400.0
country/SOM,2003-02-28,13697000.0
country/ZAF,2003-02-28,220360000.0
country/ESP,2003-02-28,298805000.0
country/LKA,2003-02-28,70868000.0
country/KNA,2003-02-28,0.0
country/LCA,2003-02-28,741600.0
country/VCT,2003-02-28,353600.0
country/SDN,2003-02-28,52192000.0
country/SUR,2003-02-28,7750000.0
country/SWE,2003-02-28,246525000.0
country/CHE,2003-02-28,0.0
country/SYR,2003-02-28,36564000.0
country/TJK,2003-02-28,0.0
country/TZA,2003-02-28,31372000.0
country/THA,2003-02-28,84652000.0
country/TGO,2003-02-28,10975000.0
country/TON,2003-02-28,0.0
country/TTO,2003-02-28,46231000.0
country/TUN,2003-02-28,34243000.0
country/TUR,2003-02-28,112307000.0
country/UGA,2003-02-28,29396000.0
country/UKR,2003-02-28,0.0
country/ARE,2003-02-28,38736800.0
country/GBR,2003-02-28,1913070000.0
country/USA,2003-02-28,4899530000.0
country/URY,2003-02-28,49977000.0
country/UZB,2003-02-28,0.0
country/VUT,2003-02-28,0.0
country/VEN,2003-02-28,316890000.0
country/VNM,2003-02-28,47658000.0
country/YEM,2003-02-28,28743000.0
country/ZMB,2003-02-28,68298000.0
country/ZWE,2003-02-28,10200000.0
Earth,2003-02-28,21433330200.0
country/AFG,1994-09-30,26703000.0
country/ALB,1994-09-30,0.0
country/DZA,1994-09-30,128640000.0
country/AGO,1994-09-30,0.0
country/ATG,1994-09-30,0.0
country/ARG,1994-09-30,318370000.0
country/AUS,1994-09-30,470545000.0
country/AUT,1994-09-30,179045000.0
country/BHS,1994-09-30,10230000.0
country/BHR,1994-09-30,6200000.0
country/BGD,1994-09-30,47120000.0
country/BRB,1994-09-30,8039000.0
country/BLR,1994-09-30,0.0
country/BEL,1994-09-30,485246000.0
country/BLZ,1994-09-30,0.0
country/BEN,1994-09-30,9409000.0
country/BTN,1994-09-30,0.0
country/BOL,1994-09-30,26703000.0
country/BIH,1994-09-30,20481252.0
country/BWA,1994-09-30,4359000.0
country/BRA,1994-09-30,358670000.0
country/BGR,1994-09-30,0.0
country/BFA,1994-09-30,9409000.0
country/BDI,1994-09-30,13697000.0
country/CPV,1994-09-30,620000.0
country/KHM,1994-09-30,15417000.0
country/CMR,1994-09-30,24462600.0
country/CAN,1994-09-30,779290000.0
country/CAF,1994-09-30,9325000.0
country/TCD,1994-09-30,9409000.0
country/CHL,1994-09-30,121924000.0
country/CHN,1994-09-30,236800000.0
country/COL,1994-09-30,114271000.0
country/COM,1994-09-30,716400.0
country/COD,1994-09-30,86309000.0
country/COG,1994-09-30,9719000.0
country/CRI,1994-09-30,23726000.0
country/CIV,1994-09-30,37828000.0
country/HRV,1994-09-30,44205369.0
country/CYP,1994-09-30,19438000.0
country/CZE,1994-09-30,0.0
country/DNK,1994-09-30,178864000.0
country/DJI,1994-09-30,1178000.0
country/DMA,1994-09-30,592400.0
country/DOM,1994-09-30,31585000.0
country/ECU,1994-09-30,32929000.0
country/EGY,1994-09-30,135924000.0
country/SLV,1994-09-30,24985000.0
country/GNQ,1994-09-30,5812000.0
country/EST,1994-09-30,0.0
country/SWZ,1994-09-30,6432000.0
country/ETH,1994-09-30,11160000.0
country/FJI,1994-09-30,6958000.0
country/FIN,1994-09-30,142690000.0
country/FRA,1994-09-30,1079870000.0
country/GAB,1994-09-30,14091000.0
country/GMB,1994-09-30,5121000.0
country/DEU,1994-09-30,1210760000.0
country/GHA,1994-09-30,62983000.0
country/GRC,1994-09-30,103544000.0
country/GRD,1994-09-30,930000.0
country/GTM,1994-09-30,27678000.0
country/GIN,1994-09-30,17604000.0
country/GNB,1994-09-30,1212400.0
country/GUY,1994-09-30,14530000.0
country/HTI,1994-09-30,13697000.0
country/HND,1994-09-30,19057000.0
country/HUN,1994-09-30,0.0
country/ISL,1994-09-30,16409000.0
country/IND,1994-09-30,681170000.0
country/IDN,1994-09-30,238956000.0
country/IRN,1994-09-30,244056000.0
country/IRQ,1994-09-30,68463800.0
country/IRL,1994-09-30,87263000.0
country/ISR,1994-09-30,106360000.0
country/ITA,1994-09-30,702400000.0
country/JAM,1994-09-30,40613000.0
country/JPN,1994-09-30,891690000.0
country/JOR,1994-09-30,16887000.0
country/KAZ,1994-09-30,0.0
country/KEN,1994-09-30,36990000.0
country/KIR,1994-09-30,0.0
country/KOR,1994-09-30,72911200.0
country/KWT,1994-09-30,26744400.0
country/KGZ,1994-09-30,0.0
country/LAO,1994-09-30,9409000.0
country/LVA,1994-09-30,0.0
country/LBN,1994-09-30,4393200.0
country/LSO,1994-09-30,3739000.0
country/LBR,1994-09-30,21007000.0
country/LBY,1994-09-30,58771200.0
country/LTU,1994-09-30,0.0
country/LUX,1994-09-30,16955000.0
country/MDG,1994-09-30,19270000.0
country/MWI,1994-09-30,10975000.0
country/MYS,1994-09-30,139048000.0
country/MDV,1994-09-30,282400.0
country/MLI,1994-09-30,15912000.0
country/MLT,1994-09-30,11288000.0
country/MRT,1994-09-30,9719000.0
country/MUS,1994-09-30,15744000.0
country/MEX,1994-09-30,290020000.0
country/FSM,1994-09-30,0.0
country/MDA,1994-09-30,0.0
country/MNG,1994-09-30,0.0
country/MAR,1994-09-30,85689000.0
country/MOZ,1994-09-30,0.0
country/MMR,1994-09-30,43474000.0
country/NAM,1994-09-30,0.0
country/NPL,1994-09-30,8104800.0
country/NLD,1994-09-30,530340000.0
country/NZL,1994-09-30,141322000.0
country/NIC,1994-09-30,19483000.0
country/NER,1994-09-30,9409000.0
country/NGA,1994-09-30,157155000.0
country/MKD,1994-09-30,8378694.0
country/NOR,1994-09-30,167770000.0
country/OMN,1994-09-30,6262000.0
country/PAK,1994-09-30,169989000.0
country/PAN,1994-09-30,26322000.0
country/PNG,1994-09-30,9300000.0
country/PRY,1994-09-30,13697000.0
country/PER,1994-09-30,91319000.0
country/PHL,1994-09-30,116595000.0
country/POL,1994-09-30,0.0
country/PRT,1994-09-30,53320000.0
country/QAT,1994-09-30,12821600.0
country/ROU,1994-09-30,75950000.0
country/RUS,1994-09-30,0.0
country/RWA,1994-09-30,13697000.0
country/WSM,1994-09-30,1142000.0
country/SMR,1994-09-30,0.0
country/STP,1994-09-30,620000.0
country/SAU,1994-09-30,195526800.0
country/SEN,1994-09-30,24462000.0
country/SRB,1994-09-30,56664797.0
country/SYC,1994-09-30,406400.0
country/SLE,1994-09-30,17455000.0
country/SGP,1994-09-30,16475200.0
country/SVK,1994-09-30,0.0
country/SVN,1994-09-30,25430888.0
country/SLB,1994-09-30,654400.0
country/SOM,1994-09-30,13697000.0
country/ZAF,1994-09-30,220360000.0
country/ESP,1994-09-30,298805000.0
country/LKA,1994-09-30,70868000.0
country/LCA,1994-09-30,741600.0
country/VCT,1994-09-30,353600.0
country/SDN,1994-09-30,52192000.0
country/SUR,1994-09-30,7750000.0
country/SWE,1994-09-30,246525000.0
country/CHE,1994-09-30,0.0
country/SYR,1994-09-30,36564000.0
country/TZA,1994-09-30,31372000.0
country/THA,1994-09-30,84652000.0
country/TGO,1994-09-30,10975000.0
country/TON,1994-09-30,0.0
country/TTO,1994-09-30,46231000.0
country/TUN,1994-09-30,34243000.0
country/TUR,1994-09-30,112307000.0
country/UGA,1994-09-30,29396000.0
country/ARE,1994-09-30,38736800.0
country/GBR,1994-09-30,1913070000.0
country/USA,1994-09-30,4899530000.0
country/URY,1994-09-30,49977000.0
country/VUT,1994-09-30,0.0
country/VEN,1994-09-30,316890000.0
country/VNM,1994-09-30,47658000.0
country/YEM,1994-09-30,28743000.0
country/ZMB,1994-09-30,68298000.0
country/ZWE,1994-09-30,10200000.0
Earth,1994-09-30,21433330200.0
country/AFG,1997-10-31,26703000.0
country/ALB,1997-10-31,0.0
country/DZA,1997-10-31,128640000.0
country/AGO,1997-10-31,0.0
country/ATG,1997-10-31,0.0
country/ARG,1997-10-31,318370000.0
country/ARM,1997-10-31,0.0
country/AUS,1997-10-31,470545000.0
country/AUT,1997-10-31,179045000.0
country/AZE,1997-10-31,0.0
country/BHS,1997-10-31,10230000.0
country/BHR,1997-10-31,6200000.0
country/BGD,1997-10-31,47120000.0
country/BRB,1997-10-31,8039000.0
country/BLR,1997-10-31,0.0
country/BEL,1997-10-31,485246000.0
country/BLZ,1997-10-31,0.0
country/BEN,1997-10-31,9409000.0
country/BTN,1997-10-31,0.0
country/BOL,1997-10-31,26703000.0
country/BIH,1997-10-31,20481252.0
country/BWA,1997-10-31,4359000.0
country/BRA,1997-10-31,358670000.0
country/BRN,1997-10-31,0.0
country/BGR,1997-10-31,0.0
country/BFA,1997-10-31,9409000.0
country/BDI,1997-10-31,13697000.0
country/CPV,1997-10-31,620000.0
country/KHM,1997-10-31,15417000.0
country/CMR,1997-10-31,24462600.0
country/CAN,1997-10-31,779290000.0
country/CAF,1997-10-31,9325000.0
country/TCD,1997-10-31,9409000.0
country/CHL,1997-10-31,121924000.0
country/CHN,1997-10-31,236800000.0
country/COL,1997-10-31,114271000.0
country/COM,1997-10-31,716400.0
country/COD,1997-10-31,86309000.0
country/COG,1997-10-31,9719000.0
country/CRI,1997-10-31,23726000.0
country/CIV,1997-10-31,37828000.0
country/HRV,1997-10-31,44205369.0
country/CYP,1997-10-31,19438000.0
country/CZE,1997-10-31,0.0
country/DNK,1997-10-31,178864000.0
country/DJI,1997-10-31,1178000.0
country/DMA,1997-10-31,592400.0
country/DOM,1997-10-31,31585000.0
country/ECU,1997-10-31,32929000.0
country/EGY,1997-10-31,135924000.0
country/SLV,1997-10-31,24985000.0
country/GNQ,1997-10-31,5812000.0
country/EST,1997-10-31,0.0
country/SWZ,1997-10-31,6432000.0
country/ETH,1997-10-31,11160000.0
country/FJI,1997-10-31,6958000.0
country/FIN,1997-10-31,142690000.0
country/FRA,1997-10-31,1079870000.0
country/GAB,1997-10-31,14091000.0
country/GMB,1997-10-31,5121000.0
country/GEO,1997-10-31,0.0
country/DEU,1997-10-31,1210760000.0
country/GHA,1997-10-31,62983000.0
country/GRC,1997-10-31,103544000.0
country/GRD,1997-10-31,930000.0
country/GTM,1997-10-31,27678000.0
country/GIN,1997-10-31,17604000.0
country/GNB,1997-10-31,1212400.0
country/GUY,1997-10-31,14530000.0
country/HTI,1997-10-31,13697000.0
country/HND,1997-10-31,19057000.0
country/HUN,1997-10-31,0.0
country/ISL,1997-10-31,16409000.0
country/IND,1997-10-31,681170000.0
country/IDN,1997-10-31,238956000.0
country/IRN,1997-10-31,244056000.0
country/IRQ,1997-10-31,68463800.0
country/IRL,1997-10-31,87263000.0
country/ISR,1997-10-31,106360000.0
country/ITA,1997-10-31,702400000.0
country/JAM,1997-10-31,40613000.0
country/JPN,1997-10-31,891690000.0
country/JOR,1997-10-31,16887000.0
country/KAZ,1997-10-31,0.0
country/KEN,1997-10-31,36990000.0
country/KIR,1997-10-31,0.0
country/KOR,1997-10-31,72911200.0
country/KWT,1997-10-31,26744400.0
country/KGZ,1997-10-31,0.0
country/LAO,1997-10-31,9409000.0
country/LVA,1997-10-31,0.0
country/LBN,1997-10-31,4393200.0
country/LSO,1997-10-31,3739000.0
country/LBR,1997-10-31,21007000.0
country/LBY,1997-10-31,58771200.0
country/LTU,1997-10-31,0.0
country/LUX,1997-10-31,16955000.0
country/MDG,1997-10-31,19270000.0
country/MWI,1997-10-31,10975000.0
country/MYS,1997-10-31,139048000.0
country/MDV,1997-10-31,282400.0
country/MLI,1997-10-31,15912000.0
country/MLT,1997-10-31,11288000.0
country/MRT,1997-10-31,9719000.0
country/MUS,1997-10-31,15744000.0
country/MEX,1997-10-31,290020000.0
country/FSM,1997-10-31,0.0
country/MDA,1997-10-31,0.0
country/MNG,1997-10-31,0.0
country/MAR,1997-10-31,85689000.0
country/MOZ,1997-10-31,0.0
country/MMR,1997-10-31,43474000.0
country/NAM,1997-10-31,0.0
country/NPL,1997-10-31,8104800.0
country/NLD,1997-10-31,530340000.0
country/NZL,1997-10-31,141322000.0
country/NIC,1997-10-31,19483000.0
country/NER,1997-10-31,9409000.0
country/NGA,1997-10-31,157155000.0
country/MKD,1997-10-31,8378694.0
country/NOR,1997-10-31,167770000.0
country/OMN,1997-10-31,6262000.0
country/PAK,1997-10-31,169989000.0
country/PAN,1997-10-31,26322000.0
country/PNG,1997-10-31,9300000.0
country/PRY,1997-10-31,13697000.0
country/PER,1997-10-31,91319000.0
country/PHL,1997-10-31,116595000.0
country/POL,1997-10-31,0.0
country/PRT,1997-10-31,53320000.0
country/QAT,1997-10-31,12821600.0
country/ROU,1997-10-31,75950000.0
country/RUS,1997-10-31,0.0
country/RWA,1997-10-31,13697000.0
country/WSM,1997-10-31,1142000.0
country/SMR,1997-10-31,0.0
country/STP,1997-10-31,620000.0
country/SAU,1997-10-31,195526800.0
country/SEN,1997-10-31,24462000.0
country/SRB,1997-10-31,56664797.0
country/SYC,1997-10-31,406400.0
country/SLE,1997-10-31,17455000.0
country/SGP,1997-10-31,16475200.0
country/SVK,1997-10-31,0.0
country/SVN,1997-10-31,25430888.0
country/SLB,1997-10-31,654400.0
country/SOM,1997-10-31,13697000.0
country/ZAF,1997-10-31,220360000.0
country/ESP,1997-10-31,298805000.0
country/LKA,1997-10-31,70868000.0
country/LCA,1997-10-31,741600.0
country/VCT,1997-10-31,353600.0
country/SDN,1997-10-31,52192000.0
country/SUR,1997-10-31,7750000.0
country/SWE,1997-10-31,246525000.0
country/CHE,1997-10-31,0.0
country/SYR,1997-10-31,36564000.0
country/TJK,1997-10-31,0.0
country/TZA,1997-10-31,31372000.0
country/THA,1997-10-31,84652000.0
country/TGO,1997-10-31,10975000.0
country/TON,1997-10-31,0.0
country/TTO,1997-10-31,46231000.0
country/TUN,1997-10-31,34243000.0
country/TUR,1997-10-31,112307000.0
country/UGA,1997-10-31,29396000.0
country/UKR,1997-10-31,0.0
country/ARE,1997-10-31,38736800.0
country/GBR,1997-10-31,1913070000.0
country/USA,1997-10-31,4899530000.0
country/URY,1997-10-31,49977000.0
country/UZB,1997-10-31,0.0
country/VUT,1997-10-31,0.0
country/VEN,1997-10-31,316890000.0
country/VNM,1997-10-31,47658000.0
country/YEM,1997-10-31,28743000.0
country/ZMB,1997-10-31,68298000.0
country/ZWE,1997-10-31,10200000.0
Earth,1997-10-31,21433330200.0
country/AFG,1973-08-31,12753000.0
country/DZA,1973-08-31,40290000.0
country/ARG,1973-08-31,152520000.0
country/AUS,1973-08-31,225645000.0
country/AUT,1973-08-31,76745000.0
country/BRB,1973-08-31,2769000.0
country/BEL,1973-08-31,209346000.0
country/BEN,1973-08-31,4449000.0
country/BOL,1973-08-31,12753000.0
country/BWA,1973-08-31,1569000.0
country/BRA,1973-08-31,152520000.0
country/BFA,1973-08-31,4449000.0
country/BDI,1973-08-31,6567000.0
country/KHM,1973-08-31,8517000.0
country/CMR,1973-08-31,10512600.0
country/CAN,1973-08-31,358620000.0
country/CAF,1973-08-31,4365000.0
country/TCD,1973-08-31,4449000.0
country/CHL,1973-08-31,54654000.0
country/COL,1973-08-31,54441000.0
country/COD,1973-08-31,39189000.0
country/COG,1973-08-31,4449000.0
country/CRI,1973-08-31,11016000.0
country/CIV,1973-08-31,14268000.0
country/CYP,1973-08-31,8898000.0
country/DNK,1973-08-31,82764000.0
country/DOM,1973-08-31,14535000.0
country/ECU,1973-08-31,11229000.0
country/EGY,1973-08-31,65244000.0
country/SLV,1973-08-31,11655000.0
country/GNQ,1973-08-31,2712000.0
country/SWZ,1973-08-31,2712000.0
country/FJI,1973-08-31,1378000.0
country/FIN,1973-08-31,61470000.0
country/FRA,1973-08-31,484980000.0
country/GAB,1973-08-31,4791000.0
country/GMB,1973-08-31,2331000.0
country/DEU,1973-08-31,542400000.0
country/GHA,1973-08-31,30123000.0
country/GRC,1973-08-31,46194000.0
country/GTM,1973-08-31,11868000.0
country/GIN,1973-08-31,8304000.0
country/GUY,1973-08-31,6780000.0
country/HTI,1973-08-31,6567000.0
country/HND,1973-08-31,8517000.0
country/ISL,1973-08-31,7419000.0
country/IND,1973-08-31,326220000.0
country/IDN,1973-08-31,90156000.0
country/IRN,1973-08-31,61896000.0
country/IRQ,1973-08-31,23217000.0
country/IRL,1973-08-31,39213000.0
country/ISR,1973-08-31,42810000.0
country/ITA,1973-08-31,318000000.0
country/JAM,1973-08-31,17673000.0
country/JPN,1973-08-31,377400000.0
country/JOR,1973-08-31,7587000.0
country/KEN,1973-08-31,15600000.0
country/KOR,1973-08-31,22230000.0
country/LAO,1973-08-31,4449000.0
country/LSO,1973-08-31,1569000.0
country/LBR,1973-08-31,9537000.0
country/LUX,1973-08-31,7345000.0
country/MDG,1973-08-31,8730000.0
country/MWI,1973-08-31,5085000.0
country/MYS,1973-08-31,60618000.0
country/MLI,1973-08-31,7542000.0
country/MLT,1973-08-31,5088000.0
country/MRT,1973-08-31,4449000.0
country/MUS,1973-08-31,7374000.0
country/MEX,1973-08-31,124170000.0
country/MAR,1973-08-31,39189000.0
country/MMR,1973-08-31,20844000.0
country/NPL,1973-08-31,2214800.0
country/NLD,1973-08-31,236460000.0
country/NZL,1973-08-31,69402000.0
country/NIC,1973-08-31,8943000.0
country/NER,1973-08-31,4449000.0
country/NGA,1973-08-31,45555000.0
country/NOR,1973-08-31,76320000.0
country/OMN,1973-08-31,742000.0
country/PAK,1973-08-31,81639000.0
country/PAN,1973-08-31,12372000.0
country/PRY,1973-08-31,6567000.0
country/PER,1973-08-31,40479000.0
country/PHL,1973-08-31,51495000.0
country/RWA,1973-08-31,6567000.0
country/WSM,1973-08-31,212000.0
country/SEN,1973-08-31,11442000.0
country/SLE,1973-08-31,7845000.0
country/SOM,1973-08-31,6567000.0
country/ZAF,1973-08-31,88920000.0
country/ESP,1973-08-31,126135000.0
country/LKA,1973-08-31,33978000.0
country/SDN,1973-08-31,24912000.0
country/SWE,1973-08-31,107025000.0
country/SYR,1973-08-31,17034000.0
country/TZA,1973-08-31,14322000.0
country/THA,1973-08-31,28542000.0
country/TGO,1973-08-31,5085000.0
country/TTO,1973-08-31,20811000.0
country/TUN,1973-08-31,14713000.0
country/TUR,1973-08-31,50307000.0
country/UGA,1973-08-31,13896000.0
country/GBR,1973-08-31,1006320000.0
country/USA,1973-08-31,2293980000.0
country/URY,1973-08-31,23937000.0
country/VEN,1973-08-31,112290000.0
country/VNM,1973-08-31,19758000.0
country/YUG,1973-08-31,69291000.0
country/ZMB,1973-08-31,24588000.0
Earth,1973-08-31,9314835400.0
country/AFG,1970-11-30,4872000.0
country/DZA,1970-11-30,12600000.0
country/ARG,1970-11-30,58800000.0
country/AUS,1970-11-30,84000000.0
country/AUT,1970-11-30,29400000.0
country/BEL,1970-11-30,70896000.0
country/BEN,1970-11-30,1680000.0
country/BOL,1970-11-30,4872000.0
country/BWA,1970-11-30,504000.0
country/BRA,1970-11-30,58800000.0
country/BFA,1970-11-30,1680000.0
country/BDI,1970-11-30,2520000.0
country/KHM,1970-11-30,3192000.0
country/CMR,1970-11-30,3057600.0
country/CAN,1970-11-30,124320000.0
country/CAF,1970-11-30,1596000.0
country/TCD,1970-11-30,1680000.0
country/CHL,1970-11-30,21000000.0
country/COL,1970-11-30,21000000.0
country/COD,1970-11-30,15120000.0
country/COG,1970-11-30,1680000.0
country/CRI,1970-11-30,4200000.0
country/CIV,1970-11-30,3192000.0
country/CYP,1970-11-30,3360000.0
country/DNK,1970-11-30,27384000.0
country/DOM,1970-11-30,5376000.0
country/ECU,1970-11-30,4200000.0
country/EGY,1970-11-30,25200000.0
country/SLV,1970-11-30,4200000.0
country/GNQ,1970-11-30,1008000.0
country/SWZ,1970-11-30,1008000.0
country/FIN,1970-11-30,21000000.0
country/FRA,1970-11-30,165480000.0
country/GAB,1970-11-30,1596000.0
country/GMB,1970-11-30,840000.0
country/DEU,1970-11-30,201600000.0
country/GHA,1970-11-30,11592000.0
country/GRC,1970-11-30,16800000.0
country/GTM,1970-11-30,4200000.0
country/GIN,1970-11-30,3192000.0
country/GUY,1970-11-30,2520000.0
country/HTI,1970-11-30,2520000.0
country/HND,1970-11-30,3192000.0
country/ISL,1970-11-30,2520000.0
country/IND,1970-11-30,126000000.0
country/IDN,1970-11-30,34776000.0
country/IRN,1970-11-30,21000000.0
country/IRL,1970-11-30,13440000.0
country/ISR,1970-11-30,15120000.0
country/ITA,1970-11-30,105000000.0
country/JAM,1970-11-30,6384000.0
country/JPN,1970-11-30,121800000.0
country/JOR,1970-11-30,2688000.0
country/KEN,1970-11-30,5376000.0
country/KOR,1970-11-30,8400000.0
country/LAO,1970-11-30,1680000.0
country/LSO,1970-11-30,504000.0
country/LBR,1970-11-30,3360000.0
country/LUX,1970-11-30,3192000.0
country/MDG,1970-11-30,3192000.0
country/MWI,1970-11-30,1890000.0
country/MYS,1970-11-30,21000000.0
country/MLI,1970-11-30,2856000.0
country/MLT,1970-11-30,1680000.0
country/MRT,1970-11-30,1680000.0
country/MUS,1970-11-30,2688000.0
country/MEX,1970-11-30,45360000.0
country/MAR,1970-11-30,15120000.0
country/MMR,1970-11-30,8064000.0
country/NLD,1970-11-30,87360000.0
country/NZL,1970-11-30,26376000.0
country/NIC,1970-11-30,3192000.0
country/NER,1970-11-30,1680000.0
country/NGA,1970-11-30,16800000.0
country/NOR,1970-11-30,25200000.0
country/PAK,1970-11-30,31584000.0
country/PAN,1970-11-30,4704000.0
country/PRY,1970-11-30,2520000.0
country/PER,1970-11-30,14280000.0
country/PHL,1970-11-30,18480000.0
country/RWA,1970-11-30,2520000.0
country/SEN,1970-11-30,4200000.0
country/SLE,1970-11-30,2520000.0
country/SOM,1970-11-30,2520000.0
country/ZAF,1970-11-30,33600000.0
country/ESP,1970-11-30,42000000.0
country/LKA,1970-11-30,13104000.0
country/SDN,1970-11-30,9576000.0
country/SWE,1970-11-30,37800000.0
country/SYR,1970-11-30,6384000.0
country/TZA,1970-11-30,5376000.0
country/TGO,1970-11-30,1890000.0
country/TTO,1970-11-30,7392000.0
country/TUN,1970-11-30,5880000.0
country/TUR,1970-11-30,18144000.0
country/UGA,1970-11-30,5376000.0
country/GBR,1970-11-30,409920000.0
country/USA,1970-11-30,866880000.0
country/URY,1970-11-30,9240000.0
country/VEN,1970-11-30,42000000.0
country/VNM,1970-11-30,6552000.0
country/YUG,1970-11-30,25200000.0
country/ZMB,1970-11-30,8400000.0
Earth,1970-11-30,3414045600.0
country/AFG,2000-12-31,26703000.0
country/ALB,2000-12-31,0.0
country/DZA,2000-12-31,128640000.0
country/AGO,2000-12-31,0.0
country/ATG,2000-12-31,0.0
country/ARG,2000-12-31,318370000.0
country/ARM,2000-12-31,0.0
country/AUS,2000-12-31,470545000.0
country/AUT,2000-12-31,179045000.0
country/AZE,2000-12-31,0.0
country/BHS,2000-12-31,10230000.0
country/BHR,2000-12-31,6200000.0
country/BGD,2000-12-31,47120000.0
country/BRB,2000-12-31,8039000.0
country/BLR,2000-12-31,0.0
country/BEL,2000-12-31,485246000.0
country/BLZ,2000-12-31,0.0
country/BEN,2000-12-31,9409000.0
country/BTN,2000-12-31,0.0
country/BOL,2000-12-31,26703000.0
country/BIH,2000-12-31,20481252.0
country/BWA,2000-12-31,4359000.0
country/BRA,2000-12-31,358670000.0
country/BRN,2000-12-31,0.0
country/BGR,2000-12-31,0.0
country/BFA,2000-12-31,9409000.0
country/BDI,2000-12-31,13697000.0
country/CPV,2000-12-31,620000.0
country/KHM,2000-12-31,15417000.0
country/CMR,2000-12-31,24462600.0
country/CAN,2000-12-31,779290000.0
country/CAF,2000-12-31,9325000.0
country/TCD,2000-12-31,9409000.0
country/CHL,2000-12-31,121924000.0
country/CHN,2000-12-31,236800000.0
country/COL,2000-12-31,114271000.0
country/COM,2000-12-31,716400.0
country/COD,2000-12-31,86309000.0
country/COG,2000-12-31,9719000.0
country/CRI,2000-12-31,23726000.0
country/CIV,2000-12-31,37828000.0
country/HRV,2000-12-31,44205369.0
country/CYP,2000-12-31,19438000.0
country/CZE,2000-12-31,0.0
