dcid,date,SdrAllocationsSdr
country/PRY,2006-01-31,13697000.0
country/PER,2006-01-31,91319000.0
country/PHL,2006-01-31,116595000.0
country/POL,2006-01-31,0.0
country/PRT,2006-01-31,53320000.0
country/QAT,2006-01-31,12821600.0
country/ROU,2006-01-31,75950000.0
country/RUS,2006-01-31,0.0
country/RWA,2006-01-31,13697000.0
country/WSM,2006-01-31,1142000.0
country/SMR,2006-01-31,0.0
country/STP,2006-01-31,620000.0
country/SAU,2006-01-31,195526800.0
country/SEN,2006-01-31,24462000.0
country/SRB,2006-01-31,56664797.0
country/SYC,2006-01-31,406400.0
country/SLE,2006-01-31,17455000.0
country/SGP,2006-01-31,16475200.0
country/SVK,2006-01-31,0.0
country/SVN,2006-01-31,25430888.0
country/SLB,2006-01-31,654400.0
country/SOM,2006-01-31,13697000.0
country/ZAF,2006-01-31,220360000.0
country/ESP,2006-01-31,298805000.0
country/LKA,2006-01-31,70868000.0
country/KNA,2006-01-31,0.0
country/LCA,2006-01-31,741600.0
country/VCT,2006-01-31,353600.0
country/SDN,2006-01-31,52192000.0
country/SUR,2006-01-31,7750000.0
country/SWE,2006-01-31,246525000.0
country/CHE,2006-01-31,0.0
country/SYR,2006-01-31,36564000.0
country/TJK,2006-01-31,0.0
country/TZA,2006-01-31,31372000.0
country/THA,2006-01-31,84652000.0
country/TGO,2006-01-31,10975000.0
country/TON,2006-01-31,0.0
country/TTO,2006-01-31,46231000.0
country/TUN,2006-01-31,34243000.0
country/TUR,2006-01-31,112307000.0
country/UGA,2006-01-31,29396000.0
country/UKR,2006-01-31,0.0
country/ARE,2006-01-31,38736800.0
country/GBR,2006-01-31,1913070000.0
country/USA,2006-01-31,4899530000.0
country/URY,2006-01-31,49977000.0
country/UZB,2006-01-31,0.0
country/VUT,2006-01-31,0.0
country/VEN,2006-01-31,316890000.0
country/VNM,2006-01-31,47658000.0
country/YEM,2006-01-31,28743000.0
country/ZMB,2006-01-31,68298000.0
country/ZWE,2006-01-31,10200000.0
Earth,2006-01-31,21433330200.0
country/AFG,1989-09-30,26703000.0
country/DZA,1989-09-30,128640000.0
country/ATG,1989-09-30,0.0
country/ARG,1989-09-30,318370000.0
country/AUS,1989-09-30,470545000.0
country/AUT,1989-09-30,179045000.0
country/BHS,1989-09-30,10230000.0
country/BHR,1989-09-30,6200000.0
country/BGD,1989-09-30,47120000.0
country/BRB,1989-09-30,8039000.0
country/BEL,1989-09-30,485246000.0
country/BLZ,1989-09-30,0.0
country/BEN,1989-09-30,9409000.0
country/BTN,1989-09-30,0.0
country/BOL,1989-09-30,26703000.0
country/BWA,1989-09-30,4359000.0
country/BRA,1989-09-30,358670000.0
country/BFA,1989-09-30,9409000.0
country/BDI,1989-09-30,13697000.0
country/CPV,1989-09-30,620000.0
country/KHM,1989-09-30,15417000.0
country/CMR,1989-09-30,24462600.0
country/CAN,1989-09-30,779290000.0
country/CAF,1989-09-30,9325000.0
country/TCD,1989-09-30,9409000.0
country/CHL,1989-09-30,121924000.0
country/CHN,1989-09-30,236800000.0
country/COL,1989-09-30,114271000.0
country/COM,1989-09-30,716400.0
country/COD,1989-09-30,86309000.0
country/COG,1989-09-30,9719000.0
country/CRI,1989-09-30,23726000.0
country/CIV,1989-09-30,37828000.0
country/CYP,1989-09-30,19438000.0
country/DNK,1989-09-30,178864000.0
country/DJI,1989-09-30,1178000.0
country/DMA,1989-09-30,592400.0
country/DOM,1989-09-30,31585000.0
country/ECU,1989-09-30,32929000.0
country/EGY,1989-09-30,135924000.0
country/SLV,1989-09-30,24985000.0
country/GNQ,1989-09-30,5812000.0
country/SWZ,1989-09-30,6432000.0
country/ETH,1989-09-30,11160000.0
country/FJI,1989-09-30,6958000.0
country/FIN,1989-09-30,142690000.0
country/FRA,1989-09-30,1079870000.0
country/GAB,1989-09-30,14091000.0
country/GMB,1989-09-30,5121000.0
country/DEU,1989-09-30,1210760000.0
country/GHA,1989-09-30,62983000.0
country/GRC,1989-09-30,103544000.0
country/GRD,1989-09-30,930000.0
country/GTM,1989-09-30,27678000.0
country/GIN,1989-09-30,17604000.0
country/GNB,1989-09-30,1212400.0
country/GUY,1989-09-30,14530000.0
country/HTI,1989-09-30,13697000.0
country/HND,1989-09-30,19057000.0
country/HUN,1989-09-30,0.0
country/ISL,1989-09-30,16409000.0
country/IND,1989-09-30,681170000.0
country/IDN,1989-09-30,238956000.0
country/IRN,1989-09-30,244056000.0
country/IRQ,1989-09-30,68463800.0
country/IRL,1989-09-30,87263000.0
country/ISR,1989-09-30,106360000.0
country/ITA,1989-09-30,702400000.0
country/JAM,1989-09-30,40613000.0
country/JPN,1989-09-30,891690000.0
country/JOR,1989-09-30,16887000.0
country/KEN,1989-09-30,36990000.0
country/KIR,1989-09-30,0.0
country/KOR,1989-09-30,72911200.0
country/KWT,1989-09-30,26744400.0
country/LAO,1989-09-30,9409000.0
country/LBN,1989-09-30,4393200.0
country/LSO,1989-09-30,3739000.0
country/LBR,1989-09-30,21007000.0
country/LBY,1989-09-30,58771200.0
country/LUX,1989-09-30,16955000.0
country/MDG,1989-09-30,19270000.0
country/MWI,1989-09-30,10975000.0
country/MYS,1989-09-30,139048000.0
country/MDV,1989-09-30,282400.0
country/MLI,1989-09-30,15912000.0
country/MLT,1989-09-30,11288000.0
country/MRT,1989-09-30,9719000.0
country/MUS,1989-09-30,15744000.0
country/MEX,1989-09-30,290020000.0
country/MAR,1989-09-30,85689000.0
country/MOZ,1989-09-30,0.0
country/MMR,1989-09-30,43474000.0
country/NPL,1989-09-30,8104800.0
country/NLD,1989-09-30,530340000.0
country/NZL,1989-09-30,141322000.0
country/NIC,1989-09-30,19483000.0
country/NER,1989-09-30,9409000.0
country/NGA,1989-09-30,157155000.0
country/NOR,1989-09-30,167770000.0
country/OMN,1989-09-30,6262000.0
country/PAK,1989-09-30,169989000.0
country/PAN,1989-09-30,26322000.0
country/PNG,1989-09-30,9300000.0
country/PRY,1989-09-30,13697000.0
country/PER,1989-09-30,91319000.0
country/PHL,1989-09-30,116595000.0
country/POL,1989-09-30,0.0
country/PRT,1989-09-30,53320000.0
country/QAT,1989-09-30,12821600.0
country/ROU,1989-09-30,75950000.0
country/RWA,1989-09-30,13697000.0
country/WSM,1989-09-30,1142000.0
country/STP,1989-09-30,620000.0
country/SAU,1989-09-30,195526800.0
country/SEN,1989-09-30,24462000.0
country/SYC,1989-09-30,406400.0
country/SLE,1989-09-30,17455000.0
country/SGP,1989-09-30,16475200.0
country/SLB,1989-09-30,654400.0
country/SOM,1989-09-30,13697000.0
country/ZAF,1989-09-30,220360000.0
country/ESP,1989-09-30,298805000.0
country/LKA,1989-09-30,70868000.0
country/LCA,1989-09-30,741600.0
country/VCT,1989-09-30,353600.0
country/SDN,1989-09-30,52192000.0
country/SUR,1989-09-30,7750000.0
country/SWE,1989-09-30,246525000.0
country/SYR,1989-09-30,36564000.0
country/TZA,1989-09-30,31372000.0
country/THA,1989-09-30,84652000.0
country/TGO,1989-09-30,10975000.0
country/TON,1989-09-30,0.0
country/TTO,1989-09-30,46231000.0
country/TUN,1989-09-30,34243000.0
country/TUR,1989-09-30,112307000.0
country/UGA,1989-09-30,29396000.0
country/ARE,1989-09-30,38736800.0
country/GBR,1989-09-30,1913070000.0
country/USA,1989-09-30,4899530000.0
country/URY,1989-09-30,49977000.0
country/VUT,1989-09-30,0.0
country/VEN,1989-09-30,316890000.0
country/VNM,1989-09-30,47658000.0
country/YUG,1989-09-30,155161000.0
country/ZMB,1989-09-30,68298000.0
country/ZWE,1989-09-30,10200000.0
Earth,1989-09-30,21433330200.0
country/AFG,1991-03-31,26703000.0
country/DZA,1991-03-31,128640000.0
country/AGO,1991-03-31,0.0
country/ATG,1991-03-31,0.0
country/ARG,1991-03-31,318370000.0
country/AUS,1991-03-31,470545000.0
country/AUT,1991-03-31,179045000.0
country/BHS,1991-03-31,10230000.0
country/BHR,1991-03-31,6200000.0
country/BGD,1991-03-31,47120000.0
country/BRB,1991-03-31,8039000.0
country/BEL,1991-03-31,485246000.0
country/BLZ,1991-03-31,0.0
country/BEN,1991-03-31,9409000.0
country/BTN,1991-03-31,0.0
country/BOL,1991-03-31,26703000.0
country/BWA,1991-03-31,4359000.0
country/BRA,1991-03-31,358670000.0
country/BGR,1991-03-31,0.0
country/BFA,1991-03-31,9409000.0
country/BDI,1991-03-31,13697000.0
country/CPV,1991-03-31,620000.0
country/KHM,1991-03-31,15417000.0
country/CMR,1991-03-31,24462600.0
country/CAN,1991-03-31,779290000.0
country/CAF,1991-03-31,9325000.0
country/TCD,1991-03-31,9409000.0
country/CHL,1991-03-31,121924000.0
country/CHN,1991-03-31,236800000.0
country/COL,1991-03-31,114271000.0
country/COM,1991-03-31,716400.0
country/COD,1991-03-31,86309000.0
country/COG,1991-03-31,9719000.0
country/CRI,1991-03-31,23726000.0
country/CIV,1991-03-31,37828000.0
country/CYP,1991-03-31,19438000.0
country/CZE,1991-03-31,0.0
country/DNK,1991-03-31,178864000.0
country/DJI,1991-03-31,1178000.0
country/DMA,1991-03-31,592400.0
country/DOM,1991-03-31,31585000.0
country/ECU,1991-03-31,32929000.0
country/EGY,1991-03-31,135924000.0
country/SLV,1991-03-31,24985000.0
country/GNQ,1991-03-31,5812000.0
country/SWZ,1991-03-31,6432000.0
country/ETH,1991-03-31,11160000.0
country/FJI,1991-03-31,6958000.0
country/FIN,1991-03-31,142690000.0
country/FRA,1991-03-31,1079870000.0
country/GAB,1991-03-31,14091000.0
country/GMB,1991-03-31,5121000.0
country/DEU,1991-03-31,1210760000.0
country/GHA,1991-03-31,62983000.0
country/GRC,1991-03-31,103544000.0
country/GRD,1991-03-31,930000.0
country/GTM,1991-03-31,27678000.0
country/GIN,1991-03-31,17604000.0
country/GNB,1991-03-31,1212400.0
country/GUY,1991-03-31,14530000.0
country/HTI,1991-03-31,13697000.0
country/HND,1991-03-31,19057000.0
country/HUN,1991-03-31,0.0
country/ISL,1991-03-31,16409000.0
country/IND,1991-03-31,681170000.0
country/IDN,1991-03-31,238956000.0
country/IRN,1991-03-31,244056000.0
country/IRQ,1991-03-31,68463800.0
country/IRL,1991-03-31,87263000.0
country/ISR,1991-03-31,106360000.0
country/ITA,1991-03-31,702400000.0
country/JAM,1991-03-31,40613000.0
country/JPN,1991-03-31,891690000.0
country/JOR,1991-03-31,16887000.0
country/KEN,1991-03-31,36990000.0
country/KIR,1991-03-31,0.0
country/KOR,1991-03-31,72911200.0
country/KWT,1991-03-31,26744400.0
country/LAO,1991-03-31,9409000.0
country/LBN,1991-03-31,4393200.0
country/LSO,1991-03-31,3739000.0
country/LBR,1991-03-31,21007000.0
country/LBY,1991-03-31,58771200.0
country/LUX,1991-03-31,16955000.0
country/MDG,1991-03-31,19270000.0
country/MWI,1991-03-31,10975000.0
country/MYS,1991-03-31,139048000.0
country/MDV,1991-03-31,282400.0
country/MLI,1991-03-31,15912000.0
country/MLT,1991-03-31,11288000.0
country/MRT,1991-03-31,9719000.0
country/MUS,1991-03-31,15744000.0
country/MEX,1991-03-31,290020000.0
country/MAR,1991-03-31,85689000.0
country/MOZ,1991-03-31,0.0
country/MMR,1991-03-31,43474000.0
country/NPL,1991-03-31,8104800.0
country/NLD,1991-03-31,530340000.0
country/NZL,1991-03-31,141322000.0
country/NIC,1991-03-31,19483000.0
country/NER,1991-03-31,9409000.0
country/NGA,1991-03-31,157155000.0
country/NOR,1991-03-31,167770000.0
country/OMN,1991-03-31,6262000.0
country/PAK,1991-03-31,169989000.0
country/PAN,1991-03-31,26322000.0
country/PNG,1991-03-31,9300000.0
country/PRY,1991-03-31,13697000.0
country/PER,1991-03-31,91319000.0
country/PHL,1991-03-31,116595000.0
country/POL,1991-03-31,0.0
country/PRT,1991-03-31,53320000.0
country/QAT,1991-03-31,12821600.0
country/ROU,1991-03-31,75950000.0
country/RWA,1991-03-31,13697000.0
country/WSM,1991-03-31,1142000.0
country/STP,1991-03-31,620000.0
country/SAU,1991-03-31,195526800.0
country/SEN,1991-03-31,24462000.0
country/SYC,1991-03-31,406400.0
country/SLE,1991-03-31,17455000.0
country/SGP,1991-03-31,16475200.0
country/SLB,1991-03-31,654400.0
country/SOM,1991-03-31,13697000.0
country/ZAF,1991-03-31,220360000.0
country/ESP,1991-03-31,298805000.0
country/LKA,1991-03-31,70868000.0
country/LCA,1991-03-31,741600.0
country/VCT,1991-03-31,353600.0
country/SDN,1991-03-31,52192000.0
country/SUR,1991-03-31,7750000.0
country/SWE,1991-03-31,246525000.0
country/SYR,1991-03-31,36564000.0
country/TZA,1991-03-31,31372000.0
country/THA,1991-03-31,84652000.0
country/TGO,1991-03-31,10975000.0
country/TON,1991-03-31,0.0
country/TTO,1991-03-31,46231000.0
country/TUN,1991-03-31,34243000.0
country/TUR,1991-03-31,112307000.0
country/UGA,1991-03-31,29396000.0
country/ARE,1991-03-31,38736800.0
country/GBR,1991-03-31,1913070000.0
country/USA,1991-03-31,4899530000.0
country/URY,1991-03-31,49977000.0
country/VUT,1991-03-31,0.0
country/VEN,1991-03-31,316890000.0
country/VNM,1991-03-31,47658000.0
country/YEM,1991-03-31,28743000.0
country/YUG,1991-03-31,155161000.0
country/ZMB,1991-03-31,68298000.0
country/ZWE,1991-03-31,10200000.0
Earth,1991-03-31,21433330200.0
country/AFG,1979-11-30,17433000.0
country/DZA,1979-11-30,69930000.0
country/ARG,1979-11-30,208160000.0
country/AUS,1979-11-30,307805000.0
country/AUT,1979-11-30,111065000.0
country/BHS,1979-11-30,3432000.0
country/BHR,1979-11-30,2080000.0
country/BGD,1979-11-30,15808000.0
country/BRB,1979-11-30,4537000.0
country/BEL,1979-11-30,301906000.0
country/BEN,1979-11-30,6113000.0
country/BOL,1979-11-30,17433000.0
country/BWA,1979-11-30,2505000.0
country/BRA,1979-11-30,221680000.0
country/BFA,1979-11-30,6113000.0
country/BDI,1979-11-30,8959000.0
country/CPV,1979-11-30,208000.0
country/KHM,1979-11-30,11117000.0
country/CMR,1979-11-30,15192600.0
country/CAN,1979-11-30,499748000.0
country/CAF,1979-11-30,6029000.0
country/TCD,1979-11-30,6113000.0
country/CHL,1979-11-30,77222000.0
country/CHN,1979-11-30,57200000.0
country/COL,1979-11-30,74513000.0
country/COM,1979-11-30,239200.0
country/COD,1979-11-30,54997000.0
country/COG,1979-11-30,6217000.0
country/CRI,1979-11-30,15280000.0
country/CIV,1979-11-30,22172000.0
country/CYP,1979-11-30,12434000.0
country/DNK,1979-11-30,115004000.0
country/DJI,1979-11-30,395200.0
country/DMA,1979-11-30,197600.0
country/DOM,1979-11-30,20255000.0
country/ECU,1979-11-30,18509000.0
country/EGY,1979-11-30,88956000.0
country/SLV,1979-11-30,16127000.0
country/GNQ,1979-11-30,3752000.0
country/SWZ,1979-11-30,3960000.0
country/ETH,1979-11-30,3744000.0
country/FJI,1979-11-30,3250000.0
country/FIN,1979-11-30,88718000.0
country/FRA,1979-11-30,684556000.0
country/GAB,1979-11-30,7911000.0
country/GMB,1979-11-30,3267000.0
country/DEU,1979-11-30,766624000.0
country/GHA,1979-11-30,41147000.0
country/GRC,1979-11-30,65434000.0
country/GRD,1979-11-30,312000.0
country/GTM,1979-11-30,17172000.0
country/GIN,1979-11-30,11424000.0
country/GNB,1979-11-30,405600.0
country/GUY,1979-11-30,9380000.0
country/HTI,1979-11-30,8959000.0
country/HND,1979-11-30,12053000.0
country/ISL,1979-11-30,10435000.0
country/IND,1979-11-30,445300000.0
country/IDN,1979-11-30,140076000.0
country/IRN,1979-11-30,130536000.0
country/IRQ,1979-11-30,37881000.0
country/IRL,1979-11-30,55333000.0
country/ISR,1979-11-30,64130000.0
country/ITA,1979-11-30,446960000.0
country/JAM,1979-11-30,25369000.0
country/JPN,1979-11-30,549936000.0
country/JOR,1979-11-30,10707000.0
country/KEN,1979-11-30,22776000.0
country/KOR,1979-11-30,38870000.0
country/LAO,1979-11-30,6113000.0
country/LBN,1979-11-30,1248000.0
country/LSO,1979-11-30,2297000.0
country/LBR,1979-11-30,13385000.0
country/LBY,1979-11-30,19240000.0
country/LUX,1979-11-30,10569000.0
country/MDG,1979-11-30,12266000.0
country/MWI,1979-11-30,7061000.0
country/MYS,1979-11-30,86930000.0
country/MDV,1979-11-30,93600.0
country/MLI,1979-11-30,10350000.0
country/MLT,1979-11-30,7168000.0
country/MRT,1979-11-30,6217000.0
country/MUS,1979-11-30,10182000.0
country/MEX,1979-11-30,179810000.0
country/MAR,1979-11-30,54789000.0
country/MMR,1979-11-30,28436000.0
country/NPL,1979-11-30,4190800.0
country/NLD,1979-11-30,335052000.0
country/NZL,1979-11-30,93530000.0
country/NIC,1979-11-30,12479000.0
country/NER,1979-11-30,6113000.0
country/NGA,1979-11-30,82995000.0
country/NOR,1979-11-30,107000000.0
country/OMN,1979-11-30,2822000.0
country/PAK,1979-11-30,111279000.0
country/PAN,1979-11-30,17052000.0
country/PNG,1979-11-30,3120000.0
country/PRY,1979-11-30,8959000.0
country/PER,1979-11-30,57535000.0
country/PHL,1979-11-30,73335000.0
country/PRT,1979-11-30,17888000.0
country/QAT,1979-11-30,4160000.0
country/ROU,1979-11-30,25480000.0
country/RWA,1979-11-30,8959000.0
country/WSM,1979-11-30,524000.0
country/STP,1979-11-30,208000.0
country/SAU,1979-11-30,62400000.0
country/SEN,1979-11-30,15810000.0
country/SYC,1979-11-30,135200.0
country/SLE,1979-11-30,11069000.0
country/SGP,1979-11-30,5096000.0
country/SLB,1979-11-30,218400.0
country/SOM,1979-11-30,8959000.0
country/ZAF,1979-11-30,133016000.0
country/ESP,1979-11-30,184063000.0
country/LKA,1979-11-30,46354000.0
country/SDN,1979-11-30,34064000.0
country/SUR,1979-11-30,2600000.0
country/SWE,1979-11-30,153825000.0
country/SYR,1979-11-30,23586000.0
country/TZA,1979-11-30,20042000.0
country/THA,1979-11-30,47366000.0
country/TGO,1979-11-30,7061000.0
country/TTO,1979-11-30,29339000.0
country/TUN,1979-11-30,21265000.0
country/TUR,1979-11-30,71107000.0
country/UGA,1979-11-30,19096000.0
country/ARE,1979-11-30,12480000.0
country/GBR,1979-11-30,1310520000.0
country/USA,1979-11-30,3168100000.0
country/URY,1979-11-30,32673000.0
country/VEN,1979-11-30,180930000.0
country/VNM,1979-11-30,29118000.0
country/YUG,1979-11-30,98099000.0
country/ZMB,1979-11-30,39252000.0
Earth,1979-11-30,13347560200.0
country/AFG,1985-03-31,26703000.0
country/DZA,1985-03-31,128640000.0
country/ATG,1985-03-31,0.0
country/ARG,1985-03-31,318370000.0
country/AUS,1985-03-31,470545000.0
country/AUT,1985-03-31,179045000.0
country/BHS,1985-03-31,10230000.0
country/BHR,1985-03-31,6200000.0
country/BGD,1985-03-31,47120000.0
country/BRB,1985-03-31,8039000.0
country/BEL,1985-03-31,485246000.0
country/BLZ,1985-03-31,0.0
country/BEN,1985-03-31,9409000.0
country/BTN,1985-03-31,0.0
country/BOL,1985-03-31,26703000.0
country/BWA,1985-03-31,4359000.0
country/BRA,1985-03-31,358670000.0
country/BFA,1985-03-31,9409000.0
country/BDI,1985-03-31,13697000.0
country/CPV,1985-03-31,620000.0
country/KHM,1985-03-31,15417000.0
country/CMR,1985-03-31,24462600.0
country/CAN,1985-03-31,779290000.0
country/CAF,1985-03-31,9325000.0
country/TCD,1985-03-31,9409000.0
country/CHL,1985-03-31,121924000.0
country/CHN,1985-03-31,236800000.0
country/COL,1985-03-31,114271000.0
country/COM,1985-03-31,716400.0
country/COD,1985-03-31,86309000.0
country/COG,1985-03-31,9719000.0
country/CRI,1985-03-31,23726000.0
country/CIV,1985-03-31,37828000.0
country/CYP,1985-03-31,19438000.0
country/DNK,1985-03-31,178864000.0
country/DJI,1985-03-31,1178000.0
country/DMA,1985-03-31,592400.0
country/DOM,1985-03-31,31585000.0
country/ECU,1985-03-31,32929000.0
country/EGY,1985-03-31,135924000.0
country/SLV,1985-03-31,24985000.0
country/GNQ,1985-03-31,5812000.0
country/SWZ,1985-03-31,6432000.0
country/ETH,1985-03-31,11160000.0
country/FJI,1985-03-31,6958000.0
country/FIN,1985-03-31,142690000.0
country/FRA,1985-03-31,1079870000.0
country/GAB,1985-03-31,14091000.0
country/GMB,1985-03-31,5121000.0
country/DEU,1985-03-31,1210760000.0
country/GHA,1985-03-31,62983000.0
country/GRC,1985-03-31,103544000.0
country/GRD,1985-03-31,930000.0
country/GTM,1985-03-31,27678000.0
country/GIN,1985-03-31,17604000.0
country/GNB,1985-03-31,1212400.0
country/GUY,1985-03-31,14530000.0
country/HTI,1985-03-31,13697000.0
country/HND,1985-03-31,19057000.0
country/HUN,1985-03-31,0.0
country/ISL,1985-03-31,16409000.0
country/IND,1985-03-31,681170000.0
country/IDN,1985-03-31,238956000.0
country/IRN,1985-03-31,244056000.0
country/IRQ,1985-03-31,68463800.0
country/IRL,1985-03-31,87263000.0
country/ISR,1985-03-31,106360000.0
country/ITA,1985-03-31,702400000.0
country/JAM,1985-03-31,40613000.0
country/JPN,1985-03-31,891690000.0
country/JOR,1985-03-31,16887000.0
country/KEN,1985-03-31,36990000.0
country/KOR,1985-03-31,72911200.0
country/KWT,1985-03-31,26744400.0
country/LAO,1985-03-31,9409000.0
country/LBN,1985-03-31,4393200.0
country/LSO,1985-03-31,3739000.0
country/LBR,1985-03-31,21007000.0
country/LBY,1985-03-31,58771200.0
country/LUX,1985-03-31,16955000.0
country/MDG,1985-03-31,19270000.0
country/MWI,1985-03-31,10975000.0
country/MYS,1985-03-31,139048000.0
country/MDV,1985-03-31,282400.0
country/MLI,1985-03-31,15912000.0
country/MLT,1985-03-31,11288000.0
country/MRT,1985-03-31,9719000.0
country/MUS,1985-03-31,15744000.0
country/MEX,1985-03-31,290020000.0
country/MAR,1985-03-31,85689000.0
country/MMR,1985-03-31,43474000.0
country/NPL,1985-03-31,8104800.0
country/NLD,1985-03-31,530340000.0
country/NZL,1985-03-31,141322000.0
country/NIC,1985-03-31,19483000.0
country/NER,1985-03-31,9409000.0
country/NGA,1985-03-31,157155000.0
country/NOR,1985-03-31,167770000.0
country/OMN,1985-03-31,6262000.0
country/PAK,1985-03-31,169989000.0
country/PAN,1985-03-31,26322000.0
country/PNG,1985-03-31,9300000.0
country/PRY,1985-03-31,13697000.0
country/PER,1985-03-31,91319000.0
country/PHL,1985-03-31,116595000.0
country/PRT,1985-03-31,53320000.0
country/QAT,1985-03-31,12821600.0
country/ROU,1985-03-31,75950000.0
country/RWA,1985-03-31,13697000.0
country/WSM,1985-03-31,1142000.0
country/STP,1985-03-31,620000.0
country/SAU,1985-03-31,195526800.0
country/SEN,1985-03-31,24462000.0
country/SYC,1985-03-31,406400.0
country/SLE,1985-03-31,17455000.0
country/SGP,1985-03-31,16475200.0
country/SLB,1985-03-31,654400.0
country/SOM,1985-03-31,13697000.0
country/ZAF,1985-03-31,220360000.0
country/ESP,1985-03-31,298805000.0
country/LKA,1985-03-31,70868000.0
country/LCA,1985-03-31,741600.0
country/VCT,1985-03-31,353600.0
country/SDN,1985-03-31,52192000.0
country/SUR,1985-03-31,7750000.0
country/SWE,1985-03-31,246525000.0
country/SYR,1985-03-31,36564000.0
country/TZA,1985-03-31,31372000.0
country/THA,1985-03-31,84652000.0
country/TGO,1985-03-31,10975000.0
country/TTO,1985-03-31,46231000.0
country/TUN,1985-03-31,34243000.0
country/TUR,1985-03-31,112307000.0
country/UGA,1985-03-31,29396000.0
country/ARE,1985-03-31,38736800.0
country/GBR,1985-03-31,1913070000.0
country/USA,1985-03-31,4899530000.0
country/URY,1985-03-31,49977000.0
country/VUT,1985-03-31,0.0
country/VEN,1985-03-31,316890000.0
country/VNM,1985-03-31,47658000.0
country/YUG,1985-03-31,155161000.0
country/ZMB,1985-03-31,68298000.0
country/ZWE,1985-03-31,10200000.0
Earth,1985-03-31,21433330200.0
country/AFG,2012-01-31,155314267.0
country/ALB,2012-01-31,46450260.0
country/DZA,2012-01-31,1198184979.0
country/AGO,2012-01-31,273008626.0
country/ATG,2012-01-31,12499524.0
country/ARG,2012-01-31,2020039967.0
country/ARM,2012-01-31,87988659.0
country/AUS,2012-01-31,3083171021.0
country/AUT,2012-01-31,1736313856.0
country/AZE,2012-01-31,153576220.0
country/BHS,2012-01-31,124413351.0
country/BHR,2012-01-31,124350296.0
country/BGD,2012-01-31,510404987.0
country/BRB,2012-01-31,64373832.0
country/BLR,2012-01-31,368643579.0
country/BEL,2012-01-31,4323343606.0
country/BLZ,2012-01-31,17894255.0
country/BEN,2012-01-31,59167129.0
country/BTN,2012-01-31,5989462.0
country/BOL,2012-01-31,164131156.0
country/BIH,2012-01-31,160886223.0
country/BWA,2012-01-31,57432096.0
country/BRA,2012-01-31,2887077827.0
country/BRN,2012-01-31,203503552.0
country/BGR,2012-01-31,610875636.0
country/BFA,2012-01-31,57584429.0
country/BDI,2012-01-31,73849486.0
country/CPV,2012-01-31,9168679.0
country/KHM,2012-01-31,83919870.0
country/CMR,2012-01-31,177266861.0
country/CAN,2012-01-31,5988080401.0
country/CAF,2012-01-31,53369061.0
country/TCD,2012-01-31,53620770.0
country/CHL,2012-01-31,816891579.0
country/CHN,2012-01-31,6989668494.0
country/COL,2012-01-31,738323308.0
country/COM,2012-01-31,8503183.0
country/COD,2012-01-31,510856857.0
country/COG,2012-01-31,79688651.0
country/CRI,2012-01-31,156534727.0
country/CIV,2012-01-31,310904156.0
country/HRV,2012-01-31,347342312.0
country/CYP,2012-01-31,132802637.0
country/CZE,2012-01-31,780201010.0
country/DNK,2012-01-31,1531473364.0
country/DJI,2012-01-31,15158142.0
country/DMA,2012-01-31,7837687.0
country/DOM,2012-01-31,208826188.0
country/ECU,2012-01-31,288358161.0
country/EGY,2012-01-31,898452369.0
country/SLV,2012-01-31,163807000.0
country/GNQ,2012-01-31,31290436.0
country/ERI,2012-01-31,15158142.0
country/EST,2012-01-31,61965241.0
country/SWZ,2012-01-31,48284670.0
country/ETH,2012-01-31,127930540.0
country/FJI,2012-01-31,67094447.0
country/FIN,2012-01-31,1189510793.0
country/FRA,2012-01-31,10134203762.0
country/GAB,2012-01-31,146719417.0
country/GMB,2012-01-31,29768051.0
country/GEO,2012-01-31,143959389.0
country/DEU,2012-01-31,12059166873.0
country/GHA,2012-01-31,353868577.0
country/GRC,2012-01-31,782357540.0
country/GRD,2012-01-31,11165167.0
country/GTM,2012-01-31,200911003.0
country/GIN,2012-01-31,102465806.0
country/GNB,2012-01-31,13604757.0
country/GUY,2012-01-31,87085271.0
country/HTI,2012-01-31,78507957.0
country/HND,2012-01-31,123849618.0
country/HUN,2012-01-31,991051670.0
country/ISL,2012-01-31,112184400.0
country/IND,2012-01-31,3978258337.0
country/IDN,2012-01-31,1980438720.0
country/IRN,2012-01-31,1426059814.0
country/IRQ,2012-01-31,1134495508.0
country/IRL,2012-01-31,775422027.0
country/ISR,2012-01-31,883385541.0
country/ITA,2012-01-31,6576111210.0
country/JAM,2012-01-31,261643650.0
country/JPN,2012-01-31,12284969838.0
country/JOR,2012-01-31,162070636.0
country/KAZ,2012-01-31,343653571.0
country/KEN,2012-01-31,259647163.0
country/KIR,2012-01-31,5323967.0
country/KOR,2012-01-31,2404445224.0
country/XKX,2012-01-31,55368413.0
country/KWT,2012-01-31,1315573695.0
country/KGZ,2012-01-31,84736994.0
country/LAO,2012-01-31,50677761.0
country/LVA,2012-01-31,120822030.0
country/LBN,2012-01-31,193286941.0
country/LSO,2012-01-31,32878186.0
country/LBR,2012-01-31,123979015.0
country/LBY,2012-01-31,1072695711.0
country/LTU,2012-01-31,137238714.0
country/LUX,2012-01-31,246622459.0
country/MDG,2012-01-31,117089531.0
country/MWI,2012-01-31,66368637.0
country/MYS,2012-01-31,1346143721.0
country/MDV,2012-01-31,7691108.0
country/MLI,2012-01-31,89362782.0
