dcid,year,climateFinanceReceivedDisbursementsByProviderCurrentUSDAdaptationFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDAfricanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAfricanDevelopmentFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDAsianDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAsianInfrastructureInvestmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAustralia,climateFinanceReceivedDisbursementsByProviderCurrentUSDAustria,climateFinanceReceivedDisbursementsByProviderCurrentUSDAzerbaijan,climateFinanceReceivedDisbursementsByProviderCurrentUSDBelgium,climateFinanceReceivedDisbursementsByProviderCurrentUSDBlackSeaTrade&DevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCanada,climateFinanceReceivedDisbursementsByProviderCurrentUSDCaribbeanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCentralAmericanBankforEconomicIntegration,climateFinanceReceivedDisbursementsByProviderCurrentUSDClimateInvestmentFunds,climateFinanceReceivedDisbursementsByProviderCurrentUSDCouncilofEuropeDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCzechRepublic,climateFinanceReceivedDisbursementsByProviderCurrentUSDDenmark,climateFinanceReceivedDisbursementsByProviderCurrentUSDEUInstitutions,climateFinanceReceivedDisbursementsByProviderCurrentUSDEstonia,climateFinanceReceivedDisbursementsByProviderCurrentUSDEuropeanBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsByProviderCurrentUSDFinland,climateFinanceReceivedDisbursementsByProviderCurrentUSDFoodandAgricultureOrganisation,climateFinanceReceivedDisbursementsByProviderCurrentUSDFrance,climateFinanceReceivedDisbursementsByProviderCurrentUSDGermany,climateFinanceReceivedDisbursementsByProviderCurrentUSDGlobalEnvironmentFacility,climateFinanceReceivedDisbursementsByProviderCurrentUSDGlobalGreenGrowthInstitute,climateFinanceReceivedDisbursementsByProviderCurrentUSDGreece,climateFinanceReceivedDisbursementsByProviderCurrentUSDGreenClimateFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDHungary,climateFinanceReceivedDisbursementsByProviderCurrentUSDIFAD,climateFinanceReceivedDisbursementsByProviderCurrentUSDIceland,climateFinanceReceivedDisbursementsByProviderCurrentUSDInterAmericanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDInternationalBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsByProviderCurrentUSDInternationalDevelopmentAssociation,climateFinanceReceivedDisbursementsByProviderCurrentUSDIreland,climateFinanceReceivedDisbursementsByProviderCurrentUSDIslamicDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDItaly,climateFinanceReceivedDisbursementsByProviderCurrentUSDJapan,climateFinanceReceivedDisbursementsByProviderCurrentUSDKazakhstan,climateFinanceReceivedDisbursementsByProviderCurrentUSDKorea,climateFinanceReceivedDisbursementsByProviderCurrentUSDLatvia,climateFinanceReceivedDisbursementsByProviderCurrentUSDLiechtenstein,climateFinanceReceivedDisbursementsByProviderCurrentUSDLithuania,climateFinanceReceivedDisbursementsByProviderCurrentUSDLuxembourg,climateFinanceReceivedDisbursementsByProviderCurrentUSDNetherlands,climateFinanceReceivedDisbursementsByProviderCurrentUSDNewZealand,climateFinanceReceivedDisbursementsByProviderCurrentUSDNordicDevelopmentFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDNorway,climateFinanceReceivedDisbursementsByProviderCurrentUSDPoland,climateFinanceReceivedDisbursementsByProviderCurrentUSDPortugal,climateFinanceReceivedDisbursementsByProviderCurrentUSDRomania,climateFinanceReceivedDisbursementsByProviderCurrentUSDSlovakRepublic,climateFinanceReceivedDisbursementsByProviderCurrentUSDSlovenia,climateFinanceReceivedDisbursementsByProviderCurrentUSDSpain,climateFinanceReceivedDisbursementsByProviderCurrentUSDSweden,climateFinanceReceivedDisbursementsByProviderCurrentUSDSwitzerland,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedArabEmirates,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedKingdom,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedStates
country/LBN,2017,,,,,,52252.4,,,,,11093.2,,,,,63295.600000000006,,3548375.8000000003,,,90590.80000000002,,488084.80000000005,1680905.2,,,,,,,,,,,,,6869835.0,,,,,,,,6063482.0,,,,,,,,,234458.80000000002,179394.0,,,,506236.0
country/LBN,2018,,,,,,,,,354066.0,,706399.6,,,,,,,7184935.600000001,,113134663.0473268,105796.8,,206824.40000000002,1738735.2000000002,,,,,,,,,24447368.26,,,,3513428.4000000004,13129.6,,,,,,,4830706.0,,,148989.6,11960.0,,,,,149396.0,13302.0,,,,4170040.0
country/LBN,2019,,,,,,22333.600000000002,107466.8,,,,1742.0,,,,,,,30165354.832998853,,,108362.4,,2777733.1999999997,1455404.4,,,,,,,,,21796312.849999998,,,109999.99940999999,3192219.2,,,,,,,,130689.0,,,172754.80000000002,104170.0,,,,,,45861.200000000004,,,196118.40000000002,1093253.8
country/LBN,2020,2420743.0,,,,,28782.4,113960.0,,,,1108896.0,,,,,,3057169.0,8088368.779622044,,,,44708.8,5514080.4,5484034.800000001,,,,,2851.2000000000003,,,,10577996.29,,200324.0,,7530441.0,5240047.8,,807.1999999999999,,,,,,,,135979.2,215875.0,,,,,27350.4,,,,,719837.4
country/LBN,2021,1280241.0,,,,,183168.80000000002,99337.6,,,,,,,,,,1908366.4000000001,4257635.4,,,,166450.0,5025255.600000001,2764155.4,,,,,,,,,13494510.620000001,,,,4162866.2,4067624.8,,,,,,,,,,,503219.6,,,,,28382.4,301974.0,,5001.0,1626492.0,4849100.0
country/LBR,2013,,,,,,154900.4,,,,,,,,,,,,913866.0000000001,,,,,,10547213.0,,,,,,,,,,,158242.0,,,2018178.0,,,,,,,,,,9492614.0,,,,,,,1420910.0,,,2814258.8000000003,12315940.0
country/LBR,2014,,,,,,,,,,,,,,,,,,848491.6000000001,,,,,,20684323.799999997,,,,,,,,,,,676656.4,,,,,,,,,,,,,12279886.8,,,,,,,1646550.0000000002,,,1834014.4000000001,9154878.0
country/LBR,2015,,,,,,,,,,,,,,,,,,927876.4,,,144388.80000000002,,,3279377.4,,,,,,,,,,,668608.0,,,,,,,,,,,,,15231134.200000001,,,,,,,987397.2000000001,,,3104598.4000000004,11076680.2
country/LBR,2016,,,,,,,,,,,,,,,,,,1255742.0,,,92710.40000000001,,,23285371.0,150432.40000000002,,,,,,,,,,190202.80000000002,,,,,,,,,,,,,14367152.0,,,,,,,1310585.2,,,572955.6000000001,21261846.0
country/LBR,2017,,,,,,,,,,,,,,687590.0,,,,9456767.200000001,,,69690.40000000001,,378.8,14794016.200000001,,,,,,,,,,,569041.6,,,19414.4,,,,,,,,,,17612044.2,,,,,,,954001.6000000001,,,459689.2,7741650.0
country/LBR,2018,,,,,,,,,,,,,,1275132.0,,,,4704907.600000001,,,59102.0,,7934.400000000001,2996275.8000000003,,,,,,,336139.60000000003,,,1958169.06,390665.6,,,21463.6,,8998.0,,,,,,,,6232521.4,,,,,,,886205.6,,,92757.6,4019580.0
country/LBR,2019,,,,,,112830.8,,,,,,,,,,,,16887113.4,,,7522.800000000001,,,14087043.4,,,,,,,210873.6,,,6622933.799999993,602711.0,,,41809.2,,,,,,,,,,1418561.4,,,,,,,3213995.0,16100.0,,79628.40000000001,3162183.6
country/LBR,2020,,,3329315.96825,,,70214.0,,,,,,,,,,,33403.200000000004,14030171.0,,,57299.200000000004,3180.0000000000005,,7604690.0,,,,,,,126200.00000000001,,,27397338.63000001,605725.2,,171548.0,145243.6,,576.8000000000001,,,,,,,,12226581.8,,,,,,,2047419.0,,,984642.4000000001,4837308.800000001
country/LBR,2021,1798746.0,,769688.9782823153,,,,,,,,,,,,,,34752.0,14167410.0,,,41815.6,10280.0,1158940.4000000001,7167062.8,,,,523931.99999999994,,,118118.00000000001,,,38630331.55719999,483543.0,,,3831797.6,,,,,,,,,,853671.4,,,,,,,4211038.6,,15002.0,,1632792.0
country/LBY,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0
country/LBY,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25380.0
country/LBY,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236323.2,,,,,,,,,,,,,,,,,,,,,,
country/LBY,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338.4,50721.600000000006,,,,
country/LBY,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442.2,,,,,
country/LBY,2019,,,,,,,,,,,,,,,,,,,,,,681.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/LBY,2020,,,,,,,,,,,,,,,,,,,,,,82632.0,553845.6,,,,,,,,,,,,,,1837910.4,3009549.6,,,,,,,,,,,,,,,,,,,,,5268.800000000001
country/LBY,2021,,,,,,,,,,,,,,,,,,,,,,50186.0,,1421506.8,,,,,,,,,,,,,1840035.2,1163600.0,,,,,,,,,,,,,,,,,52466.4,,,,360.0
country/LCA,2013,,,,,,25723.0,,,,,,,,,,,,274598.80000000005,,,,,,,,,,,,,,,,,,,,12767.600000000002,,,,,,,,,,,,,,,,,,,,,
country/LCA,2014,,,,,,,,,,,,,,,,,,67613.2,,,,,,,,,,,,,,,,1206700.0,,,,4799.0,,,,,,,,,,,,,,,,492570.0,,,,,
country/LCA,2015,,,,,,,,,,,,,,,,,,538720.4,,,,,,,,,,,,,,,,1083303.0,,,,218590.80000000002,,197085.0,,,,,,,,,,,,,,,,,,,
country/LCA,2016,,,,,,,,,,,,,,,,,,6645077.8,,,,,,,483333.0,,,,,,,,,2683930.0,,,,1665741.6000000003,,,,,,,,,,,,,,,,,,,,,
country/LCA,2017,,,,,,,,,,,,,,5526352.0,,,,1726863.2000000002,,,,,,8666.0,,,,,,,,,,,,,,27337.600000000002,,,,,,,,,,,,,,,,,,,,,
country/LCA,2018,,,,,,,,,,,152148.0,,,2309214.0,,,,1009082.4000000001,,,,,,9798.0,,,,,,,,,,1435910.27,,,163764.0,27389.200000000004,,,,,,,,,,,,,,,,,,,,,
country/LCA,2019,,,,,,,,,,,150072.0,,,,,,,64551.6,,,,21214.0,,,,,,,,,,,,2745075.137,,,369694.0,19735.600000000002,,45310.4,,,,,,,,,,,,,,,,,,,
country/LCA,2020,,,,,,,,,,,308331.4,,,,,,,49586.0,,,,,544957.0,,,,,,,,,,,7807610.548,,,,85152.8,,,,,,,,,,,,,,,,,,,,,
country/LCA,2021,4311552.0,,,,,4944.400000000001,,,,,285090.8,,,,,,,,,,4963.6,68620.0,2365.2000000000003,,,,,618855.0,,,,,,16872118.998999998,,,,19824.8,,,,,,,,,,,,,,,,,,,300000.0,,
country/LKA,2013,,,,,,530760.8,,,107405.20000000001,,328967.20000000007,,,,,,,1197645.0,,,224022.80000000002,,,1683170.4000000001,,,,,,,,,,,,,,32295654.6,,626148.8,,,,,,,,635353.0,,,,,,,1426768.0,,,,975340.0
country/LKA,2014,,,,24823.089285714286,,404684.0,,,1514098.0,,229566.60000000003,,,,,,,180365.2,,,198467.6,,,499480.4,,,,,,,,,510000.0,15000000.0,,,271304.4,50290849.0,,499565.19999999995,,,,,,,,359358.0,,,,,,,2108912.4000000004,,,,2460312.0
country/LKA,2015,,,,9446144.382788328,,1260479.6,,,676332.8,,84265.20000000001,,,,,,,2485009.2,,,519268.60000000003,,,375574.80000000005,,,,,,,,,,3529940.0,,,153250.0,10204926.6,,668407.6,,,,,,,,284817.8,,,,,,,283462.6,,,,3370527.0
country/LKA,2016,,,,12678258.40387993,,251070.00000000003,,,292210.4,,87798.40000000001,,,,,60862.00000000001,,3445787.8000000003,,,336143.6,,2280217.0,268984.4,942758.6,,,,,,,,84236703.0,,,,5712.8,30353007.8,,874022.4,,,4423.2,,,,,315160.4,,,,,,,488987.4,,,,3830066.0
country/LKA,2017,,,,18016950.34939626,,359377.60000000003,2790.8,,318435.2,,60520.4,,,,,42761.600000000006,,239878.4,,,300378.4,,8815.2,1371976.8,,,,,,,,,,,,,164583.2,85189843.39999999,,938853.0,,,,,,,,246336.4,,,,,,,237912.80000000002,,,,1908340.0
country/LKA,2018,,,,36303994.8873137,,45947.0,15318.2,,325418.0,,45911.2,,,,,4044.8,,106234.0,,,143551.0,5871.2,2046403.2,1443838.4000000001,,,,,,,,,,9974552.76,,,229734.40000000002,77363587.8,,1188712.4,,,,,,,,293053.8,,,,,,,215626.00000000003,,,,563750.0
country/LKA,2019,1318447.0,,,59773958.2443882,8436.96,1598420.8,,,239863.60000000003,,34210.8,,,,,3576.0,,68084.0,,,93606.0,17692.8,35579960.2,1351518.4,,49090.490455805324,,,,,,,1526251.4300000002,20141284.2648,,,212684.80000000002,85989653.0,,339710.6,,,,,,,,339599.4,,,,,,,264802.4,,,375443.0,833504.0
country/LKA,2020,102713.0,,,137405038.76279986,62745.119999999995,1277533.2,,,,,57196.8,,,,,,,,,,51264.0,2819.6000000000004,13815626.8,2085773.2000000002,,163093.8852585154,,,23636.4,,,,1245574.8800000001,20169552.8684,,,201560.8,87478532.60000001,,221826.4,,,,,,,123920.0,215834.80000000002,,,,,,,216083.6,319.6,,601105.6,570630.0
country/LKA,2021,10000.0,,,111906671.98113854,91770.0,4331093.2,,,160008.0,,241305.60000000003,,,,,,,4709975.2,,,9208.0,23448.0,27092809.8,1557602.4000000001,74924.0,83929.04177981422,,,,,,,8325650.080800001,24342124.6325884,,,176128.0,65887141.4,,167557.80000000002,,,,,,104225.20000000001,131602.0,228601.4,,,,,,,803232.8,,10001.0,20391127.6,3169214.0
country/LSO,2013,,,,,,,,,,,146408.0,,,,,,,28050.800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938086.4000000001,
country/LSO,2014,,,,,,23200.4,,,,,,,,,,,,149083.8,,,,,,151200.80000000002,,,,,,,,,,,,,,,,,,,,,,,,15342.0,,,,,,,,,3372720.0,,
country/LSO,2015,,,,,,153360.80000000002,,,,,,,,,,,,104231.00000000001,,,,,,144292.80000000002,,,,,,,,,,,,,,,,2418.8,,,,,,,,,,,,,,,,,2365368.8000000003,,
country/LSO,2016,,,,,,123960.40000000001,,,,,,,,,,,,166796.4,,,,,,34739.6,3229573.0,,,,,,,,,,,,,2698.4,,1791.6000000000001,,,,,,,,,,,,,,,21738.0,,,,
country/LSO,2017,,,,,,100271.20000000001,129005.00000000001,,,,,,,,,,,659314.6,,,,,2299.6,220050.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/LSO,2018,,,,,,7570.8,,,,,,,,,,,,1019789.6000000001,,,,,10603.2,275314.0,,,,,,,,,,1629525.8200000003,,,213324.0,4484.0,,,,,,,,,,,,,,,,,,,,,
country/LSO,2019,3274060.0,,,,,162668.0,,,,,,,,,,,,564858.4,,,,6172.0,,317892.0,,,,,,,,,,5334052.9,,,155128.0,19497.0,,,,,,,,,,,,,,,,,,,,,130000.0
country/LSO,2020,,,,,,90940.4,,,,,,,,,,,,8204094.0,,,,68791.2,,187136.4,,,,,,,,,,1261149.86,,,,1062344.2000000002,,,,,,,,,,,,,,,,,58819.0,,,,698965.2000000001
country/LSO,2021,,,,,,30036.0,,,,,,,,,,,,9261764.0,,,,196916.0,,111548.8,197144.0,,,267850.0,,,,,,4627302.9532,,,,1123845.8,,,,,,,,,,12786.0,,,,,,,80217.4,,,169089.2,1648180.0
country/MAR,2013,,,,,,291406.0,,,1805119.6,,60167.4,,,79470029.0,,,,12208879.4,,,11063.6,,231275057.2,39610351.6,,,6803.200000000001,,,,,,283324792.75,,,,53252.4,4753472.000000001,,577881.8,,,,,,,,,,,,,,2640065.6,,54656.00000000001,1262183.6,,690730.0
country/MAR,2014,,,,,,,,,2952560.8000000003,,123719.8,,,,,,,15929391.4,,,7019.200000000001,,1169165.0,70762854.4,,,,,,,,,,,,,1009838.8000000002,9302055.4,,15258.400000000001,,,,,,,,,,,,,,969309.4,76896.0,369780.4,10725232.0,,893180.0
country/MAR,2015,2907922.0,,,,,,,,2475324.0,,177306.0,,,,,,,27424496.0,,,30760.0,,6602193.6,163543621.4,,,,,,,,,17197026.0,,,,34149.200000000004,8707146.600000001,,1029170.6,,,,,,,,,,,,,,1580393.8,61321.0,459600.4,154642.0,,341577.4
country/MAR,2016,,,,,,,,,3374234.0,,7092199.0,,,,,,,33037562.6,,2408202.844484238,18260.800000000003,,6859006.0,438617217.8,3972483.4,289580.24000000005,5308.0,,,,,,246194186.0,,,,1112340.0,38997190.400000006,,717407.4,,,,,,,,,,,,,,1576878.4000000001,58564.2,682614.4,680000.0,,176969.0
country/MAR,2017,,,,,,,,,3485351.6,,3156753.2,,,3078207.0,,,,53520970.99427642,,29350261.959253386,9167.2,,167134200.0,195117119.2,,,,,,,,,19508150.0,,,,36580.8,36126648.8,,1312148.0,,,,,,,,,6755.6,,,,,872470.6,63835.2,1380137.4,,40738.8,296490.0
country/MAR,2018,,120051765.15406804,,,,,,,2642353.2,,615387.2000000001,,,74799293.0,,,,26563034.0,,12142702.630887995,,84769.6,50631118.6,175912706.6,,,,,,,,,151517002.16,,,,762310.6000000001,9824232.0,,983383.0,,,,,,,,,,,,,,1942460.8,17260.4,313119.4,,30656.0,214950.0
country/MAR,2019,1809332.0,4885507.570815403,,,,,,,3381188.0,,888963.6000000001,,,,,,,17206339.877451934,,,5852.8,116636.40000000001,91426161.8,130935441.0,,,,,,,,,228751784.0,,,,319868.0,4678955.600000001,,1016403.0,,,,,,,,,,,,,,1445860.0,15863.2,458535.60000000003,,12674.400000000001,85420.0
country/MAR,2020,530332.0,89075620.11723801,,,,,,,1992882.4000000001,,1272239.6,,,,,,,47664026.338447616,,81414253.9347437,,42349.0,107119638.2,126010305.8,,13607.893251923651,,,,,,,208219883.62,,,,32039.0,19048591.200000003,,609103.0,,,,,,,,,,,,,,1201138.6,16287.2,1011225.6000000001,,103792.2,143855.6
country/MAR,2021,,18240444.865303066,,,,5100.800000000001,,,2726500.4,,1041250.0,,,,,,98684.0,17139598.377402198,,65775880.260037586,19573.0,76880.0,106964098.6,36578358.6,,35255.00176275,,612912.0,7576.4,,,,225974189.60128915,,,,23509.6,12971286.0,,2112085.2,,,,,,,,,,,,,,1337581.6,,850183.6000000001,,,409456.0
country/MDA,2013,,,,,,,531067.0,,,,,,,,,57115.6,,11785180.8,,,,,,1604608.8000000003,,,7932.8,,,,,,,6547892.61,,,1327.6000000000001,40546.8,,,,,,,,,,,176123.19999999998,,,,,,250942.80000000002,,,,2144570.0
country/MDA,2014,,,,,,,121687.6,,,,,,,,,25315.0,,6721004.4,,,,,,4578627.2,,,,,,,,,,806435.08,,,5138.8,1867630.4000000001,,,,,,,,,,,753648.6,,115294.0,29188.0,169828.80000000002,,1610466.8,,,,100000.0
country/MDA,2015,,,,,,,441958.4,,,,,,,,,31999.0,,4281357.600000001,,,,,,1045128.8,,,,,,,,,2026212.0,2211176.65,,,56262.00000000001,1584869.2000000002,,,,,,,,,,,425120.60000000003,,,26624.0,27180.4,,1119405.8,,,,100000.0
country/MDA,2016,,,,,,,170297.8,,,,,,,,,6866.0,,2602777.6,,,,,2211.6,980140.8,412480.0,,,,,,,,15055563.0,2000260.8,,,,199418.0,,5958.400000000001,,,45194.4,,,,,,63454.0,,,,,,2470308.8000000003,,,,148752.4
country/MDA,2017,,,,,,,538519.0,,,,,,,,,769.6,,4714530.800000001,,3190701.9447083096,,,,895012.4,,,,,,,,,,,,,32298.0,,,,,,7891.0,,,,,,80426.2,,,,,,3401751.6,,,,159788.0
country/MDA,2018,,,,,,,1057063.0,,,,,,,,,545689.3999999999,,366241.2,,,,,16895.6,1093638.4,,,,,,,,,1934601.0,3499247.04,,,8733.6,,,,,,18600.4,,,,,614643.0,33046.0,,,,,,3089954.6,,,,176620.0
country/MDA,2019,,,,,,,1001254.4,,,,,,,,,15871.6,,9707400.2,,,,,,1703408.0,,,,,,,,,4507628.0,914096.4,,,30214.0,,,,,,6736.0,,,,,,98687.6,,,25736.0,,310.0,1585947.8000000003,,,,220257.2
country/MDA,2020,881220.0,,,,,,630518.4,,,,,,,,2279202.4,17232.0,,8043464.2,,15560532.328998877,,60078.4,3057.6000000000004,1161842.0,,,,,,,,,1196298.0,7229323.84,,,82982.00000000001,236634.6,,,,,18096.0,,,,,,122712.0,,,47552.0,,,1048462.4,,,,341573.60000000003
country/MDA,2021,,,,,,4824.0,1243363.0,,,,,,,,,549818.8,,47283052.4,,,,47598.0,,1212946.4000000001,,,,,,,,,342041.39999999997,5101135.84,,,107227.8,545701.6,,,,223927.0,16779.8,,,,,,74069.6,,1909.2,31666.0,,,1672070.0,,,,432940.0
country/MDG,2013,,,,,,,,,358038.8,,40924.0,,,,,,,5291779.4,,,64136.8,,6827549.0,3751137.0000000005,,,,,,,,,,,,,,355809.0,,75702.0,,,,,,,,1768513.8,,,,,,,586501.2000000001,,,9756.800000000001,
country/MDG,2014,1883018.0,,,,,,,,320613.60000000003,,40496.0,,,,,,,5231619.4,,,61510.0,,3248210.0,5261339.0,,,,,,,,,,674018.0700000001,,,,2904506.2,,147519.6,,,,,,,,1554363.4,,,,,,265357.60000000003,407454.4,,,,54000.0
country/MDG,2015,,,,,,,,,255648.00000000003,,,,,,,,,4812688.0,,,34584.0,,2607969.6,7134284.0,,,,,,,,,,519142.80000000005,,,123617.4,420834.80000000005,,,,,,,,,,895366.2,,,,,,932.0,290928.0,,,,16000.0
country/MDG,2016,1119449.0,,,,,,,,335741.60000000003,,78056.40000000001,,,,,,,9739715.0,,,64652.8,,4925799.0,22544647.2,3240779.0,,,,,,,,,11227795.709999999,48205.600000000006,,138502.19999999998,12208.800000000001,,189182.8,,,,,,,,690052.0,,,,,,,467535.0,,,,60000.0
country/MDG,2017,,,,,,,,,179366.40000000002,,247014.2,,,,,,,5329260.8,,,83688.4,,10952297.2,17138834.0,,,,,,,,,,5383172.51,,,16351.0,263223.60000000003,,,,,,,,,,705832.2000000001,,,,,,,859951.0,,,1588245.2,443980.0
country/MDG,2018,275047.0,,4220088.0444,,,294.40000000000003,,,698026.6,,8884.4,,,,,,,4649385.8,,,36492.0,,8641282.6,28392204.400000002,,,,,,,,,,22988857.642,,,6646.8,165240.40000000002,,38681.0,,,,,,,,841361.2000000001,,,,,,28999.200000000004,732993.0,325119.2,,2027583.6,1271806.0
country/MDG,2019,,,819681.0521978893,,,98160.40000000001,4534.0,,891289.6,,7139.000000000001,,,,,,,8640861.8,,,83724.8,,19959930.0,18749107.6,,,,,,,,,,38718306.9779,,,,67580.0,,7337.0,,,,,,,,787667.6,,,,,,29179.600000000002,650388.0,387155.4,,2304790.0,3285517.4000000004
country/MDG,2020,,,281457.9568099192,,,90501.6,,,3630876.6,,95446.6,,,,,,,4668444.0,,,85827.2,,34302219.8,15328241.2,,,,,2121.6,,,,,45609902.5119,,,341567.4,2456138.2,,239686.80000000002,,,,37825.0,,,,775865.2,,,,,,57780.4,885978.6,325194.2,,1575364.0,7731683.0
country/MDG,2021,938638.0,,2008212.8842987258,,,89274.80000000002,,,1066529.2,,641477.4,,,,,,,4710023.8,,,58451.600000000006,2020.0,23219588.6,36212616.0,136096.0,,,,,,,,,66488369.3734,,,52050.200000000004,2559208.4000000004,,454060.0,,,,300148.6,,,,561246.4,12772.0,,,,,473.20000000000005,1441478.2,231054.0,15002.0,,10428540.0
country/MDV,2013,,,,,,1239583.2,,,,,,,,124641.0,,,,165016.0,,,,,4335683.0,612949.0,,,,,,,,,,,,,,30044.0,,47030.0,,,,,,,,,,,,,,,,,,,100000.0
country/MDV,2014,,,,,,27593.600000000002,,,,,,,,,,,,150368.0,,,,,,1824317.0,,,,,,,,,,,,,33170.0,594960.4,,3122.0,,,,,,,,2431.2000000000003,,,,,,497545.0,,,,,
country/MDV,2015,,,,1038180.0,,1568.8000000000002,44726.0,,,,,,,,,,,1067665.0,,,,,,802377.0,,,,,,,,,,,,,,10851.0,,8292.0,,,,,,,,950.0,,,,,,,,,,,
country/MDV,2016,478286.0,,,5864430.0,,,113600.0,,,,,,,,,,,1064359.0,,,,,,,,,,,,,,,,,,,884662.0,10055.0,,16107.6,,,,,,,,456.0,,,,,,,,,,,1169407.0
country/MDV,2017,,,,10416301.8804,,,30503.0,,,,,,,2128366.0,,,,1518994.0,,,,,3607.2000000000003,,,,,,,,,,,3338876.1500000004,,,1091224.0,,,20873.800000000003,,,,,,,,,,,,,,,,,,,
country/MDV,2018,,,,4934640.824,,908.8000000000002,27102.0,,,,,,,8234791.0,,,,,,,,23992.0,,,,,,,,,,,,248164.0,,,847730.0,13929.8,,,,,,,,,,,,,,,,,,,1045469.9999999999,,
country/MDV,2019,,,,6932225.217999999,,353315.2,17016.0,,,,,,,,,,,,,,,12539.2,,,,,,,,,,,,5559293.44,,,495761.2,10268.0,,4362.0,,,,,,,,,,,,,,104.0,,,2733178.0,,
country/MDV,2020,,,,2558163.4216,,237382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614506.12,,,120546.0,3238498.0,,,,,,,,,,,,,,,,,,,174244.0,30403.600000000002,
country/MDV,2021,,,,1535586.7348,,341360.4,100576.0,,,,430793.60000000003,,,,,,,,,,,,,,,,,,,,,,,4457413.48,,,,1613750.2,,,,,,,,,,,,,,,,,,,320000.0,,
country/MEX,2013,,,,,,157122.2,5342.0,,40280.0,,1011104.4,,,72158408.0,,,,487384.60000000003,,,,,164043268.0,65697871.800000004,,,,,,,,14011.5,,,,,131082.0,,,9156.0,,,,,,,,1128452.2,,,,,,403579.0,,,,1517055.2,5131200.0
country/MEX,2014,,,,,,,9348.0,,,,8339.2,,,,,,,3026205.0,,,3126604.8,,132882314.4,121725309.0,,,,,,,,50327568.55,,,,,224760.40000000002,1190.4,,8324.0,,,,,,,,5917863.0,,,,,,105179.2,,,,2180725.6,8607628.0
country/MEX,2015,,,,,,2130.8,,,,,,,,,,,2659107.0,133994.40000000002,,,1820835.2,,230283.2,67552247.8,,410154.06418866676,,,,,,,,,,,8638.8,34560.4,,8633.0,,,,,,,,2578027.4,,,,,,90253.6,,,,665577.4,5825140.0
country/MEX,2016,,,,,,84347.20000000001,,,,,,,,,,,1655399.0,2917832.6,,,14381.6,,162000442.0,224860951.60000002,4072538.0,943793.47,,,,,,397770.0,250000.0,,,,14534.8,7830.999999999999,,,,,,,,,,,,,,,,109109.40000000001,,,,137607.2,16920188.6
country/MEX,2017,,,,,,70347.2,,,,,539250.0,,,15137355.0,,,1855293.0,97305328.6373577,,,42137.0,,203133247.8,173340421.2,,773590.0,,,,,,334350.2,9836518.0,,,,23202.800000000003,34165.2,,2894.0,,,,,,,,,,,,,,264225.8,,,,682263.2,10996640.0
country/MEX,2018,,,,,,32322.0,,,,,864833.0,,,16302300.0,,,157888.0,516321.99999999994,,,,,210594.00000000003,203849482.6,,594560.0,,,,,,315780000.0,26427561.58,,,,9128.2,25219.6,,181787.0,,,,,,,,,,,,11804.0,,179066.6,11535.2,818.0,,134472.0,4982430.0
country/MEX,2019,,,,,,,,,,,7793071.0,,,,,,149467.0,923475.0,,,,,63199627.8,309646224.2,,221423.33402531486,,,925.6,,,360069066.70699996,66288113.92,,,,5384.8,91857.2,,,,,,,,,,,,,,,,28525.2,,2012.0,,959341.2,3323846.6
