dcid,year,healthExpenditureCurrentUSD
country/HUN,2000,3200484325.856795
country/HUN,2001,3669021606.33879
country/HUN,2002,4814006152.573476
country/HUN,2003,6925870831.599586
country/HUN,2004,8077749234.468457
country/HUN,2005,9039359663.297132
country/HUN,2006,9000432530.063217
country/HUN,2007,10098954849.308622
country/HUN,2008,11222744703.102629
country/HUN,2009,9466107656.192068
country/HUN,2010,9845190816.445103
country/HUN,2011,10619139041.555794
country/HUN,2012,9545953910.226732
country/HUN,2013,9815963700.574444
country/HUN,2014,9938174704.967707
country/HUN,2015,8579465332.533809
country/HUN,2016,8986963780.385294
country/HUN,2017,9644797765.091717
country/HUN,2018,10559070358.422705
country/HUN,2019,10297784352.852129
country/HUN,2020,11364369744.26129
country/ISL,2000,803216046.122152
country/ISL,2001,720768266.9206662
country/ISL,2002,876285837.1820277
country/ISL,2003,1111994629.3447444
country/ISL,2004,1289699928.766472
country/ISL,2005,1507827054.499986
country/ISL,2006,1494523234.8959816
country/ISL,2007,1808760781.7500584
country/ISL,2008,1508093568.63674
country/ISL,2009,1154324371.153107
country/ISL,2010,1149835200.528026
country/ISL,2011,1248619444.7974112
country/ISL,2012,1206848708.7946234
country/ISL,2013,1318312778.2735982
country/ISL,2014,1470310108.6397958
country/ISL,2015,1413602094.1785362
country/ISL,2016,1683653592.1645515
country/ISL,2017,2042882604.3631067
country/ISL,2018,2200235626.351619
country/ISL,2019,2116025780.0468273
country/ISL,2020,2066889305.5080578
country/ISL,2021,2457543811.3019695
country/IRL,2000,5911274549.807776
country/IRL,2001,6989979131.915916
country/IRL,2002,8580738049.618582
country/IRL,2003,11539491868.58468
country/IRL,2004,14033141077.924913
country/IRL,2005,16192546845.045128
country/IRL,2006,17451785080.450657
country/IRL,2007,21087081179.36973
country/IRL,2008,25136365733.786007
country/IRL,2009,24880335879.42198
country/IRL,2010,23354283104.4012
country/IRL,2011,25406315265.07787
country/IRL,2012,23965459200.1236
country/IRL,2013,24563569075.09964
country/IRL,2014,24719652808.710083
country/IRL,2015,21336465972.990406
country/IRL,2016,22256866254.3929
country/IRL,2017,23970998335.871956
country/IRL,2018,26490947828.405087
country/IRL,2019,26634907051.307636
country/IRL,2020,30244233077.38943
country/IRL,2021,33543261336.617176
country/ISR,2000,9001839437.540884
country/ISR,2001,9449098608.419624
country/ISR,2002,8657495626.949076
country/ISR,2003,9001120033.357983
country/ISR,2004,9519044593.81822
country/ISR,2005,10153575154.032131
country/ISR,2006,10646328668.386028
country/ISR,2007,12323022837.607416
country/ISR,2008,15058439478.866623
country/ISR,2009,14660498913.114773
country/ISR,2010,16418938345.40215
country/ISR,2011,18246405988.320637
country/ISR,2012,18298088808.566277
country/ISR,2013,20716700785.384438
country/ISR,2014,22145517304.02398
country/ISR,2015,21306290467.81872
country/ISR,2016,22855221017.73174
country/ISR,2017,25707896089.59263
country/ISR,2018,27227243382.471386
country/ISR,2019,29735779724.281433
country/ISR,2020,33868754880.4484
country/ITA,2000,86765086467.45117
country/ITA,2001,90377079996.4568
country/ITA,2002,100442623416.47076
country/ITA,2003,123574748201.56837
country/ITA,2004,147513131823.55252
country/ITA,2005,154962640236.5758
country/ITA,2006,164478423487.0586
country/ITA,2007,180060257182.35352
country/ITA,2008,205526310714.06244
country/ITA,2009,196929330144.53113
country/ITA,2010,190455107766.66702
country/ITA,2011,201365814708.1716
country/ITA,2012,183308508548.43753
country/ITA,2013,187963233618.03973
country/ITA,2014,191725247689.80325
country/ITA,2015,162669013433.20303
country/ITA,2016,163780705285.21442
country/ITA,2017,170239564250.58853
country/ITA,2018,181618994062.74496
country/ITA,2019,174104034188.23502
country/ITA,2020,182326480479.37793
country/ITA,2021,198528874748.0621
country/KAZ,2000,761003752.3452175
country/KAZ,2001,768912387.907977
country/KAZ,2002,890564601.6255722
country/KAZ,2003,1148046420.1547735
country/KAZ,2004,1718763553.4972618
country/KAZ,2005,2228807947.0198674
country/KAZ,2006,2752712883.7898135
country/KAZ,2007,2834248801.5503273
country/KAZ,2008,4069338247.009181
country/KAZ,2009,4034809826.2107525
country/KAZ,2010,4051188032.3029423
country/KAZ,2011,5012847054.4772625
country/KAZ,2012,6317457037.471707
country/KAZ,2013,6301265782.914724
country/KAZ,2014,6586416081.476991
country/KAZ,2015,5606349925.208785
country/KAZ,2016,4698152545.592705
country/KAZ,2017,5091654271.859852
country/KAZ,2018,5053550611.995257
country/KAZ,2019,5063894497.210108
country/KAZ,2020,6482210056.019249
country/KGZ,2000,60477320.1315059
country/KGZ,2001,65319002.88612846
country/KGZ,2002,73737032.281523
country/KGZ,2003,111906919.2330757
country/KGZ,2004,137219789.45176345
country/KGZ,2005,183290644.38195783
country/KGZ,2006,235571354.98898882
country/KGZ,2007,263598799.82242894
country/KGZ,2008,335388628.81194127
country/KGZ,2009,323555024.9849813
country/KGZ,2010,333220717.0059909
country/KGZ,2011,440493146.1235511
country/KGZ,2012,562074882.894054
country/KGZ,2013,600552665.9002086
country/KGZ,2014,549477926.3709135
country/KGZ,2015,477443122.1557741
country/KGZ,2016,436888346.63577604
country/KGZ,2017,476493498.97987753
country/KGZ,2018,414408298.279235
country/KGZ,2019,398711840.27929235
country/KGZ,2020,409222120.2575269
country/LVA,2000,615320669.5465788
country/LVA,2001,686524198.9170535
country/LVA,2002,783648556.655837
country/LVA,2003,917751406.2032461
country/LVA,2004,1273969941.068675
country/LVA,2005,1411061551.0846138
country/LVA,2006,1750784086.068195
country/LVA,2007,2436347464.588434
country/LVA,2008,2848965210.6832104
country/LVA,2009,2291648637.622391
country/LVA,2010,2079087709.5621848
country/LVA,2011,2256996706.2978005
country/LVA,2012,2169087946.4228573
country/LVA,2013,2324245190.536306
country/LVA,2014,1714790280.6749675
country/LVA,2015,1540940314.5654407
country/LVA,2016,1722438259.7413123
country/LVA,2017,1818487174.1558754
country/LVA,2018,2130704882.5888464
country/LVA,2019,2271542509.0235143
country/LVA,2020,2505451782.0160575
country/LTU,2000,206930999.755
country/LTU,2001,213130004.8825
country/LTU,2002,253708606.94913164
country/LTU,2003,336510905.83821535
country/LTU,2004,361137888.0214339
country/LTU,2005,427158018.21540904
country/LTU,2006,510756939.4144737
country/LTU,2007,662631645.2188728
country/LTU,2008,872182704.7633189
country/LTU,2009,797573818.5893921
country/LTU,2010,732983766.8793972
country/LTU,2011,818910986.590625
country/LTU,2012,780555616.8187237
country/LTU,2013,825256871.5337973
country/LTU,2014,871286912.4271303
country/LTU,2015,2689348187.2309074
country/LTU,2016,2857249059.225183
country/LTU,2017,3092443750.7645473
country/LTU,2018,3510174789.3104396
country/LTU,2019,3828076703.3104
country/LTU,2020,4262760372.1109357
country/LTU,2021,5143203989.369712
country/LUX,2000,1257960291.7647085
country/LUX,2001,1364939400.0000017
country/LUX,2002,1598965169.8039243
country/LUX,2003,2065498876.078427
country/LUX,2004,2552487553.66796
country/LUX,2005,2683502717.5097265
country/LUX,2006,2847698131.764702
country/LUX,2007,3176768094.901971
country/LUX,2008,3666593383.593749
country/LUX,2009,3785439492.9687476
country/LUX,2010,3745329862.677461
country/LUX,2011,3672319149.358652
country/LUX,2012,3164587569.3599105
country/LUX,2013,3413765620.2699056
country/LUX,2014,3598773050.164601
country/LUX,2015,3052318719.997302
country/LUX,2016,3155042208.737501
country/LUX,2017,3374552665.4709454
country/LUX,2018,3748737403.134408
country/LUX,2019,3819486868.2517705
country/LUX,2020,4230609894.0369477
country/LUX,2021,4642649578.814725
country/MLT,2000,623074301.4773152
country/MLT,2001,666605092.1074175
country/MLT,2002,802545381.9912009
country/MLT,2003,1002032340.7263418
country/MLT,2004,1143145026.4475353
country/MLT,2005,1292739230.5533245
country/MLT,2006,1396328946.1337073
country/MLT,2007,1517606481.1101308
country/MLT,2008,717728668.7499999
country/MLT,2009,691812081.2499995
country/MLT,2010,718538433.3333347
country/MLT,2011,814293822.9572
country/MLT,2012,792714610.5468751
country/MLT,2013,896479676.4705907
country/MLT,2014,1056213910.1867579
country/MLT,2015,986873996.56719
country/MLT,2016,1046151873.2004467
country/MLT,2017,1177326362.6516564
country/MLT,2018,1310508910.012254
country/MLT,2019,1452894386.5929768
country/MLT,2020,1617040472.657371
country/MCO,2000,45266039.8378478
country/MCO,2001,47294609.75409836
country/MCO,2002,52314237.45192307
country/MCO,2003,73679404.50736126
country/MCO,2004,86688461.3
country/MCO,2005,88953844.36015421
country/MCO,2006,92552375.53631912
country/MCO,2007,104935742.90993707
country/MCO,2008,124619985.29368687
country/MCO,2009,124122914.29563771
country/MCO,2010,125106119.68712711
country/MCO,2011,132659867.51113588
country/MCO,2012,128343786.29063344
country/MCO,2013,140941699.415593
country/MCO,2014,147537053.04902348
country/MCO,2015,127015028.64750916
country/MCO,2016,105350123.64401151
country/MCO,2017,105650342.0018075
country/MCO,2018,114836343.68209729
country/MCO,2019,113152128.50106348
country/MCO,2020,113921578.85779552
country/MNE,2011,362075393.59636414
country/MNE,2012,339030041.0041438
country/MNE,2013,378261295.5084126
country/MNE,2014,367556329.83784276
country/MNE,2015,365861875.6835936
country/MNE,2016,377841384.3202033
country/MNE,2017,387672704.5010306
country/MNE,2018,459462158.7027843
country/MNE,2019,461713848.4944708
country/MNE,2020,544876408.5969636
country/NLD,2000,32174966757.64713
country/NLD,2001,34783563961.811066
country/NLD,2002,40984947557.64713
country/NLD,2003,52534482092.94107
country/NLD,2004,59983457511.19707
country/NLD,2005,62343851729.18285
country/NLD,2006,66647185552.941086
country/NLD,2007,76819405532.1571
country/NLD,2008,88301216832.81248
country/NLD,2009,87090214421.87494
country/NLD,2010,86052268833.3335
country/NLD,2011,92641581857.97684
country/NLD,2012,88414017243.75002
country/NLD,2013,92836779059.21594
country/NLD,2014,94275729658.03888
country/NLD,2015,79037260276.56245
country/NLD,2016,80713161182.10136
country/NLD,2017,84290031301.17662
country/NLD,2018,91586565098.82347
country/NLD,2019,92297314909.80377
country/NLD,2020,101767388915.17538
country/NLD,2021,114132074441.86052
country/NOR,2000,13206781535.303686
country/NOR,2001,13956163979.838705
country/NOR,2002,17598433390.13671
country/NOR,2003,21088620169.34509
country/NOR,2004,23332871801.211533
country/NOR,2005,25725106713.23244
country/NOR,2006,27344750519.75053
country/NOR,2007,32279044640.318436
country/NOR,2008,36798581560.28369
country/NOR,2009,35043943811.290764
country/NOR,2010,38183096649.662186
country/NOR,2011,43792541843.889465
country/NOR,2012,44723850451.224754
country/NOR,2013,46680170212.76596
country/NOR,2014,46576090981.22187
country/NOR,2015,39087361785.67736
country/NOR,2016,39063571428.57143
country/NOR,2017,41097884344.14667
country/NOR,2018,43804611128.18936
country/NOR,2019,42664886363.63636
country/NOR,2020,41354172935.658035
country/NOR,2021,48633527357.39232
country/POL,2000,9106837778.915459
country/POL,2001,10819023425.095875
country/POL,2002,12078087597.32356
country/POL,2003,12968893631.519062
country/POL,2004,14970848702.602074
country/POL,2005,17777560282.08049
country/POL,2006,19998012777.304863
country/POL,2007,25198070774.399826
country/POL,2008,34021908691.87741
country/POL,2009,28968235950.824852
country/POL,2010,30768082777.833054
country/POL,2011,32965919050.10305
country/POL,2012,31027393579.589767
country/POL,2013,33422275188.91352
country/POL,2014,34645603561.00328
country/POL,2015,30554980766.67993
country/POL,2016,30885288311.55658
country/POL,2017,34539375330.74619
country/POL,2018,37169141059.42231
country/POL,2019,38505884746.866356
country/POL,2020,38944478694.1015
country/POL,2021,44766518136.50385
country/PRT,2000,10201282564.613993
country/PRT,2001,10491413032.21337
country/PRT,2002,11843717212.9749
country/PRT,2003,15075494835.871744
country/PRT,2004,18052866077.698227
country/PRT,2005,19041050679.714783
country/PRT,2006,19527549883.938705
country/PRT,2007,22250382822.1186
country/PRT,2008,25243400537.545494
country/PRT,2009,24786566727.586452
country/PRT,2010,23888699689.192753
country/PRT,2011,23851737771.221592
country/PRT,2012,20874140970.686882
country/PRT,2013,21295802083.103615
country/PRT,2014,21479466640.410595
country/PRT,2015,18576463809.854324
country/PRT,2016,19392488533.735153
country/PRT,2017,20599204508.48684
country/PRT,2018,22808081219.23536
country/PRT,2019,22831872850.664257
country/PRT,2020,24109303692.123356
country/PRT,2021,28014246072.08229
country/MDA,2000,77909803.36437201
country/MDA,2001,92326733.7092412
country/MDA,2002,123070744.13373567
country/MDA,2003,139082011.33844826
country/MDA,2004,233066055.40246198
country/MDA,2005,285630245.6922329
country/MDA,2006,359381881.7444909
country/MDA,2007,485038670.8077067
country/MDA,2008,662954878.2686195
country/MDA,2009,743933395.909541
country/MDA,2010,706641317.2701018
country/MDA,2011,765430064.6135197
country/MDA,2012,795980842.4239682
country/MDA,2013,824601231.3780676
country/MDA,2014,820994550.3168241
country/MDA,2015,662811179.2709361
country/MDA,2016,608229063.3179572
country/MDA,2017,678166924.3905753
country/MDA,2018,754764710.4466927
country/MDA,2019,762510975.6323439
country/MDA,2020,807711635.7822586
country/ROU,2000,1567921080.9572904
country/ROU,2001,1767682703.8412273
country/ROU,2002,2108393315.6004922
country/ROU,2003,3104993257.7342687
country/ROU,2004,4106559321.3553295
country/ROU,2005,5442342894.751995
country/ROU,2006,6187896885.142319
country/ROU,2007,8768255600.840767
country/ROU,2008,10764599041.232319
country/ROU,2009,9189837351.299057
country/ROU,2010,9589634787.321814
country/ROU,2011,8619998742.595675
country/ROU,2012,8077100513.234531
country/ROU,2013,9915212219.857258
country/ROU,2014,10041403619.921324
country/ROU,2015,8792721379.087952
country/ROU,2016,9413006028.51149
country/ROU,2017,10904097838.983826
country/ROU,2018,13426200966.608444
country/ROU,2019,14343696907.979733
country/ROU,2020,15650285133.492632
country/RUS,2000,13968810546.585676
country/RUS,2001,17223976872.330708
country/RUS,2002,20439904322.856686
country/RUS,2003,23809833336.184235
country/RUS,2004,30141208665.194145
country/RUS,2005,39062181711.79498
country/RUS,2006,50557173570.25856
country/RUS,2007,66118260585.170975
country/RUS,2008,87261534128.3453
country/RUS,2009,73935932775.3862
country/RUS,2010,81222269376.15002
country/RUS,2011,98100248840.33765
country/RUS,2012,109009675235.55818
country/RUS,2013,116481523653.64752
country/RUS,2014,106711889499.91881
country/RUS,2015,72210611865.35107
country/RUS,2016,67538199453.39168
country/RUS,2017,84359739334.0602
country/RUS,2018,88753361623.45142
country/RUS,2019,95315441720.6163
country/RUS,2020,112690088481.03157
country/SMR,2000,58816464.80499453
country/SMR,2001,60319588.184091434
country/SMR,2002,62525492.6818435
country/SMR,2003,70430669.83739793
country/SMR,2004,84236544.43157983
country/SMR,2005,88120491.88435121
country/SMR,2006,94687978.48141176
country/SMR,2007,112587418.35622601
country/SMR,2008,131212568.5296943
country/SMR,2009,128855114.78600557
country/SMR,2010,117886192.81536938
country/SMR,2011,149626534.56663182
country/SMR,2012,147314236.50250825
country/SMR,2013,141444307.73097676
country/SMR,2014,142012509.3036377
country/SMR,2015,122193800.54628614
country/SMR,2016,126740904.67053199
country/SMR,2017,129586683.40673265
country/SMR,2018,140554264.5424178
country/SMR,2019,135037047.753074
country/SMR,2020,133907865.01025078
country/SRB,2000,425366908.3120798
country/SRB,2001,842186443.6013515
country/SRB,2002,1299783058.168029
country/SRB,2003,1723575165.9900682
country/SRB,2004,2050253494.425836
country/SRB,2005,2293086124.2853765
country/SRB,2006,2758613452.8079576
country/SRB,2007,4048196179.9545684
country/SRB,2008,4948788674.708524
country/SRB,2009,4219511778.726209
country/SRB,2010,3984577919.554106
country/SRB,2011,4487941673.713781
country/SRB,2012,4040641016.907821
country/SRB,2013,4506631651.381666
country/SRB,2014,4351365896.486044
country/SRB,2015,3494958135.1406803
country/SRB,2016,3442155716.5239983
country/SRB,2017,3631693881.7554197
country/SRB,2018,4320499635.263562
country/SRB,2019,4463998245.598352
country/SRB,2020,4657009881.987239
country/SVK,2000,36468858.42178621
country/SVK,2001,37890730.35449751
country/SVK,2002,45374087.31290022
country/SVK,2003,61458546.52368698
country/SVK,2004,91212685.3485169
country/SVK,2005,107238452.23666714
country/SVK,2006,130018434.0775661
country/SVK,2007,183582888.0276179
country/SVK,2008,223365056.60766843
country/SVK,2009,7105272963.042038
country/SVK,2010,6988897328.665439
country/SVK,2011,7292951764.966209
country/SVK,2012,7130668092.946357
country/SVK,2013,7415374572.257862
country/SVK,2014,6983043820.863695
country/SVK,2015,6011612802.088267
country/SVK,2016,6379082639.299626
country/SVK,2017,6463019089.030558
country/SVK,2018,7075576501.095493
country/SVK,2019,7314870560.605337
country/SVK,2020,7606220748.117963
country/SVN,2000,6607988.973008955
country/SVN,2001,6861404.803281546
country/SVN,2002,7862202.035007835
country/SVN,2003,10015652.02610212
country/SVN,2004,11402163.506224668
country/SVN,2005,12080149.633688651
country/SVN,2006,12888108.533492582
country/SVN,2007,3610535435.761927
country/SVN,2008,4381287901.048973
country/SVN,2009,4318886561.470137
country/SVN,2010,4129050719.244918
country/SVN,2011,4403407283.837315
country/SVN,2012,4059303923.9013934
country/SVN,2013,4231661628.866181
country/SVN,2014,4250749405.4145803
country/SVN,2015,3663375359.956565
country/SVN,2016,3788623984.0286818
country/SVN,2017,3976921780.900957
country/SVN,2018,4484261301.569941
country/SVN,2019,4617742707.527037
country/SVN,2020,5066131088.292756
country/SVN,2021,5632729693.02883
country/ESP,2000,40684025170.82729
country/ESP,2001,42497551111.62038
country/ESP,2002,48199191215.3325
country/ESP,2003,68636050974.02712
country/ESP,2004,81872853603.84312
country/ESP,2005,89204373035.40852
country/ESP,2006,98677384019.42082
country/ESP,2007,116721216263.43175
country/ESP,2008,136787037857.23874
country/ESP,2009,135838012620.73355
country/ESP,2010,129680796474.73984
country/ESP,2011,135751099394.53152
country/ESP,2012,121269727238.79092
country/ESP,2013,122869854685.43233
country/ESP,2014,124630125133.20422
country/ESP,2015,109115547976.54413
country/ESP,2016,110370537351.96404
country/ESP,2017,117469217561.4616
country/ESP,2018,127909422838.24745
country/ESP,2019,127317162566.11499
country/ESP,2020,137295059794.57722
country/SWE,2000,19257596028.374775
country/SWE,2001,19150004723.693066
country/SWE,2002,21908421275.68821
country/SWE,2003,27807635647.311054
country/SWE,2004,31308688028.027817
country/SWE,2005,31969112279.104618
country/SWE,2006,34068380495.417877
country/SWE,2007,39281111799.92809
country/SWE,2008,42494581391.89984
country/SWE,2009,38285853587.47369
country/SWE,2010,41249809660.71449
country/SWE,2011,59800324732.82439
country/SWE,2012,59309972092.31617
country/SWE,2013,63994598277.59968
country/SWE,2014,63713117376.510124
country/SWE,2015,54572339786.29711
country/SWE,2016,55960928094.02795
country/SWE,2017,58349411661.378296
country/SWE,2018,60772721982.56319
country/SWE,2019,57831127859.786
country/SWE,2020,62254371512.47345
country/SWE,2021,71771843020.39594
country/CHE,2000,25504135968.86625
country/CHE,2001,27111629244.52556
country/CHE,2002,30558838177.66821
country/CHE,2003,36704774839.555756
country/CHE,2004,41303324339.31233
country/CHE,2005,42072857633.321
country/CHE,2006,42308023181.39172
country/CHE,2007,46214065425.540535
country/CHE,2008,54070630672.427956
country/CHE,2009,56203384450.34493
country/CHE,2010,59991022983.19172
country/CHE,2011,72341944928.58778
country/CHE,2012,70932633583.93648
country/CHE,2013,74568741717.69206
country/CHE,2014,77966639848.07698
country/CHE,2015,77292273302.15146
country/CHE,2016,78603251223.4439
country/CHE,2017,80881171559.62524
country/CHE,2018,83743259840.4731
country/CHE,2019,82599761960.8688
country/CHE,2020,88726158922.32405
country/TJK,2000,37118447.59542445
country/TJK,2001,48478376.18517328
country/TJK,2002,53687711.84458065
country/TJK,2003,73081747.66716382
country/TJK,2004,99487796.10336064
country/TJK,2005,120385642.4387947
country/TJK,2006,141467575.02835977
country/TJK,2007,205687575.28722012
country/TJK,2008,303450701.58639944
country/TJK,2009,291510079.44078475
country/TJK,2010,323578413.5321117
country/TJK,2011,382188405.7018703
country/TJK,2012,456570971.7588499
country/TJK,2013,555640281.6479746
country/TJK,2014,615647393.5535045
country/TJK,2015,542469050.9125522
country/TJK,2016,486914024.4879989
country/TJK,2017,516541899.96266943
country/TJK,2018,544621325.8247991
country/TJK,2019,576714411.6200496
country/TJK,2020,665110088.8537583
country/MKD,2000,334649400.23443216
country/MKD,2001,310926544.7385596
country/MKD,2002,360779716.7338146
country/MKD,2003,445589316.6337129
country/MKD,2004,481052490.478568
country/MKD,2005,480602815.194008
country/MKD,2006,506572897.50610083
country/MKD,2007,547760888.9662335
country/MKD,2008,649390424.5856297
country/MKD,2009,613788987.2327061
country/MKD,2010,631570346.4951618
country/MKD,2011,684131467.5624974
country/MKD,2012,644618220.5016677
country/MKD,2013,726872038.2488106
country/MKD,2014,714678965.5052804
country/MKD,2015,638319930.8750056
country/MKD,2016,680841805.6546788
country/MKD,2017,728072733.696096
country/MKD,2018,818944918.023821
country/MKD,2019,890832116.445424
country/MKD,2020,955770684.9933026
country/TUR,2000,12616389310.29712
country/TUR,2001,9861388311.747238
country/TUR,2002,12162074521.318573
country/TUR,2003,15774690738.905697
country/TUR,2004,20073835320.683483
country/TUR,2005,24778519314.147686
country/TUR,2006,28666668172.466164
country/TUR,2007,35684931418.47812
country/TUR,2008,40199099167.32156
country/TUR,2009,35674474181.921036
country/TUR,2010,39007920586.64145
country/TUR,2011,39029118684.48056
country/TUR,2012,39135836881.72904
country/TUR,2013,41865390031.68454
country/TUR,2014,40610590536.86597
country/TUR,2015,35582976673.429115
country/TUR,2016,37263238029.86916
country/TUR,2017,35903573990.19397
country/TUR,2018,32101564223.401962
country/TUR,2019,33176382017.512024
country/TUR,2020,33253720149.05183
country/TKM,2000,69221.24422499999
country/TKM,2001,113001.28643269232
country/UKR,2000,1715756593.33362
country/UKR,2001,2167754883.299234
country/UKR,2002,2537004185.930115
country/UKR,2003,3279174651.3562756
country/UKR,2004,3993789792.901059
country/UKR,2005,5454827312.575943
country/UKR,2006,6915377475.247525
country/UKR,2007,8620039449.257425
country/UKR,2008,9960398633.327492
country/UKR,2009,7736245660.511225
country/UKR,2010,9265565588.271801
country/UKR,2011,11121295061.118338
country/UKR,2012,12509717993.464176
country/UKR,2013,12724587138.746403
country/UKR,2014,9598399537.722631
country/UKR,2015,7078639220.678731
country/UKR,2016,7044084241.479915
country/UKR,2017,8336230382.144657
country/UKR,2018,9843682118.645977
country/UKR,2019,10916299251.730495
country/UKR,2020,11843699293.745066
country/GBR,2000,119520484524.98187
country/GBR,2001,121527142970.25142
country/GBR,2002,137397386463.55301
country/GBR,2003,166097584993.61197
country/GBR,2004,201677832285.1441
country/GBR,2005,213469922446.7348
country/GBR,2006,234412000677.72272
country/GBR,2007,267240039618.09207
country/GBR,2008,265179681414.05832
country/GBR,2009,243393390936.88773
country/GBR,2010,247906865733.0701
country/GBR,2011,265240140758.6014
country/GBR,2012,270076466296.1419
country/GBR,2013,275887258494.82745
country/GBR,2014,303370926553.38635
country/GBR,2015,288402563039.8967
country/GBR,2016,263987850395.20676
country/GBR,2017,258789740180.31665
country/GBR,2018,280181671777.54205
country/GBR,2019,284263313765.03076
country/GBR,2020,330210315421.7521
country/GBR,2021,380481958002.51086
country/UZB,2000,882499625.7880476
country/UZB,2013,4185141420.229732
country/UZB,2014,3582197622.4138694
country/UZB,2015,4082225544.3116074
country/UZB,2016,4061458827.223689
country/UZB,2017,3003432064.4493093
country/UZB,2018,2672198539.5404696
country/UZB,2019,3253788777.8788385
country/UZB,2020,4043722223.7147365
country/BGD,2000,1113469214.4797819
country/BGD,2001,1108162293.9314294
country/BGD,2002,1257908590.726921
country/BGD,2003,1407496210.4497263
country/BGD,2004,1541918813.0704415
country/BGD,2005,1637319799.0050128
country/BGD,2006,1765638517.0046191
country/BGD,2007,2077619696.224494
country/BGD,2008,2326113521.0761495
country/BGD,2009,2670920513.2408113
country/BGD,2010,3138565659.0190244
country/BGD,2011,3497803594.3543296
country/BGD,2012,3634489076.6740527
country/BGD,2013,4221544088.4106784
country/BGD,2014,4724971849.75071
country/BGD,2015,5293113239.791745
country/BGD,2016,6320950681.545607
country/BGD,2017,6840218678.9854
country/BGD,2018,7324024407.032862
country/BGD,2019,7889798202.318914
country/BGD,2020,8482236898.240246
country/BTN,2000,18258712.98321455
country/BTN,2001,21698177.53630603
country/BTN,2002,22261415.68356635
country/BTN,2003,23692182.458010092
country/BTN,2004,29964963.067141134
country/BTN,2005,30971558.843287323
country/BTN,2006,36365625.01894026
country/BTN,2007,43921747.81338479
country/BTN,2008,39529340.4005117
country/BTN,2009,41463121.380800135
country/BTN,2010,50789659.70781839
country/BTN,2011,55157124.49621956
country/BTN,2012,60318909.37660823
country/BTN,2013,62674198.54664873
country/BTN,2014,63923396.76398376
country/BTN,2015,71741236.87528192
country/BTN,2016,72864136.10432032
country/BTN,2017,78176083.97146189
country/BTN,2018,77504703.52167019
country/BTN,2019,88503987.76256742
country/BTN,2020,103286472.94500397
country/IND,2000,19549178038.924065
country/IND,2001,21282505626.575375
country/IND,2002,22123800428.314392
country/IND,2003,24451061585.19915
country/IND,2004,28313543494.859097
country/IND,2005,31750950539.08761
country/IND,2006,34454498485.42566
country/IND,2007,42425440725.023735
country/IND,2008,45483919349.07377
country/IND,2009,46643044351.92311
country/IND,2010,55702826955.771576
country/IND,2011,60768874891.61593
country/IND,2012,61955153616.36116
country/IND,2013,71878803223.06215
country/IND,2014,73945533400.8896
country/IND,2015,77190123252.37514
country/IND,2016,80269125548.39479
country/IND,2017,77049671935.07803
country/IND,2018,78995483216.89066
country/IND,2019,83911636254.91058
country/IND,2020,79075570160.94284
country/IDN,2000,3325758524.7765465
country/IDN,2001,3696935439.0718117
country/IDN,2002,4214903248.152088
country/IDN,2003,5741122364.115441
country/IDN,2004,5922149717.245506
country/IDN,2005,7872152667.63927
country/IDN,2006,10386650823.660423
country/IDN,2007,13274726178.75506
country/IDN,2008,14227611664.649698
country/IDN,2009,15177458767.196627
country/IDN,2010,21073758860.047016
country/IDN,2011,26694640857.730335
country/IDN,2012,26749214818.418568
country/IDN,2013,26183493352.604473
country/IDN,2014,26406741538.41682
country/IDN,2015,25173833206.75369
country/IDN,2016,28156413467.55635
country/IDN,2017,29495314535.11822
country/IDN,2018,29887950968.263954
country/IDN,2019,32508885192.415836
country/IDN,2020,36147140667.95859
country/MDV,2000,62004209.92183518
country/MDV,2001,65899297.36414707
country/MDV,2002,72752690.315625
country/MDV,2003,71318025.5890625
country/MDV,2004,91808204.65078124
country/MDV,2005,102695941.92499997
country/MDV,2006,126777858.73437501
country/MDV,2007,155179977.41718748
country/MDV,2008,260580825.8054688
country/MDV,2009,236709613.8
country/MDV,2010,219676074.98203123
country/MDV,2011,219797879.15390727
country/MDV,2012,250315942.42503405
country/MDV,2013,268708654.0067718
country/MDV,2014,292589528.64549667
country/MDV,2015,358567387.0402465
country/MDV,2016,451287152.5145899
country/MDV,2017,440676935.45417833
country/MDV,2018,394193103.8442765
country/MDV,2019,429593288.4512227
country/MDV,2020,424704071.4768884
country/MMR,2000,8316264472.376845
country/MMR,2001,11123227182.420866
country/MMR,2002,20392232294.084446
country/MMR,2003,29633371783.3334
country/MMR,2004,38400180314.33905
country/MMR,2005,48999869303.04503
country/MMR,2006,64299503817.28378
country/MMR,2007,82904455837.01523
country/MMR,2008,112735334791.27806
country/MMR,2009,128081359726.4646
country/MMR,2010,128830229404.33557
country/MMR,2011,151757151844.57825
country/MMR,2012,1856727981.2368639
country/MMR,2013,1894186173.0508797
country/MMR,2014,2751056736.631871
country/MMR,2015,3250457315.462736
country/MMR,2016,3073217006.962846
country/MMR,2017,3088673949.1967154
country/MMR,2018,3179857770.313966
country/MMR,2019,3243583009.1664257
country/MMR,2020,3852456853.40299
country/NPL,2000,204779139.95927098
country/NPL,2001,256166672.78191575
country/NPL,2002,265047458.6708164
country/NPL,2003,284345789.4598077
country/NPL,2004,336257014.6258185
country/NPL,2005,372198151.29435664
country/NPL,2006,363427671.1433245
country/NPL,2007,459128018.8809679
