dcid,year,healthExpenditureExternalCurrentUSD
country/TJK,2008,24428062.8817524
country/TJK,2009,34282874.12783508
country/TJK,2010,28854518.19759607
country/TJK,2011,55407019.31376559
country/TJK,2012,38761421.19132846
country/TJK,2013,49006708.302140296
country/TJK,2014,38885550.91239272
country/TJK,2015,40596343.30033233
country/TJK,2016,25269041.914066114
country/TJK,2017,39521661.96054655
country/TJK,2018,23627672.45885337
country/TJK,2019,7617755.175561624
country/TJK,2020,55941025.307738274
country/MKD,2000,13170699.139554778
country/MKD,2001,7348928.085349474
country/MKD,2002,14032679.463479219
country/MKD,2003,4031496.6041390975
country/MKD,2004,6415713.979240346
country/MKD,2005,7101741.922022202
country/MKD,2006,13503609.500475725
country/MKD,2007,5432617.839927054
country/MKD,2008,19442203.03567471
country/MKD,2009,11337720.65330214
country/MKD,2010,4388475.447573401
country/MKD,2011,7415642.8237547
country/MKD,2012,8164501.124968026
country/MKD,2013,1939849.9238698697
country/MKD,2014,5749709.23501465
country/MKD,2015,2322772.6703287847
country/MKD,2016,4952296.021700387
country/MKD,2017,968477.38250312
country/MKD,2018,12609.220143189044
country/TKM,2000,9.7072
country/TKM,2001,78.20959807692307
country/UKR,2000,2383979.2680461025
country/UKR,2001,2488556.4405367817
country/UKR,2002,2641860.2755027805
country/UKR,2003,1687704.106715407
country/UKR,2004,16919899.06716209
country/UKR,2005,13268994.321455827
country/UKR,2006,33931949.05940594
country/UKR,2007,56692105.08514852
country/UKR,2008,66973748.74421847
country/UKR,2009,62560324.9696529
country/UKR,2010,68130182.96225719
country/UKR,2011,47577422.490361296
country/UKR,2012,70986002.29432271
country/UKR,2013,85681115.90141374
country/UKR,2014,87022573.36149642
country/UKR,2015,122102272.36423804
country/UKR,2016,84807520.28546873
country/UKR,2017,138665427.24588135
country/UKR,2018,99819143.92529942
country/UKR,2019,74187900.11985032
country/GBR,2000,9347096.077880066
country/GBR,2001,9635545.702542987
country/GBR,2002,11114492.898429818
country/GBR,2003,13870821.955271458
country/GBR,2004,15610987.220330294
country/GBR,2005,16969998.696965758
country/GBR,2006,18961348.3311458
country/GBR,2007,20870210.729566492
country/GBR,2008,20689022.526673302
country/GBR,2009,17789573.626140643
country/GBR,2010,19312513.734785225
country/GBR,2011,22537028.81547791
country/GBR,2012,24338430.27641734
country/GBR,2013,27104499.80313858
country/GBR,2014,29206655.747845847
country/GBR,2015,30494718.30832269
country/GBR,2016,30067247.868589398
country/GBR,2017,32244558.388051998
country/GBR,2018,35868083.67087499
country/GBR,2019,38886948.95234731
country/GBR,2020,43670216.007342
country/UZB,2000,0.0
country/UZB,2013,66220061.07501406
country/UZB,2014,68785619.18155015
country/UZB,2015,56190203.359284066
country/UZB,2016,39163363.27548557
country/UZB,2017,31677977.07219266
country/UZB,2018,21658158.3879764
country/UZB,2019,1726592.3843930836
country/UZB,2020,1955091.413150732
country/BGD,2000,86950950.7000159
country/BGD,2001,108937878.59724042
country/BGD,2002,125686895.58250415
country/BGD,2003,135981412.60091996
country/BGD,2004,154448604.3879461
country/BGD,2005,154779879.37502602
country/BGD,2006,143728299.52848098
country/BGD,2007,167325674.68180522
country/BGD,2008,194134453.65091178
country/BGD,2009,250831303.579326
country/BGD,2010,281999537.250283
country/BGD,2011,300921371.2326236
country/BGD,2012,331585348.7339925
country/BGD,2013,380282795.3045734
country/BGD,2014,394304973.00287265
country/BGD,2015,411981646.2825285
country/BGD,2016,389547455.28244966
country/BGD,2017,413854728.9641392
country/BGD,2018,427067563.9280789
country/BGD,2019,438918497.6209843
country/BGD,2020,458595330.07417977
country/BTN,2000,1482612.826132934
country/BTN,2001,4083752.417366882
country/BTN,2002,1979300.1360496439
country/BTN,2003,2719404.7464915914
country/BTN,2004,5205175.016513494
country/BTN,2005,5889703.370353385
country/BTN,2006,10586669.879659906
country/BTN,2007,9189425.158731958
country/BTN,2008,5929800.029421786
country/BTN,2009,3778040.1312391604
country/BTN,2010,5594632.820557956
country/BTN,2011,5382910.793763932
country/BTN,2012,5253359.393232062
country/BTN,2013,6073467.028171233
country/BTN,2014,5530198.3861738015
country/BTN,2015,3640405.2652477394
country/BTN,2016,3469135.4550010394
country/BTN,2017,8730826.417570911
country/BTN,2018,4690426.029950602
country/BTN,2019,6164132.173123587
country/BTN,2020,5305342.809594479
country/IND,2000,524224445.681457
country/IND,2001,495678521.3088432
country/IND,2002,542673014.3174844
country/IND,2003,371385071.74080896
country/IND,2004,632623858.5826781
country/IND,2005,486363019.4801698
country/IND,2006,494462398.2934211
country/IND,2007,641835679.7822741
country/IND,2008,850837766.0746176
country/IND,2009,475057786.9005986
country/IND,2010,540600762.4934609
country/IND,2011,528559108.6990056
country/IND,2012,583960039.7373995
country/IND,2013,194167973.72201437
country/IND,2014,552805109.3748853
country/IND,2015,549411130.6633136
country/IND,2016,515166885.2145477
country/IND,2017,453602766.2509027
country/IND,2018,364658102.480739
country/IND,2019,732967162.399706
country/IND,2020,780972187.4960632
country/IDN,2000,97176841.9602079
country/IDN,2001,149145792.09346983
country/IDN,2002,57738759.638102524
country/IDN,2003,71834697.76069705
country/IDN,2004,114073445.34955618
country/IDN,2005,127974948.48813657
country/IDN,2006,141215668.53953406
country/IDN,2007,219842915.3962127
country/IDN,2008,166603048.2626126
country/IDN,2009,244429499.4685878
country/IDN,2010,180283890.0180894
country/IDN,2011,254539009.64593476
country/IDN,2012,257046915.72865367
country/IDN,2013,299549958.3077608
country/IDN,2014,535931425.55654854
country/IDN,2015,123381610.0313417
country/IDN,2016,148496847.2488486
country/IDN,2017,202396441.5609449
country/IDN,2018,121039785.2149408
country/IDN,2019,180802434.64376745
country/IDN,2020,181887627.08855575
country/MDV,2000,0.0
country/MDV,2001,69449.00119124625
country/MDV,2002,659341.9999999999
country/MDV,2003,580410.9984375
country/MDV,2004,431948.00625000003
country/MDV,2005,620178.009375
country/MDV,2006,1041080.0148437502
country/MDV,2007,353975.0054687501
country/MDV,2008,2008519.0398437502
country/MDV,2009,1076016.01640625
country/MDV,2010,751713.8187499997
country/MDV,2011,1510481.1680848415
country/MDV,2012,2624865.0922446437
country/MDV,2013,2392393.9592501256
country/MDV,2014,1811509.064266208
country/MDV,2015,1553514.9878240472
country/MDV,2016,2128888.9400501875
country/MDV,2017,1672127.0205566688
country/MDV,2018,4648388.2706874795
country/MDV,2019,10483543.01532625
country/MDV,2020,7197131.053416126
country/MMR,2000,98554268.57202047
country/MMR,2001,315154144.8747886
country/MMR,2002,785039474.9493761
country/MMR,2003,1963866228.2077072
country/MMR,2004,3930173855.3299866
country/MMR,2005,5001018125.826574
country/MMR,2006,8382219920.636431
country/MMR,2007,6460944126.352992
country/MMR,2008,10636834653.217432
country/MMR,2009,11616207190.217037
country/MMR,2010,12128798704.261854
country/MMR,2011,16332244006.174883
country/MMR,2012,112908696.95045456
country/MMR,2013,168476055.54782513
country/MMR,2014,269043299.6089466
country/MMR,2015,245655239.23283663
country/MMR,2016,287089063.9398668
country/MMR,2017,293961120.85015804
country/MMR,2018,277392674.8969383
country/MMR,2019,268760167.18814445
country/MMR,2020,225588520.73808515
country/NPL,2000,44068544.424674675
country/NPL,2001,68665977.31131399
country/NPL,2002,57352439.63841391
country/NPL,2003,64485246.35678879
country/NPL,2004,85664636.79728949
country/NPL,2005,88333113.8123095
country/NPL,2006,95844848.24405344
country/NPL,2007,65527338.67346513
country/NPL,2008,75471216.68990411
country/NPL,2009,89334710.78925161
country/NPL,2010,112213148.88627209
country/NPL,2011,100621453.66117266
country/NPL,2012,124774487.19786476
country/NPL,2013,115440279.29329006
country/NPL,2014,159380771.38590366
country/NPL,2015,185943925.9344787
country/NPL,2016,154233723.41951588
country/NPL,2017,214332240.18681344
country/NPL,2018,194501453.5965433
country/NPL,2019,181417285.40251204
country/NPL,2020,180540468.36880118
country/LKA,2000,7499094.658861411
country/LKA,2001,5624795.545380289
country/LKA,2002,1614671.0893184254
country/LKA,2003,8629085.000708096
country/LKA,2004,5028126.553176097
country/LKA,2005,9452884.927669628
country/LKA,2006,31914778.74788593
country/LKA,2007,16180605.802006073
country/LKA,2008,15926143.520284625
country/LKA,2009,24364055.534548756
country/LKA,2010,25447847.796040554
country/LKA,2011,12399771.245604273
country/LKA,2012,8853202.3049826
country/LKA,2013,18357227.100062374
country/LKA,2014,34553739.546330154
country/LKA,2015,42933326.66171831
country/LKA,2016,27648753.23481558
country/LKA,2017,92383833.52981398
country/LKA,2018,51446831.64931031
country/LKA,2019,46606481.34655116
country/LKA,2020,58267514.739748254
country/THA,2000,309759.1972304747
country/THA,2001,732896.8601387742
country/THA,2002,9446727.485398274
country/THA,2003,8976479.47411831
country/THA,2004,9721074.711748865
country/THA,2005,3423559.1512697404
country/THA,2006,3842162.4717697995
country/THA,2007,4482905.372399676
country/THA,2008,13071011.144750768
country/THA,2009,7291060.200364952
country/THA,2010,15073606.91737804
country/THA,2011,25395172.201099344
country/THA,2012,18382165.878394205
country/THA,2013,45183680.43164356
country/THA,2014,50866816.681120135
country/THA,2015,43101272.85673056
country/THA,2016,14347278.882019559
country/THA,2017,15036783.918673797
country/THA,2018,29090092.166545432
country/THA,2019,23476455.78766719
country/THA,2020,17268346.425502867
country/TLS,2003,1042560.9899999999
country/TLS,2004,3788093.4600000004
country/TLS,2005,4977297.249999999
country/TLS,2006,9709718.25
country/TLS,2007,19684720.169999998
country/TLS,2008,17916207.880000003
country/TLS,2009,24778856.63
country/TLS,2010,21298353.2
country/TLS,2011,26947270.52
country/TLS,2012,25280825.69
country/TLS,2013,48752428.91
country/TLS,2014,37731597.12
country/TLS,2015,38254071.25
country/TLS,2016,44577270.000000015
country/TLS,2017,24146349.0
country/TLS,2018,27993879.0
country/TLS,2019,32311521.000000007
country/TLS,2020,59768144.58
country/AUS,2000,0.0
country/AUS,2001,0.0
country/AUS,2002,0.0
country/AUS,2003,0.0
country/AUS,2004,0.0
country/AUS,2005,0.0
country/AUS,2006,0.0
country/AUS,2007,0.0
country/AUS,2008,0.0
country/AUS,2009,0.0
country/AUS,2010,0.0
country/AUS,2011,0.0
country/AUS,2012,0.0
country/AUS,2013,0.0
country/AUS,2014,0.0
country/AUS,2015,0.0
country/AUS,2016,0.0
country/AUS,2017,0.0
country/AUS,2018,0.0
country/AUS,2019,0.0
country/AUS,2020,0.0
country/BRN,2000,0.0
country/BRN,2001,0.0
country/BRN,2002,0.0
country/BRN,2003,0.0
country/BRN,2004,0.0
country/BRN,2005,0.0
country/BRN,2006,0.0
country/BRN,2007,0.0
country/BRN,2008,0.0
country/BRN,2009,0.0
country/BRN,2010,0.0
country/BRN,2011,0.0
country/BRN,2012,0.0
country/BRN,2013,0.0
country/BRN,2014,0.0
country/BRN,2015,0.0
country/BRN,2016,0.0
country/BRN,2017,0.0
country/BRN,2018,0.0
country/BRN,2019,0.0
country/BRN,2020,0.0
country/KHM,2000,5147019.970000651
country/KHM,2001,20055983.581307366
country/KHM,2002,24616411.69493581
country/KHM,2003,34701956.951667815
country/KHM,2004,61145075.11978837
country/KHM,2005,62192874.99999755
country/KHM,2006,87884782.97999877
country/KHM,2007,128326380.23461796
country/KHM,2008,111000002.22821365
country/KHM,2009,128000005.03290072
country/KHM,2010,107999995.79974423
country/KHM,2011,107000000.0
country/KHM,2012,197835680.54851228
country/KHM,2013,202521298.2679173
country/KHM,2014,254230990.9597523
country/KHM,2015,227612600.93790668
country/KHM,2016,232007152.94050053
country/KHM,2017,116690285.29149754
country/KHM,2018,98092497.69556893
country/KHM,2019,121516915.55230464
country/KHM,2020,127084352.55853802
country/CHN,2000,13843868.64978123
country/CHN,2001,125556087.06705941
country/CHN,2002,93467997.87240662
country/CHN,2003,93448444.3103832
country/CHN,2004,103324499.06923585
country/CHN,2005,200931751.4781586
country/CHN,2006,157561976.08601734
country/CHN,2007,236132530.48869658
country/CHN,2008,277888094.8903061
country/CHN,2009,233648439.48967543
country/CHN,2010,310766646.21126217
country/CHN,2011,245668281.48881587
country/CHN,2012,219450706.73582503
country/CHN,2013,251625791.85900494
country/CHN,2014,151786555.4766097
country/CHN,2015,47197259.67147162
country/CHN,2016,9030054.962948898
country/CHN,2017,2744292.3679093053
country/CHN,2018,4635442.120903143
country/CHN,2019,5137698.60090133
country/CHN,2020,2028759.9122463001
country/FJI,2000,4906103.376592872
country/FJI,2001,5002246.096482601
country/FJI,2002,5242473.745714094
country/FJI,2003,5267624.355312031
country/FJI,2004,13113955.161221877
country/FJI,2005,9242603.693942647
country/FJI,2006,5259037.844277649
country/FJI,2007,4446002.646849803
country/FJI,2008,7792642.251664353
country/FJI,2009,7502189.492596665
country/FJI,2010,7333821.399762488
country/FJI,2011,6281814.489376544
country/FJI,2012,9453080.003122475
country/FJI,2013,7244186.47316813
country/FJI,2014,6660148.310743851
country/FJI,2015,3967306.306961257
country/FJI,2016,4993564.843625636
country/FJI,2017,3967341.418646019
country/FJI,2018,4166134.195983916
country/FJI,2019,15125326.848322676
country/FJI,2020,5444424.179424337
country/JPN,2000,0.0
country/JPN,2001,0.0
country/JPN,2002,0.0
country/JPN,2003,0.0
country/JPN,2004,0.0
country/JPN,2005,0.0
country/JPN,2006,0.0
country/JPN,2007,0.0
country/JPN,2008,0.0
country/JPN,2009,0.0
country/JPN,2010,0.0
country/JPN,2011,0.0
country/JPN,2012,0.0
country/JPN,2013,0.0
country/JPN,2014,0.0
country/JPN,2015,0.0
country/JPN,2016,0.0
country/JPN,2017,0.0
country/JPN,2018,0.0
country/JPN,2019,0.0
country/KIR,2000,0.0
country/KIR,2001,116420.49867011819
country/KIR,2002,151042.3960066556
country/KIR,2003,126650.00699887612
country/KIR,2004,94489.004432792
country/KIR,2005,125634.99829448003
country/KIR,2006,1872894.0535614574
country/KIR,2007,2579535.065864205
country/KIR,2008,4568709.888201862
country/KIR,2009,5988602.224265116
country/KIR,2010,741007.0362066276
country/KIR,2011,242643.77403580313
country/KIR,2012,1176085.0360920648
country/KIR,2013,2530680.079642757
country/KIR,2014,2477538.0597107857
country/KIR,2015,1466104.9404723938
country/KIR,2016,1212631.1048498875
country/KIR,2017,4240484.744824184
country/KIR,2018,5371589.9388624085
country/KIR,2019,2996963.7867418625
country/KIR,2020,3653142.6222221055
country/LAO,2000,7526492.14467989
country/LAO,2001,16389002.143085763
country/LAO,2002,11327288.360587068
country/LAO,2003,13934973.708068494
country/LAO,2004,20987236.95359588
country/LAO,2005,20562508.161102377
country/LAO,2006,31927764.760828733
country/LAO,2007,35295786.03703984
country/LAO,2008,36146454.36964174
country/LAO,2009,43675718.871276885
country/LAO,2010,36554916.14410413
country/LAO,2011,48109534.88439662
country/LAO,2012,57195496.504876524
country/LAO,2013,54630774.51299453
country/LAO,2014,51241454.852080554
country/LAO,2015,60039332.46970994
country/LAO,2016,68069828.67194355
country/LAO,2017,71862878.88232814
country/LAO,2018,50739506.41367808
country/LAO,2019,103735184.65032531
country/LAO,2020,76772290.15904766
country/MYS,2000,0.0
country/MYS,2001,0.0
country/MYS,2002,0.0
country/MYS,2003,0.0
country/MYS,2004,0.0
country/MYS,2005,0.0
country/MYS,2006,0.0
country/MYS,2007,199268.70524694998
country/MYS,2008,121154.13439920073
country/MYS,2009,95112.98713406605
country/MYS,2010,29230.19542555041
country/MYS,2011,39298.00055312437
country/MYS,2012,0.0
country/MYS,2013,0.0
country/MYS,2014,0.0
country/MYS,2015,0.0
country/MYS,2016,0.0
country/MYS,2017,0.0
country/MYS,2018,0.0
country/MYS,2019,0.0
country/MYS,2020,1551705.4241896586
country/MHL,2000,8047060.0
country/MHL,2001,7402247.0
country/MHL,2002,7533100.999999999
country/MHL,2003,7762300.000000001
country/MHL,2004,10872679.999999998
country/MHL,2005,18741150.0
country/MHL,2006,21611589.0
country/MHL,2007,12023278.000000002
country/MHL,2008,13238221.000000002
country/MHL,2009,12142305.000000002
country/MHL,2010,13506223.000000002
country/MHL,2011,10830000.0
country/MHL,2012,11069461.999999998
country/MHL,2013,11020811.0
country/MHL,2014,11715889.999999998
country/MHL,2015,14680732.0
country/MHL,2016,15985104.999999998
country/MHL,2017,15570142.019999998
country/MHL,2018,15751399.999999998
country/MHL,2019,16902678.009999994
country/MHL,2020,14247865.999999998
country/FSM,2000,13059999.999999998
country/FSM,2001,14902247.0
country/FSM,2002,13878992.999999998
country/FSM,2003,17045957.000000004
country/FSM,2004,21933477.059999995
country/FSM,2005,36166796.839999996
country/FSM,2006,19098305.99
country/FSM,2007,20688239.999999996
country/FSM,2008,22394528.010000005
country/FSM,2009,27601000.0
country/FSM,2010,30755888.989999995
country/FSM,2011,29938553.009999998
country/FSM,2012,30453626.990000002
country/FSM,2013,28545967.99
country/FSM,2014,25759901.299999997
country/FSM,2015,28189344.599999998
country/FSM,2016,30999927.07
country/FSM,2017,32067904.040000003
country/FSM,2018,33403270.990000002
country/FSM,2019,32327103.01
country/FSM,2020,34941639.010000005
country/MNG,2000,722894.1439225985
country/MNG,2001,2322079.5050275694
country/MNG,2002,3522803.0044402014
country/MNG,2003,2539014.0026994194
country/MNG,2004,5399918.009579873
country/MNG,2005,3662053.8737409124
country/MNG,2006,5443253.401470276
country/MNG,2007,4771781.135813171
country/MNG,2008,15000919.448875375
country/MNG,2009,11632423.425578749
country/MNG,2010,11687610.414420316
country/MNG,2011,23045504.69205251
country/MNG,2012,27379796.883609064
country/MNG,2013,26260460.17845337
country/MNG,2014,31033708.691110354
country/MNG,2015,21894243.516077604
country/MNG,2016,28037077.96984516
country/MNG,2017,12977783.139252631
country/MNG,2018,27102988.037479512
country/MNG,2019,45173610.58965288
country/MNG,2020,48120103.16886656
country/NRU,2000,365254.0931649163
country/NRU,2001,527556.4181505268
country/NRU,2002,673707.0868280756
country/NRU,2003,460466.61698094854
country/NRU,2004,360359.6978126535
country/NRU,2005,84003.23794299003
country/NRU,2006,206427.321239788
country/NRU,2007,1557025.5110045625
country/NRU,2008,3318157.585484284
country/NRU,2009,2409440.533018186
country/NRU,2010,2122983.9751895657
country/NRU,2011,2441365.1764666503
country/NRU,2012,4351297.4480196675
country/NRU,2013,3294246.7941932515
country/NRU,2014,1338199.3613926051
country/NRU,2015,3792808.611407448
country/NRU,2016,620366.2204502113
country/NRU,2017,2947880.9586533294
country/NRU,2018,1253045.0163876114
country/NRU,2019,1026722.8299661222
country/NRU,2020,3135069.9983743243
country/PLW,2005,6457043.999999999
country/PLW,2006,6378725.999999998
country/PLW,2007,7173211.999999999
country/PLW,2008,7065780.999999999
country/PLW,2009,5635045.0
country/PLW,2010,7603837.0
country/PLW,2011,6638669.999999999
country/PLW,2012,8051010.0
country/PLW,2013,7881100.000000001
country/PLW,2014,9411159.000000002
country/PLW,2015,9902039.0
country/PLW,2016,5528241.0
country/PLW,2017,4996399.0
country/PLW,2018,815585.0000000001
country/PLW,2019,11178799.909999998
country/PLW,2020,197675.00000000003
country/PNG,2000,6528894.370913684
country/PNG,2001,19444260.949718364
country/PNG,2002,33703683.74081055
country/PNG,2003,44593703.235096104
country/PNG,2004,42310284.31415179
country/PNG,2005,46616370.44689161
country/PNG,2006,50165118.22858332
country/PNG,2007,57099844.5094235
country/PNG,2008,50827628.972632445
country/PNG,2009,61637640.38894534
country/PNG,2010,78144424.24244273
country/PNG,2011,92827962.26721646
country/PNG,2012,127517458.21191128
country/PNG,2013,173433107.0033103
country/PNG,2014,245041669.62909093
country/PNG,2015,46926745.60081679
country/PNG,2016,86405461.90858413
country/PNG,2017,79051171.70900328
country/PNG,2018,110436470.00951535
country/PNG,2019,185021040.66070104
country/PNG,2020,144265886.9774037
country/PHL,2000,90300222.32405002
country/PHL,2001,85199729.76497592
country/PHL,2002,62971034.9478427
country/PHL,2003,90246479.30631578
country/PHL,2004,113075772.18024646
country/PHL,2005,169375802.37022474
country/PHL,2006,184633576.75001624
country/PHL,2007,114296073.28418669
country/PHL,2008,103651048.41691938
country/PHL,2009,170568883.81160253
country/PHL,2010,154296097.6657436
country/PHL,2011,90270097.88931252
country/PHL,2012,112341239.42624427
country/PHL,2013,211487027.06286216
country/PHL,2014,163942705.06747288
country/PHL,2015,172129247.88955736
country/PHL,2016,285511762.9611109
country/PHL,2017,285417502.8102406
country/PHL,2018,42718481.12663109
country/PHL,2019,63727015.496686235
country/PHL,2020,137655822.31981778
country/PHL,2021,1161461270.4028249
country/KOR,2020,0.0
country/KOR,2021,0.0
country/WSM,2000,480738.0009720629
country/WSM,2001,340572.9910090256
country/WSM,2002,1305221.0098324376
country/WSM,2003,2603222.7791500236
country/WSM,2004,3774249.85320594
country/WSM,2005,3966296.8307565884
country/WSM,2006,3971366.6069487203
country/WSM,2007,4727530.427726283
country/WSM,2008,2470349.7526272223
country/WSM,2009,2947044.6072038147
country/WSM,2010,3984742.270489348
country/WSM,2011,7748020.7132926425
country/WSM,2012,2618707.248898162
country/WSM,2013,11496356.198723728
country/WSM,2014,8823578.157705853
country/WSM,2015,3672297.483357568
country/WSM,2016,3257594.30728894
country/WSM,2017,5068548.362269316
country/WSM,2018,3639557.8947364977
country/WSM,2019,5890339.072517345
country/WSM,2020,6705736.364647878
country/SGP,2000,0.0
country/SGP,2001,0.0
country/SGP,2002,0.0
country/SGP,2003,0.0
country/SGP,2004,0.0
country/SGP,2005,0.0
country/SGP,2006,0.0
country/SGP,2007,0.0
country/SGP,2008,0.0
country/SGP,2009,0.0
country/SGP,2010,0.0
country/SGP,2011,0.0
country/SGP,2012,0.0
country/SGP,2013,0.0
country/SGP,2014,0.0
country/SGP,2015,0.0
country/SGP,2016,0.0
country/SGP,2017,0.0
country/SGP,2018,0.0
country/SGP,2019,0.0
country/SGP,2020,0.0
country/SLB,2000,510677.4124296251
country/SLB,2001,1122111.2796925448
country/SLB,2002,14223426.947365452
country/SLB,2003,5746681.093640549
country/SLB,2004,10454956.981548833
country/SLB,2005,11537363.712968133
country/SLB,2006,13691360.752134135
country/SLB,2007,12472695.716152638
country/SLB,2008,15006191.94837321
country/SLB,2009,24442800.25077461
country/SLB,2010,12882374.998447496
country/SLB,2011,20891953.81954444
country/SLB,2012,21098903.60129076
country/SLB,2013,21344389.503160827
country/SLB,2014,23901176.4666653
country/SLB,2015,16207995.366208756
country/SLB,2016,15359168.28545126
country/SLB,2017,13571168.867140139
country/SLB,2018,10843211.329492362
country/SLB,2019,14718123.944182921
country/SLB,2020,10272596.524477318
country/TON,2000,65819.19738158137
country/TON,2001,704894.720375055
country/TON,2002,726147.3699197156
country/TON,2003,873025.953774031
country/TON,2004,3467060.254844357
country/TON,2005,2819418.440196315
country/TON,2006,5551833.468318376
country/TON,2007,2528152.001666461
country/TON,2008,8406362.726889404
country/TON,2009,536385.8273647381
country/TON,2010,4667062.298191743
country/TON,2011,2090758.6546891662
country/TON,2012,8107106.264416439
country/TON,2013,2931234.0734184403
country/TON,2014,6890188.87725854
country/TON,2015,4865855.50571793
country/TON,2016,5803800.344500934
country/TON,2017,6913402.88549666
country/TON,2018,5429733.916678851
country/TON,2019,7155936.841440177
country/TON,2020,8924916.20236361
country/TUV,2000,635.9346011131724
country/TUV,2001,116423.05782559222
country/TUV,2002,117286.00999674018
country/TUV,2003,211862.05331085023
country/TUV,2004,76900.31622297398
country/TUV,2005,57472.06567392134
country/TUV,2006,464092.8087349397
country/TUV,2007,149303.9076227931
country/TUV,2008,58259.8892803221
country/TUV,2009,486013.9915769771
country/TUV,2010,627132.9572555494
country/TUV,2011,646661.2274368231
country/TUV,2012,474686.20832470496
country/TUV,2013,1505824.00077235
country/TUV,2014,809638.9760230756
country/TUV,2015,1182383.840432725
country/TUV,2016,1191661.812369908
country/TUV,2017,2111756.8822808093
country/TUV,2018,1305818.7089061567
country/TUV,2019,2569329.89224887
country/TUV,2020,1613119.633886174
country/VUT,2000,1342526.9266219486
country/VUT,2001,1295493.5000086017
country/VUT,2002,2454707.0071720267
country/VUT,2003,1746179.2928178257
country/VUT,2004,2773244.7675105105
country/VUT,2005,2851477.7855143296
country/VUT,2006,3343265.5133352005
country/VUT,2007,2496968.000976205
country/VUT,2008,2830201.3345942786
country/VUT,2009,5040236.175315616
country/VUT,2010,7774538.022891641
country/VUT,2011,6313421.685869431
country/VUT,2012,9007396.139684254
country/VUT,2013,12975177.309040908
country/VUT,2014,20219625.215356346
country/VUT,2015,12943855.986390043
country/VUT,2016,9065398.459460707
country/VUT,2017,7773423.025111128
country/VUT,2018,7210582.150229202
country/VUT,2019,9776830.764081666
country/VUT,2020,8630184.754290173
country/VNM,2000,64200551.12023363
country/VNM,2001,73431315.95708646
country/VNM,2002,75177395.02890538
country/VNM,2003,89949465.49117072
country/VNM,2004,131347745.88814683
country/VNM,2005,117758443.22566417
country/VNM,2006,143461013.74528724
country/VNM,2007,152142068.08247563
country/VNM,2008,112486515.67915837
country/VNM,2009,137794183.3358988
country/VNM,2010,155254969.80837187
country/VNM,2011,187799869.10627726
country/VNM,2012,236869201.37520644
country/VNM,2013,242552458.35909313
country/VNM,2014,343661058.44202757
country/VNM,2015,236045886.05624157
country/VNM,2016,266949496.99416888
country/VNM,2017,143860943.34347665
country/VNM,2018,158484847.48109132
country/VNM,2019,163165317.50028628
country/VNM,2020,132399121.4783398
