dcid,year,healthExpenditureGovernmentCurrentUSD
country/HUN,2008,7603042568.8499975
country/HUN,2009,6435219307.277284
country/HUN,2010,6559414586.447474
country/HUN,2011,7031677899.08234
country/HUN,2012,6189627764.923637
country/HUN,2013,6499126042.155614
country/HUN,2014,6630919812.841687
country/HUN,2015,5815614330.591679
country/HUN,2016,6085173401.849468
country/HUN,2017,6600878901.979845
country/HUN,2018,7307301806.608391
country/HUN,2019,7034282667.033647
country/HUN,2020,8080355306.875607
country/ISL,2000,648814422.0443144
country/ISL,2001,581240960.3173137
country/ISL,2002,713112933.4327323
country/ISL,2003,903780988.1000572
country/ISL,2004,1044001424.6705444
country/ISL,2005,1221367646.6696649
country/ISL,2006,1219272869.7634652
country/ISL,2007,1483502146.592772
country/ISL,2008,1239850972.403174
country/ISL,2009,942371605.551508
country/ISL,2010,918265271.8684288
country/ISL,2011,998975371.9445432
country/ISL,2012,964521760.9895396
country/ISL,2013,1057720325.7260712
country/ISL,2014,1183512574.6456823
country/ISL,2015,1142330089.4302442
country/ISL,2016,1372324936.2757185
country/ISL,2017,1672357878.5638247
country/ISL,2018,1812582460.1080527
country/ISL,2019,1752001081.9097106
country/ISL,2020,1721771178.3057666
country/ISL,2021,2052098109.8675032
country/IRL,2000,4582093577.989029
country/IRL,2001,5482843346.702369
country/IRL,2002,6778029429.552169
country/IRL,2003,9088870357.499197
country/IRL,2004,11074457349.101187
country/IRL,2005,12770713543.122171
country/IRL,2006,13581910410.825863
country/IRL,2007,16708008964.387115
country/IRL,2008,19938536245.25078
country/IRL,2009,19175700269.81952
country/IRL,2010,17790767677.4667
country/IRL,2011,18265696174.02727
country/IRL,2012,17194134077.402348
country/IRL,2013,17339842714.098087
country/IRL,2014,17552285212.431313
country/IRL,2015,15364168370.121088
country/IRL,2016,16185480455.91833
country/IRL,2017,17493824716.788265
country/IRL,2018,19636687207.662735
country/IRL,2019,19877154306.43134
country/IRL,2020,23840347793.925358
country/IRL,2021,26296996605.06009
country/ISR,2000,5680330281.229567
country/ISR,2001,5922889446.340042
country/ISR,2002,5541825626.738008
country/ISR,2003,5626800562.126717
country/ISR,2004,5880588578.717015
country/ISR,2005,6085143837.600553
country/ISR,2006,6634935299.805315
country/ISR,2007,7466986519.113611
country/ISR,2008,9228485064.301899
country/ISR,2009,8974564911.40908
country/ISR,2010,10311382130.129248
country/ISR,2011,11420213330.1793
country/ISR,2012,11455885777.833183
country/ISR,2013,13138237350.879675
country/ISR,2014,13981008545.455816
country/ISR,2015,13511770507.268139
country/ISR,2016,14471041599.763912
country/ISR,2017,16422860880.90459
country/ISR,2018,17606454976.009796
country/ISR,2019,19226953067.188972
country/ISR,2020,23989327101.658028
country/ITA,2000,63024549507.45112
country/ITA,2001,67441799054.724495
country/ITA,2002,75290362318.4315
country/ITA,2003,93093369114.11746
country/ITA,2004,112469915760.23195
country/ITA,2005,120078348999.22174
country/ITA,2006,127882740176.47041
country/ITA,2007,139525628216.47104
country/ITA,2008,159643152355.46872
country/ITA,2009,154205749780.07803
country/ITA,2010,149418874066.66696
country/ITA,2011,155076342772.37384
country/ITA,2012,139088652039.84378
country/ITA,2013,142398159928.62784
country/ITA,2014,144608638873.33282
country/ITA,2015,121083360779.68744
country/ITA,2016,121854536080.15594
country/ITA,2017,125526783285.88257
country/ITA,2018,134145803723.13716
country/ITA,2019,128392531529.41156
country/ITA,2020,138708295470.8175
country/KAZ,2000,387713414.6341472
country/KAZ,2001,435558231.06148905
country/KAZ,2002,476418299.94291353
country/KAZ,2003,629192550.0442933
country/KAZ,2004,1001139412.651156
country/KAZ,2005,1446651113.7868755
country/KAZ,2006,1874375980.2758975
country/KAZ,2007,1878377588.141293
country/KAZ,2008,3024135661.787618
country/KAZ,2009,3062679382.58491
country/KAZ,2010,2729986388.6532526
country/KAZ,2011,3549023865.5856166
country/KAZ,2012,4305339517.183869
country/KAZ,2013,4370631037.642344
country/KAZ,2014,4723488704.79281
country/KAZ,2015,3540085845.3880243
country/KAZ,2016,2800823210.6714406
country/KAZ,2017,3157084183.1664815
country/KAZ,2018,3074419001.128985
country/KAZ,2019,3035208786.079982
country/KAZ,2020,4288594726.7810774
country/KGZ,2000,29242932.957868535
country/KGZ,2001,30592444.389705736
country/KGZ,2002,35643471.5420364
country/KGZ,2003,43552595.027879044
country/KGZ,2004,51699953.477857396
country/KGZ,2005,93460859.64277834
country/KGZ,2006,119368713.25645432
country/KGZ,2007,117321520.8270356
country/KGZ,2008,148846501.1343256
country/KGZ,2009,163247769.7842846
country/KGZ,2010,163735906.34628874
country/KGZ,2011,228892653.16762587
country/KGZ,2012,278803217.03679234
country/KGZ,2013,289503755.6616441
country/KGZ,2014,205301525.11057052
country/KGZ,2015,181087158.22089505
country/KGZ,2016,170138867.75979117
country/KGZ,2017,180840025.91046005
country/KGZ,2018,200551216.70380333
country/KGZ,2019,205024694.5696868
country/KGZ,2020,183478646.82084888
country/LVA,2000,312295136.02638084
country/LVA,2001,334549170.53749156
country/LVA,2002,388529986.6546241
country/LVA,2003,457314843.1689926
country/LVA,2004,715651878.8177952
country/LVA,2005,785935719.9775693
country/LVA,2006,1077355499.7100337
country/LVA,2007,1482737166.4909568
country/LVA,2008,1718692502.339768
country/LVA,2009,1366940955.3951142
country/LVA,2010,1251295537.01871
country/LVA,2011,1433134933.8298874
country/LVA,2012,1308997485.7142856
country/LVA,2013,1394874620.240212
country/LVA,2014,1023256473.1050943
country/LVA,2015,904253005.8593745
country/LVA,2016,961898805.0583681
country/LVA,2017,1039547464.8582582
country/LVA,2018,1272371161.151877
country/LVA,2019,1359679035.898037
country/LVA,2020,1589477820.8217943
country/LTU,2000,139175603.5375
country/LTU,2001,149626706.75
country/LTU,2002,184734053.54697627
country/LTU,2003,250077672.9335916
country/LTU,2004,226170062.45792982
country/LTU,2005,259304309.43484643
country/LTU,2006,318860295.1938885
country/LTU,2007,436220269.6411059
country/LTU,2008,616823817.6553568
country/LTU,2009,573261228.3785787
country/LTU,2010,521076864.0491118
country/LTU,2011,575954213.856757
country/LTU,2012,519973321.3382755
country/LTU,2013,541290076.6049072
country/LTU,2014,580050314.8685236
country/LTU,2015,1777328699.4921865
country/LTU,2016,1878857343.735413
country/LTU,2017,2014942262.5228567
country/LTU,2018,2316430461.4352927
country/LTU,2019,2491648000.7058783
country/LTU,2020,2927054569.579774
country/LUX,2000,1047286362.0546491
country/LUX,2001,1146698460.2258754
country/LUX,2002,1342145366.449471
country/LUX,2003,1731512993.084296
country/LUX,2004,2157149751.370364
country/LUX,2005,2258136157.8419495
country/LUX,2006,2386288564.641465
country/LUX,2007,2711964544.366969
country/LUX,2008,3213809327.5733604
country/LUX,2009,3282654932.4482064
country/LUX,2010,3218070303.9996276
country/LUX,2011,3096587877.4340353
country/LUX,2012,2646681204.033578
country/LUX,2013,2862801301.965679
country/LUX,2014,3032428121.294907
country/LUX,2015,2579389579.4958863
country/LUX,2016,2664000339.9527307
country/LUX,2017,2861002556.176258
country/LUX,2018,3183470997.223248
country/LUX,2019,3279882317.2784257
country/LUX,2020,3693586947.0801663
country/LUX,2021,4054203148.5852737
country/MLT,2000,447335395.9324314
country/MLT,2001,457735496.58042663
country/MLT,2002,565010398.2409316
country/MLT,2003,699832110.9834769
country/MLT,2004,794979028.5447326
country/MLT,2005,893638528.5033047
country/MLT,2006,956309320.2512366
country/MLT,2007,1013876634.3145906
country/MLT,2008,464758728.1249999
country/MLT,2009,449119939.8437497
country/MLT,2010,464000833.3333342
country/MLT,2011,524767130.3501956
country/MLT,2012,520339412.1093751
country/MLT,2013,605621825.8823546
country/MLT,2014,650784708.2070566
country/MLT,2015,600337453.8851559
country/MLT,2016,659371115.2879393
country/MLT,2017,740502980.2418755
country/MLT,2018,831882385.1574284
country/MLT,2019,908209519.2627435
country/MLT,2020,1078443181.2814724
country/MCO,2000,36226633.30569375
country/MCO,2001,37881260.00910746
country/MCO,2002,41956216.91346153
country/MCO,2003,59682559.286523215
country/MCO,2004,70321863.6
country/MCO,2005,72110581.33316752
country/MCO,2006,74819801.84418516
country/MCO,2007,84134916.91760197
country/MCO,2008,100391964.06913726
country/MCO,2009,100952313.97610447
country/MCO,2010,101892459.55190243
country/MCO,2011,107661174.13697104
country/MCO,2012,104345797.25041758
country/MCO,2013,114333508.43405499
country/MCO,2014,119508692.70625746
country/MCO,2015,102732102.51858427
country/MCO,2016,90105204.56054904
country/MCO,2017,90664694.87121555
country/MCO,2018,98423579.62919225
country/MCO,2019,96196758.49098845
country/MCO,2020,98996212.4842947
country/MNE,2011,220764103.1128409
country/MNE,2012,216808088.3789063
country/MNE,2013,218687916.3372555
country/MNE,2014,223108421.71764627
country/MNE,2015,218807037.1601561
country/MNE,2016,227147587.78599274
country/MNE,2017,222502004.51764742
country/MNE,2018,273615350.3764704
country/MNE,2019,280884038.7496477
country/MNE,2020,340359713.3436639
country/NLD,2000,22170395626.666714
country/NLD,2001,24175727837.401604
country/NLD,2002,28623462244.313778
country/NLD,2003,36795516396.47051
country/NLD,2004,41068678884.94219
country/NLD,2005,42578989571.98441
country/NLD,2006,43984882387.05876
country/NLD,2007,50603531120.00016
country/NLD,2008,59662666345.312485
country/NLD,2009,59268489452.73434
country/NLD,2010,58876402883.33345
country/NLD,2011,63343707694.55265
country/NLD,2012,60530248698.04689
country/NLD,2013,64063101739.608025
country/NLD,2014,63948713753.725266
country/NLD,2015,52207019555.46872
country/NLD,2016,52851302928.79391
country/NLD,2017,54217918383.5295
country/NLD,2018,60199156137.25486
country/NLD,2019,60821050117.64696
country/NLD,2020,70017763674.70836
country/NOR,2000,10787628725.427723
country/NOR,2001,11555715786.444555
country/NOR,2002,14586451156.911438
country/NOR,2003,17538728805.38024
country/NOR,2004,19370305352.94846
country/NOR,2005,21364998059.75941
country/NOR,2006,22789553014.553024
country/NOR,2007,27017912994.028988
country/NOR,2008,30960460992.907803
country/NOR,2009,29589716406.04295
country/NOR,2010,32333655039.294067
country/NOR,2011,36971011287.43745
country/NOR,2012,37905801461.10873
country/NOR,2013,39688851063.82979
country/NOR,2014,39724252843.16316
country/NOR,2015,33425400434.01879
country/NOR,2016,33352261904.7619
country/NOR,2017,34982792665.726364
country/NOR,2018,37542084229.94159
country/NOR,2019,36571000000.0
country/NOR,2020,35447717497.12365
country/NOR,2021,41609965075.66938
country/POL,2000,6212041899.8751745
country/POL,2001,7610347101.785584
country/POL,2002,8449307284.400463
country/POL,2003,8893374388.511406
country/POL,2004,10099677159.91861
country/POL,2005,12181796640.378317
country/POL,2006,13794010940.466583
country/POL,2007,17559565743.60086
country/POL,2008,24225050067.62152
country/POL,2009,20783351183.30629
country/POL,2010,21953039498.557358
country/POL,2011,23414297730.82427
country/POL,2012,21665928835.548935
country/POL,2013,23494250910.950897
country/POL,2014,24229601341.980453
country/POL,2015,21184745987.531506
country/POL,2016,21252093487.257328
country/POL,2017,23770981395.642998
country/POL,2018,26422214090.252533
country/POL,2019,27487421780.888813
country/POL,2020,27998830007.97059
country/PRT,2000,7114125658.8235445
country/PRT,2001,7361985153.582686
country/PRT,2002,8526521954.862761
country/PRT,2003,10644106174.156841
country/PRT,2004,12738679234.092697
country/PRT,2005,13500494408.715946
country/PRT,2006,12388240232.470572
country/PRT,2007,13953248060.666712
country/PRT,2008,15777529291.015621
country/PRT,2009,15815019446.914051
country/PRT,2010,15889642251.666697
country/PRT,2011,15385698997.081743
country/PRT,2012,12791612974.921877
country/PRT,2013,13264977352.078468
country/PRT,2014,13261493379.254856
country/PRT,2015,11456053449.570307
country/PRT,2016,11940717329.766565
country/PRT,2017,12593911691.529434
country/PRT,2018,13949080383.45097
country/PRT,2019,13876110443.921547
country/PRT,2020,15537750548.482533
country/MDA,2000,38139837.25016846
country/MDA,2001,42440263.32136505
country/MDA,2002,58951412.79824118
country/MDA,2003,63657033.85829704
country/MDA,2004,137911572.05234474
country/MDA,2005,150597653.37381077
country/MDA,2006,177046145.04213023
country/MDA,2007,247782087.69898084
country/MDA,2008,319642132.1341459
country/MDA,2009,317274410.79604465
country/MDA,2010,324080073.3793595
country/MDA,2011,357204653.00316817
country/MDA,2012,386285464.8141756
country/MDA,2013,385091671.8235299
country/MDA,2014,405124385.5655139
country/MDA,2015,301836145.39150685
country/MDA,2016,296772243.2450217
country/MDA,2017,343251528.45358276
country/MDA,2018,426638431.92819995
country/MDA,2019,455031733.390398
country/MDA,2020,523536832.58644044
country/ROU,2000,1242730619.0780106
country/ROU,2001,1409750820.656123
country/ROU,2002,1695095455.651311
country/ROU,2003,2579284089.078628
country/ROU,2004,3031027206.75341
country/ROU,2005,4341651380.26437
country/ROU,2006,4906404586.963262
country/ROU,2007,7141841554.602687
country/ROU,2008,8729516251.440645
country/ROU,2009,7228869905.254441
country/ROU,2010,7661268205.214134
country/ROU,2011,6462948941.183553
country/ROU,2012,6208407819.618246
country/ROU,2013,7828321021.66019
country/ROU,2014,7920900361.730876
country/ROU,2015,6853291170.841302
country/ROU,2016,7359362104.8568945
country/ROU,2017,8569137917.207308
country/ROU,2018,10699434665.133163
country/ROU,2019,11495012299.651363
country/ROU,2020,12532305474.995033
country/RUS,2000,8291429417.864011
country/RUS,2001,9997008762.013163
country/RUS,2002,11916365969.858204
country/RUS,2003,13833300344.307682
country/RUS,2004,17713110844.970074
country/RUS,2005,23884226104.280502
country/RUS,2006,31208830141.146835
country/RUS,2007,41029175733.64446
country/RUS,2008,54649612972.34223
country/RUS,2009,45889715065.70373
country/RUS,2010,49853471439.6519
country/RUS,2011,61460384562.36307
country/RUS,2012,69447299356.31383
country/RUS,2013,72661920495.69055
country/RUS,2014,65933590656.75168
country/RUS,2015,42401009054.053345
country/RUS,2016,38463034660.61668
country/RUS,2017,48159919834.53342
country/RUS,2018,52769713155.649574
country/RUS,2019,58287216855.61948
country/RUS,2020,79499813878.77347
country/SMR,2000,43387221.34975861
country/SMR,2001,45187432.364235364
country/SMR,2002,46336536.03651577
country/SMR,2003,53210109.82943939
country/SMR,2004,64275196.92344786
country/SMR,2005,68210704.97951525
country/SMR,2006,74041965.06304692
country/SMR,2007,89195279.06142437
country/SMR,2008,104423638.28124997
country/SMR,2009,103213899.21874993
country/SMR,2010,100754466.66666687
country/SMR,2011,132119804.9034447
country/SMR,2012,130001515.22299048
country/SMR,2013,125280927.78062056
country/SMR,2014,124364576.4453584
country/SMR,2015,105059879.85201725
country/SMR,2016,110623448.42516877
country/SMR,2017,113122809.8498535
country/SMR,2018,124453758.03154859
country/SMR,2019,119419580.53771459
country/SMR,2020,119653731.71178299
country/SRB,2000,278334167.7745429
country/SRB,2001,562745131.1286814
country/SRB,2002,938063854.9724809
country/SRB,2003,1204083459.9235246
country/SRB,2004,1391246415.4480364
country/SRB,2005,1501044325.545834
country/SRB,2006,1724025252.7501068
country/SRB,2007,2470170877.8680983
country/SRB,2008,3062209995.291521
country/SRB,2009,2601332438.7522025
country/SRB,2010,2430758629.05866
country/SRB,2011,2743080298.982622
country/SRB,2012,2509908719.58342
country/SRB,2013,2697669760.460377
country/SRB,2014,2535003386.391674
country/SRB,2015,2016059572.7884274
country/SRB,2016,1981939802.0360746
country/SRB,2017,2087452121.1018863
country/SRB,2018,2564994535.8164196
country/SRB,2019,2604781039.8571033
country/SRB,2020,2829168934.848021
country/SVK,2000,31906042.8440576
country/SVK,2001,33394800.2440294
country/SVK,2002,39901382.73756667
country/SVK,2003,53468698.65729982
country/SVK,2004,71798554.83190937
country/SVK,2005,80573823.47488979
country/SVK,2006,90583673.57246883
country/SVK,2007,126157809.48395735
country/SVK,2008,166906907.70353064
country/SVK,2009,5090152445.168747
country/SVK,2010,4961916202.900009
country/SVK,2011,5258804161.614796
country/SVK,2012,5071559385.895313
country/SVK,2013,5436491819.364721
country/SVK,2014,5539945251.14547
country/SVK,2015,4733585854.098434
country/SVK,2016,5100720234.280169
country/SVK,2017,5108757184.35295
country/SVK,2018,5604914027.526271
country/SVK,2019,5765282530.745089
country/SVK,2020,6105617295.761885
country/SVN,2000,4717506.895887196
country/SVN,2001,4841484.522098738
country/SVN,2002,5694533.160631391
country/SVN,2003,7208084.312953322
country/SVN,2004,8208317.140115561
country/SVN,2005,8724472.851128438
country/SVN,2006,9246239.09689342
country/SVN,2007,2536009367.1219487
country/SVN,2008,3161568173.5089483
country/SVN,2009,3110264350.796823
country/SVN,2010,2987984728.1859083
country/SVN,2011,3182155770.6015134
country/SVN,2012,2876066902.8663535
country/SVN,2013,2975013339.0219836
country/SVN,2014,2997812502.8337145
country/SVN,2015,2613981303.951561
country/SVN,2016,2738710750.821018
country/SVN,2017,2855357610.6203165
country/SVN,2018,3247003649.350212
country/SVN,2019,3341877696.156858
country/SVN,2020,3676723792.166859
country/ESP,2000,29432827750.112507
country/ESP,2001,30603253899.637638
country/ESP,2002,34714538185.26324
country/ESP,2003,48802899337.575584
country/ESP,2004,58415971421.56309
country/ESP,2005,63830557021.933044
country/ESP,2006,71146115419.53519
country/ESP,2007,84393001573.5046
country/ESP,2008,100243036451.90465
country/ESP,2009,101976661655.773
country/ESP,2010,96540701430.28352
country/ESP,2011,99755268006.83871
country/ESP,2012,87445304572.19766
country/ESP,2013,87245665081.48967
country/ESP,2014,87570585595.9891
country/ESP,2015,77816789439.79762
country/ESP,2016,78973606488.2138
country/ESP,2017,82825557811.24721
country/ESP,2018,89823736587.7215
country/ESP,2019,89902068217.56064
country/ESP,2020,100585170254.56836
country/SWE,2000,16267957641.018257
country/SWE,2001,15732293835.810614
country/SWE,2002,18090250474.387207
country/SWE,2003,23116493783.47029
country/SWE,2004,25889499815.391525
country/SWE,2005,26308266573.413548
country/SWE,2006,28057604903.783054
country/SWE,2007,32413146178.964516
country/SWE,2008,35058644113.355385
country/SWE,2009,31591156615.3847
country/SWE,2010,34026247339.441208
country/SWE,2011,50520337381.28595
country/SWE,2012,49948813157.75525
country/SWE,2013,53768271942.642235
country/SWE,2014,53537022366.974045
country/SWE,2015,45819477526.20111
country/SWE,2016,47153981890.8957
country/SWE,2017,49425883546.08262
country/SWE,2018,51525919512.00948
country/SWE,2019,49228252393.23392
country/SWE,2020,53482244567.47208
country/CHE,2000,7285540081.9200115
country/CHE,2001,8124183145.385646
country/CHE,2002,9584172428.273315
country/CHE,2003,11527406489.309
country/CHE,2004,12756662553.084581
country/CHE,2005,13062784749.687428
country/CHE,2006,12950042105.207224
country/CHE,2007,14192649388.13796
country/CHE,2008,17089444339.805555
country/CHE,2009,18068753315.681187
country/CHE,2010,19414600833.57685
country/CHE,2011,23829844986.434868
country/CHE,2012,23934450239.83134
country/CHE,2013,24449558924.56011
country/CHE,2014,25025001722.235203
country/CHE,2015,24591951176.023777
country/CHE,2016,24363442337.62203
country/CHE,2017,25522914987.26334
country/CHE,2018,26145291977.12765
country/CHE,2019,26522357732.099674
country/CHE,2020,31642366861.38461
country/TJK,2000,7706201.083684527
country/TJK,2001,9274124.13977228
country/TJK,2002,9767980.319328554
country/TJK,2003,11955444.736011136
country/TJK,2004,18549013.777103268
country/TJK,2005,22845652.801694147
country/TJK,2006,26315722.987602632
country/TJK,2007,40000193.65864763
country/TJK,2008,70305839.14478718
country/TJK,2009,53974352.527030475
country/TJK,2010,66591052.683662005
country/TJK,2011,85137612.0255522
country/TJK,2012,122738665.8458292
country/TJK,2013,161641957.08298653
country/TJK,2014,191896143.17443803
country/TJK,2015,160600561.94511968
country/TJK,2016,139132876.23593372
country/TJK,2017,149817392.14342728
country/TJK,2018,147295857.92781645
country/TJK,2019,157531189.7758393
country/TJK,2020,174967080.6445487
country/MKD,2000,177784939.80257094
country/MKD,2001,169081442.86193725
country/MKD,2002,190117165.6214892
country/MKD,2003,245037677.15842706
country/MKD,2004,268205178.715751
country/MKD,2005,273863459.2043819
country/MKD,2006,289210841.4107957
country/MKD,2007,336799949.6234612
country/MKD,2008,419416566.7155379
country/MKD,2009,384711537.2078482
country/MKD,2010,382550288.6480284
country/MKD,2011,425766419.6858186
country/MKD,2012,402963024.83282083
country/MKD,2013,477181527.383945
country/MKD,2014,456617358.1245342
country/MKD,2015,414587912.6691494
country/MKD,2016,433379731.2033676
country/MKD,2017,424778163.5417249
country/MKD,2018,476541546.71475595
country/MKD,2019,536709277.26981544
country/MKD,2020,577244281.833784
country/TUR,2000,7781279664.629246
country/TUR,2001,6631918268.896372
country/TUR,2002,8510333854.397106
country/TUR,2003,11232704475.722721
country/TUR,2004,14393871503.53314
country/TUR,2005,16786456944.950344
country/TUR,2006,19737430522.223034
country/TUR,2007,24545430512.836838
country/TUR,2008,29221948368.324562
country/TUR,2009,28717519447.16402
country/TUR,2010,30425552578.75203
country/TUR,2011,30882628987.82546
country/TUR,2012,30984393506.636375
country/TUR,2013,32801786797.17704
country/TUR,2014,31516037998.82573
country/TUR,2015,27802118715.496628
country/TUR,2016,29230152746.035362
country/TUR,2017,27900849605.407528
country/TUR,2018,24840918385.15955
country/TUR,2019,25773180647.925137
country/TUR,2020,26219020633.030758
country/TKM,2000,32288.46153846154
country/TKM,2001,39076.92307692308
country/UKR,2000,811935762.5592045
country/UKR,2001,1060179102.4402056
country/UKR,2002,1300160983.737357
country/UKR,2003,1828124088.7569852
country/UKR,2004,2204416569.9203534
country/UKR,2005,3203000866.6936345
country/UKR,2006,4178594330.182178
country/UKR,2007,5102792607.508912
country/UKR,2008,5783638679.225825
country/UKR,2009,4505265920.091629
country/UKR,2010,5014107083.394129
country/UKR,2011,5586142716.430834
country/UKR,2012,6575005783.789726
country/UKR,2013,6120769063.29288
country/UKR,2014,4606829618.090122
country/UKR,2015,3350894498.1787004
country/UKR,2016,3397249364.1503854
country/UKR,2017,3935136117.7752967
country/UKR,2018,4569581631.749391
country/UKR,2019,4889460958.70285
country/UKR,2020,5837287080.310991
country/GBR,2000,91527096254.39882
country/GBR,2001,94858483707.7398
country/GBR,2002,109489756053.69522
country/GBR,2003,130703321373.6127
country/GBR,2004,162246383975.97864
country/GBR,2005,173791653914.10287
country/GBR,2006,191139187713.89658
country/GBR,2007,218479372246.65915
country/GBR,2008,215817985031.24045
country/GBR,2009,197215611369.1541
country/GBR,2010,200492492367.30682
country/GBR,2011,214524979512.26877
country/GBR,2012,217738971081.44284
country/GBR,2013,221829521727.60318
country/GBR,2014,244060670140.26477
country/GBR,2015,231832171918.33612
country/GBR,2016,213482774229.4576
country/GBR,2017,207982689406.4092
country/GBR,2018,224412304172.93332
country/GBR,2019,228055798315.3147
country/GBR,2020,276369893574.5676
country/UZB,2000,346141654.63318473
country/UZB,2013,1757177207.4924548
country/UZB,2014,1870006898.9132986
country/UZB,2015,2032136286.6500618
country/UZB,2016,1770502532.4490154
country/UZB,2017,1246363736.286491
country/UZB,2018,1019954024.8582833
country/UZB,2019,1353138126.2704349
country/UZB,2020,1866477145.9869707
country/BGD,2000,313626391.064983
country/BGD,2001,240119176.73258853
country/BGD,2002,305761486.19368434
country/BGD,2003,346413902.11029947
country/BGD,2004,371036236.4148022
country/BGD,2005,358209481.8682063
country/BGD,2006,401346859.6970888
country/BGD,2007,467198148.0372923
country/BGD,2008,486598949.8849643
country/BGD,2009,532444019.61198735
country/BGD,2010,645560799.7093054
country/BGD,2011,713582439.044859
country/BGD,2012,725238347.2960763
country/BGD,2013,804060780.9508787
country/BGD,2014,874948221.2289429
country/BGD,2015,904903431.1165434
country/BGD,2016,1258074377.9764407
country/BGD,2017,1452028227.3146708
country/BGD,2018,1535760674.4365816
country/BGD,2019,1561440907.7726748
country/BGD,2020,1530763574.2848952
country/BTN,2000,14546018.236331344
country/BTN,2001,15340213.979670022
country/BTN,2002,16119163.689986732
country/BTN,2003,16387057.00608878
country/BTN,2004,19792500.941379648
country/BTN,2005,19793475.65865967
country/BTN,2006,20323049.843318958
country/BTN,2007,28354390.577013634
country/BTN,2008,27325097.394754905
country/BTN,2009,30620841.635620896
country/BTN,2010,36595026.91355684
country/BTN,2011,40495557.463320814
country/BTN,2012,41967729.965186596
country/BTN,2013,43172454.25461424
country/BTN,2014,44113603.631894305
country/BTN,2015,53269000.238272004
country/BTN,2016,53885228.65365426
country/BTN,2017,58255590.28156847
country/BTN,2018,61654611.597027056
country/BTN,2019,65110475.278076015
country/BTN,2020,80571437.0010839
country/IND,2000,4042797891.327868
country/IND,2001,4017480105.6677003
country/IND,2002,4018660841.629183
country/IND,2003,4576359415.893977
country/IND,2004,5091457978.328772
country/IND,2005,6390427206.282543
country/IND,2006,7065294481.507632
country/IND,2007,8866444282.492655
country/IND,2008,10291804026.492176
country/IND,2009,11945379033.199478
country/IND,2010,14597657939.224503
country/IND,2011,17545848491.38419
country/IND,2012,17340925706.415264
country/IND,2013,16583316415.802397
country/IND,2014,17498501266.114876
country/IND,2015,19791645739.01742
country/IND,2016,21542960952.49088
country/IND,2017,25386360234.356182
country/IND,2018,27089504753.50234
country/IND,2019,28091288392.693512
country/IND,2020,28980019909.332043
country/IDN,2000,986690726.248005
country/IDN,2001,1347574819.3957224
country/IDN,2002,1434849300.141367
country/IDN,2003,2088346368.9924073
country/IDN,2004,2093016526.0316484
country/IDN,2005,2276337518.169496
country/IDN,2006,3294442776.8989525
country/IDN,2007,4788823720.383941
country/IDN,2008,5012962712.676412
country/IDN,2009,5332411857.858847
country/IDN,2010,4991857790.389051
country/IDN,2011,6267828032.462434
country/IDN,2012,7042348105.264221
country/IDN,2013,7454119815.587063
country/IDN,2014,8843499240.447802
country/IDN,2015,9968671994.66167
country/IDN,2016,12818747737.43599
country/IDN,2017,13709277317.814716
country/IDN,2018,14548588758.77674
country/IDN,2019,15908758987.966509
country/IDN,2020,19898050817.926525
country/MDV,2000,20552251.486830927
country/MDV,2001,21483271.50199114
country/MDV,2002,21117187.5
country/MDV,2003,22601562.5
country/MDV,2004,28351562.5
country/MDV,2005,34523437.5
country/MDV,2006,46625000.0
country/MDV,2007,73140000.0
country/MDV,2008,145326823.43749994
country/MDV,2009,136586644.53124997
country/MDV,2010,116343123.4375
country/MDV,2011,102013364.10838647
country/MDV,2012,121478685.6851409
country/MDV,2013,141676389.7873688
country/MDV,2014,181332161.41185388
country/MDV,2015,257496662.21833968
country/MDV,2016,325189837.7158043
country/MDV,2017,313946440.9032448
country/MDV,2018,304651859.47134244
country/MDV,2019,336545091.99887913
country/MDV,2020,339724328.05573773
country/MMR,2000,1094346930.3983212
country/MMR,2001,1253491169.559522
country/MMR,2002,2837709052.1297297
country/MMR,2003,3024350354.5001774
country/MMR,2004,4178139227.788147
country/MMR,2005,3572688991.3775797
country/MMR,2006,7682351212.9306965
country/MMR,2007,8325964280.309666
country/MMR,2008,9138328019.186064
country/MMR,2009,11094536765.277266
country/MMR,2010,12677897674.170723
country/MMR,2011,18148669766.166187
country/MMR,2012,319704917.7940905
country/MMR,2013,357512085.60061955
country/MMR,2014,665341857.9584801
country/MMR,2015,714853803.8282773
country/MMR,2016,429798010.49493754
country/MMR,2017,456962877.34447753
country/MMR,2018,471534540.95483595
country/MMR,2019,511108631.6594762
country/MMR,2020,614290442.2363093
country/NPL,2000,31761969.853089046
country/NPL,2001,39255616.30036324
country/NPL,2002,53346011.22204594
country/NPL,2003,48685704.32680571
country/NPL,2004,53760847.56551632
country/NPL,2005,70957620.76575471
country/NPL,2006,86866158.66381067
country/NPL,2007,84785028.50879645
country/NPL,2008,94851479.74113874
country/NPL,2009,115748393.67629008
country/NPL,2010,146828468.8687056
country/NPL,2011,167805998.37881655
country/NPL,2012,162321822.07027093
country/NPL,2013,158477665.84427965
country/NPL,2014,199932485.0035805
country/NPL,2015,215200080.795775
country/NPL,2016,244758489.7414191
country/NPL,2017,313693647.33308005
country/NPL,2018,338586907.3900302
country/NPL,2019,377922056.4757628
country/NPL,2020,514304769.2176876
country/LKA,2000,440244801.2927279
country/LKA,2001,410813702.4988419
country/LKA,2002,436589695.8616772
