dcid,date,SdrHoldingsSdr
country/FRA,2016-03-31,7319157737.0
country/GAB,2016-03-31,117374234.0
country/GMB,2016-03-31,7597307.0
country/GEO,2016-03-31,147077623.0
country/DEU,2016-03-31,11902795413.0
country/GHA,2016-03-31,167282815.0
country/GRC,2016-03-31,265919015.0
country/GRD,2016-03-31,5355746.0
country/GTM,2016-03-31,120981842.0
country/GIN,2016-03-31,118706905.0
country/GNB,2016-03-31,8832494.0
country/GUY,2016-03-31,1887423.0
country/HTI,2016-03-31,67982386.0
country/HND,2016-03-31,53853286.0
country/HUN,2016-03-31,12241218.0
country/ISL,2016-03-31,111722300.0
country/IND,2016-03-31,1065819685.0
country/IDN,2016-03-31,1118708386.0
country/IRN,2016-03-31,1536645979.0
country/IRQ,2016-03-31,28179137.0
country/IRL,2016-03-31,650968800.0
country/ISR,2016-03-31,847528136.0
country/ITA,2016-03-31,5106311886.0
country/JAM,2016-03-31,179446413.0
country/JPN,2016-03-31,12386504900.0
country/JOR,2016-03-31,90909721.0
country/KAZ,2016-03-31,348315367.0
country/KEN,2016-03-31,13752461.0
country/KIR,2016-03-31,5392847.0
country/KOR,2016-03-31,1692343625.0
country/XKX,2016-03-31,44896849.0
country/KWT,2016-03-31,1327195214.0
country/KGZ,2016-03-31,130615512.0
country/LAO,2016-03-31,37847846.0
country/LVA,2016-03-31,120820482.0
country/LBN,2016-03-31,192333179.0
country/LSO,2016-03-31,36987772.0
country/LBR,2016-03-31,153645798.0
country/LBY,2016-03-31,1623719780.0
country/LTU,2016-03-31,137303126.0
country/LUX,2016-03-31,244502942.0
country/MDG,2016-03-31,53735247.0
country/MWI,2016-03-31,3646454.0
country/MYS,2016-03-31,821902848.0
country/MDV,2016-03-31,3656334.0
country/MLI,2016-03-31,44087669.0
country/MLT,2016-03-31,87515943.0
country/MHL,2016-03-31,3363315.0
country/MRT,2016-03-31,773438.0
country/MUS,2016-03-31,89867357.0
country/MEX,2016-03-31,1467032864.0
country/FSM,2016-03-31,6230261.0
country/MDA,2016-03-31,1912174.0
country/MNG,2016-03-31,42913523.0
country/MNE,2016-03-31,18098014.0
country/MAR,2016-03-31,550491610.0
country/MOZ,2016-03-31,41629925.0
country/MMR,2016-03-31,1743131.0
country/NAM,2016-03-31,4820300.0
country/NPL,2016-03-31,1187520.0
country/NLD,2016-03-31,4713327690.0
country/NZL,2016-03-31,776121059.0
country/NIC,2016-03-31,95103224.0
country/NER,2016-03-31,30091293.0
country/NGA,2016-03-31,1499793155.0
country/MKD,2016-03-31,3768655.0
country/NOR,2016-03-31,1271850134.0
country/OMN,2016-03-31,98486230.0
country/PAK,2016-03-31,473846865.0
country/PLW,2016-03-31,2989486.0
country/PAN,2016-03-31,128257863.0
country/PNG,2016-03-31,9145828.0
country/PRY,2016-03-31,95683041.0
country/PER,2016-03-31,531267885.0
country/PHL,2016-03-31,846460296.0
country/POL,2016-03-31,313105173.0
country/PRT,2016-03-31,535572671.0
country/QAT,2016-03-31,271305007.0
country/ROU,2016-03-31,8254571.0
country/RUS,2016-03-31,4822469088.0
country/RWA,2016-03-31,57091125.0
country/WSM,2016-03-31,10338548.0
country/SMR,2016-03-31,8766674.0
country/STP,2016-03-31,313260.0
country/SAU,2016-03-31,5746461196.0
country/SEN,2016-03-31,65856919.0
country/SRB,2016-03-31,16865569.0
country/SYC,2016-03-31,5395844.0
country/SLE,2016-03-31,107525679.0
country/SGP,2016-03-31,744278373.0
country/SVK,2016-03-31,179354825.0
country/SVN,2016-03-31,162504373.0
country/SLB,2016-03-31,5927547.0
country/SOM,2016-03-31,18288752.0
country/ZAF,2016-03-31,1492529868.0
country/SSD,2016-03-31,2127739.0
country/ESP,2016-03-31,2766712508.0
country/LKA,2016-03-31,4939463.0
country/KNA,2016-03-31,5637348.0
country/LCA,2016-03-31,11807862.0
country/VCT,2016-03-31,409783.0
country/SDN,2016-03-31,125199063.0
country/SUR,2016-03-31,36063385.0
country/SWE,2016-03-31,2166863415.0
country/CHE,2016-03-31,3516689279.0
country/SYR,2016-03-31,282195661.0
country/TJK,2016-03-31,22202321.0
country/TZA,2016-03-31,40499482.0
country/THA,2016-03-31,974823136.0
country/TLS,2016-03-31,3401111.0
country/TGO,2016-03-31,27871043.0
country/TON,2016-03-31,5366543.0
country/TTO,2016-03-31,242234979.0
country/TUN,2016-03-31,49624923.0
country/TKM,2016-03-31,28963699.0
country/TUV,2016-03-31,1086429.0
country/TUR,2016-03-31,966111258.0
country/UGA,2016-03-31,47257416.0
country/UKR,2016-03-31,984563.0
country/ARE,2016-03-31,542547224.0
country/GBR,2016-03-31,7115942641.0
country/USA,2016-03-31,35858381609.0
country/URY,2016-03-31,215093406.0
country/UZB,2016-03-31,266081242.0
country/VUT,2016-03-31,1394665.0
country/VEN,2016-03-31,579408648.0
country/VNM,2016-03-31,267959555.0
country/YEM,2016-03-31,68100690.0
country/ZMB,2016-03-31,312094686.0
country/ZWE,2016-03-31,92610558.0
Earth,2016-03-31,204090679885.0
country/AFG,1986-05-31,11892316.0
country/DZA,1986-05-31,133229914.0
country/ATG,1986-05-31,2416.0
country/ARG,1986-05-31,6247336.0
country/AUS,1986-05-31,276363625.0
country/AUT,1986-05-31,173293460.0
country/BHS,1986-05-31,187604.0
country/BHR,1986-05-31,13899558.0
country/BGD,1986-05-31,11542549.0
country/BRB,1986-05-31,128269.0
country/BEL,1986-05-31,301150703.0
country/BLZ,1986-05-31,59786.0
country/BEN,1986-05-31,17197.0
country/BTN,1986-05-31,97279.0
country/BOL,1986-05-31,166528.0
country/BWA,1986-05-31,10937379.0
country/BRA,1986-05-31,12973572.0
country/BFA,1986-05-31,5640533.0
country/BDI,1986-05-31,370112.0
country/CPV,1986-05-31,97024.0
country/KHM,1986-05-31,0.0
country/CMR,1986-05-31,3469197.0
country/CAN,1986-05-31,117773567.0
country/CAF,1986-05-31,0.0
country/TCD,1986-05-31,2139193.0
country/CHL,1986-05-31,2720804.0
country/CHN,1986-05-31,452368083.0
country/COL,1986-05-31,113819585.0
country/COM,1986-05-31,191876.0
country/COD,1986-05-31,11870250.0
country/COG,1986-05-31,1204908.0
country/CRI,1986-05-31,456413.0
country/CIV,1986-05-31,7973869.0
country/CYP,1986-05-31,16296.0
country/DNK,1986-05-31,189025482.0
country/DJI,1986-05-31,360124.0
country/DMA,1986-05-31,25303.0
country/DOM,1986-05-31,529981.0
country/ECU,1986-05-31,24735150.0
country/EGY,1986-05-31,271722.0
country/SLV,1986-05-31,390682.0
country/GNQ,1986-05-31,937179.0
country/SWZ,1986-05-31,381377.0
country/ETH,1986-05-31,995137.0
country/FJI,1986-05-31,3403498.0
country/FIN,1986-05-31,162907301.0
country/FRA,1986-05-31,830132418.0
country/GAB,1986-05-31,403480.0
country/GMB,1986-05-31,0.0
country/DEU,1986-05-31,1535365957.0
country/GHA,1986-05-31,1552770.0
country/GRC,1986-05-31,673831.0
country/GRD,1986-05-31,20511.0
country/GTM,1986-05-31,342999.0
country/GIN,1986-05-31,0.0
country/GNB,1986-05-31,0.0
country/GUY,1986-05-31,0.0
country/HTI,1986-05-31,0.0
country/HND,1986-05-31,347207.0
country/HUN,1986-05-31,2148767.0
country/ISL,1986-05-31,179618.0
country/IND,1986-05-31,145611780.0
country/IDN,1986-05-31,42726697.0
country/IRN,1986-05-31,332086140.0
country/IRQ,1986-05-31,30486.0
country/IRL,1986-05-31,106453654.0
country/ISR,1986-05-31,66960.0
country/ITA,1986-05-31,341686955.0
country/JAM,1986-05-31,0.0
country/JPN,1986-05-31,1896753320.0
country/JOR,1986-05-31,19903475.0
country/KEN,1986-05-31,17917888.0
country/KOR,1986-05-31,7999364.0
country/KWT,1986-05-31,117612834.0
country/LAO,1986-05-31,49114.0
country/LBN,1986-05-31,2217381.0
country/LSO,1986-05-31,889624.0
country/LBR,1986-05-31,0.0
country/LBY,1986-05-31,167667470.0
country/LUX,1986-05-31,17326715.0
country/MDG,1986-05-31,1665583.0
country/MWI,1986-05-31,274472.0
country/MYS,1986-05-31,108533136.0
country/MDV,1986-05-31,6013.0
country/MLI,1986-05-31,372796.0
country/MLT,1986-05-31,41465181.0
country/MRT,1986-05-31,3792118.0
country/MUS,1986-05-31,2744568.0
country/MEX,1986-05-31,6886044.0
country/MAR,1986-05-31,104426.0
country/MMR,1986-05-31,309370.0
country/NPL,1986-05-31,77861.0
country/NLD,1986-05-31,604330708.0
country/NZL,1986-05-31,1069654.0
country/NIC,1986-05-31,0.0
country/NER,1986-05-31,382324.0
country/NGA,1986-05-31,99024.0
country/NOR,1986-05-31,282070461.0
country/OMN,1986-05-31,7274359.0
country/PAK,1986-05-31,3185925.0
country/PAN,1986-05-31,418595.0
country/PNG,1986-05-31,951643.0
country/PRY,1986-05-31,40601074.0
country/PER,1986-05-31,0.0
country/PHL,1986-05-31,1848665.0
country/PRT,1986-05-31,2534031.0
country/QAT,1986-05-31,20095387.0
country/ROU,1986-05-31,192682.0
country/RWA,1986-05-31,8144094.0
country/WSM,1986-05-31,631000.0
country/STP,1986-05-31,14444.0
country/SAU,1986-05-31,537395843.0
country/SEN,1986-05-31,638413.0
country/SYC,1986-05-31,26845.0
country/SLE,1986-05-31,0.0
country/SGP,1986-05-31,70188389.0
country/SLB,1986-05-31,182785.0
country/SOM,1986-05-31,0.0
country/ZAF,1986-05-31,3506081.0
country/ESP,1986-05-31,298172868.0
country/LKA,1986-05-31,1271454.0
country/LCA,1986-05-31,0.0
country/VCT,1986-05-31,15767.0
country/SDN,1986-05-31,0.0
country/SUR,1986-05-31,501084.0
country/SWE,1986-05-31,236481593.0
country/SYR,1986-05-31,532452.0
country/TZA,1986-05-31,0.0
country/THA,1986-05-31,14074931.0
country/TGO,1986-05-31,217552.0
country/TON,1986-05-31,12075.0
country/TTO,1986-05-31,109997634.0
country/TUN,1986-05-31,7042.0
country/TUR,1986-05-31,1086216.0
country/UGA,1986-05-31,211023.0
country/ARE,1986-05-31,70924902.0
country/GBR,1986-05-31,1150205068.0
country/USA,1986-05-31,7055865042.0
country/URY,1986-05-31,13146313.0
country/VUT,1986-05-31,178378.0
country/VEN,1986-05-31,481879690.0
country/VNM,1986-05-31,0.0
country/YUG,1986-05-31,1200923.0
country/ZMB,1986-05-31,0.0
country/ZWE,1986-05-31,4158534.0
Earth,1986-05-31,21452093694.0
country/AFG,2011-07-31,128329330.0
country/ALB,2011-07-31,52343763.0
country/DZA,2011-07-31,1073617006.0
country/AGO,2011-07-31,261459557.0
country/ATG,2011-07-31,467277.0
country/ARG,2011-07-31,2052976674.0
country/ARM,2011-07-31,12193340.0
country/AUS,2011-07-31,3069787535.0
country/AUT,2011-07-31,1688175013.0
country/AZE,2011-07-31,154447334.0
country/BHS,2011-07-31,114141694.0
country/BHR,2011-07-31,127935678.0
country/BGD,2011-07-31,394849381.0
country/BRB,2011-07-31,56318061.0
country/BLR,2011-07-31,386993214.0
country/BEL,2011-07-31,4274678640.0
country/BLZ,2011-07-31,20101789.0
country/BEN,2011-07-31,49730500.0
country/BTN,2011-07-31,6424111.0
country/BOL,2011-07-31,164910268.0
country/BIH,2011-07-31,1730987.0
country/BWA,2011-07-31,86880503.0
country/BRA,2011-07-31,2588205604.0
country/BRN,2011-07-31,216415635.0
country/BGR,2011-07-31,610902630.0
country/BFA,2011-07-31,48159741.0
country/BDI,2011-07-31,85709904.0
country/CPV,2011-07-31,5741488.0
country/KHM,2011-07-31,68430251.0
country/CMR,2011-07-31,17074052.0
country/CAN,2011-07-31,5882439715.0
country/CAF,2011-07-31,2758817.0
country/TCD,2011-07-31,481069.0
country/CHL,2011-07-31,790228212.0
country/CHN,2011-07-31,7789228261.0
country/COL,2011-07-31,742431921.0
country/COM,2011-07-31,9783544.0
country/COD,2011-07-31,352870618.0
country/COG,2011-07-31,70056561.0
country/CRI,2011-07-31,132568301.0
country/CIV,2011-07-31,272961557.0
country/HRV,2011-07-31,303303401.0
country/CYP,2011-07-31,132720269.0
country/CZE,2011-07-31,749685145.0
country/DNK,2011-07-31,1460265242.0
country/DJI,2011-07-31,10040866.0
country/DMA,2011-07-31,5386075.0
country/DOM,2011-07-31,19733626.0
country/ECU,2011-07-31,15651252.0
country/EGY,2011-07-31,819374643.0
country/SLV,2011-07-31,163803188.0
country/GNQ,2011-07-31,21011709.0
country/ERI,2011-07-31,3601954.0
country/EST,2011-07-31,62026019.0
country/SWZ,2011-07-31,44409938.0
country/ETH,2011-07-31,97342745.0
country/FJI,2011-07-31,51097288.0
country/FIN,2011-07-31,1165026798.0
country/FRA,2011-07-31,9678521874.0
country/GAB,2011-07-31,132805262.0
country/GMB,2011-07-31,24585451.0
country/GEO,2011-07-31,148443869.0
country/DEU,2011-07-31,11931358578.0
country/GHA,2011-07-31,285904212.0
country/GRC,2011-07-31,623253625.0
country/GRD,2011-07-31,10643044.0
country/GTM,2011-07-31,173583390.0
country/GIN,2011-07-31,71515831.0
country/GNB,2011-07-31,12390118.0
country/GUY,2011-07-31,5399036.0
country/HTI,2011-07-31,68861069.0
country/HND,2011-07-31,101559656.0
country/HUN,2011-07-31,650985834.0
country/ISL,2011-07-31,200637664.0
country/IND,2011-07-31,2882682693.0
country/IDN,2011-07-31,1761887171.0
country/IRN,2011-07-31,1536016778.0
country/IRQ,2011-07-31,1143337167.0
country/IRL,2011-07-31,628175061.0
country/ISR,2011-07-31,826401688.0
country/ITA,2011-07-31,5922650180.0
country/JAM,2011-07-31,209831839.0
country/JPN,2011-07-31,12834669240.0
country/JOR,2011-07-31,146524214.0
country/KAZ,2011-07-31,344554100.0
country/KEN,2011-07-31,14062805.0
country/KIR,2011-07-31,5335268.0
country/KOR,2011-07-31,2243550773.0
country/XKX,2011-07-31,55018322.0
country/KWT,2011-07-31,1444233584.0
country/KGZ,2011-07-31,109430453.0
country/LAO,2011-07-31,51072851.0
country/LVA,2011-07-31,107815039.0
country/LBN,2011-07-31,192880219.0
country/LSO,2011-07-31,37050283.0
country/LBR,2011-07-31,141141472.0
country/LBY,2011-07-31,1607407378.0
country/LTU,2011-07-31,137308348.0
country/LUX,2011-07-31,243456906.0
country/MDG,2011-07-31,95320080.0
country/MWI,2011-07-31,919322.0
country/MYS,2011-07-31,1284458687.0
country/MDV,2011-07-31,7122444.0
country/MLI,2011-07-31,73416895.0
country/MLT,2011-07-31,90615360.0
country/MHL,2011-07-31,3327407.0
country/MRT,2011-07-31,1127892.0
country/MUS,2011-07-31,99853392.0
country/MEX,2011-07-31,2646983198.0
country/FSM,2011-07-31,6207223.0
country/MDA,2011-07-31,485306.0
country/MNG,2011-07-31,46369217.0
country/MNE,2011-07-31,26173644.0
country/MAR,2011-07-31,444765282.0
country/MOZ,2011-07-31,107831164.0
country/MMR,2011-07-31,1182010.0
country/NAM,2011-07-31,5404724.0
country/NPL,2011-07-31,59400799.0
country/NLD,2011-07-31,4802100511.0
country/NZL,2011-07-31,847777674.0
country/NIC,2011-07-31,108971369.0
country/NER,2011-07-31,54273646.0
country/NGA,2011-07-31,1675188149.0
country/MKD,2011-07-31,1085983.0
country/NOR,2011-07-31,1521777710.0
country/OMN,2011-07-31,174958593.0
country/PAK,2011-07-31,743745501.0
country/PLW,2011-07-31,2957602.0
country/PAN,2011-07-31,170952242.0
country/PNG,2011-07-31,9827898.0
country/PRY,2011-07-31,110502490.0
country/PER,2011-07-31,524227458.0
country/PHL,2011-07-31,727879314.0
country/POL,2011-07-31,1170141501.0
country/PRT,2011-07-31,791756171.0
country/QAT,2011-07-31,268485281.0
country/ROU,2011-07-31,538502357.0
country/RUS,2011-07-31,5679832094.0
country/RWA,2011-07-31,83369509.0
country/WSM,2011-07-31,12605018.0
country/SMR,2011-07-31,16708035.0
country/STP,2011-07-31,3772896.0
country/SAU,2011-07-31,6749494850.0
country/SEN,2011-07-31,130266691.0
country/SRB,2011-07-31,6434186.0
country/SYC,2011-07-31,6950191.0
country/SLE,2011-07-31,118230842.0
country/SGP,2011-07-31,856354204.0
country/SVK,2011-07-31,324500712.0
country/SVN,2011-07-31,208453191.0
country/SLB,2011-07-31,9258096.0
country/SOM,2011-07-31,18454604.0
country/ZAF,2011-07-31,1788134174.0
country/ESP,2011-07-31,2653040744.0
country/LKA,2011-07-31,5688764.0
country/KNA,2011-07-31,8305782.0
country/LCA,2011-07-31,15418014.0
country/VCT,2011-07-31,728969.0
country/SDN,2011-07-31,125513494.0
country/SUR,2011-07-31,80632327.0
country/SWE,2011-07-31,2233952517.0
country/CHE,2011-07-31,3223556758.0
country/SYR,2011-07-31,279180845.0
country/TJK,2011-07-31,69792591.0
country/TZA,2011-07-31,157700881.0
country/THA,2011-07-31,972501779.0
country/TLS,2011-07-31,7727741.0
country/TGO,2011-07-31,59323336.0
country/TON,2011-07-31,7080700.0
country/TTO,2011-07-31,275556923.0
country/TUN,2011-07-31,241812907.0
country/TKM,2011-07-31,69816568.0
country/TUV,2011-07-31,1256589.0
country/TUR,2011-07-31,982354617.0
country/UGA,2011-07-31,142710993.0
country/UKR,2011-07-31,69316506.0
country/ARE,2011-07-31,541470801.0
country/GBR,2011-07-31,9396665682.0
country/USA,2011-07-31,35761318189.0
country/URY,2011-07-31,245590068.0
country/UZB,2011-07-31,263248652.0
country/VUT,2011-07-31,1522589.0
country/VEN,2011-07-31,2239430251.0
country/VNM,2011-07-31,268064145.0
country/YEM,2011-07-31,172826535.0
country/ZMB,2011-07-31,403643817.0
country/ZWE,2011-07-31,164693657.0
Earth,2011-07-31,203985273773.0
country/AFG,2015-04-30,98112963.0
country/ALB,2015-04-30,118038346.0
country/DZA,2015-04-30,1074785990.0
country/AGO,2015-04-30,230660392.0
country/ATG,2015-04-30,271449.0
country/ARG,2015-04-30,2053071365.0
country/ARM,2015-04-30,475796.0
country/AUS,2015-04-30,2927186423.0
country/AUT,2015-04-30,1594147855.0
country/AZE,2015-04-30,153573562.0
country/BHS,2015-04-30,54148987.0
country/BHR,2015-04-30,129699883.0
country/BGD,2015-04-30,668583657.0
country/BRB,2015-04-30,56484466.0
country/BLR,2015-04-30,371891389.0
country/BEL,2015-04-30,4038850391.0
country/BLZ,2015-04-30,20021119.0
country/BEN,2015-04-30,49677797.0
country/BTN,2015-04-30,6430447.0
country/BOL,2015-04-30,166674561.0
country/BIH,2015-04-30,3780820.0
country/BWA,2015-04-30,85741390.0
country/BRA,2015-04-30,2596333527.0
country/BRN,2015-04-30,216504368.0
country/BGR,2015-04-30,611581433.0
country/BFA,2015-04-30,48079400.0
country/BDI,2015-04-30,80492498.0
country/CPV,2015-04-30,948255.0
country/KHM,2015-04-30,68343922.0
country/CMR,2015-04-30,15440697.0
country/CAN,2015-04-30,5618333578.0
country/CAF,2015-04-30,982447.0
country/TCD,2015-04-30,73144.0
country/CHL,2015-04-30,745028041.0
country/CHN,2015-04-30,7494361540.0
country/COL,2015-04-30,723550307.0
country/COM,2015-04-30,11469785.0
country/COD,2015-04-30,350440795.0
country/COG,2015-04-30,70348789.0
country/CRI,2015-04-30,132496553.0
country/CIV,2015-04-30,256808636.0
country/HRV,2015-04-30,304934642.0
country/CYP,2015-04-30,108718626.0
country/CZE,2015-04-30,751569570.0
country/DNK,2015-04-30,1423023612.0
country/DJI,2015-04-30,6977927.0
country/DMA,2015-04-30,776456.0
country/DOM,2015-04-30,5572929.0
country/ECU,2015-04-30,17845701.0
country/EGY,2015-04-30,828109337.0
country/SLV,2015-04-30,165561200.0
country/GNQ,2015-04-30,21153123.0
country/ERI,2015-04-30,3703318.0
country/EST,2015-04-30,62044704.0
country/SWZ,2015-04-30,48737616.0
country/ETH,2015-04-30,83138584.0
country/FJI,2015-04-30,51077904.0
country/FIN,2015-04-30,1123313785.0
country/FRA,2015-04-30,9328748876.0
country/GAB,2015-04-30,132799234.0
country/GMB,2015-04-30,19420893.0
country/GEO,2015-04-30,144243433.0
country/DEU,2015-04-30,11934361884.0
country/GHA,2015-04-30,204857451.0
country/GRC,2015-04-30,553980267.0
country/GRD,2015-04-30,7611991.0
country/GTM,2015-04-30,175594548.0
country/GIN,2015-04-30,205460789.0
country/GNB,2015-04-30,12383077.0
country/GUY,2015-04-30,1660924.0
country/HTI,2015-04-30,68806253.0
country/HND,2015-04-30,86063226.0
country/HUN,2015-04-30,12719450.0
country/ISL,2015-04-30,6839193.0
country/IND,2015-04-30,2888833320.0
country/IDN,2015-04-30,1761057920.0
country/IRN,2015-04-30,1551970961.0
country/IRQ,2015-04-30,307090083.0
country/IRL,2015-04-30,651345661.0
country/ISR,2015-04-30,782264827.0
country/ITA,2015-04-30,6096392182.0
country/JAM,2015-04-30,184516534.0
country/JPN,2015-04-30,13040174866.0
country/JOR,2015-04-30,118500555.0
country/KAZ,2015-04-30,348312392.0
country/KEN,2015-04-30,22650195.0
country/KIR,2015-04-30,5392797.0
country/KOR,2015-04-30,2263678132.0
country/XKX,2015-04-30,52115844.0
country/KWT,2015-04-30,1447036995.0
country/KGZ,2015-04-30,133132462.0
country/LAO,2015-04-30,51072641.0
country/LVA,2015-04-30,120820481.0
country/LBN,2015-04-30,192319328.0
country/LSO,2015-04-30,46484819.0
country/LBR,2015-04-30,178536101.0
country/LBY,2015-04-30,1623315551.0
country/LTU,2015-04-30,137303077.0
country/LUX,2015-04-30,244443447.0
country/MDG,2015-04-30,64369105.0
country/MWI,2015-04-30,11678627.0
country/MYS,2015-04-30,1286676064.0
country/MDV,2015-04-30,6764390.0
country/MLI,2015-04-30,73351538.0
country/MLT,2015-04-30,84506965.0
country/MHL,2015-04-30,3363313.0
country/MRT,2015-04-30,1380853.0
country/MUS,2015-04-30,100003598.0
country/MEX,2015-04-30,2556704275.0
country/FSM,2015-04-30,6229529.0
country/MDA,2015-04-30,1558228.0
country/MNG,2015-04-30,42919210.0
country/MNE,2015-04-30,26345290.0
country/MAR,2015-04-30,558402152.0
country/MOZ,2015-04-30,92803422.0
country/MMR,2015-04-30,1865506.0
country/NAM,2015-04-30,4883243.0
country/NPL,2015-04-30,32587100.0
country/NLD,2015-04-30,4566198794.0
country/NZL,2015-04-30,850171448.0
country/NIC,2015-04-30,113097358.0
country/NER,2015-04-30,54252741.0
country/NGA,2015-04-30,1675118261.0
country/MKD,2015-04-30,3891752.0
country/NOR,2015-04-30,1481206310.0
country/OMN,2015-04-30,175302146.0
country/PAK,2015-04-30,513157893.0
country/PLW,2015-04-30,2989437.0
country/PAN,2015-04-30,170819750.0
country/PNG,2015-04-30,9204156.0
country/PRY,2015-04-30,110667909.0
country/PER,2015-04-30,531224062.0
country/PHL,2015-04-30,846326615.0
country/POL,2015-04-30,946633167.0
country/PRT,2015-04-30,792932612.0
country/QAT,2015-04-30,271253490.0
country/ROU,2015-04-30,9607652.0
country/RUS,2015-04-30,5691449563.0
country/RWA,2015-04-30,78888653.0
country/WSM,2015-04-30,12647875.0
country/SMR,2015-04-30,15464578.0
country/STP,2015-04-30,214387.0
country/SAU,2015-04-30,6265335987.0
country/SEN,2015-04-30,130129112.0
country/SRB,2015-04-30,58983073.0
country/SYC,2015-04-30,5724976.0
country/SLE,2015-04-30,107521655.0
country/SGP,2015-04-30,874060069.0
country/SVK,2015-04-30,323063614.0
country/SVN,2015-04-30,177074581.0
country/SLB,2015-04-30,8657528.0
country/SOM,2015-04-30,18302910.0
country/ZAF,2015-04-30,1788174778.0
country/SSD,2015-04-30,77139237.0
country/ESP,2015-04-30,2716520682.0
country/LKA,2015-04-30,10503424.0
country/KNA,2015-04-30,5897369.0
country/LCA,2015-04-30,14715602.0
country/VCT,2015-04-30,782098.0
country/SDN,2015-04-30,125225530.0
country/SUR,2015-04-30,81268762.0
country/SWE,2015-04-30,2096592652.0
country/CHE,2015-04-30,3051332035.0
country/SYR,2015-04-30,282194142.0
country/TJK,2015-04-30,69723435.0
country/TZA,2015-04-30,133150383.0
country/THA,2015-04-30,974630661.0
country/TLS,2015-04-30,7101320.0
country/TGO,2015-04-30,56138079.0
country/TON,2015-04-30,7090639.0
country/TTO,2015-04-30,275767330.0
country/TUN,2015-04-30,167639244.0
country/TKM,2015-04-30,69813699.0
country/TUV,2015-04-30,1261430.0
country/TUR,2015-04-30,966130925.0
country/UGA,2015-04-30,47920277.0
country/UKR,2015-04-30,27032887.0
country/ARE,2015-04-30,542442246.0
country/GBR,2015-04-30,9604634562.0
country/USA,2015-04-30,35852244904.0
country/URY,2015-04-30,245731287.0
country/UZB,2015-04-30,266079621.0
country/VUT,2015-04-30,1501812.0
country/VEN,2015-04-30,1981972641.0
country/VNM,2015-04-30,267983040.0
country/YEM,2015-04-30,128919137.0
country/ZMB,2015-04-30,356885226.0
country/ZWE,2015-04-30,92700606.0
Earth,2015-04-30,204090679885.0
country/AFG,1982-06-30,15575663.0
country/DZA,1982-06-30,136011307.0
country/ARG,1982-06-30,365324006.0
country/AUS,1982-06-30,7757885.0
country/AUT,1982-06-30,173071647.0
country/BHS,1982-06-30,5746548.0
country/BHR,1982-06-30,6951917.0
country/BGD,1982-06-30,10549648.0
country/BRB,1982-06-30,24514.0
country/BEL,1982-06-30,674956992.0
country/BEN,1982-06-30,2030459.0
country/BTN,1982-06-30,2153.0
country/BOL,1982-06-30,39538.0
country/BWA,1982-06-30,6188727.0
country/BRA,1982-06-30,388721477.0
country/BFA,1982-06-30,7512678.0
country/BDI,1982-06-30,4471496.0
country/CPV,1982-06-30,148097.0
country/KHM,1982-06-30,3118729.0
country/CMR,1982-06-30,698361.0
country/CAN,1982-06-30,64206077.0
country/CAF,1982-06-30,148373.0
country/TCD,1982-06-30,250893.0
country/CHL,1982-06-30,33973205.0
country/CHN,1982-06-30,208855110.0
country/COL,1982-06-30,142391512.0
country/COM,1982-06-30,137.0
country/COD,1982-06-30,7835.0
country/COG,1982-06-30,956247.0
country/CRI,1982-06-30,1420.0
country/CIV,1982-06-30,6630670.0
country/CYP,1982-06-30,509059.0
country/DNK,1982-06-30,176354555.0
country/DJI,1982-06-30,464704.0
country/DMA,1982-06-30,276935.0
country/DOM,1982-06-30,1530012.0
country/ECU,1982-06-30,30098468.0
country/EGY,1982-06-30,667866.0
country/SLV,1982-06-30,288442.0
country/GNQ,1982-06-30,124608.0
country/SWZ,1982-06-30,5984201.0
country/ETH,1982-06-30,737020.0
country/FJI,1982-06-30,4171780.0
country/FIN,1982-06-30,99714938.0
country/FRA,1982-06-30,1005869877.0
country/GAB,1982-06-30,987892.0
country/GMB,1982-06-30,203492.0
country/DEU,1982-06-30,1557816003.0
country/GHA,1982-06-30,831473.0
country/GRC,1982-06-30,3072653.0
country/GRD,1982-06-30,107713.0
country/GTM,1982-06-30,979890.0
country/GIN,1982-06-30,19133.0
country/GNB,1982-06-30,61822.0
country/GUY,1982-06-30,93187.0
country/HTI,1982-06-30,258696.0
country/HND,1982-06-30,2015468.0
country/ISL,1982-06-30,870842.0
country/IND,1982-06-30,398601962.0
country/IDN,1982-06-30,263023100.0
country/IRN,1982-06-30,299783310.0
country/IRQ,1982-06-30,128928649.0
country/IRL,1982-06-30,96436646.0
country/ISR,1982-06-30,1588150.0
country/ITA,1982-06-30,711390959.0
country/JAM,1982-06-30,328010.0
country/JPN,1982-06-30,1837796354.0
country/JOR,1982-06-30,16479335.0
country/KEN,1982-06-30,9278920.0
country/KOR,1982-06-30,60345201.0
country/KWT,1982-06-30,42318345.0
country/LAO,1982-06-30,253300.0
country/LBN,1982-06-30,2040151.0
country/LSO,1982-06-30,1101763.0
country/LBR,1982-06-30,164346.0
country/LBY,1982-06-30,129359178.0
country/LUX,1982-06-30,15410049.0
country/MDG,1982-06-30,60008.0
country/MWI,1982-06-30,3066523.0
country/MYS,1982-06-30,125713282.0
country/MDV,1982-06-30,154461.0
country/MLI,1982-06-30,435320.0
country/MLT,1982-06-30,16978607.0
country/MRT,1982-06-30,295480.0
country/MUS,1982-06-30,476639.0
