dcid,year,principalRepaymentsPPGCurrentUSD
country/MUS,1999,93552127.7
country/MUS,2001,100974218.6
country/MUS,2003,129662894.1
country/MUS,2005,175713900.2
country/MUS,2006,203471291.2
country/MUS,2007,105355977.6
country/MUS,2010,69024744.0
country/MUS,2011,71770446.1
country/MUS,2012,59637799.3
country/MUS,2019,158933584.8
country/MUS,2021,165588561.7
country/MUS,2022,201379332.3
country/MUS,2023,178984063.2
country/MUS,1972,909428.6
country/MUS,1978,3532480.1
country/MUS,1982,29230208.4
country/MUS,1984,48214678.1
country/MUS,1989,47703880.6
country/MUS,1992,111635261.3
country/MUS,1993,68812405.5
country/MUS,1996,72884661.0
country/MUS,1997,111895236.2
country/MUS,2000,385371266.8
country/MUS,2002,163626505.7
country/MUS,2004,152556985.9
country/MUS,2008,110843240.1
country/MUS,2013,60259024.1
country/MUS,2018,149609144.5
country/MUS,2020,341294873.0
country/MUS,2026,190777822.3
country/MEX,1975,760802511.0
country/MEX,1978,4414718113.1
country/MEX,1984,3911925832.3
country/MEX,1991,3661471918.9
country/MEX,1993,5910342727.2
country/MEX,1994,6597981128.4
country/MEX,1996,20322018248.8
country/MEX,1997,22007140163.6
country/MEX,1999,9874606741.1
country/MEX,2002,12940350143.9
country/MEX,2004,18107928894.9
country/MEX,2006,31573627513.5
country/MEX,2007,13544101495.4
country/MEX,2012,8504117276.0
country/MEX,2018,15051086318.7
country/MEX,2025,16601781564.6
country/MEX,1972,599396684.7
country/MEX,1973,738726579.3
country/MEX,1974,625321732.8
country/MEX,1976,1153897133.6
country/MEX,1980,4021593421.3
country/MEX,1988,3296057230.3
country/MEX,1990,2641914032.2
country/MEX,1995,9155015507.5
country/MEX,2000,16825225145.7
country/MEX,2005,15685690521.6
country/MEX,2010,13941132058.4
country/MEX,2011,12383204452.0
country/MEX,2014,9000027738.4
country/MEX,2015,11709482042.4
country/MEX,2017,17635223546.6
country/MEX,2022,16441954526.8
country/MEX,2023,19731448263.9
country/MEX,2024,24347165358.1
country/MEX,2028,12611278562.9
country/MUS,1974,1389838.3
country/MUS,1979,6790657.0
country/MUS,1985,38741032.2
country/MUS,1994,75563312.6
country/MUS,2009,84565426.1
country/MUS,2014,108808881.5
country/MUS,2015,91888925.4
country/MUS,2016,111440110.0
country/MUS,2025,162295937.7
country/MUS,2027,180727846.2
country/MUS,2028,197121122.6
country/MUS,1980,14517392.9
country/MUS,1981,15860030.9
country/MUS,1986,35510833.3
country/MUS,1987,45918257.0
country/MUS,1988,100764838.8
country/MUS,1991,64462491.2
country/MUS,1995,93735378.1
country/MUS,1998,116305318.2
country/MUS,2017,243595648.2
country/MUS,2024,141563285.9
country/MEX,1977,2249406825.5
country/MEX,1979,7148508799.2
country/MEX,1982,3257632773.9
country/MEX,1983,4846061477.2
country/MEX,1987,2325615457.3
country/MEX,1989,2419391378.2
country/MEX,2008,14867276258.2
country/MEX,2013,12182594647.8
country/MEX,2019,25171932544.3
country/MEX,2021,35863375269.1
country/MEX,2027,23901963746.1
country/MEX,1970,483231831.8
country/MEX,1971,503688715.7
country/MEX,1981,3733680097.7
country/MEX,1985,3071326250.4
country/MEX,1986,2445798944.5
country/MEX,1992,10305008886.7
country/MEX,1998,11649248451.3
country/MEX,2001,16979255146.2
country/MEX,2003,15473552818.7
country/MEX,2009,11872505036.7
country/MEX,2016,28429768536.4
country/MEX,2020,25548216620.3
country/MEX,2026,22051823169.2
country/MDA,1992,5000000.0
country/MDA,2000,29936855.3
country/MDA,2009,55212381.4
country/MDA,2012,65204863.7
country/MDA,2013,83322717.1
country/MDA,2019,101466970.2
country/MDA,2021,140113724.8
country/MNG,1997,49599895.3
country/MNG,2002,32228115.9
country/MNG,2004,12946962.3
country/MNG,2007,30116584.5
country/MNG,2010,121336982.8
country/MNG,2011,53657346.1
country/MNG,2015,61384257.1
country/MNG,2016,83548062.3
country/MNG,2018,630126948.6
country/MNG,2023,892711517.2
country/MNG,2027,544322522.0
country/MNG,2028,550742013.8
country/MDA,1993,764000.0
country/MDA,1998,68050308.2
country/MDA,1999,53116337.7
country/MDA,2001,35487320.4
country/MDA,2002,84753121.6
country/MDA,2007,43109498.7
country/MDA,2011,71374126.0
country/MDA,2015,40903196.1
country/MDA,2016,36753364.9
country/MDA,2020,121876805.6
country/MDA,2022,233855644.7
country/MDA,2023,208757948.2
country/MDA,2028,174712648.6
country/MNE,2006,12401632.7
country/MNE,2009,23290849.9
country/MNE,2012,167402639.5
country/MNG,1992,56143472.2
country/MNG,1994,33723200.2
country/MNG,1996,34035699.3
country/MNG,2013,71832397.3
country/MNG,2019,171185697.9
country/MNG,2024,2986306147.4
country/MNG,2026,1127036374.5
country/MNE,2008,24888726.6
country/MNE,2016,375437878.7
country/MNE,2019,444101977.1
country/MNE,2020,516249712.3
country/MNE,2022,302868808.7
country/MNE,2026,304866452.5
country/MAR,1970,37559829.2
country/MAR,1971,62088849.6
country/MAR,1978,298013656.4
country/MAR,1988,503098198.0
country/MAR,1990,673530266.4
country/MAR,1995,2238970994.5
country/MAR,1996,1927783878.8
country/MAR,1997,1956650547.7
country/MAR,2001,1596831020.6
country/MAR,2003,2526928435.9
country/MAR,2007,1865191497.5
country/MAR,2010,1273724619.3
country/MAR,2012,1582770493.1
country/MAR,2017,2389108990.1
country/MAR,2019,2037029316.1
country/MAR,2025,3489161020.2
country/MAR,2028,1953719427.9
country/MOZ,1988,24222230.9
country/MOZ,1991,37900070.4
country/MOZ,1992,29616894.8
country/MOZ,1996,54604562.3
country/MOZ,1998,36294637.0
country/MOZ,1999,32483642.3
country/MOZ,2011,46444716.5
country/MOZ,2012,58287142.3
country/MOZ,2025,653920551.3
country/MOZ,2027,572936070.7
country/MAR,1979,417368228.7
country/MAR,1980,565597354.1
country/MAR,1982,808016219.2
country/MAR,1983,676434282.2
country/MAR,1989,589666183.2
country/MAR,1999,1940062869.7
country/MAR,2013,1817171275.6
country/MAR,2016,2100287224.7
country/MAR,2022,4174748769.2
country/MAR,2023,4128862547.2
country/MAR,2024,5030643464.5
country/MOZ,1986,57054821.2
country/MOZ,1987,20708097.0
country/MOZ,1989,24455361.9
country/MOZ,1994,53572368.5
country/MOZ,2000,33918198.6
country/MOZ,2001,39802581.7
country/MOZ,2002,20630690.3
country/MOZ,2009,16871424.3
country/MOZ,2010,43012545.9
country/MOZ,2021,489519065.0
country/MOZ,2022,732219168.4
country/MDA,1994,5000000.0
country/MDA,1995,39396645.0
country/MDA,1996,38068248.3
country/MDA,1997,48684868.6
country/MDA,2003,46692913.7
country/MDA,2005,42448616.1
country/MDA,2006,53175648.0
country/MDA,2017,49535040.4
country/MDA,2018,88977398.8
country/MDA,2025,189039666.0
country/MNG,1993,14886628.7
country/MNG,2000,21821322.0
country/MNG,2005,16717951.2
country/MNG,2008,39980816.6
country/MNG,2014,62800660.5
country/MNG,2017,67855538.3
country/MNG,2021,964348187.1
country/MNG,2025,508541283.6
country/MNE,2014,175803267.6
country/MNE,2015,387860063.2
country/MNE,2017,197367858.7
country/MNE,2018,591469949.3
country/MNE,2021,455999255.4
country/MNE,2023,236499116.0
country/MNE,2024,229422354.3
country/MNE,2027,1055786570.3
country/MNE,2028,199600901.1
country/MAR,1972,72893823.9
country/MAR,1974,99318146.2
country/MAR,1975,99996605.2
country/MAR,1981,609187669.8
country/MAR,1986,605503904.9
country/MAR,1992,1386287901.1
country/MAR,1993,1808489920.6
country/MAR,1994,2092149807.0
country/MAR,1998,1725615360.6
country/MAR,2002,1965082216.0
country/MAR,2004,2100336963.0
country/MAR,2011,1474049174.0
country/MAR,2015,1670138438.0
country/MAR,2018,2060046328.9
country/MAR,2020,3266310705.2
country/MAR,2026,2815926491.9
country/MAR,2027,2776541961.9
country/MOZ,1984,11830608.0
country/MOZ,1985,30267301.8
country/MOZ,1990,29106003.3
country/MOZ,1995,67263062.7
country/MOZ,1997,45164130.9
country/MOZ,2004,14795741.0
country/MOZ,2005,18337275.7
country/MOZ,2006,16055747.3
country/MOZ,2007,9518481.1
country/MOZ,2014,138722930.6
country/MOZ,2020,489900239.3
country/MOZ,2023,1537255517.1
country/MOZ,2024,697347456.1
country/MOZ,2028,499957946.4
country/MDA,2004,79403646.3
country/MDA,2008,43518437.1
country/MDA,2010,55079998.8
country/MDA,2014,61429902.7
country/MDA,2024,190795874.3
country/MDA,2026,195574719.6
country/MDA,2027,177769978.4
country/MNG,1995,32432767.7
country/MNG,1998,21169259.1
country/MNG,1999,6726577.8
country/MNG,2001,28055513.1
country/MNG,2003,265383605.4
country/MNG,2006,25160048.4
country/MNG,2009,61580562.7
country/MNG,2012,67872005.8
country/MNG,2020,816834953.7
country/MNG,2022,1226026132.4
country/MNE,2007,105433930.7
country/MNE,2010,59480602.3
country/MNE,2011,123538602.4
country/MNE,2013,251811726.7
country/MNE,2025,786370684.9
country/MAR,1973,91416148.3
country/MAR,1976,105107339.7
country/MAR,1977,130556733.8
country/MAR,1984,203560884.7
country/MAR,1985,510953556.8
country/MAR,1987,570956252.0
country/MAR,1991,1048460760.3
country/MAR,2000,1593028889.5
country/MAR,2005,1886491597.8
country/MAR,2006,1562821789.5
country/MAR,2008,1799517910.9
country/MAR,2009,1137130501.9
country/MAR,2014,1873973757.3
country/MAR,2021,3421356306.3
country/MOZ,1993,34510382.0
country/MOZ,2003,26727884.6
country/MOZ,2008,14046531.1
country/MOZ,2013,107191128.1
country/MOZ,2015,224105959.5
country/MOZ,2016,243221365.8
country/MOZ,2017,239794242.8
country/MOZ,2018,280829652.3
country/MOZ,2019,551930908.5
country/MOZ,2026,589759960.8
country/MMR,1970,13718590.4
country/MMR,1971,16837910.8
country/MMR,1974,22298044.6
country/MMR,1975,24938685.0
country/MMR,1976,26916554.8
country/MMR,1983,87440232.8
country/MMR,1985,109961723.2
country/MMR,1987,97080634.7
country/MMR,1988,67240049.3
country/MMR,1992,29616904.0
country/MMR,1993,30384629.8
country/MMR,1994,50491328.8
country/MMR,2006,37664643.3
country/MMR,2021,627777122.6
country/MMR,2025,868812944.4
country/MMR,2026,904347783.3
country/MMR,2028,745457653.0
country/MMR,1978,27849964.9
country/MMR,1979,61258411.7
country/MMR,1981,86356479.8
country/MMR,1990,45972080.1
country/MMR,1991,35427897.9
country/MMR,1996,154173543.5
country/MMR,1999,74829593.7
country/MMR,2004,19081680.8
country/MMR,2008,62990789.5
country/MMR,2012,885474955.2
country/MMR,2015,241324769.0
country/MMR,2016,462777808.9
country/MMR,2017,423863527.4
country/MMR,2023,964320766.9
country/MMR,2024,903980378.6
country/NPL,1973,412725.9
country/NPL,1980,2097567.7
country/NPL,1981,2239966.6
country/NPL,1984,4127911.1
country/NPL,1986,11977842.6
country/NPL,1987,14928583.6
country/NPL,1989,24640896.0
country/NPL,1996,39282218.8
country/NPL,1997,57097124.6
country/NPL,2005,85990199.2
country/NPL,2011,153885849.5
country/NPL,2015,165026007.3
country/NPL,2018,173600454.0
country/NPL,2026,529614148.7
country/NPL,1970,2513188.5
country/NPL,1972,308197.4
country/NPL,1976,1242943.5
country/NPL,1978,1639102.6
country/NPL,1983,3518887.1
country/NPL,1988,21922363.4
country/NPL,1990,27642535.1
country/NPL,1991,28823904.2
country/NPL,1993,36347018.8
country/NPL,1994,41999748.5
country/NPL,1999,69369902.3
country/NPL,2001,62317188.0
country/NPL,2002,69950146.1
country/NPL,2003,79334034.1
country/NPL,2008,125956701.0
country/NPL,2010,148365099.4
country/NPL,2012,175081033.7
country/NPL,2022,297521673.0
country/NPL,2025,494272074.4
country/NIC,1970,18261000.0
country/NIC,1974,22765515.6
country/NIC,1976,37737009.8
country/NIC,1980,49360659.3
country/NIC,1981,74550994.2
country/NIC,1990,6899000.0
country/NIC,1993,66306511.7
country/NIC,1997,183520294.2
country/NIC,1998,86494530.9
country/NIC,2008,52337084.1
country/NIC,2020,229721275.9
country/NIC,2021,256918638.1
country/NIC,2028,506200809.3
country/NIC,1972,23237435.5
country/NIC,1986,19502389.1
country/NIC,1987,47497309.7
country/NIC,1988,18681000.0
country/NIC,1989,12691000.0
country/NIC,1995,191225378.0
country/NIC,2004,32415060.5
country/NIC,2012,52714116.7
country/NIC,2016,88990997.7
country/NIC,2017,122172837.7
country/NIC,2019,176489814.0
country/NIC,2024,396274963.3
country/NIC,2026,473987829.7
country/NIC,2027,487937360.5
country/NER,1973,1949461.1
country/NER,1980,22851066.9
country/NER,1985,22555746.3
country/NER,1994,14608499.9
country/NER,1996,8960284.6
country/NER,1998,12510836.1
country/NER,2012,21235582.6
country/NER,2014,74126631.4
country/NER,2018,71787449.4
country/NER,2020,122325922.5
country/NER,2024,273821779.8
country/NER,2028,348614321.2
country/NER,1971,1625822.0
country/NER,1977,6078139.5
country/NER,1987,26922637.4
country/NER,1992,6790203.9
country/NER,1997,20024284.1
country/NER,2001,13958817.9
country/NER,2008,11017564.4
country/NER,2015,53408000.2
country/NER,2027,350427507.9
country/NGA,1980,64822004.7
country/NGA,1981,361242517.1
country/NGA,1986,1193643869.1
country/NGA,1991,814960684.2
country/NGA,1999,569947046.4
country/NGA,2000,1056542917.0
country/NGA,2002,1117142369.5
country/NGA,2008,340133457.0
country/NGA,2009,341632522.7
country/NGA,2013,225332305.6
country/NGA,2018,735163614.5
country/NGA,2025,2526255893.6
country/NGA,1970,37790530.4
country/NGA,1971,35579266.8
country/NGA,1985,2582014261.0
country/NGA,1988,602284997.8
country/NGA,1994,736444826.0
country/NGA,1995,908094002.3
country/NGA,1998,763317583.5
country/NGA,2005,3863413789.6
country/NGA,2010,247578829.4
country/NGA,2012,158047526.9
country/NGA,2015,114785806.9
country/NGA,2026,1614808512.6
country/NGA,2028,2934411518.4
country/MMR,1972,18212978.6
country/MMR,1973,34079262.1
country/MMR,1977,22945551.2
country/MMR,1980,66501839.7
country/MMR,1989,116324888.2
country/MMR,1997,112388660.2
country/MMR,1998,88357305.8
country/MMR,2000,16296854.9
country/MMR,2002,15619050.6
country/MMR,2005,21875452.8
country/MMR,2007,53910672.7
country/MMR,2011,148192431.1
country/MMR,2013,1721545345.1
country/MMR,2014,327420622.0
country/MMR,2018,531861378.2
country/MMR,2022,938977636.8
country/MMR,1982,69430858.7
country/MMR,1984,96009527.6
country/MMR,1986,136407548.6
country/MMR,1995,193678143.3
country/MMR,2001,13367472.0
country/MMR,2003,17201823.2
country/MMR,2009,81814805.7
country/MMR,2010,201029414.1
country/MMR,2019,454381028.7
country/MMR,2020,411050924.5
country/MMR,2027,748350312.7
country/NPL,1971,258688.5
country/NPL,1975,1366764.6
country/NPL,1979,1793000.4
country/NPL,1982,2578436.5
country/NPL,1995,44861075.4
country/NPL,1998,54383134.2
country/NPL,2000,67226793.1
country/NPL,2009,139597285.9
country/NPL,2013,165128875.8
country/NPL,2016,169675886.1
country/NPL,2019,193898330.1
country/NPL,2020,201565661.9
country/NPL,2021,201433878.1
country/NPL,2024,427359353.4
country/NPL,2027,560074420.8
country/NPL,1974,631548.6
country/NPL,1977,2107588.7
country/NPL,1985,5855207.4
country/NPL,1992,34660104.6
country/NPL,2004,84573424.2
country/NPL,2006,104421191.8
country/NPL,2007,112087901.6
country/NPL,2014,170867865.3
country/NPL,2017,172265920.6
country/NPL,2023,341276748.0
country/NPL,2028,588397133.2
country/NIC,1975,22538695.1
country/NIC,1978,50315945.2
country/NIC,1992,46936000.0
country/NIC,2002,64327503.5
country/NIC,2003,80556643.1
country/NIC,2005,63653417.2
country/NIC,2006,49191617.1
country/NIC,2007,197968643.0
country/NIC,2010,55843823.6
country/NIC,2011,63778970.9
country/NIC,2015,71846783.2
country/NIC,2023,352474556.5
country/NIC,1971,25312000.0
country/NIC,1973,53031117.7
country/NIC,1977,50852472.7
country/NIC,1979,22249837.0
country/NIC,1982,59418454.3
country/NIC,1983,49845339.8
country/NIC,1984,33095369.6
country/NIC,1985,26478711.0
country/NIC,1991,340867155.8
country/NIC,1994,101846356.2
country/NIC,1996,125489939.6
country/NIC,1999,59977542.6
country/NIC,2000,70815545.9
country/NIC,2001,69562735.0
country/NIC,2009,62202402.9
country/NIC,2013,53123312.3
country/NIC,2014,63101483.7
country/NIC,2018,135191147.5
country/NIC,2022,472201279.4
country/NIC,2025,445029059.5
country/NER,1974,2522663.5
country/NER,1975,5781528.5
country/NER,1981,29295972.1
country/NER,1983,30447274.6
country/NER,1988,30337279.4
country/NER,1989,18711109.7
country/NER,1991,26626517.8
country/NER,1993,32009148.5
country/NER,1995,7115663.8
country/NER,1999,12031775.9
country/NER,2003,13264195.1
country/NER,2006,38167577.2
country/NER,2009,21116863.5
country/NER,2010,9418834.6
country/NER,2011,15874805.8
country/NER,2013,43157567.2
country/NER,2021,128315182.2
country/NER,2026,330752445.5
country/NER,1970,1551555.3
country/NER,1972,1685472.8
country/NER,1976,6736258.8
country/NER,1978,5513375.7
country/NER,1979,6364278.0
country/NER,1982,66545676.6
country/NER,1984,17474127.5
country/NER,1986,35489097.4
country/NER,1990,10200707.4
country/NER,2000,12041965.7
country/NER,2002,7243981.1
country/NER,2004,13150810.2
country/NER,2005,14877018.7
country/NER,2007,8803777.4
country/NER,2016,72118016.0
country/NER,2017,87674196.2
country/NER,2019,94069324.4
country/NER,2022,223361959.0
country/NER,2023,254746874.3
country/NER,2025,306091603.4
country/NGA,1973,169167358.2
country/NGA,1975,203618749.7
country/NGA,1976,333185574.1
country/NGA,1983,943008811.8
country/NGA,1989,593538202.4
country/NGA,1992,531771510.7
country/NGA,1996,1127660315.9
country/NGA,2004,1164294475.4
country/NGA,2011,274143209.6
country/NGA,2014,137876440.8
country/NGA,2017,137296704.7
country/NGA,2021,1011404487.4
country/NGA,1972,36796053.7
country/NGA,1974,128316433.7
country/NGA,1977,60263968.9
country/NGA,1978,50165847.2
country/NGA,1979,50644591.9
country/NGA,1982,641503978.1
country/NGA,1984,1929292130.7
country/NGA,1987,335700656.6
country/NGA,1990,1164852074.6
country/NGA,1993,568999612.9
country/NGA,1997,829661454.4
country/NGA,2001,1680988833.6
country/NGA,2003,1218602479.8
country/NGA,2006,6441818322.9
country/NGA,2007,915519409.3
country/NGA,2016,179806867.0
country/NGA,2019,295220838.3
country/NGA,2020,440671809.1
country/NGA,2022,1186070927.9
country/NGA,2023,1484872342.0
country/NGA,2024,1104571231.4
country/NGA,2027,3124858097.4
country/MKD,1993,5169000.0
country/MKD,1996,25907153.8
country/MKD,1997,33108723.2
country/MKD,2006,306950042.3
country/MKD,2007,294049132.3
country/MKD,2009,87587042.1
country/MKD,2013,457597015.3
country/MKD,2015,326616043.5
country/MKD,2021,830168946.9
country/MKD,2026,492487734.8
country/MKD,1994,104262768.6
country/MKD,1995,19030813.5
country/MKD,1999,42627692.6
country/MKD,2002,106595070.7
country/MKD,2003,88987388.7
country/MKD,2010,98465328.3
country/MKD,2014,187058705.9
country/MKD,2018,406184535.8
country/MKD,2020,625265335.4
country/MKD,2027,335802451.5
country/MKD,2000,24946009.3
country/MKD,2001,91956544.6
country/MKD,2012,169407764.8
country/MKD,2017,262260587.7
country/MKD,2019,219474518.9
country/MKD,2024,502466402.6
country/MKD,2025,1089135384.9
country/MKD,2028,1118732309.7
country/MKD,1998,50129460.1
country/MKD,2004,82343735.0
country/MKD,2005,81490070.5
country/MKD,2008,78041839.1
country/MKD,2011,125770182.9
country/MKD,2016,308825021.6
country/MKD,2022,469076090.1
country/MKD,2023,976797063.1
country/PAK,1973,106360147.8
country/PAK,1978,204742039.3
country/PAK,1984,608646049.6
country/PAK,1990,859471734.7
country/PAK,1995,1493246961.9
country/PAK,2007,1106936173.3
country/PAK,2009,1641234359.2
country/PAK,2011,1389000850.6
country/PAK,2013,1846971883.4
country/PAK,2014,1782032658.5
country/PAK,2015,2206265742.6
country/PAK,2016,2611634205.8
country/PAK,2020,5452181346.9
country/PAK,2023,10048579068.5
country/PAK,2024,7450253434.4
country/PAK,2025,8213820151.1
country/PAK,2026,6319262512.0
country/PAK,2028,4660448651.6
country/PAK,1971,111530555.5
country/PAK,1972,107066693.5
country/PAK,1975,154173500.4
country/PAK,1981,361710688.2
country/PAK,1987,738429357.2
country/PAK,1988,830520875.2
country/PAK,1993,1222061430.6
country/PAK,1997,2214422575.1
country/PAK,1999,1027032964.6
country/PAK,2000,1143332566.3
country/PAK,2005,1140076754.8
country/PAK,2012,1404741457.4
country/PAK,2022,14606004830.3
country/PAK,1970,146258029.4
country/PAK,1976,154810742.5
country/PAK,1977,188432481.9
country/PAK,1986,674497844.4
country/PAK,1992,1135407980.9
country/PAK,1994,2114162426.2
country/PAK,1998,987185241.1
country/PAK,2001,1451382191.9
country/PAK,2004,2495001959.4
country/PAK,2006,1090730577.2
country/PAK,2010,2138996402.4
country/PAK,2018,2874629566.0
country/PAK,2027,6431844582.1
country/PAK,1974,117315200.1
country/PAK,1979,300399084.7
country/PAK,1980,345586606.6
country/PAK,1982,332604839.6
country/PAK,1983,785827517.4
country/PAK,1985,714330428.5
country/PAK,1989,832544202.4
country/PAK,1991,927540161.1
country/PAK,1996,1480809771.0
country/PAK,2002,1482242493.8
country/PAK,2003,1255950898.4
country/PAK,2008,1316400659.0
country/PAK,2017,4599724034.0
country/PAK,2019,6874551217.8
country/PAK,2021,7756223031.9
country/PNG,1972,111285.5
country/PNG,1976,7547416.9
country/PNG,1979,22325534.6
country/PNG,1982,33887847.4
country/PNG,1984,44021363.0
country/PNG,1987,92418807.7
country/PNG,2006,120316608.8
country/PNG,2007,171637479.2
country/PNG,2012,78125055.9
country/PNG,2014,74097296.4
country/PNG,2017,83761137.2
country/PNG,2019,281307155.8
country/PNG,2023,277362416.6
country/PNG,1973,163389.2
country/PNG,1978,8076172.3
country/PNG,1990,184115487.8
country/PNG,1996,174022883.6
country/PNG,2002,93513305.9
country/PNG,2005,113623182.4
country/PNG,2009,62045241.6
country/PNG,2015,66584994.0
country/PNG,2016,72850025.3
country/PNG,2020,845254477.8
country/PNG,2025,399575221.8
country/PNG,2028,931342996.2
country/PNG,1971,47652.6
country/PNG,1974,5378271.6
country/PNG,1975,4338587.2
country/PNG,1981,24418997.3
country/PNG,1985,59224188.5
country/PNG,1988,225858302.2
country/PNG,1995,204214674.8
country/PNG,1997,207919664.3
country/PNG,1999,108781162.2
country/PNG,2008,163032244.2
country/PNG,2011,79002281.0
country/PNG,2021,537840850.2
country/PNG,2022,227504707.8
country/PNG,2026,435962608.8
country/PNG,2027,439687161.4
country/PNG,1970,15680.0
country/PNG,1977,8220751.6
country/PNG,1980,31577639.6
country/PNG,1983,39004016.2
country/PNG,1986,53648237.5
country/PNG,1989,159709805.8
country/PNG,1991,155860605.5
country/PNG,1992,120548715.0
country/PNG,1993,171816618.9
country/PNG,1994,250969672.6
country/PNG,1998,116189996.6
country/PNG,2000,115293982.6
country/PNG,2001,97692373.5
country/PNG,2003,125822228.7
country/PNG,2004,134088296.0
country/PNG,2010,67447069.2
country/PNG,2013,75479492.9
country/PNG,2018,92781742.4
country/PNG,2024,347922970.2
country/PRY,1973,12400025.0
country/PRY,1977,19386137.1
country/PRY,1979,37354271.6
country/PRY,1980,49437871.3
country/PRY,1984,62130026.3
country/PRY,1993,196018606.2
country/PRY,1996,131935351.1
country/PRY,2000,113707740.3
country/PRY,2007,206269104.0
country/PRY,2011,245132829.1
country/PRY,2017,209078006.7
country/PRY,2018,207966640.7
country/PRY,2019,206978738.8
country/PRY,2020,217810154.2
country/PRY,2028,546097590.7
country/PRY,1985,77635266.1
country/PRY,1986,119963673.1
country/PRY,1990,121037808.5
country/PRY,1992,381581116.9
country/PRY,1994,157138396.9
country/PRY,1997,122298321.7
country/PRY,1998,109845218.8
country/PRY,2006,227773216.7
country/PRY,2008,238107068.9
country/PRY,2012,242516329.6
country/PRY,2013,210754665.6
country/PRY,2021,552372541.4
country/PRY,1971,9845348.3
country/PRY,1972,11616185.9
country/PRY,1975,17035587.4
country/PRY,1981,43455714.9
country/PRY,1991,151235391.5
country/PRY,2002,123790380.2
country/PRY,2005,222055880.0
country/PRY,2009,263539563.1
country/PRY,2014,196344758.9
country/PRY,2026,1119310136.3
country/PRY,2027,1034986267.8
country/PRY,1970,8525741.8
country/PRY,1974,13342400.5
country/PRY,1976,14661438.8
country/PRY,1978,26108877.5
country/PRY,1982,45659696.1
country/PRY,1983,45337361.0
country/PRY,1987,132248768.4
country/PRY,1988,189511009.0
country/PRY,1989,80851614.2
country/PRY,1995,162540426.2
country/PRY,1999,127208503.1
country/PRY,2001,125390970.0
country/PRY,2003,136913442.5
country/PRY,2004,226354819.8
country/PRY,2010,239738502.1
country/PRY,2015,183339299.3
country/PRY,2016,232719575.4
country/PRY,2022,379553924.6
country/PRY,2023,856915213.8
country/PRY,2024,446731160.1
country/PRY,2025,492765877.1
country/PER,1973,314438365.4
country/PER,1977,406311194.2
country/PER,1979,501176067.6
country/PER,1983,369433447.7
country/PER,1992,445659271.1
country/PER,2003,1031152895.1
country/PER,2006,1149008109.5
country/PER,2008,2617941296.4
country/PER,2009,1832636123.4
country/PER,2013,2848494723.6
country/PER,2015,906802925.6
country/PER,2018,1262856237.2
country/PER,2020,290072362.1
country/PER,2022,698207093.6
country/PER,2024,661462950.4
country/PER,2027,2173642296.0
country/PER,1971,124426749.6
country/PER,1976,264199171.5
country/PER,1981,1377638305.1
country/PER,1982,982130785.1
country/PER,1984,326786296.6
country/PER,1985,394745553.7
country/PER,1987,201508315.3
country/PER,1995,489303764.6
country/PER,2002,1984808378.7
country/PER,2010,3489626422.0
country/PER,2011,892178219.7
country/PER,2012,1348102261.1
country/PER,2019,1355518627.7
country/PER,1970,103875147.7
country/PER,1972,137515863.3
country/PER,1974,330757397.3
country/PER,1975,264684265.5
country/PER,1978,445971368.3
country/PER,1986,293143439.3
country/PER,1988,134119018.2
country/PER,1989,143944180.0
country/PER,1990,111957567.1
country/PER,1993,943258023.4
country/PER,1994,570398407.7
country/PER,1999,918152115.7
country/PER,2004,1205557818.0
country/PER,2007,5866428973.3
country/PER,2014,1021436071.4
country/PER,2016,979740112.5
country/PER,2017,3745532839.3
country/PER,2028,1217813041.6
country/PER,1980,969510669.2
country/PER,1991,545222514.1
country/PER,1996,1177243997.3
country/PER,1997,1905137203.0
country/PER,1998,626759814.0
country/PER,2000,985838579.4
country/PER,2001,676437055.0
country/PER,2005,3036576033.0
country/PER,2021,396229123.8
country/PER,2023,827084761.1
country/PER,2025,2463470955.5
country/PER,2026,3026865852.7
country/PHL,1981,337757257.6
country/PHL,1982,495928423.8
country/PHL,1984,353348237.9
country/PHL,1989,680693776.3
country/PHL,1991,1366833693.1
country/PHL,1996,2596369583.1
country/PHL,1997,1883537290.4
country/PHL,2005,3353139842.0
country/PHL,2009,3841372588.1
country/PHL,2013,2786752303.1
country/PHL,2015,3152338680.6
country/PHL,2024,4521151925.8
country/PHL,2027,3161746307.1
country/PHL,1973,200124151.7
country/PHL,1985,436837093.1
country/PHL,1994,2103949533.9
country/PHL,2002,3487722014.8
country/PHL,2004,4600138212.2
country/PHL,2007,2549314184.8
country/PHL,2008,3592417075.9
country/PHL,2014,2600910338.1
country/PHL,2016,4079754740.1
country/PHL,2020,3435740421.3
country/PHL,2021,5512111000.6
country/PHL,2026,3251427207.7
country/PHL,2028,4195193839.9
country/PHL,1974,151015565.1
country/PHL,1976,153556203.8
country/PHL,1978,448460379.2
country/PHL,1979,475404969.1
country/PHL,1983,539326724.9
country/PHL,1993,2580533646.6
country/PHL,1998,2125495442.1
country/PHL,1999,2625094978.3
country/PHL,2001,3512279474.4
country/PHL,2003,3771937226.6
country/PHL,2010,6813300984.4
country/PHL,2011,4887222376.9
country/PHL,2012,2633119750.5
country/PHL,2018,2382194836.4
country/PHL,2023,2803752387.0
country/PHL,2025,3692136522.9
country/PHL,1970,75307504.3
country/PHL,1971,58848825.4
country/PHL,1972,101177845.5
