dcid,year,interestPaymentsCurrentUSD
country/EGY,2021,3615738961.8
country/EGY,2024,6053735479.0
country/EGY,2026,4360098641.9
country/SLV,1980,37540699.9
country/SLV,1981,41014082.0
country/SLV,1985,84598336.4
country/SLV,1994,90073188.8
country/SLV,1996,103847620.4
country/SLV,1998,108932835.8
country/SLV,2003,294480844.0
country/SLV,2007,491529450.3
country/SLV,2011,546281715.5
country/SLV,2020,926875637.9
country/SLV,2027,823577326.3
country/SLV,1977,33482528.5
country/SLV,1984,81747397.5
country/SLV,1989,62025600.9
country/SLV,1991,74835051.0
country/SLV,1995,101118958.8
country/SLV,1997,108568784.9
country/SLV,2001,150948913.4
country/SLV,2004,379413174.5
country/SLV,2005,369448148.6
country/SLV,2010,494716328.5
country/SLV,2016,659814752.3
country/SLV,2022,1164349160.7
country/SLV,2024,1017498280.6
country/SLV,2025,885962102.2
country/SLV,2026,852096919.4
country/SLV,1973,15636990.3
country/SLV,1974,18314039.3
country/SLV,1975,20440263.9
country/SLV,1979,43196879.0
country/SLV,1982,45937229.8
country/SLV,1983,71965744.9
country/SLV,1992,84045663.9
country/SLV,2006,492731402.6
country/SLV,2008,484518009.6
country/SLV,2009,475865328.2
country/SLV,2012,538181854.6
country/SLV,2013,571493665.6
country/SLV,2018,588796669.2
country/SLV,2019,683775236.1
country/SLV,2023,1119131348.3
country/SLV,1970,9836035.3
country/SLV,1971,10305515.0
country/SLV,1972,11632461.5
country/SLV,1976,28300155.0
country/SLV,1978,39218541.7
country/SLV,1986,82773358.0
country/SLV,1987,85050273.3
country/SLV,1988,73952899.2
country/SLV,1990,77762491.9
country/SLV,1993,120316400.1
country/SLV,1999,119004818.1
country/SLV,2000,139970884.7
country/SLV,2002,213947257.9
country/SLV,2014,584291278.1
country/SLV,2015,642622763.7
country/SLV,2017,768121311.6
country/SLV,2021,1241449913.0
country/SLV,2028,797738157.0
country/ERI,1999,3264445.7
country/ERI,2005,8439864.6
country/ERI,2008,9052022.2
country/ERI,2011,7948918.1
country/ERI,2012,8123227.6
country/ERI,2014,4543418.8
country/ERI,2015,3795541.1
country/ERI,2016,3517531.2
country/ERI,2018,3141946.6
country/ERI,2023,4525834.9
country/ERI,1995,150000.0
country/ERI,2007,4057058.6
country/ERI,2010,9982153.7
country/ERI,2017,3202331.0
country/ERI,2028,3272176.1
country/ERI,1998,3551219.6
country/ERI,2001,5380459.2
country/ERI,2006,6105321.3
country/ERI,2013,6033089.9
country/ERI,2024,4202482.1
country/ERI,2026,3670937.9
country/ERI,2027,3466058.1
country/ERI,1997,504638.3
country/ERI,2000,2480237.7
country/ERI,2002,6316216.3
country/ERI,2003,5049234.3
country/ERI,2004,8562289.5
country/ERI,2009,10282096.8
country/ERI,2019,2605359.7
country/ERI,2020,2592998.0
country/ERI,2021,2364563.7
country/ERI,2022,4743649.1
country/ERI,2025,3906662.9
country/SWZ,1983,7511254.6
country/SWZ,1988,12368206.4
country/SWZ,1990,9209065.0
country/SWZ,1992,6853594.5
country/SWZ,2001,11980050.5
country/SWZ,2005,15797920.3
country/SWZ,2009,19743765.8
country/SWZ,2010,17290893.0
country/SWZ,2012,15989098.3
country/SWZ,2018,14861894.8
country/SWZ,2019,22380570.7
country/SWZ,2020,20457535.5
country/SWZ,1972,1381280.2
country/SWZ,1977,1261769.7
country/SWZ,1980,8485091.0
country/SWZ,1984,8636372.1
country/SWZ,1989,10490958.9
country/SWZ,1991,7390230.3
country/SWZ,1994,5154578.6
country/SWZ,1995,4172614.0
country/SWZ,1998,13753749.2
country/SWZ,1999,18014033.0
country/SWZ,2002,9834410.8
country/SWZ,1973,1636049.7
country/SWZ,1978,2151869.9
country/SWZ,1979,3517016.2
country/SWZ,1981,8847765.3
country/SWZ,1982,8671207.2
country/SWZ,1986,10442507.9
country/SWZ,1996,10764023.3
country/SWZ,1997,6192324.2
country/SWZ,2000,17099574.0
country/SWZ,2003,16490530.1
country/SWZ,2011,16826083.2
country/SWZ,2021,14655194.3
country/SWZ,2022,13005358.3
country/SWZ,2024,13371094.5
country/SWZ,2025,12907249.3
country/SWZ,2026,12192878.1
country/SWZ,2028,10430876.6
country/SWZ,2006,16995666.3
country/SWZ,2007,24000374.7
country/SWZ,2013,12562563.9
country/SWZ,2015,9639417.3
country/SWZ,2017,13454352.3
country/SWZ,2027,11342932.0
country/SWZ,1970,1896900.0
country/SWZ,1971,1641634.9
country/SWZ,1974,997332.1
country/SWZ,1975,895137.8
country/SWZ,1976,894484.9
country/SWZ,1985,7841203.5
country/SWZ,1987,13485147.9
country/SWZ,1993,5887068.6
country/SWZ,2004,18503899.1
country/SWZ,2008,23790631.8
country/SWZ,2014,12247094.5
country/SWZ,2016,9262739.0
country/SWZ,2023,13458210.7
country/ETH,1971,6980724.1
country/ETH,1979,13008941.2
country/ETH,1980,16902004.1
country/ETH,1984,31759448.0
country/ETH,1985,37019972.8
country/ETH,1988,83841958.4
country/ETH,1993,24294690.2
country/ETH,1995,61192072.8
country/ETH,1996,53719608.8
country/ETH,1997,46030065.4
country/ETH,2004,42639448.4
country/ETH,2006,42658309.3
country/ETH,2019,670231023.8
country/ETH,2020,599347933.4
country/ETH,2021,458409006.2
country/ETH,2027,485700535.5
country/ETH,1972,8104634.6
country/ETH,1978,12423344.7
country/ETH,1982,21615840.9
country/ETH,1983,24507732.6
country/ETH,1987,57988718.7
country/ETH,1991,38190258.6
country/ETH,1999,55339336.5
country/ETH,2012,100656316.3
country/ETH,2013,156282747.0
country/ETH,2015,302228757.5
country/ETH,2018,436281644.3
country/ETH,2022,636358414.5
country/ETH,2023,687879456.7
country/ETH,2025,556765133.7
country/ETH,1970,6269022.4
country/ETH,1973,8932674.0
country/ETH,1974,9675845.4
country/ETH,1975,11007238.4
country/ETH,1977,11334623.9
country/ETH,1981,17156650.1
country/ETH,1989,73527088.6
country/ETH,1998,48263057.3
country/ETH,2000,51687441.7
country/ETH,2011,87607296.4
country/ETH,2017,430394228.4
country/ETH,2024,658999085.5
country/ETH,2028,443711398.1
country/ETH,1976,10439901.6
country/ETH,1986,49708590.4
country/ETH,1990,48610309.1
country/ETH,1992,42160842.2
country/ETH,1994,39753996.5
country/ETH,2001,61539619.2
country/ETH,2002,35791838.3
country/ETH,2003,43323397.5
country/ETH,2005,45459332.8
country/ETH,2007,40024931.4
country/ETH,2008,34513478.1
country/ETH,2009,36694290.5
country/ETH,2010,46139338.2
country/ETH,2014,187831181.5
country/ETH,2016,397357864.6
country/ETH,2026,517165577.2
country/FJI,1977,4773065.8
country/FJI,1983,22966387.2
country/FJI,1986,25220372.6
country/FJI,1989,24090706.5
country/FJI,1990,23962435.4
country/FJI,1991,21638382.4
country/FJI,2003,5858270.9
country/FJI,2009,26776433.6
country/FJI,2012,45007993.9
country/FJI,2014,32828703.9
country/FJI,2023,35842438.1
country/FJI,2025,23318189.7
country/FJI,2026,19339997.5
country/FJI,2027,15764083.0
country/FJI,1970,1100360.0
country/FJI,1974,3768420.0
country/FJI,1975,3954445.2
country/FJI,1988,24865569.2
country/FJI,1992,17196374.0
country/FJI,1997,7580712.9
country/FJI,2000,7895337.2
country/FJI,2001,6781939.1
country/FJI,2002,6731371.9
country/FJI,2008,17803722.9
country/FJI,2018,30964036.4
country/FJI,2022,44995176.3
country/FJI,2024,29360079.9
country/FJI,1973,1791740.7
country/FJI,1980,9539144.3
country/FJI,1981,16546798.1
country/FJI,1984,24258801.7
country/FJI,1985,24640090.1
country/FJI,1987,26017431.7
country/FJI,1993,14784763.3
country/FJI,1996,8983231.4
country/FJI,2004,5324184.5
country/FJI,2006,6008599.9
country/FJI,2011,38293694.4
country/FJI,2019,149966838.6
country/FJI,2021,9258201.2
country/FJI,1971,821518.3
country/FJI,1972,1219007.5
country/FJI,1976,4197180.4
country/FJI,1978,6396932.5
country/FJI,1979,6327159.1
country/FJI,1982,22281717.6
country/FJI,1994,13632367.9
country/FJI,1995,10691843.1
country/FJI,1998,6881732.9
country/FJI,1999,7252601.2
country/FJI,2005,5477336.1
country/FJI,2007,16956926.4
country/FJI,2010,22559411.7
country/FJI,2013,40500913.0
country/FJI,2015,38765688.8
country/FJI,2016,26911739.4
country/FJI,2017,30359006.6
country/FJI,2020,24391103.6
country/FJI,2028,12878326.9
country/GAB,1979,101347743.7
country/GAB,1982,94925617.9
country/GAB,1983,52570059.6
country/GAB,1986,51094692.8
country/GAB,1991,135872330.1
country/GAB,1996,231710020.5
country/GAB,1998,141806248.0
country/GAB,2002,157753821.8
country/GAB,2005,53924475.7
country/GAB,2007,238379055.4
country/GAB,2011,133792005.1
country/GAB,2014,162637075.7
country/GAB,2016,194988147.8
country/GAB,2018,215539834.9
country/GAB,2020,273290014.3
country/GMB,1971,15215.6
country/GAB,1971,3424413.8
country/GAB,1975,14996210.4
country/GAB,1977,30985926.6
country/GAB,1984,60773713.1
country/GAB,1987,41234174.3
country/GAB,1988,64369421.5
country/GAB,1990,78098797.4
country/GAB,2003,128660208.7
country/GAB,2008,366004800.2
country/GAB,2009,147478670.7
country/GAB,2017,167819784.9
country/GAB,2027,155610205.8
country/GMB,1975,33887.3
country/GMB,1976,47224.8
country/GMB,1977,119982.1
country/GMB,1980,406813.1
country/GMB,1986,4731398.7
country/GMB,1987,4987280.4
country/GMB,1995,5239438.1
country/GMB,1997,5693214.2
country/GMB,2002,5181017.0
country/GMB,2004,7847502.3
country/GMB,2007,8706773.3
country/GMB,2013,5873790.5
country/GMB,2019,8539074.5
country/GMB,2025,8208166.5
country/GMB,2027,6673922.4
country/GEO,1994,4778590.2
country/GEO,1997,37342527.2
country/GEO,1999,41768877.7
country/GEO,2001,29144624.5
country/GEO,2004,30501444.8
country/GEO,2006,32561803.5
country/GEO,2008,225375373.6
country/GEO,2012,397927280.0
country/GEO,2013,450936106.9
country/GEO,2019,675670296.9
country/GEO,2024,400980833.3
country/GMB,1974,54695.2
country/GMB,1978,191541.0
country/GMB,1979,283739.1
country/GMB,1981,2067531.5
country/GMB,1994,5804306.2
country/GMB,1998,5407885.5
country/GMB,2003,8607937.4
country/GMB,2006,8142170.3
country/GMB,2010,6695965.8
country/GMB,2012,6922861.2
country/GMB,2014,5418818.7
country/GMB,2017,6185879.8
country/GMB,2020,7440465.8
country/GMB,2021,10385115.3
country/GAB,1970,2591183.0
country/GAB,1976,25331964.5
country/GAB,1980,118660269.0
country/GAB,1981,87539608.5
country/GAB,1985,56791650.5
country/GAB,1993,35274722.6
country/GAB,1994,102635852.4
country/GAB,1997,237950786.3
country/GAB,1999,230247799.0
country/GAB,2000,124277256.1
country/GAB,2001,165799472.1
country/GAB,2004,45982428.5
country/GAB,2010,137452464.6
country/GAB,2015,193779153.4
country/GAB,2019,251540009.6
country/GAB,2023,233628027.7
country/GAB,2025,193237044.5
country/GAB,2028,150035748.5
country/GEO,1993,8164087.9
country/GEO,1995,17210000.0
country/GEO,2005,27954198.2
country/GEO,2011,296845705.5
country/GEO,2020,587399371.4
country/GEO,2021,654679217.8
country/GEO,2025,284787638.6
country/GEO,2027,159258682.2
country/GEO,2028,128675054.0
country/GMB,1970,16200.0
country/GMB,1973,20260.8
country/GMB,1988,5136075.2
country/GMB,1996,4540875.1
country/GMB,2001,3505025.8
country/GMB,2005,9291847.5
country/GMB,2008,5735340.4
country/GMB,2009,6994590.4
country/GMB,2015,5854316.7
country/GMB,2022,9405831.5
country/GMB,2023,9279202.4
country/GMB,2028,5825057.9
country/GEO,1998,56501373.0
country/GEO,2000,43336955.9
country/GEO,2002,38936335.9
country/GEO,2003,39319652.0
country/GEO,2007,33354870.9
country/GEO,2010,246900201.4
country/GEO,2015,661347969.7
country/GEO,2016,905365462.4
country/GEO,2017,525623268.8
country/GEO,2022,525113895.4
country/GEO,2023,556896349.8
country/GAB,1972,4157345.5
country/GAB,1973,10931071.0
country/GAB,1974,10699151.7
country/GAB,1978,71536994.3
country/GAB,1989,69906506.4
country/GAB,1992,237692144.1
country/GAB,1995,217431040.9
country/GAB,2006,40085153.7
country/GAB,2012,135699737.4
country/GAB,2013,251549525.7
country/GAB,2021,219227585.5
country/GAB,2022,233929259.7
country/GAB,2024,227128466.5
country/GAB,2026,161187808.2
country/GMB,1972,23509.2
country/GMB,1982,2067020.3
country/GMB,1983,1730412.2
country/GMB,1984,1366094.5
country/GMB,1985,502300.2
country/GMB,1989,4717023.8
country/GMB,1990,10155423.4
country/GMB,1991,6464016.2
country/GMB,1992,6663327.2
country/GMB,1993,6051477.1
country/GMB,1999,5475917.2
country/GMB,2000,5970024.1
country/GMB,2011,6745831.2
country/GMB,2016,6017950.4
country/GMB,2018,6623940.7
country/GMB,2024,8861427.9
country/GMB,2026,7488472.7
country/GEO,1996,5870953.7
country/GEO,2009,250729379.5
country/GEO,2014,426200547.0
country/GEO,2018,609261808.4
country/GEO,2026,189959747.7
country/GHA,1971,15252647.9
country/GHA,1972,6969973.4
country/GHA,1973,12099947.7
country/GHA,1974,12999863.1
country/GHA,1975,18849557.6
country/GHA,1976,18398457.5
country/GHA,1978,23703954.1
country/GHA,2008,65933743.7
country/GHA,2012,142171550.3
country/GHA,2015,336011620.0
country/GHA,2019,884823883.2
country/GHA,2020,940693074.4
country/GHA,2024,1248136671.6
country/GHA,1970,12126780.3
country/GHA,1977,15397010.7
country/GHA,1979,29783664.7
country/GHA,1983,44324078.0
country/GHA,1989,63270394.1
country/GHA,1990,58880641.4
country/GHA,1991,66179188.9
country/GHA,1993,85848299.2
country/GHA,1996,108068685.3
country/GHA,2002,74879462.1
country/GHA,2011,97502246.5
country/GHA,2014,255453751.5
country/GHA,2021,1219910189.3
country/GHA,2025,1222047475.3
country/GHA,2026,1154566412.7
country/GRD,1972,458968.8
country/GRD,1974,412545.5
country/GRD,1977,383209.8
country/GRD,1989,1528053.7
country/GRD,1992,1698811.8
country/GRD,1994,1686485.6
country/GRD,1995,1750817.9
country/GRD,2002,14921837.2
country/GRD,2003,18674866.5
country/GRD,2004,16953160.4
country/GRD,2008,8081874.1
country/GRD,2009,10704279.8
country/GRD,2011,11081118.9
country/GRD,2015,5901541.4
country/GRD,2016,20559162.6
country/GRD,2019,17015405.4
country/GRD,2021,15029099.5
country/GRD,2022,14199482.3
country/GRD,2027,8469301.5
country/GRD,2028,7088756.1
country/GRD,1970,259000.0
country/GRD,1971,236107.1
country/GRD,1975,436137.4
country/GRD,1978,357520.1
country/GRD,1980,514694.8
country/GRD,1987,1967058.3
country/GRD,2000,3446868.8
country/GRD,2014,6040981.1
country/GRD,2017,22693511.3
country/GRD,2025,11343124.6
country/GHA,1980,30705368.0
country/GHA,1981,30358774.2
country/GHA,1986,45844808.6
country/GHA,1988,71740844.1
country/GHA,1992,81204485.3
country/GHA,2009,75177024.9
country/GHA,2022,1281064506.8
country/GHA,2023,1280935464.7
country/GHA,2028,1034964726.0
country/GHA,1982,29557117.5
country/GHA,1984,28924812.9
country/GHA,1985,30430032.7
country/GHA,1987,57030039.4
country/GHA,1994,84154477.5
country/GHA,1995,59492278.2
country/GHA,1997,126985234.3
country/GHA,1998,153049183.1
country/GHA,1999,137358779.0
country/GHA,2000,117333151.5
country/GHA,2001,70561954.3
country/GHA,2003,76238516.9
country/GHA,2004,73988017.7
country/GHA,2005,87684432.5
country/GHA,2006,70459597.0
country/GHA,2007,66177166.5
country/GHA,2010,95854222.2
country/GHA,2013,261820757.1
country/GHA,2016,554267242.2
country/GHA,2017,745223506.8
country/GHA,2018,675262235.5
country/GHA,2027,1090897664.8
country/GRD,1976,394825.6
country/GRD,1979,421029.2
country/GRD,1982,591446.3
country/GRD,1985,1228989.6
country/GRD,1986,1199850.9
country/GRD,1991,1338923.2
country/GRD,1993,1746241.7
country/GRD,1997,1802537.6
country/GRD,1999,2159741.5
country/GRD,2001,6044867.9
country/GRD,2005,3291618.1
country/GRD,2006,6367452.6
country/GRD,2007,8100540.4
country/GRD,2010,10513501.8
country/GRD,2012,7812115.5
country/GRD,2013,5841262.7
country/GRD,2018,17423957.6
country/GRD,2020,15557490.4
country/GRD,2023,13596835.9
country/GRD,2024,12596585.5
country/GRD,2026,10028120.3
country/GRD,1973,461889.4
country/GRD,1981,473622.4
country/GRD,1983,878188.4
country/GRD,1984,1272512.1
country/GRD,1988,2537762.8
country/GRD,1990,1267141.6
country/GRD,1996,2215924.7
country/GRD,1998,2075028.5
country/GTM,1976,17391000.0
country/GTM,1977,23194000.0
country/GTM,1982,79927000.0
country/GTM,1985,121215526.4
country/GTM,1987,160645056.1
country/GTM,1992,155544898.6
country/GTM,1998,122863109.6
country/GTM,2000,152842085.8
country/GTM,2024,684513150.4
country/GTM,2025,611532783.3
country/GTM,1970,7947000.0
country/GTM,1972,10228000.0
country/GTM,1973,12224000.0
country/GTM,1974,13414000.0
country/GTM,1980,62898000.0
country/GTM,1983,92651353.2
country/GTM,1984,99871790.7
country/GTM,1995,115472811.1
country/GTM,2001,158104433.0
country/GTM,2003,190942864.2
country/GTM,2005,419821993.8
country/GTM,2007,570445867.3
country/GTM,2009,657226047.1
country/GTM,2014,718764738.0
country/GTM,2015,676433516.7
country/GTM,2026,582728807.6
country/GTM,1971,9956000.0
country/GTM,1975,14872000.0
country/GTM,1979,51234000.0
country/GTM,1981,65873000.0
country/GTM,1986,161276628.5
country/GTM,1988,114063294.2
country/GTM,1989,111452502.1
country/GTM,1991,116601721.7
country/GTM,1993,102712482.7
country/GTM,1994,100033709.6
country/GTM,1996,115721056.6
country/GTM,1997,100204225.1
country/GTM,1999,132122195.4
country/GTM,2002,171445664.7
country/GTM,2004,346678102.3
country/GTM,2010,635951540.4
country/GTM,2013,584748544.4
country/GTM,2018,713850780.0
country/GTM,2022,926148806.8
country/GTM,2023,801139308.1
country/GTM,2028,396310557.4
country/GTM,1978,35786000.0
country/GTM,1990,93233854.0
country/GTM,2006,503401142.2
country/GTM,2008,621146178.6
country/GTM,2011,684585198.3
country/GTM,2012,598687698.0
country/GTM,2016,944307441.0
country/GTM,2017,921988305.9
country/GTM,2019,999153759.3
country/GTM,2020,1225738662.8
country/GTM,2021,1043655441.9
country/GTM,2027,468111394.1
country/GIN,1976,12250873.8
country/GIN,1982,23006058.8
country/GIN,1989,31768628.2
country/GIN,1993,39924436.2
country/GIN,1994,41922160.0
country/GIN,1997,46475137.9
country/GIN,2010,20537583.7
country/GIN,2016,20517335.9
country/GIN,2021,49749666.3
country/GIN,2022,71922937.0
country/GIN,2026,69847960.1
country/GIN,2028,56031527.3
country/GIN,1971,5385959.6
country/GIN,1973,9948055.1
country/GIN,1980,23293590.0
country/GIN,1981,23941066.8
country/GIN,1986,12651099.4
country/GIN,1988,29913711.0
country/GIN,1999,46353154.8
country/GIN,2004,42896640.8
country/GIN,2005,47213550.1
country/GIN,2007,48001278.5
country/GIN,2008,29781945.7
country/GIN,2012,17792550.9
country/GIN,2019,29891845.3
country/GIN,2025,75719905.9
country/GIN,1970,4493849.2
country/GIN,1972,7598641.0
country/GIN,1974,9867872.8
country/GIN,1975,13701334.8
country/GIN,1977,17850664.6
country/GIN,1978,16867188.9
country/GIN,1979,25587340.0
country/GIN,1983,21258825.5
country/GIN,1984,21683000.0
country/GIN,1987,40786186.5
country/GIN,1991,39027205.5
country/GIN,1992,32849622.7
country/GIN,1995,44164633.9
country/GIN,1996,44305960.3
country/GIN,1998,44184889.2
country/GIN,2001,31048991.1
country/GIN,2011,34070183.2
country/GIN,2014,11910452.4
country/GIN,2020,39737778.1
country/GIN,2024,80018154.8
country/GIN,1985,18912880.7
country/GIN,1990,53735878.0
country/GIN,2000,44794029.5
country/GIN,2002,30658627.4
country/GIN,2003,31414107.3
country/GIN,2006,47053819.3
country/GIN,2009,28301206.1
country/GIN,2013,10023773.5
country/GIN,2015,11867648.1
country/GIN,2017,22437785.5
country/GIN,2018,28953296.8
country/GIN,2023,80656686.9
country/GIN,2027,63111590.5
country/GNB,1976,20000.0
country/GNB,1981,1483483.4
country/GNB,1987,4493013.4
country/GNB,1991,5215329.3
country/GNB,1997,2894143.9
country/GNB,1998,4141243.8
country/GNB,1999,4695800.6
country/GNB,2009,11818206.5
country/GNB,2013,1361671.0
country/GNB,2020,12115826.2
country/GNB,2028,18205648.5
country/GNB,1979,1028390.8
country/GNB,1983,750131.7
country/GNB,1986,2033588.0
country/GNB,1990,3401134.3
country/GNB,1994,3634371.7
country/GNB,2006,2722755.3
country/GNB,2010,3853617.8
country/GNB,2018,6368330.8
country/GNB,2022,20395033.2
country/GNB,2024,22402707.3
country/GNB,2025,22050745.9
country/GNB,2026,21020020.0
country/GNB,1977,34457.3
country/GNB,1984,849521.0
country/GNB,1985,2243573.3
country/GNB,1989,3920101.1
country/GNB,1992,2876777.2
country/GNB,1995,5749542.4
country/GNB,2004,2256694.3
country/GNB,2007,3291269.9
country/GNB,2011,1368611.7
country/GNB,2012,1310057.5
country/GNB,2014,2147178.9
country/GNB,2016,2901128.9
country/GNB,2017,3892213.8
country/GNB,2019,8416578.7
country/GNB,2027,19752701.0
country/GNB,1978,177246.0
country/GNB,1980,1064646.1
country/GNB,1982,1249967.8
country/GNB,1988,3634633.9
country/GNB,1993,2007613.1
country/GNB,1996,3915172.0
country/GNB,2000,1617000.0
country/GNB,2001,882787.9
country/GNB,2002,476117.7
country/GNB,2003,1311299.1
country/GNB,2005,2023594.6
country/GNB,2008,4594645.4
country/GNB,2015,2811336.0
country/GNB,2021,19792695.2
country/GNB,2023,21642245.1
country/GUY,1970,3454800.0
country/GUY,1988,11173135.6
country/GUY,1989,14729498.8
country/GUY,1995,31380322.4
country/GUY,2004,13255895.9
country/GUY,2005,10010794.0
country/GUY,2006,14456142.2
country/GUY,2013,14375399.4
country/GUY,2018,33450393.2
country/GUY,2020,30216325.5
country/GUY,2023,22855910.9
country/GUY,2026,16175790.2
country/GUY,1972,6356862.0
country/GUY,1976,21941181.0
country/GUY,1977,17790589.9
country/GUY,1983,24738302.9
country/GUY,1984,20049870.3
country/GUY,1986,16375019.6
country/GUY,1993,35862033.3
country/GUY,1998,58623436.3
country/GUY,1999,32563980.0
country/GUY,2001,17495373.6
country/GUY,2002,28427494.8
country/GUY,2007,9151253.4
country/GUY,2009,10584213.6
country/GUY,2015,16931075.2
country/GUY,2022,22607284.5
country/GUY,2024,20883841.0
country/GUY,2025,18174186.4
country/GUY,1971,3595532.9
country/GUY,1975,10551902.7
country/GUY,1979,27849903.1
country/GUY,1980,31738474.8
country/GUY,1981,36285829.7
country/GUY,1982,21937042.4
country/GUY,1985,13560438.4
country/GUY,1987,15128854.8
country/GUY,1990,73349541.6
country/GUY,1991,47318407.3
country/GUY,1992,43402021.0
country/GUY,1996,29100462.1
country/GUY,2008,10273167.3
country/GUY,2011,12822441.3
country/GUY,2014,15927986.2
country/GUY,2016,28154185.3
country/GUY,2019,32584078.5
country/GUY,2028,13127612.0
country/GUY,1973,8109478.4
country/GUY,1974,8699289.9
country/GUY,1978,19657073.8
country/GUY,1994,32447755.5
country/GUY,1997,51955646.1
country/GUY,2000,26196414.1
country/GUY,2003,20625757.9
country/GUY,2010,11414392.8
country/GUY,2012,13444028.8
country/GUY,2017,31568729.8
country/GUY,2021,25155922.6
country/GUY,2027,14475965.2
country/HTI,1972,635000.0
country/HTI,1974,932493.7
country/HTI,1982,7766977.2
country/HTI,1987,9810341.2
country/HTI,1992,760363.9
country/HTI,1996,10488049.7
country/HTI,2003,14373063.0
country/HTI,2004,31856338.7
country/HTI,2005,17322386.2
country/HTI,2011,2902852.9
country/HTI,2022,22718587.2
country/HTI,2027,15840010.6
country/HTI,1973,923000.0
country/HTI,1976,2260767.7
country/HTI,1978,6116298.5
country/HTI,1983,7474566.8
country/HTI,1984,7618619.4
country/HTI,1988,9453776.8
country/HTI,1989,10353949.6
country/HTI,1995,27189996.0
country/HTI,2000,14991923.1
country/HTI,2006,17098603.5
country/HTI,2009,14576848.0
country/HTI,2012,3141000.0
country/HTI,2014,5176100.0
country/HTI,2016,19339337.2
country/HTI,2017,4644570.0
country/HTI,2018,3486328.0
country/HTI,2021,3310796.7
country/HTI,2026,17270734.8
country/HTI,1970,804000.0
country/HTI,1975,1910946.0
country/HTI,1986,8548795.7
country/HTI,1990,6746186.6
country/HTI,1993,320996.4
country/HTI,1997,14416990.1
country/HTI,1998,15451678.6
country/HTI,1999,15504210.0
country/HTI,2001,10143164.4
country/HTI,2008,23259981.3
country/HTI,2025,18647641.2
country/HTI,2028,14419695.2
country/HTI,1971,615000.0
country/HTI,1977,5456491.7
country/HTI,1979,5209250.9
country/HTI,1980,6641150.2
country/HTI,1981,7079473.4
country/HTI,1985,8263037.8
country/HTI,1991,7195606.8
country/HTI,1994,272284.7
country/HTI,2002,8197469.9
country/HTI,2007,22267791.7
country/HTI,2010,8018102.9
country/HTI,2013,4376024.8
country/HTI,2015,8225570.8
country/HTI,2019,3209000.0
country/HTI,2020,2463000.0
country/HTI,2023,21406863.0
country/HTI,2024,20033956.5
country/HND,1983,101175337.6
country/HND,1984,93229277.6
country/HND,1990,161194425.6
country/HND,1991,152041855.4
country/HND,1993,156582278.0
country/HND,2002,95694449.3
country/HND,2014,198507224.2
country/HND,2016,237365654.6
country/HND,2018,285274410.7
country/HND,2019,328311812.9
country/HND,2026,131851296.9
country/HND,1970,5227203.2
country/HND,1973,12043518.5
country/HND,1975,18576890.0
country/HND,1977,33415957.9
country/HND,1978,45891687.5
country/HND,1981,98874748.1
country/HND,1986,120455165.7
country/HND,1987,98712109.7
country/HND,1988,134930842.5
country/HND,1995,205833261.0
country/HND,1996,166096518.2
country/HND,2000,108187256.6
country/HND,2001,75993257.6
country/HND,2015,214976755.1
country/HND,2022,248336246.6
country/HND,2028,101219522.3
country/HND,1972,8515120.1
country/HND,1974,14603144.8
country/HND,1976,24257547.5
country/HND,1982,115422390.1
country/HND,1985,106470986.2
country/HND,1989,54436179.6
country/HND,1998,191901844.0
country/HND,2003,91523307.9
country/HND,2004,105260613.0
country/HND,2005,83482397.9
country/HND,2006,102469112.6
country/HND,2007,80866941.4
country/HND,2008,76775968.1
country/HND,2009,68467862.7
country/HND,2010,56467661.0
country/HND,2011,77486730.9
country/HND,2012,89218907.6
country/HND,2013,129916683.1
country/HND,2017,238437812.6
country/HND,2020,320552619.8
country/HND,2023,236339251.2
country/HND,2024,205340240.3
country/HND,1971,7129872.0
country/HND,1979,62710992.0
country/HND,1980,85380211.1
country/HND,1992,166702296.5
country/HND,1994,181953656.6
country/HND,1997,182158431.0
country/HND,1999,154311610.3
country/HND,2021,290154707.4
country/HND,2025,164522585.2
country/HND,2027,109102437.8
country/IND,1971,223219882.6
country/IND,1972,245439727.5
country/IND,1973,258985109.3
country/IND,1978,362024107.6
country/IND,1970,436928332.8
country/IND,1974,268724344.3
country/IND,1977,297021236.7
country/IND,1981,533998113.4
country/IND,1986,1467121068.3
country/IND,1987,1726769677.0
country/IND,1990,3531272716.5
country/IND,1991,3318673710.9
country/IND,1992,3238314355.1
country/IND,1998,4694125806.8
country/IND,2004,4225896414.1
country/IND,1980,483191908.9
country/IND,1983,806198947.4
country/IND,1985,1155612887.3
country/IND,1989,3073987438.4
country/IND,1995,4201452425.9
country/IND,2001,4305264749.2
country/IND,2006,4523520462.8
country/IND,2009,4941921740.6
country/IND,2010,4675022207.6
country/IND,2017,10346358889.2
country/IND,2019,12887933356.0
country/IND,2020,11196835071.0
country/IND,2005,4195788509.1
country/IND,2008,5718419834.5
country/IND,2013,8633624698.9
country/IND,2014,10971203456.3
country/IND,2015,9813959677.4
country/IND,2018,13975270191.5
country/IND,2022,15290119066.4
country/IND,2023,13840384030.3
country/IND,2026,9390575887.0
country/IND,2027,7964172180.6
country/IND,2028,6596974522.0
country/IND,1976,280858336.9
country/IND,1982,681155978.3
country/IND,1984,874591976.9
country/IND,1993,3352350543.9
