dcid,year,HivDeathsPeople
country/JOR,2018,100.0
country/KEN,1994,65000.0
country/KEN,1996,87000.0
country/KEN,2007,85000.0
country/KEN,2008,73000.0
country/KEN,2018,20000.0
country/KWT,2000,100.0
country/KWT,2001,100.0
country/KWT,2005,100.0
country/KWT,2011,100.0
country/KWT,2015,100.0
country/KWT,2016,100.0
country/KWT,2017,100.0
country/KWT,2020,100.0
country/KWT,2022,100.0
country/KGZ,1992,100.0
country/KGZ,2001,100.0
country/KGZ,2005,100.0
country/KGZ,2011,500.0
country/KGZ,2013,500.0
country/KGZ,2015,500.0
country/KGZ,2019,500.0
country/KGZ,2021,500.0
country/LAO,1991,100.0
country/LAO,1995,100.0
country/LAO,1997,100.0
country/LAO,2001,100.0
country/LAO,2005,500.0
country/LAO,2008,500.0
country/LAO,2009,500.0
country/LAO,2015,500.0
country/LAO,2018,500.0
country/LVA,1991,100.0
country/LVA,1997,100.0
country/LVA,1999,500.0
country/LVA,2000,500.0
country/LVA,2003,500.0
country/LVA,2013,500.0
country/LBN,1990,100.0
country/LBN,1992,100.0
country/LBN,1995,100.0
country/LBN,1996,100.0
country/IRN,2022,2300.0
country/IRQ,1991,100.0
country/IRQ,1995,100.0
country/IRQ,1998,100.0
country/IRQ,1999,100.0
country/IRQ,2001,100.0
country/IRQ,2002,100.0
country/IRQ,2003,100.0
country/IRQ,2006,100.0
country/IRQ,2011,100.0
country/IRQ,2021,500.0
country/IRQ,2022,500.0
country/IRL,1995,100.0
country/IRL,1997,100.0
country/IRL,2000,100.0
country/IRL,2001,100.0
country/IRL,2002,100.0
country/IRL,2004,100.0
country/IRL,2011,100.0
country/IRL,2013,100.0
country/IRL,2015,100.0
country/IRL,2017,100.0
country/IRL,2021,100.0
country/ITA,1992,3500.0
country/ITA,1994,4400.0
country/ITA,1995,4800.0
country/ITA,2001,1200.0
country/ITA,2003,1000.0
country/ITA,2005,1000.0
country/ITA,2008,1000.0
country/ITA,2009,1000.0
country/ITA,2013,1000.0
country/ITA,2015,1000.0
country/JAM,1996,1500.0
country/JAM,1997,1600.0
country/JAM,2001,2000.0
country/JAM,2009,1200.0
country/JAM,2013,1000.0
country/JAM,2016,1000.0
country/JAM,2018,1000.0
country/JAM,2021,1100.0
country/JOR,1990,100.0
country/JOR,1991,100.0
country/JOR,2005,100.0
country/JOR,2007,100.0
country/JOR,2011,100.0
country/JOR,2012,100.0
country/JOR,2016,100.0
country/JOR,2017,100.0
country/KEN,1990,25000.0
country/KEN,1992,43000.0
country/KEN,2001,120000.0
country/KEN,2004,120000.0
country/KEN,2011,45000.0
country/KEN,2012,40000.0
country/KEN,2014,36000.0
country/KEN,2017,24000.0
country/KWT,1991,100.0
country/KWT,1995,100.0
country/KWT,1997,100.0
country/KWT,2003,100.0
country/KWT,2008,100.0
country/KWT,2009,100.0
country/KWT,2014,100.0
country/LBN,1998,100.0
country/LBN,2001,100.0
country/LBN,2006,100.0
country/LBN,2009,100.0
country/LBN,2012,100.0
country/LBN,2013,100.0
country/LBN,2017,100.0
country/LBN,2018,100.0
country/LBN,2019,100.0
country/LBN,2022,100.0
country/LSO,1990,500.0
country/LSO,2003,17000.0
country/LSO,2007,13000.0
country/LSO,2011,7100.0
country/LSO,2014,7400.0
country/LSO,2019,5000.0
country/LBR,1990,1000.0
country/LBR,1994,1300.0
country/LBR,1997,1900.0
country/LBR,2000,2800.0
country/LBR,2002,3200.0
country/LBR,2010,2800.0
country/LBR,2011,2600.0
country/LBR,2012,2600.0
country/LBY,1993,100.0
country/LBY,1995,100.0
country/LBY,1996,100.0
country/LBY,2007,100.0
country/LBY,2009,100.0
country/LBY,2010,100.0
country/LBY,2015,100.0
country/LBY,2022,100.0
country/LTU,1994,100.0
country/LTU,1997,100.0
country/LTU,2007,100.0
country/LTU,2008,100.0
country/LTU,2011,500.0
country/LTU,2014,100.0
country/LTU,2022,100.0
country/LUX,1993,100.0
country/LUX,1994,100.0
country/LUX,1997,100.0
country/LUX,1998,100.0
country/LUX,2000,100.0
country/LUX,2002,100.0
country/LUX,2003,100.0
country/LUX,2011,100.0
country/LUX,2012,100.0
country/LUX,2017,100.0
country/MDG,1992,100.0
country/MDG,1993,100.0
country/MDG,1998,100.0
country/MDG,2007,500.0
country/MDG,2009,1000.0
country/MDG,2010,1000.0
country/MDG,2015,1800.0
country/MDG,2017,2300.0
country/MDG,2018,2600.0
country/MDG,2019,2700.0
country/MDG,2020,3000.0
country/MWI,1992,29000.0
country/MWI,1997,57000.0
country/MWI,1998,62000.0
country/MWI,1999,67000.0
country/KWT,2018,100.0
country/KWT,2019,100.0
country/KWT,2021,100.0
country/KGZ,1998,100.0
country/KGZ,2000,100.0
country/KGZ,2003,100.0
country/KGZ,2018,500.0
country/LAO,1992,100.0
country/LAO,1996,100.0
country/LAO,1998,100.0
country/LAO,2014,500.0
country/LAO,2019,500.0
country/LAO,2020,500.0
country/LAO,2021,500.0
country/LVA,1990,100.0
country/LVA,1993,100.0
country/LVA,2001,500.0
country/LVA,2002,500.0
country/LVA,2004,500.0
country/LVA,2008,500.0
country/LVA,2011,500.0
country/LVA,2021,100.0
country/LBN,1994,100.0
country/LBN,1999,100.0
country/LBN,2000,100.0
country/LBN,2004,100.0
country/LBN,2005,100.0
country/LBN,2015,100.0
country/LBN,2016,100.0
country/LBN,2020,100.0
country/LSO,1992,1400.0
country/LSO,1995,4500.0
country/LSO,1996,6000.0
country/LSO,1997,7700.0
country/LSO,1998,9400.0
country/LSO,2000,13000.0
country/LSO,2008,11000.0
country/LSO,2013,7400.0
country/LSO,2020,4700.0
country/LSO,2022,4000.0
country/LBR,1992,1000.0
country/LBR,2001,3000.0
country/LBR,2003,3300.0
country/LBR,2007,3200.0
country/LBR,2013,2600.0
country/LBR,2017,2000.0
country/LBR,2018,1600.0
country/LBR,2020,1300.0
country/LBR,2022,1000.0
country/LBY,1990,100.0
country/LBY,1997,100.0
country/LBY,2002,100.0
country/LBY,2003,100.0
country/LBY,2004,100.0
country/LBY,2008,100.0
country/LBY,2011,100.0
country/LBY,2016,100.0
country/LBY,2017,100.0
country/LBY,2019,100.0
country/LTU,1991,100.0
country/LTU,2004,100.0
country/LTU,2010,500.0
country/LTU,2017,100.0
country/LTU,2018,100.0
country/MWI,2005,72000.0
country/MWI,2012,28000.0
country/MWI,2015,19000.0
country/MWI,2019,14000.0
country/MWI,2022,12000.0
country/MYS,1991,1000.0
country/MYS,1998,2900.0
country/MYS,2002,3500.0
country/MYS,2007,3400.0
country/MYS,2015,3500.0
country/MYS,2016,2900.0
country/MYS,2018,2500.0
country/MYS,2021,2400.0
country/MYS,2022,2500.0
country/MDV,1990,100.0
country/MDV,1994,100.0
country/MDV,1996,100.0
country/MDV,2002,100.0
country/MDV,2009,100.0
country/MDV,2013,100.0
country/MDV,2015,100.0
country/MDV,2020,100.0
country/MLI,1991,2600.0
country/MLI,1992,3200.0
country/MLI,1995,5000.0
country/MLI,2007,6800.0
country/MLI,2008,6300.0
country/MLI,2011,5500.0
country/MLI,2014,6200.0
country/MLI,2015,6000.0
country/MLI,2017,5600.0
country/MLI,2020,5400.0
country/MLT,1992,100.0
country/MLT,1994,100.0
country/MLT,1995,100.0
country/MLT,1997,100.0
country/MLT,1999,100.0
country/MLT,2000,100.0
country/MLT,2007,100.0
country/MLT,2016,100.0
country/MRT,1991,100.0
country/MRT,1992,500.0
country/MRT,1993,500.0
country/MRT,1994,500.0
country/MRT,1997,500.0
country/MRT,2001,1000.0
country/MRT,2003,1000.0
country/MRT,2004,1000.0
country/MRT,2012,1000.0
country/MRT,2013,1000.0
country/MRT,2014,1000.0
country/MRT,2015,1000.0
country/MRT,2019,500.0
country/MRT,2020,500.0
country/MEX,1990,2500.0
country/MEX,1991,3000.0
country/MEX,1993,4000.0
country/MEX,1998,5400.0
country/MEX,2000,6000.0
country/LTU,2019,100.0
country/LUX,1991,100.0
country/LUX,1995,100.0
country/LUX,1996,100.0
country/LUX,2013,100.0
country/LUX,2022,100.0
country/MDG,1991,100.0
country/MDG,1994,100.0
country/MDG,2001,500.0
country/MDG,2002,500.0
country/MDG,2008,1000.0
country/MDG,2013,1400.0
country/MWI,2009,41000.0
country/MWI,2010,36000.0
country/MWI,2011,31000.0
country/MWI,2021,12000.0
country/MYS,1990,500.0
country/MYS,1993,1200.0
country/MYS,1994,1600.0
country/MYS,1995,1900.0
country/MYS,1996,2300.0
country/MYS,1997,2600.0
country/MYS,1999,3200.0
country/MYS,2000,3500.0
country/MYS,2004,3300.0
country/MYS,2006,3300.0
country/MYS,2011,3700.0
country/MYS,2012,3900.0
country/MYS,2013,4000.0
country/MYS,2014,3800.0
country/MDV,1991,100.0
country/MDV,1992,100.0
country/MDV,2003,100.0
country/MDV,2008,100.0
country/MDV,2014,100.0
country/MDV,2022,100.0
country/MLI,1990,2100.0
country/MLI,1996,5600.0
country/MLI,1997,6100.0
country/MLI,2001,8000.0
country/MLI,2003,8500.0
country/MLI,2005,8200.0
country/MLI,2012,5500.0
country/MLI,2013,5900.0
country/MLI,2018,5500.0
country/MLI,2019,5500.0
country/MLI,2021,5000.0
country/MLT,1991,100.0
country/MLT,1998,100.0
country/MLT,2009,100.0
country/MLT,2011,100.0
country/MLT,2014,100.0
country/MLT,2020,100.0
country/MRT,1995,500.0
country/MRT,1998,500.0
country/MRT,1999,500.0
country/MRT,2005,1000.0
country/MRT,2006,1000.0
country/MRT,2017,500.0
country/MRT,2021,500.0
country/MEX,1992,3500.0
country/MEX,1995,4500.0
country/MEX,2004,5600.0
country/GNB,1996,500.0
country/GNB,1999,1000.0
country/GNB,2005,2400.0
country/GNB,2006,2500.0
country/GNB,2009,2400.0
country/GNB,2010,2300.0
country/GNB,2011,2300.0
country/GNB,2014,2000.0
country/GNB,2016,1800.0
country/GUY,1992,100.0
country/GUY,1993,100.0
country/GUY,1995,100.0
country/GUY,1997,100.0
country/GUY,1999,500.0
country/GUY,2015,100.0
country/GUY,2018,500.0
country/GUY,2020,500.0
country/HTI,1992,5300.0
country/HTI,1996,8500.0
country/HTI,1998,9600.0
country/HTI,2000,10000.0
country/HTI,2006,9100.0
country/HTI,2008,7300.0
country/HTI,2012,6000.0
country/HTI,2015,4900.0
country/HTI,2018,3200.0
country/HND,1990,1000.0
country/HND,1991,1000.0
country/HND,2001,2700.0
country/HND,2006,2000.0
country/HND,2009,1500.0
country/HND,2013,1200.0
country/HND,2018,1000.0
country/ISL,1991,100.0
country/ISL,2000,100.0
country/ISL,2004,100.0
country/ISL,2005,100.0
country/ISL,2007,100.0
country/ISL,2011,100.0
country/ISL,2017,100.0
country/ISL,2019,100.0
country/ISL,2020,100.0
country/IDN,1992,100.0
country/IDN,1993,100.0
country/IDN,1994,100.0
country/IDN,1997,500.0
country/IDN,2000,1200.0
country/IDN,2005,7000.0
country/IDN,2009,14000.0
country/IDN,2015,26000.0
country/IDN,2020,27000.0
country/IDN,2021,27000.0
country/IRN,1991,100.0
country/IRN,1992,100.0
country/IRN,1999,500.0
country/IRN,2005,1600.0
country/IRN,2009,2800.0
country/IRN,2011,3200.0
country/IRQ,1996,100.0
country/IRQ,1997,100.0
country/IRQ,2000,100.0
country/IRQ,2005,100.0
country/IRQ,2008,100.0
country/IRQ,2010,100.0
country/IRQ,2013,100.0
country/GNB,2000,1200.0
country/GNB,2002,1700.0
country/GNB,2021,1400.0
country/GUY,1998,100.0
country/GUY,2000,500.0
country/GUY,2002,500.0
country/GUY,2005,500.0
country/GUY,2007,100.0
country/GUY,2008,100.0
country/GUY,2013,100.0
country/GUY,2014,100.0
country/GUY,2016,500.0
country/GUY,2017,500.0
country/HTI,1990,3600.0
country/HTI,1994,7000.0
country/HTI,1995,7800.0
country/HTI,1999,10000.0
country/HTI,2002,11000.0
country/HTI,2009,6500.0
country/HTI,2011,6600.0
country/HTI,2020,2100.0
country/HTI,2021,1700.0
country/HND,1992,1000.0
country/HND,1993,1000.0
country/HND,1998,2100.0
country/HND,1999,2300.0
country/HND,2002,2700.0
country/HND,2008,1700.0
country/HND,2014,1100.0
country/HND,2017,1000.0
country/ISL,1992,100.0
country/ISL,1999,100.0
country/ISL,2002,100.0
country/ISL,2012,100.0
country/ISL,2014,100.0
country/ISL,2016,100.0
country/ISL,2018,100.0
country/ISL,2021,100.0
country/IND,2022,40000.0
country/IDN,1991,100.0
country/IDN,1999,1000.0
country/IDN,2002,2700.0
country/IDN,2003,3800.0
country/IDN,2004,5300.0
country/IDN,2010,16000.0
country/IDN,2014,25000.0
country/IDN,2019,27000.0
country/IRN,1995,500.0
country/IRN,2020,2300.0
country/IRN,2021,2400.0
country/IRQ,1990,100.0
country/IRQ,1992,100.0
country/IRQ,2004,100.0
country/IRQ,2014,100.0
country/IRQ,2020,100.0
country/IRL,1991,100.0
country/IRL,1996,100.0
country/IRL,1998,100.0
country/IRL,1999,100.0
country/IRL,2003,100.0
country/IRL,2009,100.0
country/IRL,2012,100.0
country/IRL,2019,100.0
country/ITA,1997,3300.0
country/ITA,2007,1000.0
country/IRQ,2015,100.0
country/IRQ,2016,100.0
country/IRQ,2018,100.0
country/IRL,1990,100.0
country/IRL,1992,100.0
country/IRL,1993,100.0
country/IRL,1994,100.0
country/IRL,2005,100.0
country/IRL,2006,100.0
country/IRL,2007,100.0
country/IRL,2008,100.0
country/IRL,2010,100.0
country/IRL,2014,100.0
country/IRL,2016,100.0
country/IRL,2018,100.0
country/ITA,1993,4000.0
country/ITA,1998,2200.0
country/ITA,1999,1600.0
country/ITA,2006,1000.0
country/ITA,2010,1000.0
country/ITA,2014,1000.0
country/JAM,1990,1000.0
country/JAM,1991,1000.0
country/JAM,1995,1300.0
country/JAM,1999,1900.0
country/JAM,2000,1900.0
country/JAM,2008,1300.0
country/JOR,1993,100.0
country/JOR,2002,100.0
country/JOR,2006,100.0
country/JOR,2010,100.0
country/JOR,2019,100.0
country/JOR,2020,100.0
country/JOR,2022,100.0
country/KEN,1991,33000.0
country/KEN,1993,54000.0
country/KEN,1995,76000.0
country/KEN,1997,97000.0
country/KEN,1998,110000.0
country/KEN,1999,110000.0
country/KEN,2000,120000.0
country/KEN,2002,130000.0
country/KEN,2006,100000.0
country/KEN,2010,51000.0
country/KEN,2016,27000.0
country/KEN,2020,21000.0
country/KEN,2021,21000.0
country/KEN,2022,18000.0
country/KWT,1992,100.0
country/KWT,1993,100.0
country/KWT,1994,100.0
country/KWT,1998,100.0
country/KWT,1999,100.0
country/KWT,2006,100.0
country/KWT,2013,100.0
country/KGZ,1990,100.0
country/KGZ,1991,100.0
country/KGZ,1993,100.0
country/KGZ,1995,100.0
country/KGZ,1996,100.0
country/KGZ,1999,100.0
country/KGZ,2004,100.0
country/KGZ,2006,100.0
country/KGZ,2007,100.0
country/ITA,2011,1000.0
country/ITA,2012,1000.0
country/ITA,2020,1000.0
country/ITA,2021,1000.0
country/ITA,2022,1000.0
country/JAM,1992,1000.0
country/JAM,2002,2000.0
country/JAM,2005,1800.0
country/JAM,2006,1600.0
country/JAM,2007,1500.0
country/JAM,2010,1000.0
country/JAM,2012,1100.0
country/JAM,2014,1000.0
country/JAM,2020,1000.0
country/JAM,2022,1100.0
country/JOR,1992,100.0
country/JOR,1995,100.0
country/JOR,1996,100.0
country/JOR,1998,100.0
country/JOR,2003,100.0
country/JOR,2004,100.0
country/JOR,2008,100.0
country/JOR,2013,100.0
country/JOR,2015,100.0
country/JOR,2021,100.0
country/KEN,2003,130000.0
country/KEN,2005,110000.0
country/KEN,2009,61000.0
country/KEN,2013,38000.0
country/KEN,2015,32000.0
country/KEN,2019,20000.0
country/KWT,1990,100.0
country/KWT,1996,100.0
country/KWT,2002,100.0
country/KWT,2004,100.0
country/KWT,2007,100.0
country/KWT,2010,100.0
country/KWT,2012,100.0
country/KGZ,1994,100.0
country/KGZ,1997,100.0
country/KGZ,2002,100.0
country/KGZ,2008,100.0
country/KGZ,2014,500.0
country/KGZ,2017,500.0
country/KGZ,2022,500.0
country/LAO,1994,100.0
country/LAO,1999,100.0
country/LAO,2000,100.0
country/LAO,2002,500.0
country/LAO,2004,500.0
country/LAO,2007,500.0
country/LAO,2010,500.0
country/LAO,2011,500.0
country/LAO,2012,500.0
country/LAO,2017,500.0
country/LVA,1995,100.0
country/LVA,2005,500.0
country/LVA,2007,500.0
country/LVA,2012,500.0
country/LVA,2016,500.0
country/LVA,2017,100.0
country/LVA,2018,100.0
country/LVA,2019,100.0
country/LVA,2020,100.0
country/KGZ,2009,500.0
country/KGZ,2010,500.0
country/KGZ,2012,500.0
country/KGZ,2016,500.0
country/KGZ,2020,500.0
country/LAO,1990,100.0
country/LAO,1993,100.0
country/LAO,2003,500.0
country/LAO,2006,500.0
country/LAO,2013,500.0
country/LAO,2016,500.0
country/LAO,2022,500.0
country/LVA,1992,100.0
country/LVA,1994,100.0
country/LVA,1996,100.0
country/LVA,1998,100.0
country/LVA,2006,500.0
country/LVA,2009,500.0
country/LVA,2010,500.0
country/LVA,2014,500.0
country/LVA,2015,500.0
country/LVA,2022,500.0
country/LBN,2002,100.0
country/LBN,2007,100.0
country/LBN,2008,100.0
country/LBN,2010,100.0
country/LBN,2011,100.0
country/LBN,2021,100.0
country/LSO,1991,1000.0
country/LSO,1993,2100.0
country/LSO,1994,3200.0
country/LSO,2001,14000.0
country/LSO,2009,8800.0
country/LSO,2010,7600.0
country/LSO,2012,7300.0
country/LSO,2016,6500.0
country/LSO,2021,4300.0
country/LBR,1991,1000.0
country/LBR,1995,1400.0
country/LBR,1998,2300.0
country/LBR,2005,3300.0
country/LBR,2009,3000.0
country/LBR,2015,2500.0
country/LBR,2019,1400.0
country/LBR,2021,1100.0
country/LBY,1992,100.0
country/LBY,1999,100.0
country/LBY,2000,100.0
country/LBY,2006,100.0
country/LBY,2012,100.0
country/LBY,2018,100.0
country/LBY,2021,100.0
country/LTU,1990,100.0
country/LTU,1993,100.0
country/LTU,1995,100.0
country/LTU,1996,100.0
country/LTU,2000,100.0
country/LTU,2002,100.0
country/LTU,2005,100.0
country/LTU,2009,100.0
country/LTU,2012,100.0
country/LTU,2013,100.0
country/LTU,2016,100.0
country/LTU,2020,100.0
country/LBN,1991,100.0
country/LBN,1993,100.0
country/LBN,1997,100.0
country/LBN,2003,100.0
country/LBN,2014,100.0
country/LSO,1999,11000.0
country/LSO,2002,16000.0
country/LSO,2004,18000.0
country/LSO,2005,18000.0
country/LSO,2006,16000.0
country/LSO,2015,7200.0
country/LSO,2017,5800.0
country/LSO,2018,5200.0
country/LBR,1993,1100.0
country/LBR,1996,1700.0
country/LBR,1999,2600.0
country/LBR,2004,3200.0
country/LBR,2006,3300.0
country/LBR,2008,3200.0
country/LBR,2014,2500.0
country/LBR,2016,2300.0
country/LBY,1991,100.0
country/LBY,1994,100.0
country/LBY,1998,100.0
country/LBY,2001,100.0
country/LBY,2005,100.0
country/LBY,2013,100.0
country/LBY,2014,100.0
country/LBY,2020,100.0
country/LTU,1992,100.0
country/LTU,1998,100.0
country/LTU,1999,100.0
country/LTU,2001,100.0
country/LTU,2003,100.0
country/LTU,2006,100.0
country/LTU,2015,100.0
country/LTU,2021,100.0
country/LUX,1999,100.0
country/LUX,2001,100.0
country/LUX,2006,100.0
country/LUX,2014,100.0
country/LUX,2018,100.0
country/MDG,1990,100.0
country/MDG,1995,100.0
country/MDG,1996,100.0
country/MDG,1999,100.0
country/MDG,2000,100.0
country/MDG,2003,500.0
country/MDG,2012,1200.0
country/MDG,2016,2100.0
country/MDG,2021,3200.0
country/MWI,1990,18000.0
country/MWI,1991,23000.0
country/MWI,1993,36000.0
country/MWI,1994,41000.0
country/MWI,1996,51000.0
country/MWI,2000,70000.0
country/MWI,2001,73000.0
country/MWI,2002,76000.0
country/MWI,2003,77000.0
country/MWI,2004,76000.0
country/MWI,2008,49000.0
country/MWI,2013,24000.0
country/MWI,2014,21000.0
country/LUX,1990,100.0
country/LUX,1992,100.0
country/LUX,2004,100.0
country/LUX,2005,100.0
country/LUX,2007,100.0
country/LUX,2008,100.0
country/LUX,2009,100.0
country/LUX,2010,100.0
country/LUX,2015,100.0
country/LUX,2016,100.0
country/LUX,2019,100.0
country/LUX,2020,100.0
country/LUX,2021,100.0
country/MDG,1997,100.0
country/MDG,2004,500.0
country/MDG,2005,500.0
country/MDG,2006,500.0
country/MDG,2011,1000.0
country/MDG,2014,1600.0
country/MDG,2022,3200.0
country/MWI,1995,46000.0
country/MWI,2006,66000.0
country/MWI,2007,58000.0
country/MWI,2016,18000.0
country/MWI,2018,16000.0
country/MWI,2020,13000.0
country/MYS,2010,3600.0
country/MYS,2017,2500.0
country/MYS,2019,2500.0
country/MYS,2020,2400.0
country/MDV,1993,100.0
country/MDV,1997,100.0
country/MDV,2000,100.0
country/MDV,2001,100.0
country/MDV,2004,100.0
country/MDV,2005,100.0
country/MDV,2006,100.0
country/MDV,2010,100.0
country/MDV,2011,100.0
country/MDV,2018,100.0
country/MLI,1993,3800.0
country/MLI,1998,6600.0
country/MLI,1999,7200.0
country/MLI,2000,7600.0
country/MLI,2002,8300.0
country/MLI,2004,8300.0
country/MLI,2016,5700.0
country/MLI,2022,4900.0
country/MLT,1990,100.0
country/MLT,1996,100.0
country/MLT,2001,100.0
country/MLT,2002,100.0
country/MLT,2004,100.0
country/MLT,2008,100.0
country/MLT,2015,100.0
country/MLT,2018,100.0
country/MLT,2019,100.0
country/MLT,2021,100.0
country/MRT,1990,100.0
country/MRT,1996,500.0
country/MRT,2000,500.0
country/MRT,2007,1000.0
country/MRT,2008,1000.0
country/MRT,2010,1000.0
country/MWI,2017,17000.0
country/MYS,1992,1000.0
country/MYS,2001,3600.0
country/MYS,2003,3400.0
country/MYS,2005,3300.0
country/MYS,2008,3400.0
country/MYS,2009,3500.0
country/MDV,1995,100.0
country/MDV,1998,100.0
country/MDV,1999,100.0
country/MDV,2007,100.0
country/MDV,2012,100.0
country/MDV,2016,100.0
country/MDV,2017,100.0
country/MDV,2019,100.0
country/MDV,2021,100.0
country/MLI,1994,4400.0
country/MLI,2006,7900.0
country/MLI,2009,6000.0
country/MLI,2010,5800.0
country/MLT,1993,100.0
country/MLT,2003,100.0
country/MLT,2005,100.0
country/MLT,2006,100.0
country/MLT,2010,100.0
country/MLT,2012,100.0
country/MLT,2013,100.0
country/MLT,2017,100.0
country/MLT,2022,100.0
country/MRT,2002,1000.0
country/MRT,2009,1000.0
country/MRT,2016,1000.0
country/MRT,2018,500.0
country/MRT,2022,500.0
country/MEX,1994,4500.0
country/MEX,1996,4500.0
country/MEX,1997,4900.0
country/MRT,2011,1000.0
country/MEX,1999,6000.0
country/MEX,2001,6000.0
country/MEX,2002,5900.0
country/MEX,2003,5600.0
country/MEX,2006,5900.0
country/MEX,2008,5600.0
country/MEX,2010,6000.0
country/MEX,2012,6000.0
country/MEX,2017,5700.0
country/MEX,2018,5600.0
country/MEX,2019,5300.0
country/MEX,2020,5000.0
country/MEX,2022,4600.0
country/MNG,1995,100.0
country/MNG,2002,100.0
country/MNG,2004,100.0
country/MNG,2006,100.0
country/MNG,2008,100.0
country/MNG,2009,100.0
country/MNG,2011,100.0
country/MNG,2013,100.0
country/MNG,2016,100.0
country/MNG,2019,100.0
country/MNE,2005,100.0
country/MNE,2010,100.0
country/MNE,2011,100.0
country/MNE,2012,100.0
country/MAR,1993,500.0
country/MAR,1996,500.0
country/MAR,1997,500.0
country/MAR,2002,1000.0
country/MAR,2003,1000.0
country/MAR,2005,1000.0
country/MAR,2011,1000.0
country/MAR,2015,1000.0
country/MAR,2017,1000.0
country/MAR,2021,500.0
country/MAR,2022,500.0
country/MOZ,1997,31000.0
country/MOZ,1999,44000.0
country/MOZ,2009,74000.0
country/MOZ,2015,56000.0
country/MOZ,2020,50000.0
country/MOZ,2021,50000.0
country/MMR,1990,500.0
country/MMR,1993,1100.0
country/MMR,1998,4600.0
country/MMR,2000,6600.0
country/MMR,2002,8800.0
country/MMR,2006,12000.0
country/MMR,2009,12000.0
country/MMR,2018,7400.0
country/MMR,2020,6700.0
country/MMR,2022,6400.0
country/NAM,1991,1000.0
country/NAM,1992,1500.0
country/NAM,1993,2100.0
country/NAM,1995,3600.0
country/NAM,2007,6800.0
country/NAM,2008,5200.0
country/NAM,2012,3700.0
country/NAM,2013,3400.0
country/NAM,2017,3700.0
country/NAM,2022,3100.0
country/NPL,1993,100.0
country/NPL,1995,100.0
country/NPL,1997,500.0
country/NLD,1990,500.0
country/NLD,1992,500.0
country/NLD,1996,500.0
country/NLD,2012,100.0
country/NLD,2015,100.0
country/NLD,2018,100.0
country/NZL,1990,100.0
country/NZL,1993,100.0
country/NZL,2000,100.0
country/NZL,2002,100.0
country/NZL,2007,100.0
country/NZL,2010,100.0
country/NZL,2013,100.0
country/NZL,2018,100.0
country/NZL,2020,100.0
country/NIC,1992,100.0
country/NIC,1999,500.0
country/NIC,2001,500.0
country/NIC,2004,500.0
country/NIC,2006,500.0
country/NIC,2010,500.0
country/NIC,2011,500.0
country/NIC,2013,500.0
country/NIC,2014,500.0
country/NIC,2019,500.0
country/NIC,2020,500.0
country/NIC,2022,500.0
country/NER,1992,1000.0
country/NER,1995,1900.0
country/NER,1996,2300.0
country/NER,1998,3100.0
country/NER,2003,4500.0
country/NER,2004,4600.0
country/NER,2006,4300.0
country/NER,2012,2100.0
country/NER,2013,1900.0
country/NER,2015,2000.0
country/NER,2016,1800.0
country/NER,2018,1400.0
country/NER,2019,1300.0
country/NER,2020,1300.0
country/NER,2021,1200.0
country/MKD,1992,100.0
country/MKD,1998,100.0
country/MKD,2000,100.0
country/MKD,2001,100.0
country/MKD,2005,100.0
country/MKD,2009,100.0
country/MKD,2010,100.0
country/MKD,2011,100.0
country/MKD,2012,100.0
country/MKD,2013,100.0
country/MKD,2016,100.0
country/MKD,2022,100.0
country/OMN,1990,100.0
country/OMN,1991,100.0
country/OMN,1992,100.0
country/OMN,1993,100.0
country/OMN,2002,100.0
country/OMN,2006,100.0
country/OMN,2008,100.0
country/OMN,2009,100.0
country/OMN,2012,100.0
country/OMN,2013,100.0
country/OMN,2014,100.0
country/PAK,1998,100.0
country/PAK,1999,100.0
country/PAK,2001,100.0
country/PAK,2002,100.0
country/PAK,2009,1400.0
country/PAK,2012,3500.0
country/PAK,2016,6700.0
country/PAK,2019,8600.0
country/PAK,2021,11000.0
country/PAN,1991,100.0
country/PAN,1994,500.0
country/PAN,1999,500.0
country/PAN,2001,500.0
country/PAN,2002,500.0
country/PAN,2005,1000.0
country/PAN,2008,1000.0
country/PAN,2009,1000.0
country/PAN,2010,500.0
country/PAN,2016,500.0
country/PNG,1996,500.0
country/PNG,1998,500.0
country/PNG,2000,1000.0
country/PNG,2001,1000.0
country/PNG,2013,1100.0
country/PNG,2022,1100.0
country/PRY,1992,100.0
country/PRY,2010,500.0
country/PRY,2012,500.0
country/PRY,2013,500.0
country/PRY,2014,500.0
country/PRY,2015,500.0
country/PRY,2020,500.0
country/PRY,2021,500.0
country/PER,1990,2200.0
country/PER,1995,5000.0
country/PER,1996,5500.0
country/PER,2004,6200.0
country/PER,2008,4100.0
country/PER,2012,2000.0
country/PER,2014,2000.0
country/PER,2015,1900.0
country/PER,2017,1400.0
country/PER,2018,1200.0
country/PHL,1990,100.0
country/PHL,1998,100.0
country/PHL,1999,100.0
country/PHL,2006,500.0
country/PHL,2007,500.0
country/PHL,2010,500.0
country/PHL,2014,500.0
country/PHL,2016,1000.0
country/POL,1998,100.0
country/POL,2000,500.0
country/POL,2013,500.0
country/PRT,1994,1000.0
country/PRT,2000,1100.0
country/PRT,2007,1000.0
country/PRT,2009,1000.0
country/PRT,2014,500.0
country/PRT,2017,500.0
country/QAT,1996,100.0
country/QAT,1999,100.0
country/QAT,2003,100.0
country/QAT,2004,100.0
