dcid,year,HivDeathsPeople
country/COD,1996,42000.0
country/COD,1998,47000.0
country/COD,2013,37000.0
country/COD,2018,20000.0
country/COD,2019,20000.0
country/COD,2022,12000.0
country/DNK,2000,100.0
country/DNK,2012,100.0
country/DNK,2019,100.0
country/DOM,1990,1000.0
country/DOM,1992,1100.0
country/DOM,1995,2300.0
country/DOM,2001,5100.0
country/DOM,2004,5800.0
country/DOM,2011,3200.0
country/DOM,2017,2500.0
country/DOM,2019,2300.0
country/DOM,2020,2100.0
country/DOM,2021,1900.0
country/ECU,1991,500.0
country/ECU,1992,500.0
country/ECU,1996,500.0
country/ECU,1997,500.0
country/ECU,1998,1000.0
country/ECU,2000,1000.0
country/ECU,2008,1200.0
country/ECU,2015,1000.0
country/ECU,2017,1000.0
country/ECU,2019,500.0
country/EGY,1993,100.0
country/EGY,2000,100.0
country/EGY,2001,100.0
country/COM,2000,100.0
country/COM,2007,100.0
country/COM,2011,100.0
country/COM,2014,100.0
country/COM,2021,100.0
country/COG,1994,4500.0
country/COG,2002,6600.0
country/COG,2004,6700.0
country/COG,2007,6200.0
country/COG,2012,5400.0
country/COG,2015,6400.0
country/COG,2016,6500.0
country/COG,2018,6900.0
country/CRI,1994,500.0
country/CRI,1998,500.0
country/CRI,1999,500.0
country/CRI,2000,500.0
country/CRI,2003,500.0
country/CRI,2006,500.0
country/CRI,2009,500.0
country/CRI,2011,500.0
country/CRI,2014,500.0
country/CRI,2016,500.0
country/CRI,2020,500.0
country/CRI,2021,500.0
country/CRI,2022,500.0
country/HRV,1997,100.0
country/HRV,2009,100.0
country/HRV,2012,100.0
country/HRV,2016,100.0
country/HRV,2017,100.0
country/HRV,2018,100.0
country/CUB,1993,100.0
country/CUB,1998,100.0
country/CUB,2000,500.0
country/CUB,2004,500.0
country/CUB,2005,500.0
country/CUB,2008,500.0
country/CUB,2010,500.0
country/CUB,2018,500.0
country/CUB,2019,500.0
country/CUB,2021,500.0
country/CYP,1990,100.0
country/CYP,1996,100.0
country/CYP,2008,100.0
country/CYP,2016,100.0
country/CZE,1994,100.0
country/CZE,2011,100.0
country/CZE,2018,100.0
country/CZE,2022,100.0
country/CIV,1995,42000.0
country/CIV,2001,63000.0
country/CIV,2003,63000.0
country/CIV,2005,58000.0
country/CIV,2014,24000.0
country/CIV,2016,20000.0
country/CIV,2019,13000.0
country/CIV,2021,10000.0
country/COD,1992,26000.0
country/COD,1994,34000.0
country/COD,1997,45000.0
country/COD,1999,49000.0
country/COD,2004,53000.0
country/COD,2005,51000.0
country/EGY,2002,100.0
country/EGY,2003,100.0
country/EGY,2009,500.0
country/EGY,2011,500.0
country/EGY,2013,500.0
country/EGY,2021,500.0
country/EGY,2022,1000.0
country/SLV,1998,500.0
country/SLV,2018,1000.0
country/GNQ,1990,100.0
country/GNQ,1994,500.0
country/GNQ,1995,500.0
country/GNQ,2003,1300.0
country/GNQ,2008,1800.0
country/GNQ,2013,2200.0
country/GNQ,2016,2500.0
country/GNQ,2018,2500.0
country/GNQ,2020,2700.0
country/ERI,1990,500.0
country/ERI,1993,1000.0
country/ERI,1994,1000.0
country/ERI,1995,1000.0
country/ERI,2000,1500.0
country/ERI,2002,1600.0
country/ERI,2004,1700.0
country/ERI,2005,1600.0
country/ERI,2007,1100.0
country/ERI,2008,1000.0
country/ERI,2013,500.0
country/ERI,2014,500.0
country/ERI,2017,500.0
country/ERI,2021,500.0
country/EST,1990,100.0
country/EST,1992,100.0
country/EST,2006,100.0
country/EST,2007,100.0
country/EST,2012,100.0
country/EST,2013,100.0
country/EST,2015,100.0
country/SWZ,1999,6400.0
country/SWZ,2010,6000.0
country/SWZ,2014,4400.0
country/SWZ,2018,2900.0
country/ETH,1993,33000.0
country/ETH,2003,72000.0
country/ETH,2007,48000.0
country/ETH,2009,32000.0
country/ETH,2011,22000.0
country/ETH,2013,18000.0
country/ETH,2014,18000.0
country/ETH,2016,16000.0
country/FJI,1998,100.0
country/FJI,2009,100.0
country/FJI,2015,100.0
country/FJI,2018,100.0
country/FJI,2020,100.0
country/FRA,1994,3500.0
country/FRA,2003,1000.0
country/FRA,2004,1000.0
country/FRA,2005,1000.0
country/FRA,2006,1000.0
country/FRA,2008,1000.0
country/FRA,2009,1000.0
country/FRA,2013,1000.0
country/COD,2008,47000.0
country/COD,2009,46000.0
country/COD,2014,35000.0
country/DNK,1994,500.0
country/DNK,1999,100.0
country/DNK,2001,100.0
country/DNK,2002,100.0
country/DNK,2003,100.0
country/DNK,2004,100.0
country/DNK,2011,100.0
country/DNK,2018,100.0
country/DNK,2021,100.0
country/DOM,1993,1500.0
country/DOM,1994,1900.0
country/DOM,1996,2800.0
country/DOM,1997,3300.0
country/DOM,1998,3800.0
country/DOM,2005,5600.0
country/DOM,2008,4000.0
country/DOM,2010,3300.0
country/DOM,2012,3100.0
country/DOM,2015,2500.0
country/DOM,2016,2500.0
country/ECU,1995,500.0
country/ECU,1999,1000.0
country/ECU,2007,1400.0
country/ECU,2009,1100.0
country/ECU,2020,500.0
country/ECU,2021,500.0
country/EGY,1996,100.0
country/EGY,1997,100.0
country/EGY,1998,100.0
country/EGY,1999,100.0
country/EGY,2008,500.0
country/EGY,2010,500.0
country/EGY,2020,500.0
country/SLV,1991,100.0
country/SLV,1994,500.0
country/SLV,1995,500.0
country/SLV,1996,500.0
country/SLV,1997,500.0
country/SLV,2003,1000.0
country/SLV,2005,1000.0
country/SLV,2007,500.0
country/SLV,2010,500.0
country/SLV,2012,500.0
country/SLV,2013,500.0
country/SLV,2017,500.0
country/SLV,2022,500.0
country/GNQ,1992,500.0
country/GNQ,1993,500.0
country/GNQ,2001,1000.0
country/GNQ,2009,2100.0
country/GNQ,2012,2300.0
country/GNQ,2014,2200.0
country/GNQ,2015,2300.0
country/GNQ,2017,2500.0
country/GNQ,2019,2600.0
country/ERI,1997,1300.0
country/ERI,1998,1300.0
country/ERI,1999,1400.0
country/ERI,2003,1600.0
country/ERI,2009,1000.0
country/ERI,2015,500.0
country/ERI,2020,500.0
country/EST,1995,100.0
country/EST,1999,100.0
country/EST,2002,100.0
country/EST,2004,100.0
country/EST,2016,100.0
country/EST,2020,100.0
country/SWZ,1993,1100.0
country/SWZ,1997,4200.0
country/ETH,1992,27000.0
country/ETH,1995,46000.0
country/ETH,1997,58000.0
country/ETH,2000,69000.0
country/ETH,2015,17000.0
country/ETH,2017,16000.0
country/ETH,2021,12000.0
country/FJI,1992,100.0
country/FJI,1993,100.0
country/FJI,1996,100.0
country/FJI,1997,100.0
country/FJI,1999,100.0
country/FJI,2002,100.0
country/FJI,2005,100.0
country/FJI,2007,100.0
country/FJI,2008,100.0
country/FJI,2012,100.0
country/FJI,2013,100.0
country/FJI,2014,100.0
country/FJI,2019,100.0
country/FRA,1990,2200.0
country/FRA,1992,2900.0
country/FRA,1995,3800.0
country/FRA,1996,4100.0
country/FRA,2001,1000.0
country/FRA,2007,1000.0
country/FRA,2010,1000.0
country/FRA,2016,1000.0
country/FRA,2021,1000.0
country/GAB,2004,2800.0
country/GAB,2010,2500.0
country/GAB,2013,2000.0
country/GAB,2014,1800.0
country/GAB,2018,2000.0
country/GAB,2020,1900.0
country/GAB,2022,1800.0
country/GMB,1990,100.0
country/GMB,1991,100.0
country/GMB,1995,500.0
country/GMB,2008,1500.0
country/GMB,2010,1500.0
country/GMB,2011,1300.0
country/GMB,2012,1300.0
country/GMB,2015,1400.0
country/GEO,1990,100.0
country/GEO,2002,100.0
country/GEO,2003,100.0
country/GEO,2004,100.0
country/GEO,2008,100.0
country/GEO,2012,100.0
country/GEO,2015,100.0
country/GEO,2019,100.0
country/GEO,2020,100.0
country/GEO,2022,100.0
country/DEU,2010,500.0
country/FRA,2014,1000.0
country/FRA,2017,1000.0
country/FRA,2018,1000.0
country/GAB,1991,500.0
country/GAB,1994,1000.0
country/GAB,2001,2500.0
country/GAB,2006,2400.0
country/GAB,2007,2500.0
country/GAB,2008,2500.0
country/GAB,2011,2500.0
country/GAB,2012,2300.0
country/GAB,2015,1800.0
country/GAB,2019,2000.0
country/GAB,2021,2000.0
country/GMB,2000,1000.0
country/GMB,2004,1200.0
country/GMB,2022,1400.0
country/GEO,1994,100.0
country/GEO,1996,100.0
country/GEO,1999,100.0
country/GEO,2013,100.0
country/GEO,2017,100.0
country/DEU,2013,500.0
country/DEU,2015,500.0
country/GHA,1997,16000.0
country/GHA,1998,18000.0
country/GHA,1999,20000.0
country/GHA,2000,21000.0
country/GHA,2003,25000.0
country/GHA,2004,25000.0
country/GHA,2006,25000.0
country/GHA,2008,22000.0
country/GHA,2012,16000.0
country/GHA,2013,16000.0
country/GHA,2015,17000.0
country/GHA,2018,16000.0
country/GRC,1992,500.0
country/GRC,1996,100.0
country/GRC,2003,100.0
country/GRC,2005,100.0
country/GRC,2008,100.0
country/GRC,2016,100.0
country/GRC,2017,100.0
country/GRC,2022,100.0
country/GRD,1992,100.0
country/GRD,1993,100.0
country/GRD,1996,100.0
country/GRD,2002,100.0
country/GRD,2003,100.0
country/GRD,2012,100.0
country/GRD,2014,100.0
country/GTM,1996,1300.0
country/GTM,2001,2100.0
country/GTM,2002,2200.0
country/GTM,2013,1000.0
country/GTM,2014,1000.0
country/GTM,2020,1000.0
country/GIN,1991,1200.0
country/GIN,1993,1900.0
country/GIN,1996,3200.0
country/GIN,2006,5900.0
country/GIN,2016,5000.0
country/GIN,2021,3900.0
country/GIN,2022,3500.0
country/GNB,1991,100.0
country/GNB,1992,100.0
country/DEU,2011,500.0
country/DEU,2012,500.0
country/DEU,2014,500.0
country/DEU,2016,500.0
country/DEU,2017,500.0
country/DEU,2018,500.0
country/DEU,2019,500.0
country/GHA,1994,11000.0
country/GHA,2005,25000.0
country/GHA,2007,24000.0
country/GHA,2019,16000.0
country/GHA,2020,14000.0
country/GRC,1993,500.0
country/GRC,1995,100.0
country/GRC,2000,100.0
country/GRC,2001,100.0
country/GRC,2002,100.0
country/GRC,2004,100.0
country/GRC,2007,100.0
country/GRC,2009,100.0
country/GRC,2011,100.0
country/GRC,2013,100.0
country/GRC,2018,100.0
country/GRC,2019,100.0
country/GRD,1990,100.0
country/GRD,1994,100.0
country/GRD,1995,100.0
country/GRD,1999,100.0
country/GRD,2016,100.0
country/GRD,2017,100.0
country/GRD,2018,100.0
country/GRD,2022,100.0
country/GTM,1991,500.0
country/GTM,1992,1000.0
country/GTM,2000,2000.0
country/GTM,2003,1900.0
country/GTM,2004,1700.0
country/GTM,2011,1000.0
country/GTM,2021,1000.0
country/GIN,1990,1000.0
country/GIN,1995,2800.0
country/GIN,2002,5600.0
country/GIN,2004,6200.0
country/GIN,2005,6300.0
country/GIN,2007,5600.0
country/GIN,2008,5500.0
country/GIN,2010,4200.0
country/GIN,2015,4800.0
country/GIN,2017,4900.0
country/GIN,2018,5100.0
country/GIN,2019,4900.0
country/GNB,1994,500.0
country/AFG,1993,100.0
country/AFG,1996,500.0
country/AFG,2009,1000.0
country/AFG,2010,1000.0
country/AFG,2011,1000.0
country/AFG,2013,1000.0
country/AFG,2016,1000.0
country/AFG,2018,1000.0
country/AFG,2019,1000.0
country/ALB,1990,100.0
country/ALB,1994,100.0
country/ALB,2000,100.0
country/ALB,2001,100.0
country/ALB,2004,100.0
country/ALB,2008,100.0
country/ALB,2017,100.0
country/ALB,2022,100.0
country/DZA,1991,100.0
country/DZA,2000,100.0
country/DZA,2008,500.0
country/DZA,2014,500.0
country/DZA,2020,500.0
country/AGO,1991,1900.0
country/AGO,1992,2300.0
country/AGO,1996,4600.0
country/AGO,1999,7100.0
country/AGO,2007,14000.0
country/AGO,2016,16000.0
country/AGO,2020,16000.0
country/ARG,1990,500.0
country/ARG,1991,1000.0
country/ARG,1995,1600.0
country/ARG,2003,1400.0
country/ARG,2005,1500.0
country/ARG,2008,1400.0
country/ARG,2010,1400.0
country/ARM,1993,100.0
country/ARM,1994,100.0
country/ARM,1996,100.0
country/ARM,1997,100.0
country/ARM,2002,100.0
country/ARM,2006,100.0
country/ARM,2011,100.0
country/ARM,2018,100.0
country/ARM,2022,100.0
country/AUS,1991,1000.0
country/AUS,1993,1000.0
country/AUS,1995,1000.0
country/AUS,2001,100.0
country/AUS,2002,100.0
country/AUS,2005,500.0
country/AUS,2009,500.0
country/AUS,2010,500.0
country/AUS,2013,100.0
country/AUS,2021,100.0
country/AZE,1990,100.0
country/AZE,1996,100.0
country/AZE,2006,500.0
country/AZE,2007,500.0
country/AZE,2008,500.0
country/AZE,2014,500.0
country/AZE,2015,500.0
country/AZE,2017,500.0
country/AZE,2020,100.0
country/AZE,2021,100.0
country/BHS,1991,500.0
country/BHS,1995,500.0
country/BHS,1996,500.0
country/BHS,1998,500.0
country/BHS,2005,500.0
country/BHS,2010,500.0
country/BHS,2013,500.0
country/BHS,2015,500.0
country/BHS,2018,100.0
country/BGD,1992,100.0
country/BGD,1993,100.0
country/BGD,1995,100.0
country/BGD,2001,100.0
country/BGD,2002,100.0
country/BGD,2003,100.0
country/BGD,2014,500.0
country/BGD,2022,1000.0
country/BRB,1991,100.0
country/BRB,1992,100.0
country/BRB,1996,100.0
country/BRB,1998,100.0
country/BRB,1999,100.0
country/BRB,2004,100.0
country/BRB,2010,100.0
country/BRB,2015,100.0
country/BRB,2016,100.0
country/BRB,2018,100.0
country/BRB,2020,100.0
country/BRB,2021,100.0
country/BLR,2000,100.0
country/BLR,2007,500.0
country/BLR,2009,500.0
country/BLR,2022,500.0
country/BEL,1990,100.0
country/BEL,1992,500.0
country/BEL,1993,500.0
country/BEL,1995,500.0
country/BEL,1998,100.0
country/BEL,1999,100.0
country/BEL,2001,100.0
country/BEL,2002,100.0
country/BEL,2008,100.0
country/BEL,2010,100.0
country/BEL,2011,100.0
country/BEL,2014,100.0
country/BEL,2018,100.0
country/BLZ,2003,100.0
country/BLZ,2004,100.0
country/BLZ,2005,100.0
country/BLZ,2006,100.0
country/BLZ,2011,100.0
country/BLZ,2013,100.0
country/BLZ,2014,500.0
country/BLZ,2018,500.0
country/BEN,1990,1000.0
country/BEN,2002,5200.0
country/BEN,2005,5800.0
country/BEN,2006,6000.0
country/BEN,2017,2500.0
country/BEN,2020,2000.0
country/BTN,1996,100.0
country/BTN,2008,100.0
country/BTN,2013,100.0
country/BTN,2015,100.0
country/BTN,2016,100.0
country/BTN,2020,100.0
country/BOL,1996,500.0
country/BOL,2003,1100.0
country/BOL,2014,1200.0
country/BOL,2017,1000.0
country/BOL,2018,1000.0
country/BOL,2022,1000.0
country/BWA,1991,1900.0
country/BWA,1996,8900.0
country/BWA,1999,14000.0
country/BWA,2003,17000.0
country/BWA,2004,15000.0
country/BWA,2005,12000.0
country/BWA,2006,10000.0
country/BWA,2007,8600.0
country/BWA,2009,6800.0
country/BWA,2014,4600.0
country/BWA,2015,4600.0
country/BWA,2017,4500.0
country/BWA,2018,4500.0
country/BWA,2019,4400.0
country/BRA,2000,14000.0
country/BRA,2002,14000.0
country/BRA,2005,15000.0
country/BRA,2006,15000.0
country/BRA,2014,17000.0
country/BRA,2021,14000.0
country/BRA,2022,13000.0
country/BGR,1993,100.0
country/BGR,1995,100.0
country/BGR,2004,100.0
country/BGR,2012,100.0
country/BGR,2014,100.0
country/BGR,2016,100.0
country/BGR,2018,100.0
country/BGR,2020,100.0
country/BGR,2021,100.0
country/BFA,2011,5800.0
country/BFA,2013,5600.0
country/BFA,2015,5000.0
country/BFA,2017,4200.0
country/BFA,2019,3600.0
country/BFA,2020,3200.0
country/BDI,1991,7700.0
country/BDI,1992,8900.0
country/BDI,1998,12000.0
country/BDI,2012,4900.0
country/BDI,2014,4200.0
country/BDI,2016,2900.0
country/BDI,2018,2000.0
country/CPV,1992,100.0
country/CPV,1997,100.0
country/CPV,2000,500.0
country/CPV,2008,100.0
country/CPV,2010,100.0
country/CPV,2012,100.0
country/CPV,2021,100.0
country/KHM,1991,100.0
country/KHM,1994,500.0
country/KHM,1995,1000.0
country/KHM,2005,4500.0
country/KHM,2008,2300.0
country/KHM,2012,1600.0
country/KHM,2016,1900.0
country/KHM,2022,1100.0
country/CMR,1993,4900.0
country/CMR,1996,11000.0
country/CMR,1997,14000.0
country/CMR,1998,17000.0
country/CMR,2005,30000.0
country/CMR,2013,24000.0
country/CMR,2017,20000.0
country/CMR,2020,13000.0
country/CAN,1995,2600.0
country/CAN,1999,1400.0
country/CAN,2002,1200.0
country/CAN,2004,1300.0
country/CAN,2008,1600.0
country/CAN,2014,500.0
country/CAF,1990,2700.0
country/CAF,1991,3500.0
country/CAF,1995,7500.0
country/CAF,1996,8600.0
country/CAF,1999,11000.0
country/CAF,2015,7000.0
country/CAF,2017,6100.0
country/TCD,1991,1800.0
country/TCD,1992,2300.0
country/TCD,1997,5100.0
country/TCD,1999,6200.0
country/TCD,2000,6700.0
country/TCD,2001,7100.0
country/TCD,2004,8100.0
country/TCD,2016,4200.0
country/TCD,2017,4000.0
country/TCD,2018,3800.0
country/COL,1997,3000.0
country/COL,1998,3500.0
country/COL,2000,4600.0
country/COL,2012,3800.0
country/COL,2013,3300.0
country/COL,2020,1700.0
country/COL,2021,1400.0
country/COM,1998,100.0
country/COM,2005,100.0
country/COM,2006,100.0
country/COM,2008,100.0
country/COM,2010,100.0
country/COM,2022,100.0
country/COG,1997,5500.0
country/COG,2005,6400.0
country/COG,2006,6100.0
country/COG,2009,4900.0
country/COG,2017,6700.0
country/COG,2020,7400.0
country/COG,2022,7700.0
country/CRI,1991,100.0
country/CRI,1995,500.0
country/CRI,1997,500.0
country/CRI,2001,500.0
country/CRI,2010,500.0
country/CRI,2015,500.0
country/CRI,2017,500.0
country/HRV,1991,100.0
country/HRV,1994,100.0
country/HRV,1998,100.0
country/HRV,2000,100.0
country/HRV,2010,100.0
country/HRV,2011,100.0
country/HRV,2014,100.0
country/HRV,2015,100.0
country/HRV,2020,100.0
country/CUB,1990,100.0
country/CUB,1994,100.0
country/CUB,1995,100.0
country/CUB,1996,100.0
country/CUB,1999,500.0
country/CUB,2013,500.0
country/CUB,2014,500.0
country/CUB,2016,500.0
country/CUB,2017,500.0
country/CYP,1994,100.0
country/CYP,1997,100.0
country/CYP,2000,100.0
country/CYP,2002,100.0
country/CYP,2003,100.0
country/CYP,2006,100.0
country/CYP,2009,100.0
country/CYP,2010,100.0
country/CYP,2011,100.0
country/CZE,1996,100.0
country/CZE,2003,100.0
country/CZE,2004,100.0
country/CZE,2005,100.0
country/CZE,2007,100.0
country/CZE,2013,100.0
country/CZE,2015,100.0
country/CZE,2020,100.0
country/CIV,1990,16000.0
country/CIV,2000,62000.0
country/CIV,2002,64000.0
country/CIV,2007,49000.0
country/CIV,2009,37000.0
country/CIV,2011,31000.0
country/CIV,2018,15000.0
country/CIV,2022,10000.0
country/COD,1990,18000.0
country/COD,1995,39000.0
country/COD,2001,52000.0
country/COD,2006,49000.0
country/COD,2011,42000.0
country/COD,2012,40000.0
country/COD,2016,27000.0
country/DNK,1990,100.0
country/DNK,1991,500.0
country/DNK,1995,500.0
country/DNK,1996,500.0
country/DNK,1998,100.0
country/DNK,2008,100.0
country/DNK,2009,100.0
country/DNK,2014,100.0
country/DNK,2015,100.0
country/DNK,2016,100.0
country/DNK,2017,100.0
country/DNK,2020,100.0
country/DNK,2022,100.0
country/DOM,1991,1000.0
country/DOM,1999,4300.0
country/DOM,2007,4600.0
country/DOM,2014,2800.0
country/DOM,2018,2400.0
country/DOM,2022,1500.0
country/ECU,1990,500.0
country/ECU,1994,500.0
country/ECU,2003,1300.0
country/ECU,2004,1400.0
country/ECU,2005,1400.0
country/ECU,2006,1400.0
country/ECU,2012,1000.0
country/ECU,2013,1000.0
country/ECU,2016,1000.0
country/ECU,2018,1000.0
country/EGY,1990,100.0
country/EGY,2005,500.0
country/EGY,2007,500.0
country/EGY,2016,500.0
country/EGY,2017,500.0
country/SLV,1993,500.0
country/SLV,2001,1000.0
country/SLV,2002,1000.0
country/SLV,2004,1000.0
country/SLV,2011,500.0
country/SLV,2014,500.0
country/SLV,2015,500.0
country/SLV,2019,500.0
country/GNQ,1991,500.0
country/GNQ,1996,500.0
country/GNQ,1998,1000.0
country/GNQ,2006,1600.0
country/GNQ,2007,1700.0
country/GNQ,2010,2300.0
country/GNQ,2011,2400.0
country/ERI,1996,1200.0
country/ERI,2010,1000.0
country/ERI,2011,1000.0
country/ERI,2012,1000.0
country/ERI,2018,500.0
country/EST,1991,100.0
country/EST,1993,100.0
country/EST,1994,100.0
country/EST,1997,100.0
country/EST,2000,100.0
country/EST,2003,100.0
country/EST,2005,100.0
country/EST,2008,100.0
country/EST,2010,100.0
country/EST,2014,100.0
country/EST,2017,100.0
country/EST,2018,100.0
country/EST,2022,100.0
country/SWZ,1992,1000.0
country/SWZ,1996,3300.0
country/SWZ,1998,5300.0
country/SWZ,2002,9300.0
country/SWZ,2003,10000.0
country/SWZ,2007,8300.0
country/SWZ,2008,7700.0
country/SWZ,2009,6900.0
country/SWZ,2011,5100.0
country/SWZ,2013,4500.0
country/SWZ,2015,4200.0
country/SWZ,2016,3900.0
country/ETH,1990,16000.0
country/ETH,1991,21000.0
country/ETH,1996,52000.0
country/ETH,1999,66000.0
country/ETH,2002,72000.0
country/ETH,2004,70000.0
country/ETH,2005,65000.0
country/ETH,2006,58000.0
country/ETH,2010,27000.0
country/ETH,2018,15000.0
country/FJI,1990,100.0
country/FJI,1995,100.0
country/FJI,2000,100.0
country/FJI,2003,100.0
country/FJI,2006,100.0
country/FJI,2010,100.0
country/FJI,2016,100.0
country/FJI,2021,100.0
country/FJI,2022,100.0
country/FRA,1991,2600.0
country/FRA,1993,3200.0
country/FRA,1998,1500.0
country/FRA,1999,1000.0
country/FRA,2002,1000.0
country/FRA,2011,1000.0
country/FRA,2019,1000.0
country/FRA,2020,1000.0
country/FRA,2022,1000.0
country/GAB,1993,1000.0
country/GAB,1996,1300.0
country/GAB,2003,2900.0
country/GAB,2005,2500.0
country/GAB,2009,2500.0
country/GAB,2016,1900.0
country/GMB,1992,100.0
country/GMB,1996,500.0
country/GMB,1998,500.0
country/GMB,1999,1000.0
country/GMB,2001,1000.0
country/GMB,2003,1100.0
country/GMB,2006,1300.0
country/GMB,2007,1400.0
country/GMB,2018,1400.0
country/GMB,2019,1400.0
country/GEO,1991,100.0
country/GEO,1992,100.0
country/GEO,1993,100.0
country/GEO,1997,100.0
country/GEO,2000,100.0
country/GEO,2005,100.0
country/GEO,2009,100.0
country/GEO,2014,100.0
country/GEO,2021,100.0
country/GHA,1990,4900.0
country/GHA,1993,9500.0
country/GHA,1995,13000.0
country/GHA,2002,24000.0
country/GHA,2016,16000.0
country/GHA,2017,17000.0
country/GHA,2021,11000.0
country/GRC,1990,100.0
country/GRC,1991,500.0
country/GRC,1997,100.0
country/GRC,1998,100.0
country/GRC,2006,100.0
country/GRC,2010,100.0
country/GRC,2012,100.0
country/GRC,2015,100.0
country/GRC,2021,100.0
country/GRD,1998,100.0
country/GRD,2004,100.0
country/GRD,2009,100.0
country/GRD,2010,100.0
country/GRD,2013,100.0
country/GRD,2019,100.0
country/GRD,2021,100.0
country/GTM,1993,1000.0
country/GTM,1995,1100.0
country/GTM,1997,1500.0
country/GTM,1999,1900.0
country/GTM,2005,1800.0
country/GTM,2007,1300.0
country/GTM,2008,1000.0
country/GTM,2012,1000.0
country/GTM,2015,1000.0
country/GTM,2016,1000.0
country/GTM,2019,1000.0
country/GTM,2022,500.0
country/GIN,1992,1600.0
country/GIN,1994,2300.0
country/GIN,1999,4600.0
country/GIN,2000,5000.0
country/GIN,2003,5900.0
country/GIN,2009,4800.0
country/GIN,2012,4100.0
country/GIN,2013,4100.0
country/GIN,2020,4300.0
country/GNB,1990,100.0
country/GNB,1997,1000.0
country/GNB,1995,500.0
country/GNB,1998,1000.0
country/GNB,2001,1500.0
country/GNB,2003,1900.0
country/GNB,2012,2100.0
country/GNB,2013,2100.0
country/GNB,2018,1700.0
country/GNB,2019,1500.0
country/GNB,2020,1400.0
country/GUY,1994,100.0
country/GUY,1996,100.0
country/GUY,2001,500.0
country/GUY,2003,500.0
country/GUY,2011,100.0
country/HTI,1993,6200.0
country/HTI,2001,10000.0
country/HTI,2010,6400.0
country/HTI,2013,5400.0
country/HTI,2014,5100.0
country/HTI,2017,4300.0
country/HTI,2019,2700.0
country/HND,1994,1200.0
country/HND,1995,1500.0
country/HND,1997,1900.0
country/HND,2000,2500.0
country/HND,2003,2500.0
country/HND,2004,2300.0
country/HND,2005,2100.0
country/HND,2011,1400.0
country/HND,2015,1000.0
country/HND,2016,1000.0
country/HND,2019,1000.0
country/HND,2020,1000.0
country/HND,2022,1000.0
country/ISL,1994,100.0
country/ISL,1995,100.0
country/ISL,1996,100.0
country/ISL,2001,100.0
country/ISL,2003,100.0
country/ISL,2008,100.0
country/ISL,2015,100.0
country/ISL,2022,100.0
country/IDN,1990,100.0
country/IDN,1995,500.0
country/IDN,1998,1000.0
country/IDN,2001,1800.0
country/IDN,2006,8600.0
country/IDN,2007,10000.0
country/IDN,2008,12000.0
country/IDN,2012,21000.0
country/IDN,2013,23000.0
country/IDN,2016,27000.0
country/IDN,2022,26000.0
country/IRN,1990,100.0
country/IRN,1996,500.0
country/IRN,1997,500.0
country/IRN,1998,500.0
country/IRN,2002,1000.0
country/IRN,2007,2200.0
country/IRN,2012,3300.0
country/IRN,2014,3200.0
country/IRN,2015,3100.0
country/IRN,2016,3000.0
country/IRN,2018,2500.0
country/IRN,2019,2300.0
country/GNB,2004,2200.0
country/GNB,2007,2500.0
country/GNB,2008,2400.0
country/GNB,2015,1900.0
country/GNB,2017,1700.0
country/GNB,2022,1200.0
country/GUY,1990,100.0
country/GUY,1991,100.0
country/GUY,2004,500.0
country/GUY,2006,500.0
country/GUY,2009,100.0
country/GUY,2010,100.0
country/GUY,2012,100.0
country/GUY,2019,500.0
country/GUY,2021,500.0
country/GUY,2022,500.0
country/HTI,1991,4400.0
country/HTI,1997,9100.0
country/HTI,2003,11000.0
country/HTI,2004,10000.0
country/HTI,2005,10000.0
country/HTI,2007,8000.0
country/HTI,2016,5200.0
country/HTI,2022,1600.0
country/HND,1996,1700.0
country/HND,2007,1800.0
country/HND,2010,1400.0
country/HND,2012,1300.0
country/HND,2021,1000.0
country/ISL,1990,100.0
country/ISL,1993,100.0
country/ISL,1997,100.0
country/ISL,1998,100.0
country/ISL,2006,100.0
country/ISL,2009,100.0
country/ISL,2010,100.0
country/ISL,2013,100.0
country/IDN,1996,500.0
country/IDN,2011,19000.0
country/IDN,2017,27000.0
country/IDN,2018,28000.0
country/IRN,1993,100.0
country/IRN,1994,100.0
country/IRN,2000,500.0
country/IRN,2001,1000.0
country/IRN,2003,1000.0
country/IRN,2004,1300.0
country/IRN,2006,1900.0
country/IRN,2008,2500.0
country/IRN,2010,3000.0
country/IRN,2013,3300.0
country/IRN,2017,2700.0
country/IRQ,1993,100.0
country/IRQ,1994,100.0
country/IRQ,2007,100.0
country/IRQ,2009,100.0
country/IRQ,2012,100.0
country/IRQ,2017,100.0
country/IRQ,2019,100.0
country/IRL,2020,100.0
country/ITA,1990,2300.0
country/ITA,1991,2900.0
country/ITA,1996,4500.0
country/ITA,2000,1300.0
country/ITA,2002,1100.0
country/ITA,2004,1000.0
country/ITA,2016,1000.0
country/ITA,2017,1000.0
country/ITA,2018,1000.0
country/ITA,2019,1000.0
country/JAM,1993,1000.0
country/JAM,1994,1200.0
country/JAM,1998,1800.0
country/JAM,2003,2100.0
country/JAM,2004,2100.0
country/JAM,2011,1100.0
country/JAM,2015,1000.0
country/JAM,2017,1000.0
country/JAM,2019,1000.0
country/JOR,1994,100.0
country/JOR,1997,100.0
country/JOR,1999,100.0
country/JOR,2000,100.0
country/JOR,2001,100.0
country/JOR,2009,100.0
country/JOR,2014,100.0
