dcid,year,healthExpenditureFinancingSchemeOopCurrentUSD
country/HUN,2015,2358353610.840128
country/HUN,2016,2488438850.5393305
country/HUN,2017,2629929065.9540906
country/HUN,2018,2830257514.170986
country/HUN,2019,2862923002.8211656
country/HUN,2020,2900588534.507946
country/ISL,2000,144712243.28363568
country/ISL,2001,130332170.37133783
country/ISL,2002,151628488.8266632
country/ISL,2003,193349716.2473769
country/ISL,2004,228334227.70984197
country/ISL,2005,265205906.48072177
country/ISL,2006,253266742.661727
country/ISL,2007,297909452.813988
country/ISL,2008,245388416.43965405
country/ISL,2009,194789835.6865675
country/ISL,2010,214572982.3650693
country/ISL,2011,231033779.02935013
country/ISL,2012,224084469.72735405
country/ISL,2013,240673117.32316667
country/ISL,2014,264365760.95339784
country/ISL,2015,249371756.22136205
country/ISL,2016,283995615.894868
country/ISL,2017,336043371.60107106
country/ISL,2018,350653076.43157154
country/ISL,2019,328945447.4265091
country/ISL,2020,310362492.79643476
country/ISL,2021,363875303.12160265
country/IRL,2000,716274462.3403935
country/IRL,2001,744227834.0728354
country/IRL,2002,898152257.5831387
country/IRL,2003,1517244663.7266638
country/IRL,2004,1714663367.8320508
country/IRL,2005,2194576484.5571976
country/IRL,2006,2430957348.6423492
country/IRL,2007,2440036103.926675
country/IRL,2008,2981949359.113281
country/IRL,2009,3159933973.272263
country/IRL,2010,3221871980.68334
country/IRL,2011,3529622693.482497
country/IRL,2012,3330133693.839845
country/IRL,2013,3510162852.9255
country/IRL,2014,3537332613.3529286
country/IRL,2015,2819250064.820311
country/IRL,2016,2847729638.4046764
country/IRL,2017,3022382909.964711
country/IRL,2018,3184904407.9450965
country/IRL,2019,3150054619.427446
country/IRL,2020,3176721506.0544834
country/IRL,2021,3462042923.0193815
country/ISR,2000,2654627207.3250513
country/ISR,2001,2865930355.593071
country/ISR,2002,2410494266.884066
country/ISR,2003,2576889858.2972264
country/ISR,2004,2734392140.384281
country/ISR,2005,3070771219.1100116
country/ISR,2006,2738672556.6068277
country/ISR,2007,3285717490.9533997
country/ISR,2008,3816867086.120274
country/ISR,2009,3726538613.5782113
country/ISR,2010,3909627638.5907903
country/ISR,2011,4335226223.667898
country/ISR,2012,4283281857.847392
country/ISR,2013,4693196950.779042
country/ISR,2014,5095690938.183444
country/ISR,2015,4794134042.279494
country/ISR,2016,5216157337.892841
country/ISR,2017,5766545264.398826
country/ISR,2018,5945593761.612495
country/ISR,2019,6255808367.188253
country/ISR,2020,5805242280.906431
country/ITA,2000,22961931581.17652
country/ITA,2001,22121153701.18113
country/ITA,2002,24232217863.1373
country/ITA,2003,29310628081.568565
country/ITA,2004,33681143026.641014
country/ITA,2005,33480957410.116714
country/ITA,2006,35062597147.05878
country/ITA,2007,38742043690.588356
country/ITA,2008,43857928078.12499
country/ITA,2009,40692777158.203094
country/ITA,2010,39136481716.66674
country/ITA,2011,44354654134.24133
country/ITA,2012,40482406262.10938
country/ITA,2013,41777281041.56875
country/ITA,2014,43214802012.941025
country/ITA,2015,38172791001.9531
country/ITA,2016,38199226424.12461
country/ITA,2017,40527312205.88242
country/ITA,2018,42772991390.5882
country/ITA,2019,40846266439.21562
country/ITA,2020,38794690840.46703
country/ITA,2021,43190127903.1008
country/KAZ,2000,369168230.7692316
country/KAZ,2001,328425801.0142951
country/KAZ,2002,408722763.8459229
country/KAZ,2003,511430148.44352204
country/KAZ,2004,705374063.8885581
country/KAZ,2005,766988188.6066375
country/KAZ,2006,855577027.730945
country/KAZ,2007,928903953.5768243
country/KAZ,2008,964086116.7497668
country/KAZ,2009,895005176.7085336
country/KAZ,2010,1105805571.3149877
country/KAZ,2011,1233062534.3056097
country/KAZ,2012,1757538250.6899152
country/KAZ,2013,1635511145.7697642
country/KAZ,2014,1567692999.0419912
country/KAZ,2015,1799359979.8552308
country/KAZ,2016,1675965542.6081948
country/KAZ,2017,1687574045.3309157
country/KAZ,2018,1691436188.230411
country/KAZ,2019,1714828509.0774624
country/KAZ,2020,1781404886.7507236
country/KGZ,2000,31234387.17363736
country/KGZ,2001,34726558.49642272
country/KGZ,2002,38093560.739486605
country/KGZ,2003,57161349.07656929
country/KGZ,2004,63939126.137921594
country/KGZ,2005,78026285.11789477
country/KGZ,2006,92297194.10148543
country/KGZ,2007,113114239.24415652
country/KGZ,2008,163255411.14494088
country/KGZ,2009,124859837.62627248
country/KGZ,2010,143589819.54364944
country/KGZ,2011,191791325.55704308
country/KGZ,2012,243061942.36133936
country/KGZ,2013,278747750.76256996
country/KGZ,2014,309489356.8567663
country/KGZ,2015,260396385.5639708
country/KGZ,2016,249957426.9313365
country/KGZ,2017,268630973.0835249
country/KGZ,2018,193196370.04431933
country/KGZ,2019,184130818.682931
country/KGZ,2020,187856887.59328774
country/LVA,2000,293256389.1178895
country/LVA,2001,335372528.20172507
country/LVA,2002,372873030.20907736
country/LVA,2003,445681788.3546962
country/LVA,2004,517630036.4040232
country/LVA,2005,588286161.2017823
country/LVA,2006,623247334.532856
country/LVA,2007,897250831.2383418
country/LVA,2008,1062841692.9529612
country/LVA,2009,888762733.6564137
country/LVA,2010,773122201.8002732
country/LVA,2011,774076611.0261362
country/LVA,2012,820423314.2857144
country/LVA,2013,894171612.0704576
country/LVA,2014,670586012.3972527
country/LVA,2015,623546244.5312496
country/LVA,2016,746211368.1880896
country/LVA,2017,759915440.7829262
country/LVA,2018,834802523.1071389
country/LVA,2019,797425090.3505868
country/LVA,2020,798585598.4666171
country/LTU,2000,56186249.99999999
country/LTU,2001,58792750.0
country/LTU,2002,64956406.450077675
country/LTU,2003,81373358.30810437
country/LTU,2004,118885488.9996432
country/LTU,2005,140017123.13335314
country/LTU,2006,162704720.72595808
country/LTU,2007,188213850.55820265
country/LTU,2008,245728286.11732763
country/LTU,2009,213886018.7061368
country/LTU,2010,202238137.869293
country/LTU,2011,231107170.20676312
country/LTU,2012,248223232.15088922
country/LTU,2013,270856494.7568414
country/LTU,2014,274392295.7360549
country/LTU,2015,856211097.695312
country/LTU,2016,923378576.7315198
country/LTU,2017,1007816442.8214498
country/LTU,2018,1106259137.0588226
country/LTU,2019,1235328926.8235273
country/LTU,2020,1223143547.190665
country/LTU,2021,1475776049.3023262
country/LUX,2000,179270424.9270592
country/LUX,2001,186419016.75472462
country/LUX,2002,221644372.40235335
country/LUX,2003,273783798.9968622
country/LUX,2004,326101431.32046413
country/LUX,2005,346928257.4443578
country/LUX,2006,380916037.48941123
country/LUX,2007,327442835.9976481
country/LUX,2008,368914006.4929687
country/LUX,2009,374579977.653906
country/LUX,2010,383216962.5333341
country/LUX,2011,399572308.57879454
country/LUX,2012,362966169.7267394
country/LUX,2013,382319216.18267834
country/LUX,2014,398475077.84654015
country/LUX,2015,327058750.071105
country/LUX,2016,338991541.7313404
country/LUX,2017,359769986.398554
country/LUX,2018,391206022.16806346
country/LUX,2019,366201606.0674504
country/LUX,2020,356349195.2466936
country/LUX,2021,392193848.2449614
country/MLT,2000,164327288.30170947
country/MLT,2001,197759510.65853384
country/MLT,2002,230616489.07793128
country/MLT,2003,288945833.70151126
country/MLT,2004,322053548.0600924
country/MLT,2005,373072395.3945835
country/MLT,2006,413618448.32952255
country/MLT,2007,471645143.1779899
country/MLT,2008,236791630.46874994
country/MLT,2009,224559969.92187485
country/MLT,2010,237303283.3333338
country/MLT,2011,270039319.0661484
country/MLT,2012,254388157.03125006
country/MLT,2013,270936080.0000008
country/MLT,2014,385177546.3992143
country/MLT,2015,367216590.9230467
country/MLT,2016,367491833.46303594
country/MLT,2017,414708979.5201383
country/MLT,2018,449447451.2265009
country/MLT,2019,495889145.7098031
country/MLT,2020,490021636.0222536
country/MCO,2000,3174143.108531417
country/MCO,2001,3280193.7887067385
country/MCO,2002,3565109.778846154
country/MCO,2003,4333957.553793885
country/MCO,2004,4981148.5
country/MCO,2005,5168211.913941052
country/MCO,2006,5618894.329444234
country/MCO,2007,7178979.605803448
country/MCO,2008,7974087.417606563
country/MCO,2009,6825938.969158098
country/MCO,2010,6716785.509744135
country/MCO,2011,7567833.212694877
country/MCO,2012,7103911.191057433
country/MCO,2013,8097049.1698764805
country/MCO,2014,8679331.938355254
country/MCO,2015,7650106.768001774
country/MCO,2016,7940115.485941998
country/MCO,2017,7848434.173068233
country/MCO,2018,8762583.136513937
country/MCO,2019,8948100.291055636
country/MCO,2020,8187809.845802398
country/MNE,2011,140490043.67704308
country/MNE,2012,121759422.4335938
country/MNE,2013,159161665.8196083
country/MNE,2014,143770354.87843087
country/MNE,2015,138023403.59374994
country/MNE,2016,144461925.25680968
country/MNE,2017,163464866.2352944
country/MNE,2018,181996899.50588223
country/MNE,2019,178019733.7541611
country/MNE,2020,199150287.73410755
country/NLD,2000,3549443025.8823605
country/NLD,2001,3640734029.5275636
country/NLD,2002,4021525054.509811
country/NLD,2003,5046106509.411755
country/NLD,2004,5974462826.640943
country/NLD,2005,6163223209.338518
country/NLD,2006,5549746799.999992
country/NLD,2007,6060253889.411784
country/NLD,2008,8762761082.812498
country/NLD,2009,7898652855.078119
country/NLD,2010,7827031200.000015
country/NLD,2011,8784629601.167332
country/NLD,2012,8921572537.500002
country/NLD,2013,10708615750.196108
country/NLD,2014,10924261949.411726
country/NLD,2015,8920483640.624996
country/NLD,2016,9100957393.774342
country/NLD,2017,9313091618.823545
country/NLD,2018,9883408292.549013
country/NLD,2019,9751742454.901945
country/NLD,2020,9484796488.715979
country/NLD,2021,10557140007.751944
country/NOR,2000,2369504109.4619393
country/NOR,2001,2366527849.668001
country/NOR,2002,2961003867.1537194
country/NOR,2003,3500457848.512167
country/NOR,2004,3911089133.3910265
country/NOR,2005,4299728366.317424
country/NOR,2006,4498908523.908525
country/NOR,2007,5187944270.68524
country/NOR,2008,5761524822.695036
country/NOR,2009,5345772594.752189
country/NOR,2010,5745208879.084514
country/NOR,2011,6660769962.411333
country/NOR,2012,6619166308.551784
country/NOR,2013,6812595744.680851
country/NOR,2014,6696958476.59349
country/NOR,2015,5528035548.207087
country/NOR,2016,5574761904.761905
country/NOR,2017,5964094297.803745
country/NOR,2018,6118905625.576391
country/NOR,2019,5938409090.90909
country/NOR,2020,5747552880.7859125
country/NOR,2021,6835273573.923166
country/POL,2000,2834051414.207072
country/POL,2001,3135152299.7630625
country/POL,2002,3194581743.6132083
country/POL,2003,3576943103.4371924
country/POL,2004,4408031586.837599
country/POL,2005,4932493342.056061
country/POL,2006,5420606425.174358
country/POL,2007,6624758395.202226
country/POL,2008,8311744013.503546
country/POL,2009,7056730864.25028
country/POL,2010,7296454747.454648
country/POL,2011,7896794487.885711
country/POL,2012,7528538710.544153
country/POL,2013,7902888149.464495
country/POL,2014,7877531072.923951
country/POL,2015,7039129858.0713625
country/POL,2016,7047559465.18323
country/POL,2017,7853022578.938092
country/POL,2018,7590061605.053915
country/POL,2019,7736134136.415432
country/POL,2020,7607795986.486279
country/POL,2021,8755958742.420637
country/PRT,2000,2623244361.725496
country/PRT,2001,2634243479.047248
country/PRT,2002,2745331475.9019656
country/PRT,2003,3571480575.780384
country/PRT,2004,4243336411.6486597
country/PRT,2005,4509006137.774317
country/PRT,2006,4984312981.799993
country/PRT,2007,5764285452.062763
country/PRT,2008,6662669348.984373
country/PRT,2009,6222249914.40234
country/PRT,2010,5902461800.666679
country/PRT,2011,6357518985.311296
country/PRT,2012,6175259664.046878
country/PRT,2013,6131867862.337273
country/PRT,2014,6300946369.921547
country/PRT,2015,5486552339.269528
country/PRT,2016,5707546658.801571
country/PRT,2017,6115562939.258835
country/PRT,2018,6823566967.192152
country/PRT,2019,6988206560.525479
country/PRT,2020,6701546693.645154
country/PRT,2021,8010955592.062019
country/MDA,2000,36752053.808509484
country/MDA,2001,47955632.04706244
country/MDA,2002,57251327.7424059
country/MDA,2003,67186076.61352508
country/MDA,2004,88961898.28638914
country/MDA,2005,122146492.4551326
country/MDA,2006,166938562.32710403
country/MDA,2007,218749920.68583256
country/MDA,2008,321014816.89524025
country/MDA,2009,339076864.1337172
country/MDA,2010,285708257.8373157
country/MDA,2011,342885498.9981729
country/MDA,2012,336046008.5672619
country/MDA,2013,351083306.8302667
country/MDA,2014,314841584.1883906
country/MDA,2015,306135324.7551575
country/MDA,2016,281560758.4519279
country/MDA,2017,295914626.5377602
country/MDA,2018,302112627.9029199
country/MDA,2019,272171648.99760646
country/MDA,2020,249795105.70023814
country/ROU,2000,304485927.6024444
country/ROU,2001,334815379.8287781
country/ROU,2002,376035041.74654514
country/ROU,2003,469697793.064448
country/ROU,2004,999002090.7529044
country/ROU,2005,1006777345.210213
country/ROU,2006,1236995591.5248117
country/ROU,2007,1542868860.8633242
country/ROU,2008,1957235917.0656044
country/ROU,2009,1910062062.9155633
country/ROU,2010,1882563957.3303123
country/ROU,2011,2092577104.8538563
country/ROU,2012,1811527305.2303789
country/ROU,2013,2000504720.170275
country/ROU,2014,2039780542.969537
country/ROU,2015,1871255304.9846036
country/ROU,2016,1953668102.368705
country/ROU,2017,2234048517.475872
country/ROU,2018,2612412588.7431955
country/ROU,2019,2707683595.155648
country/ROU,2020,2977651935.3831577
country/RUS,2000,4219819286.0316944
country/RUS,2001,5303662080.958842
country/RUS,2002,6379893976.795269
country/RUS,2003,7923882506.937877
country/RUS,2004,10189582574.749477
country/RUS,2005,12473288465.714203
country/RUS,2006,15736848799.30984
country/RUS,2007,20792901577.636257
country/RUS,2008,27530014133.173725
country/RUS,2009,25568646436.72635
country/RUS,2010,28692354753.140186
country/RUS,2011,33544842038.18903
country/RUS,2012,36406554471.23543
country/RUS,2013,40573143577.04066
country/RUS,2014,38230290291.54238
country/RUS,2015,27906756495.55059
country/RUS,2016,27342602553.689022
country/RUS,2017,34159858174.696724
country/RUS,2018,34002887889.85791
country/RUS,2019,34860428197.44666
country/RUS,2020,31284486065.384605
country/SMR,2000,14932980.91868075
country/SMR,2001,14583556.214635834
country/SMR,2002,15605567.404449672
country/SMR,2003,16584725.328961125
country/SMR,2004,19172604.15014856
country/SMR,2005,19093298.694954827
country/SMR,2006,19796647.74853123
country/SMR,2007,22335722.168407913
country/SMR,2008,25616912.792062495
country/SMR,2009,24443031.92603905
country/SMR,2010,16040000.18387703
country/SMR,2011,16461039.272998087
country/SMR,2012,16350777.208733907
country/SMR,2013,15131360.741291521
country/SMR,2014,16641756.800193053
country/SMR,2015,16278021.292029921
country/SMR,2016,15297101.048711708
country/SMR,2017,15637262.670294674
country/SMR,2018,15230168.17966525
country/SMR,2019,14780459.749858322
country/SMR,2020,13402025.109157491
country/SRB,2000,125944285.50072114
country/SRB,2001,239886876.45781144
country/SRB,2002,309757476.97488827
country/SRB,2003,430508457.40836245
country/SRB,2004,559582075.0212171
country/SRB,2005,683760299.440217
country/SRB,2006,905932346.9355466
country/SRB,2007,1405245661.9296286
country/SRB,2008,1739355903.766873
country/SRB,2009,1483797040.4526696
country/SRB,2010,1450487367.4523604
country/SRB,2011,1633825806.1320598
country/SRB,2012,1431608810.8287818
country/SRB,2013,1706509825.1199393
country/SRB,2014,1738142232.5978358
country/SRB,2015,1418524286.3973153
country/SRB,2016,1392478377.32307
country/SRB,2017,1475896689.6918445
country/SRB,2018,1655223417.6016338
country/SRB,2019,1653261094.4448197
country/SRB,2020,1687794051.420901
country/SVK,2000,3952847.641839026
country/SVK,2001,4131748.2912773318
country/SVK,2002,4998814.166027787
country/SVK,2003,7505795.705625736
country/SVK,2004,19367629.16480443
country/SVK,2005,25318481.861484773
country/SVK,2006,34569598.195119075
country/SVK,2007,50247236.208037
country/SVK,2008,46951661.289630376
country/SVK,2009,1592841525.7812488
country/SVK,2010,1593511433.3333364
country/SVK,2011,1719064737.354089
country/SVK,2012,1656674607.3152347
country/SVK,2013,1729387654.8760834
country/SVK,2014,1257501716.8976426
country/SVK,2015,1108756202.8335931
country/SVK,2016,1141106419.0272403
country/SVK,2017,1209436667.5294137
country/SVK,2018,1337837230.7043126
country/SVK,2019,1401481333.5686252
country/SVK,2020,1426294547.1284087
country/SVN,2000,875790.1194129735
country/SVN,2001,885689.1115460965
country/SVN,2002,986479.7538662255
country/SVN,2003,1250520.754402532
country/SVN,2004,1387870.0466339781
country/SVN,2005,1572347.70317986
country/SVN,2006,1580917.9407555864
country/SVN,2007,492001616.0784329
country/SVN,2008,554474811.7187499
country/SVN,2009,552333839.0624996
country/SVN,2010,522332366.6666677
country/SVN,2011,537294727.6264602
country/SVN,2012,506206736.7187501
country/SVN,2013,527262861.56862897
country/SVN,2014,551327825.4901941
country/SVN,2015,458228823.82812476
country/SVN,2016,454937179.377433
country/SVN,2017,490053434.99058914
country/SVN,2018,537285266.7219142
country/SVN,2019,538489628.7058815
country/SVN,2020,631955748.0144764
country/SVN,2021,665512715.1306205
country/ESP,2000,9896111309.349041
country/ESP,2001,10561612684.492138
country/ESP,2002,11856785337.352962
country/ESP,2003,15413711837.309772
country/ESP,2004,18141892360.85719
country/ESP,2005,19414800036.357967
country/ESP,2006,20746648596.811737
country/ESP,2007,24199901216.470665
country/ESP,2008,28233886827.828117
country/ESP,2009,25831956261.74217
country/ESP,2010,26312612285.333385
country/ESP,2011,27682329138.229633
country/ESP,2012,26445768824.70704
country/ESP,2013,27983181462.666744
country/ESP,2014,28832505661.992054
country/ESP,2015,24329465236.398426
country/ESP,2016,24236905525.19072
country/ESP,2017,26131649412.37651
country/ESP,2018,28452559861.529392
country/ESP,2019,27708292708.07839
country/ESP,2020,26943366811.65766
country/SWE,2000,2785125514.64602
country/SWE,2001,3232506623.860041
country/SWE,2002,3616982017.6184835
country/SWE,2003,4416356256.695347
country/SWE,2004,5097642908.268189
country/SWE,2005,5318283181.897358
country/SWE,2006,5635483305.1517725
country/SWE,2007,6417291903.704372
country/SWE,2008,6937537858.821977
country/SWE,2009,6280132696.280274
country/SWE,2010,6756134127.8888035
country/SWE,2011,8703722620.880335
country/SWE,2012,8783743309.824987
country/SWE,2013,9555153627.472021
country/SWE,2014,9505326285.548958
country/SWE,2015,8132814993.841518
country/SWE,2016,8109795326.048552
country/SWE,2017,8219457699.675973
country/SWE,2018,8483157259.183235
country/SWE,2019,7930559411.398349
country/SWE,2020,8112757103.961284
country/SWE,2021,9641270538.364534
country/CHE,2000,7916640876.813557
country/CHE,2001,8165973175.161395
country/CHE,2002,8877241941.925724
country/CHE,2003,10505834578.50064
country/CHE,2004,11877735617.663946
country/CHE,2005,11420277010.223417
country/CHE,2006,11571015368.746256
country/CHE,2007,12631843583.796364
country/CHE,2008,14327560045.7949
country/CHE,2009,14726014722.574081
country/CHE,2010,15710494335.732586
country/CHE,2011,18552354918.339085
country/CHE,2012,18346990948.368454
country/CHE,2013,18763642983.202232
country/CHE,2014,20299866583.291363
country/CHE,2015,19986350576.73623
country/CHE,2016,20886547823.09048
country/CHE,2017,21357393965.96226
country/CHE,2018,23432999330.191647
country/CHE,2019,20892108774.280865
country/CHE,2020,19491354842.832268
country/TJK,2000,29379891.63154726
country/TJK,2001,37096496.55908912
country/TJK,2002,41966137.668226376
country/TJK,2003,53570845.26518652
country/TJK,2004,71368256.27488008
country/TJK,2005,79574745.71376613
country/TJK,2006,97319666.8089913
country/TJK,2007,145243985.68862608
country/TJK,2008,208119275.08034018
country/TJK,2009,203007291.92858958
country/TJK,2010,227907649.445455
country/TJK,2011,239036047.01186883
country/TJK,2012,291913284.3762369
country/TJK,2013,344042763.0888498
country/TJK,2014,382840400.4671664
country/TJK,2015,339471100.93107635
country/TJK,2016,321376269.43434995
country/TJK,2017,326208686.61723685
country/TJK,2018,370791105.00789505
country/TJK,2019,408177369.88083696
country/TJK,2020,433405859.5241676
country/MKD,2000,140843025.9023749
country/MKD,2001,131779508.6408697
country/MKD,2002,153584024.81230506
country/MKD,2003,195124435.6403323
country/MKD,2004,204604404.78230438
country/MKD,2005,198193181.58376294
country/MKD,2006,187432251.4280561
country/MKD,2007,204237054.403308
country/MKD,2008,207995148.2069904
country/MKD,2009,213538032.10048848
country/MKD,2010,238661816.1583736
country/MKD,2011,244903955.5558821
country/MKD,2012,227187579.93537307
country/MKD,2013,245007959.67123836
country/MKD,2014,249970524.11898062
country/MKD,2015,218700750.80475518
country/MKD,2016,240473446.67691517
country/MKD,2017,298816665.9171584
country/MKD,2018,337676961.2207422
country/MKD,2019,348209007.92033076
country/MKD,2020,371526286.4575373
country/TUR,2000,3608338524.8517118
country/TUR,2001,2310727428.335941
country/TUR,2002,2471426959.3536463
country/TUR,2003,2986237704.5014076
country/TUR,2004,4051104241.5762897
country/TUR,2005,5990697523.71665
country/TUR,2006,6779360047.428809
country/TUR,2007,8523092018.54392
country/TUR,2008,7710973991.652126
country/TUR,2009,5175618184.384754
country/TUR,2010,6581501160.33759
country/TUR,2011,6203750416.851825
country/TUR,2012,6234963313.817462
country/TUR,2013,7086471818.993955
country/TUR,2014,7198398291.115759
country/TUR,2015,6030863444.619379
country/TUR,2016,6135818943.766708
country/TUR,2017,6241549383.167915
country/TUR,2018,5615018691.82485
country/TUR,2019,5655788148.256544
country/TUR,2020,5463790259.164203
country/TKM,2000,34615.38461538462
country/TKM,2001,69230.76923076923
country/UKR,2000,830300162.109469
country/UKR,2001,1022428033.8014365
country/UKR,2002,1144631805.5410323
country/UKR,2003,1345287695.7307034
country/UKR,2004,1653826134.375832
country/UKR,2005,2070548510.9554083
country/UKR,2006,2498811881.188119
country/UKR,2007,3142970297.029703
country/UKR,2008,3764024792.5151267
country/UKR,2009,2893931907.5469427
country/UKR,2010,3877822363.6736336
country/UKR,2011,5150633996.673639
country/UKR,2012,5496913872.755986
country/UKR,2013,6129238083.322907
country/UKR,2014,4623418411.647504
country/UKR,2015,3417946121.1833024
country/UKR,2016,3409371878.675291
country/UKR,2017,4104546225.5084777
country/UKR,2018,4986711208.670898
country/UKR,2019,5580294499.765589
country/UKR,2020,5668409970.704642
country/GBR,2000,20700910458.35609
country/GBR,2001,19034009688.26252
country/GBR,2002,19638986446.317337
country/GBR,2003,26166546253.09708
country/GBR,2004,28953824746.420593
country/GBR,2005,28234285558.441105
country/GBR,2006,30994725414.913567
country/GBR,2007,34691382397.961716
country/GBR,2008,35315591730.18546
country/GBR,2009,34547195046.341415
country/GBR,2010,35564716578.02659
country/GBR,2011,37827215666.77998
country/GBR,2012,39176791670.34071
country/GBR,2013,40537858526.071014
country/GBR,2014,44718389227.78771
country/GBR,2015,42907637290.30714
country/GBR,2016,39157589096.28794
country/GBR,2017,39034646327.47792
country/GBR,2018,42923076977.98357
country/GBR,2019,43443592365.36911
country/GBR,2020,41400753237.2522
country/GBR,2021,46788612555.9017
country/UZB,2000,536358002.31006306
country/UZB,2013,2345866263.3554196
country/UZB,2014,1626672598.3332686
country/UZB,2015,1976356024.484954
country/UZB,2016,2219934424.285605
country/UZB,2017,1702582898.8156345
country/UZB,2018,1612467689.073795
country/UZB,2019,1876947040.9919894
country/UZB,2020,2147747933.1695457
country/BGD,2000,688369692.0072874
country/BGD,2001,729229616.3606493
country/BGD,2002,791668971.0212824
country/BGD,2003,886874337.448951
country/BGD,2004,972882579.4217736
country/BGD,2005,1070534057.5764863
country/BGD,2006,1158927367.5546439
country/BGD,2007,1379814603.7625473
country/BGD,2008,1577824864.650022
country/BGD,2009,1814716236.9315526
country/BGD,2010,2132817090.3350885
country/BGD,2011,2384664270.6304855
country/BGD,2012,2481607214.295408
country/BGD,2013,2939117337.4662395
country/BGD,2014,3343325052.805049
country/BGD,2015,3846943191.8016014
country/BGD,2016,4519159937.1804085
country/BGD,2017,4794284669.844769
country/BGD,2018,5176549226.554946
country/BGD,2019,5684615603.751756
country/BGD,2020,6277023515.969209
country/BTN,2000,2107300.998262078
country/BTN,2001,1721581.7290771375
country/BTN,2002,2293836.0181856435
country/BTN,2003,4503517.673837971
country/BTN,2004,4870396.227346348
country/BTN,2005,5200243.296963321
country/BTN,2006,5378851.827449068
country/BTN,2007,6296905.896783122
country/BTN,2008,6116867.85459664
country/BTN,2009,6875037.275213851
country/BTN,2010,8371473.601065327
country/BTN,2011,9014840.51841492
country/BTN,2012,12369239.139438985
country/BTN,2013,12731575.657520792
country/BTN,2014,13533370.257938405
country/BTN,2015,14200931.444119794
country/BTN,2016,14667328.14035828
country/BTN,2017,10402474.342904603
country/BTN,2018,10202568.328915771
country/BTN,2019,15745240.489768412
country/BTN,2020,15931585.689486604
country/IND,2000,14017156422.391901
country/IND,2001,15771658286.4591
country/IND,2002,16233108316.985771
country/IND,2003,17953131954.22699
country/IND,2004,20522411507.51675
country/IND,2005,23225618800.40499
country/IND,2006,24895814582.621212
country/IND,2007,30044307364.917683
country/IND,2008,31451195923.104824
country/IND,2009,31137847038.607628
country/IND,2010,36309757183.291084
country/IND,2011,37813370433.954414
country/IND,2012,39031830689.307045
country/IND,2013,49648870341.99277
country/IND,2014,49553856845.04551
country/IND,2015,49914535422.10075
country/IND,2016,50735066569.480995
country/IND,2017,42463983412.03835
country/IND,2018,42049252107.44257
country/IND,2019,44791929107.15379
country/IND,2020,40006056162.732864
country/IDN,2000,1503077326.2963994
country/IDN,2001,1496967148.1392727
country/IDN,2002,1954786310.0229735
country/IDN,2003,2641883846.1956997
country/IDN,2004,2718896726.0889263
country/IDN,2005,4355526963.194107
country/IDN,2006,5543879183.126833
country/IDN,2007,6577045509.244065
country/IDN,2008,7023825692.696513
country/IDN,2009,7470551290.61171
country/IDN,2010,12767297813.251371
country/IDN,2011,15008639164.1925
country/IDN,2012,14342373663.547087
country/IDN,2013,13327367478.85805
country/IDN,2014,11948334433.25801
country/IDN,2015,10753195866.758087
country/IDN,2016,10734393087.041449
country/IDN,2017,10670742102.648252
country/IDN,2018,10532378664.913607
country/IDN,2019,11130194160.625072
country/IDN,2020,11301391970.548332
country/MDV,2000,39059126.49447748
country/MDV,2001,37868316.313263774
country/MDV,2002,37744719.53125
country/MDV,2003,38375939.0625
country/MDV,2004,54626659.29687501
country/MDV,2005,57159186.328125
country/MDV,2006,63289767.031249985
country/MDV,2007,73283727.03124997
country/MDV,2008,86252887.109375
country/MDV,2009,81230691.484375
country/MDV,2010,88045694.6875
country/MDV,2011,87231835.83962026
country/MDV,2012,80572430.39122374
country/MDV,2013,86765193.89071533
country/MDV,2014,82267075.83988968
country/MDV,2015,69749570.31522493
country/MDV,2016,85450882.56305538
country/MDV,2017,90714164.98280647
country/MDV,2018,77970779.62558004
country/MDV,2019,75022545.75826219
country/MDV,2020,71808674.11488083
country/MMR,2000,7123363345.852403
country/MMR,2001,9554582284.295366
country/MMR,2002,16769483972.147303
country/MMR,2003,24645155299.991447
country/MMR,2004,30291866800.63157
country/MMR,2005,40426162307.71432
country/MMR,2006,48234934743.20154
country/MMR,2007,68117547987.76312
country/MMR,2008,92960174218.26903
country/MMR,2009,105370617666.22227
country/MMR,2010,104023529028.99504
country/MMR,2011,117276233481.76094
country/MMR,2012,1424114342.1616127
country/MMR,2013,1368197973.644422
country/MMR,2014,1816671523.9346385
country/MMR,2015,2289948304.0082073
country/MMR,2016,2356319292.5714045
country/MMR,2017,2337735017.984858
country/MMR,2018,2430885605.16752
country/MMR,2019,2463653423.4700294
country/MMR,2020,3012522595.0889435
country/NPL,2000,114230000.02754582
country/NPL,2001,131323898.50465481
country/NPL,2002,137708571.77362266
country/NPL,2003,153004708.7691628
country/NPL,2004,173518183.96812347
country/NPL,2005,183188328.0204575
country/NPL,2006,154463561.55351013
country/NPL,2007,279891474.8623721
country/NPL,2008,313753844.4270885
country/NPL,2009,326722690.4694924
country/NPL,2010,455213297.0876017
country/NPL,2011,547514185.3553094
country/NPL,2012,519561246.29692036
country/NPL,2013,616021984.8386655
country/NPL,2014,697462742.5398484
country/NPL,2015,768903854.2913201
country/NPL,2016,730341527.8031697
country/NPL,2017,797646936.1181369
country/NPL,2018,829341524.4882135
country/NPL,2019,882195652.6515933
country/NPL,2020,927043138.4264834
