dcid,year,interestPaymentsPPGCurrentUSD
country/EGY,2025,3260533131.2
country/SLV,1971,4405515.0
country/SLV,1972,4432461.5
country/SLV,1974,6614039.3
country/SLV,1982,37837229.8
country/SLV,1983,64965744.9
country/SLV,1988,68367899.2
country/SLV,1992,82875663.9
country/SLV,1997,105779784.9
country/SLV,2002,205506257.9
country/SLV,2003,287664844.0
country/SLV,2004,300112174.5
country/SLV,2006,361891402.6
country/SLV,2008,368916009.6
country/SLV,2016,514356752.3
country/SLV,2021,696355913.0
country/SLV,2023,943058348.3
country/ERI,1995,150000.0
country/ERI,1997,504638.3
country/ERI,2000,2480237.7
country/ERI,2004,8562289.5
country/ERI,2017,3202331.0
country/ERI,2020,2592998.0
country/SLV,1973,5336990.3
country/SLV,1976,16100155.0
country/SLV,1977,17682528.5
country/SLV,1978,19818541.7
country/SLV,1985,76598336.4
country/SLV,1987,83171273.3
country/SLV,1996,103750620.4
country/SLV,1999,113319818.1
country/SLV,2005,282435148.6
country/SLV,2014,455700278.1
country/SLV,2020,624796637.9
country/SLV,2022,926324160.7
country/SLV,2024,896855280.6
country/ERI,2001,5380459.2
country/ERI,2002,6316216.3
country/ERI,2006,6105321.3
country/ERI,2009,10282096.8
country/ERI,2011,7948918.1
country/ERI,2012,8123227.6
country/ERI,2018,3141946.6
country/ERI,2026,3670937.9
country/ERI,2027,3466058.1
country/ERI,2028,3272176.1
country/SLV,1970,4236035.3
country/SLV,1975,8640263.9
country/SLV,1979,22696879.0
country/SLV,1980,26540699.9
country/SLV,1981,31814082.0
country/SLV,1989,57625600.9
country/SLV,1990,74511491.9
country/SLV,1991,72515051.0
country/SLV,1993,119876400.1
country/SLV,1994,89633188.8
country/SLV,1995,100864958.8
country/SLV,1998,104035835.8
country/SLV,2001,144516913.4
country/SLV,2009,374157328.2
country/SLV,2010,379769328.5
country/SLV,2011,417346715.5
country/SLV,2012,408178854.6
country/SLV,2025,797926102.2
country/SLV,2026,790145919.4
country/SLV,2027,781189326.3
country/SLV,1984,79247397.5
country/SLV,1986,75479358.0
country/SLV,2000,133337884.7
country/SLV,2007,374243450.3
country/SLV,2013,442629665.6
country/SLV,2015,493910763.7
country/SLV,2017,547369311.6
country/SLV,2018,588796669.2
country/SLV,2019,683775236.1
country/SLV,2028,771654157.0
country/ERI,2003,5049234.3
country/ERI,2007,4057058.6
country/ERI,2014,4543418.8
country/ERI,2019,2605359.7
country/ERI,2023,4525834.9
country/ERI,1998,3551219.6
country/ERI,1999,3264445.7
country/ERI,2005,8439864.6
country/ERI,2008,9052022.2
country/ERI,2010,9982153.7
country/ERI,2013,6033089.9
country/ERI,2015,3795541.1
country/ERI,2016,3517531.2
country/ERI,2021,2364563.7
country/ERI,2022,4743649.1
country/ERI,2024,4202482.1
country/ERI,2025,3906662.9
country/SWZ,1970,1896900.0
country/SWZ,1972,1381280.2
country/SWZ,1973,1636049.7
country/SWZ,1974,997332.1
country/SWZ,1976,894484.9
country/SWZ,1978,2151869.9
country/SWZ,1979,3517016.2
country/SWZ,1980,8485091.0
country/SWZ,1981,8847765.3
country/SWZ,1984,8636372.1
country/SWZ,1988,12368206.4
country/SWZ,1989,10490958.9
country/SWZ,1990,9209065.0
country/SWZ,1992,6853594.5
country/SWZ,1996,10764023.3
country/SWZ,1998,13753749.2
country/SWZ,2000,17099574.0
country/SWZ,2002,9834410.8
country/SWZ,2011,16826083.2
country/SWZ,2014,12247094.5
country/SWZ,2016,9262739.0
country/SWZ,2026,12192878.1
country/SWZ,2028,10430876.6
country/SWZ,1971,1641634.9
country/SWZ,1985,7841203.5
country/SWZ,1987,13485147.9
country/SWZ,1995,4172614.0
country/SWZ,2013,12562563.9
country/SWZ,2018,14861894.8
country/SWZ,2019,22380570.7
country/SWZ,2020,20457535.5
country/SWZ,2022,13005358.3
country/SWZ,2024,13371094.5
country/SWZ,2027,11342932.0
country/ETH,1975,11007238.4
country/ETH,1976,10439901.6
country/ETH,1979,13008941.2
country/ETH,1981,17156650.1
country/ETH,1983,24507732.6
country/ETH,1986,49708590.4
country/ETH,1970,6269022.4
country/ETH,1977,11334623.9
country/SWZ,1975,895137.8
country/SWZ,1982,8671207.2
country/SWZ,1986,10442507.9
country/SWZ,1994,5154578.6
country/SWZ,2001,11980050.5
country/SWZ,2005,15797920.3
country/SWZ,2006,16995666.3
country/SWZ,2007,24000374.7
country/SWZ,2008,23790631.8
country/SWZ,2012,15989098.3
country/SWZ,2017,13454352.3
country/SWZ,2021,14655194.3
country/SWZ,2023,13458210.7
country/SWZ,1977,1261769.7
country/SWZ,1983,7511254.6
country/SWZ,1991,7390230.3
country/SWZ,1993,5887068.6
country/SWZ,1997,6192324.2
country/SWZ,1999,18014033.0
country/SWZ,2003,16490530.1
country/SWZ,2004,18503899.1
country/SWZ,2009,19743765.8
country/SWZ,2010,17290893.0
country/SWZ,2015,9639417.3
country/SWZ,2025,12907249.3
country/ETH,1972,8104634.6
country/ETH,1973,8932674.0
country/ETH,1978,12423344.7
country/ETH,1980,16902004.1
country/ETH,1984,31759448.0
country/ETH,1971,6980724.1
country/ETH,1974,9675845.4
country/ETH,1982,21615840.9
country/ETH,1985,37019972.8
country/ETH,1994,39753996.5
country/ETH,1987,57988718.7
country/ETH,1988,83841958.4
country/ETH,1989,73527088.6
country/ETH,1992,42160842.2
country/ETH,2006,42658309.3
country/ETH,2009,36694290.5
country/ETH,2011,87607296.4
country/ETH,2017,430394228.4
country/ETH,2020,599347933.4
country/ETH,2025,556765133.7
country/ETH,2026,517165577.2
country/ETH,1996,53719608.8
country/ETH,2013,156282747.0
country/ETH,2014,187831181.5
country/ETH,2018,436281644.3
country/ETH,2024,658999085.5
country/ETH,2027,485700535.5
country/ETH,2028,443711398.1
country/ETH,1990,48610309.1
country/ETH,1991,38190258.6
country/ETH,1993,24294690.2
country/ETH,2000,51687441.7
country/ETH,2001,61539619.2
country/ETH,2003,43323397.5
country/ETH,2005,45459332.8
country/ETH,2008,34513478.1
country/ETH,2010,46139338.2
country/ETH,2016,397357864.6
country/ETH,2021,458409006.2
country/ETH,2022,636358414.5
country/ETH,1995,61192072.8
country/ETH,1997,46030065.4
country/ETH,1998,48263057.3
country/ETH,1999,55339336.5
country/ETH,2002,35791838.3
country/ETH,2004,42639448.4
country/ETH,2007,40024931.4
country/ETH,2012,100656316.3
country/ETH,2015,302228757.5
country/ETH,2019,670231023.8
country/ETH,2023,687879456.7
country/FJI,1972,1219007.5
country/FJI,1973,1791740.7
country/FJI,1980,9539144.3
country/FJI,1991,21638382.4
country/FJI,1993,14784763.3
country/FJI,1998,6881732.9
country/FJI,1999,7252601.2
country/FJI,2004,5324184.5
country/FJI,2006,6008599.9
country/FJI,2009,16376433.6
country/FJI,2010,15298411.7
country/FJI,2011,27043694.4
country/FJI,2013,30300913.0
country/FJI,2017,23919006.6
country/FJI,2019,146137838.6
country/FJI,2022,12279176.3
country/FJI,2025,11213189.7
country/FJI,1971,821518.3
country/FJI,1977,4773065.8
country/FJI,1983,22966387.2
country/FJI,1986,25220372.6
country/FJI,1995,10691843.1
country/FJI,2002,6731371.9
country/FJI,2014,29518703.9
country/FJI,2016,23351739.4
country/FJI,2024,11694079.9
country/FJI,2026,10506997.5
country/FJI,2027,9548083.0
country/FJI,2028,8625326.9
country/FJI,1975,3954445.2
country/FJI,1978,6396932.5
country/FJI,1982,22281717.6
country/FJI,1984,24258801.7
country/FJI,1989,24090706.5
country/FJI,1990,23962435.4
country/FJI,1992,17196374.0
country/FJI,1996,8983231.4
country/FJI,1997,7580712.9
country/FJI,2003,5858270.9
country/FJI,2007,16956926.4
country/FJI,2012,29007993.9
country/FJI,2018,25664036.4
country/FJI,2020,24291103.6
country/FJI,2021,9158201.2
country/FJI,2023,11960438.1
country/FJI,1970,1100360.0
country/FJI,1974,3768420.0
country/FJI,1976,4197180.4
country/FJI,1979,6327159.1
country/FJI,1981,16546798.1
country/FJI,1985,24640090.1
country/FJI,1987,26017431.7
country/FJI,1988,24865569.2
country/FJI,1994,13632367.9
country/FJI,2000,7895337.2
country/FJI,2001,6781939.1
country/FJI,2005,5477336.1
country/FJI,2008,17103722.9
country/FJI,2015,37762688.8
country/GAB,1970,2591183.0
country/GAB,1971,3424413.8
country/GAB,1973,10931071.0
country/GAB,1976,25331964.5
country/GAB,1977,30985926.6
country/GAB,1978,71536994.3
country/GAB,1972,4157345.5
country/GAB,1975,14996210.4
country/GAB,1985,56791650.5
country/GAB,1974,10699151.7
country/GAB,1980,118660269.0
country/GAB,1982,94925617.9
country/GAB,1986,51094692.8
country/GAB,1987,41234174.3
country/GAB,1979,101347743.7
country/GAB,1981,87539608.5
country/GAB,1983,52570059.6
country/GAB,1984,60773713.1
country/GAB,1988,64369421.5
country/GAB,1989,69906506.4
country/GAB,1990,78098797.4
country/GAB,1991,135872330.1
country/GAB,2002,157753821.8
country/GAB,2003,128660208.7
country/GAB,2004,45982428.5
country/GAB,2005,53924475.7
country/GAB,2010,137452464.6
country/GAB,2017,167819784.9
country/GAB,2025,193237044.5
country/GAB,2026,161187808.2
country/GAB,2027,155610205.8
country/GAB,1993,35274722.6
country/GAB,1996,231710020.5
country/GAB,2000,124277256.1
country/GAB,2007,238379055.4
country/GAB,2009,147478670.7
country/GAB,2014,162637075.7
country/GAB,2016,194988147.8
country/GAB,2018,215539834.9
country/GAB,2021,219227585.5
country/GAB,2022,233929259.7
country/GAB,1992,237692144.1
country/GAB,1997,237950786.3
country/GAB,1998,141806248.0
country/GAB,2001,165799472.1
country/GAB,2012,135699737.4
country/GAB,2013,251549525.7
country/GAB,2015,193779153.4
country/GAB,2023,233628027.7
country/GAB,1994,102635852.4
country/GAB,1995,217431040.9
country/GAB,1999,230247799.0
country/GAB,2006,40085153.7
country/GAB,2008,366004800.2
country/GAB,2011,133792005.1
country/GAB,2019,251540009.6
country/GAB,2020,273290014.3
country/GAB,2024,227128466.5
country/GAB,2028,150035748.5
country/GMB,1971,15215.6
country/GMB,1981,2067531.5
country/GMB,1982,2067020.3
country/GMB,1983,1730412.2
country/GMB,1985,502300.2
country/GMB,1987,4987280.4
country/GMB,1990,10155423.4
country/GMB,1993,6051477.1
country/GMB,1997,5693214.2
country/GMB,1999,5475917.2
country/GMB,2005,9291847.5
country/GMB,2008,5735340.4
country/GMB,2009,6994590.4
country/GMB,2010,6695965.8
country/GMB,2012,6922861.2
country/GMB,2025,8208166.5
country/GMB,2026,7488472.7
country/GMB,1974,54695.2
country/GMB,1978,191541.0
country/GMB,1979,283739.1
country/GMB,1989,4717023.8
country/GMB,1992,6663327.2
country/GMB,1995,5239438.1
country/GMB,2003,8607937.4
country/GMB,2013,5873790.5
country/GMB,2014,5418818.7
country/GMB,2016,6017950.4
country/GMB,2017,6185879.8
country/GMB,2020,7440465.8
country/GMB,2022,9405831.5
country/GMB,2028,5825057.9
country/GMB,1973,20260.8
country/GMB,1975,33887.3
country/GMB,1977,119982.1
country/GMB,1980,406813.1
country/GMB,1996,4540875.1
country/GMB,1998,5407885.5
country/GMB,2000,5970024.1
country/GMB,2004,7847502.3
country/GMB,2015,5854316.7
country/GMB,2021,10385115.3
country/GMB,2024,8861427.9
country/GMB,1970,16200.0
country/GMB,1972,23509.2
country/GMB,1976,47224.8
country/GMB,1984,1366094.5
country/GMB,1986,4731398.7
country/GMB,1988,5136075.2
country/GMB,1991,6464016.2
country/GMB,1994,5804306.2
country/GMB,2001,3505025.8
country/GMB,2002,5181017.0
country/GMB,2006,8142170.3
country/GMB,2007,8706773.3
country/GMB,2011,6745831.2
country/GMB,2018,6623940.7
country/GMB,2019,8539074.5
country/GMB,2023,9279202.4
country/GMB,2027,6673922.4
country/GEO,1994,4778590.2
country/GEO,1995,17210000.0
country/GEO,1996,5870953.7
country/GEO,1998,56008564.2
country/GEO,2000,41950923.4
country/GEO,2007,25240708.0
country/GEO,2008,54268373.6
country/GEO,2010,86614201.4
country/GEO,2014,165730547.0
country/GEO,2015,166049969.7
country/GEO,2016,153164462.4
country/GEO,2019,184842296.9
country/GEO,2020,135263371.4
country/GEO,2024,188429833.3
country/GEO,2025,138483638.6
country/GEO,1999,40862084.5
country/GEO,2002,37047497.6
country/GEO,2003,37909510.1
country/GEO,2005,23905494.4
country/GEO,2006,26195666.0
country/GEO,2012,105494780.0
country/GEO,2013,165244106.9
country/GEO,2018,167127808.4
country/GEO,1993,8164087.9
country/GEO,2004,27536164.4
country/GEO,2022,273444895.4
country/GEO,2023,232287349.8
country/GEO,2026,91384747.7
country/GEO,2028,69090054.0
country/GEO,1997,37342527.2
country/GEO,2001,26793613.2
country/GEO,2009,76602379.5
country/GEO,2011,129357705.5
country/GEO,2017,174802268.8
country/GEO,2021,100404217.8
country/GEO,2027,81952682.2
country/GHA,1972,6969973.4
country/GHA,1973,12099947.7
country/GHA,1974,12999863.1
country/GHA,1975,18849557.6
country/GHA,1978,23703954.1
country/GHA,1979,29783664.7
country/GHA,1980,30705368.0
country/GHA,1981,30358774.2
country/GHA,1985,30430032.7
country/GHA,1991,63332188.9
country/GHA,1992,78804485.3
country/GHA,1995,57992278.2
country/GHA,1999,122878779.0
country/GHA,2002,60839462.1
country/GHA,2003,76068516.9
country/GHA,2005,87684432.5
country/GHA,2007,66177166.5
country/GHA,2008,65933743.7
country/GHA,2010,95854222.2
country/GHA,2011,97502246.5
country/GHA,2012,142171550.3
country/GHA,2017,738893506.8
country/GHA,2019,878493883.2
country/GHA,1970,12126780.3
country/GHA,1971,15252647.9
country/GHA,1976,18398457.5
country/GHA,1983,44324078.0
country/GHA,1987,54630039.4
country/GHA,1989,60980394.1
country/GHA,1993,83383299.2
country/GHA,1996,106628685.3
country/GHA,2020,934363074.4
country/GHA,2024,1241808671.6
country/GHA,2028,1034964726.0
country/GHA,1982,29557117.5
country/GHA,1984,28924812.9
country/GHA,1988,69460844.1
country/GHA,1997,112105234.3
country/GHA,1998,138399183.1
country/GHA,2000,103033151.5
country/GHA,2006,70459597.0
country/GHA,2009,75177024.9
country/GHA,2013,261820757.1
country/GHA,2014,255453751.5
country/GHA,2016,547937242.2
country/GHA,2023,1274607464.7
country/GHA,2025,1215719475.3
country/GHA,2027,1090897664.8
country/GHA,1977,15397010.7
country/GHA,1986,42944808.6
country/GHA,1990,56680641.4
country/GHA,1994,82154477.5
country/GHA,2001,56401954.3
country/GHA,2004,73898017.7
country/GHA,2015,329681620.0
country/GHA,2018,668932235.5
country/GHA,2021,1213580189.3
country/GHA,2022,1274736506.8
country/GHA,2026,1148238412.7
country/GRD,1971,236107.1
country/GRD,1973,461889.4
country/GRD,1989,1528053.7
country/GRD,1994,1686485.6
country/GRD,1995,1750817.9
country/GRD,2000,3446868.8
country/GRD,2003,18674866.5
country/GRD,2004,16953160.4
country/GRD,2009,10704279.8
country/GRD,2013,5841262.7
country/GRD,2022,14199482.3
country/GRD,2026,10028120.3
country/GRD,2028,7088756.1
country/GRD,1972,458968.8
country/GRD,1974,412545.5
country/GRD,1984,1272512.1
country/GRD,1986,1199850.9
country/GRD,1988,2537762.8
country/GRD,1996,2215924.7
country/GRD,1998,2075028.5
country/GRD,2002,14921837.2
country/GRD,2012,7812115.5
country/GRD,2014,6040981.1
country/GRD,2017,22693511.3
country/GRD,2018,17423957.6
country/GRD,2024,12596585.5
country/GRD,2025,11343124.6
country/GRD,1976,394825.6
country/GRD,1981,473622.4
country/GRD,1985,1228989.6
country/GRD,1992,1698811.8
country/GRD,1993,1746241.7
country/GRD,1999,2159741.5
country/GRD,2005,3291618.1
country/GRD,2006,6367452.6
country/GRD,2007,8100540.4
country/GRD,2008,8081874.1
country/GRD,2010,10513501.8
country/GRD,2015,5901541.4
country/GRD,2020,15557490.4
country/GRD,2023,13596835.9
country/GRD,1970,259000.0
country/GRD,1975,436137.4
country/GRD,1977,383209.8
country/GRD,1978,357520.1
country/GRD,1979,421029.2
country/GRD,1980,514694.8
country/GRD,1982,591446.3
country/GRD,1983,878188.4
country/GRD,1987,1967058.3
country/GRD,1990,1267141.6
country/GRD,1991,1338923.2
country/GRD,1997,1802537.6
country/GRD,2001,6044867.9
country/GRD,2011,11081118.9
country/GRD,2016,20559162.6
country/GRD,2019,17015405.4
country/GRD,2021,15029099.5
country/GRD,2027,8469301.5
country/GTM,1972,8628000.0
country/GTM,1976,10491000.0
country/GTM,1977,12394000.0
country/GTM,1982,61827000.0
country/GTM,1973,9124000.0
country/GTM,1974,8514000.0
country/GTM,1975,9072000.0
country/GTM,1979,25634000.0
country/GTM,1981,40073000.0
country/GTM,1985,112015526.4
country/GTM,1987,152745056.1
country/GTM,1988,108463294.2
country/GTM,1990,83412854.0
country/GTM,1991,106780721.7
country/GTM,1996,111721056.6
country/GTM,1999,123065195.4
country/GTM,2000,134101085.8
country/GTM,2009,257810047.1
country/GTM,2016,353652441.0
country/GTM,2019,408009759.3
country/GTM,1998,112309109.6
country/GTM,2001,150604433.0
country/GTM,2003,186994864.2
country/GTM,2004,214298102.3
country/GTM,2005,203141993.8
country/GTM,2012,274371698.0
country/GTM,2020,520978662.8
country/GTM,2021,496305441.9
country/GTM,2027,300558379.6
country/GTM,1980,32898000.0
country/GTM,1984,88671790.7
country/GTM,1986,152776628.5
country/GTM,1970,7147000.0
country/GTM,1971,8856000.0
country/GTM,1978,18786000.0
country/GTM,1983,78951353.2
country/GTM,1989,105877502.1
country/GTM,1992,147844898.6
country/GTM,1993,95712482.7
country/GTM,2002,166738664.7
country/GTM,2006,227540142.2
country/GTM,2007,249276867.3
country/GTM,2010,283730540.4
country/GTM,2014,280006738.0
country/GTM,2017,375807305.9
country/GTM,2018,266938780.0
country/GTM,2022,336153731.1
country/GTM,2028,282855555.2
country/GTM,1994,93958709.6
country/GTM,1995,110100811.1
country/GTM,1997,96434225.1
country/GTM,2008,256610178.6
country/GTM,2011,283896198.3
country/GTM,2013,274535544.4
country/GTM,2015,288305516.7
country/GTM,2023,338249244.6
country/GTM,2024,335117099.2
country/GTM,2025,329458744.3
country/GTM,2026,354523780.9
country/GIN,1976,12250873.8
country/GIN,1977,17850664.6
country/GIN,1981,23941066.8
country/GIN,1985,18912880.7
country/GIN,1991,39027205.5
country/GIN,1992,32849622.7
country/GIN,1996,44305960.3
country/GIN,1997,46475137.9
country/GIN,2001,31048991.1
country/GIN,1970,4493849.2
country/GIN,1972,7598641.0
country/GIN,1973,9948055.1
country/GIN,1975,13701334.8
country/GIN,1978,16867188.9
country/GIN,1984,21683000.0
country/GIN,1987,40786186.5
country/GIN,1989,31768628.2
country/GIN,1993,39924436.2
country/GIN,1994,41922160.0
country/GIN,1999,46353154.8
country/GIN,2000,44794029.5
country/GIN,1979,25587340.0
country/GIN,1980,23293590.0
country/GIN,1982,23006058.8
country/GIN,1995,44164633.9
country/GIN,1971,5385959.6
country/GIN,1974,9867872.8
country/GIN,1983,21258825.5
country/GIN,1986,12651099.4
country/GIN,1988,29913711.0
country/GIN,1990,53735878.0
country/GIN,1998,44184889.2
country/GIN,2002,30658627.4
country/GIN,2003,31414107.3
country/GIN,2005,47213550.1
country/GIN,2006,47053819.3
country/GIN,2011,34070183.2
country/GIN,2013,10023773.5
country/GIN,2017,22437785.5
country/GIN,2023,80656686.9
country/GIN,2024,80018154.8
country/GIN,2025,75719905.9
country/GIN,2027,63111590.5
country/GIN,2004,42896640.8
country/GIN,2010,20537583.7
country/GIN,2016,20517335.9
country/GIN,2022,71922937.0
country/GIN,2026,69847960.1
country/GIN,2007,48001278.5
country/GIN,2008,29781945.7
country/GIN,2009,28301206.1
country/GIN,2015,11867648.1
country/GIN,2020,39737778.1
country/GIN,2028,56031527.3
country/GIN,2012,17792550.9
country/GIN,2014,11910452.4
country/GIN,2018,28953296.8
country/GIN,2019,29891845.3
country/GIN,2021,49749666.3
country/GNB,1978,177246.0
country/GNB,1981,1483483.4
country/GNB,1982,1249967.8
country/GNB,1985,2243573.3
country/GNB,1988,3634633.9
country/GNB,1991,5215329.3
country/GNB,2004,2256694.3
country/GNB,2005,2023594.6
country/GNB,2006,2722755.3
country/GNB,2010,3853617.8
country/GNB,2016,2901128.9
country/GNB,2017,3892213.8
country/GNB,2020,12115826.2
country/GNB,2026,21020020.0
country/GNB,2027,19752701.0
country/GNB,1976,20000.0
country/GNB,1979,1028390.8
country/GNB,1983,750131.7
country/GNB,1989,3920101.1
country/GNB,1992,2876777.2
country/GNB,1998,4141243.8
country/GNB,2000,1617000.0
country/GNB,2009,11818206.5
country/GNB,2012,1310057.5
country/GNB,2014,2147178.9
country/GNB,2022,20395033.2
country/GNB,2023,21642245.1
country/GNB,1980,1064646.1
country/GNB,1987,4493013.4
country/GNB,1993,2007613.1
country/GNB,1994,3634371.7
country/GNB,1995,5749542.4
country/GNB,1997,2894143.9
country/GNB,1999,4695800.6
country/GNB,2001,882787.9
country/GNB,2002,476117.7
country/GNB,2008,4594645.4
country/GNB,2011,1368611.7
country/GNB,2015,2811336.0
country/GNB,2018,6368330.8
country/GNB,2019,8416578.7
country/GNB,2025,22050745.9
country/GNB,1977,34457.3
country/GNB,1984,849521.0
country/GNB,1986,2033588.0
country/GNB,1990,3401134.3
country/GNB,1996,3915172.0
country/GNB,2003,1311299.1
country/GNB,2007,3291269.9
country/GNB,2013,1361671.0
country/GNB,2021,19792695.2
country/GNB,2024,22402707.3
country/GNB,2028,18205648.5
country/GUY,1980,31738474.8
country/GUY,1984,20049870.3
country/GUY,1985,13560438.4
country/GUY,1986,16375019.6
country/GUY,1989,14729498.8
country/GUY,1995,31380322.4
country/GUY,1996,29100462.1
country/GUY,1997,51955646.1
country/GUY,1998,58623436.3
country/GUY,1999,32322980.0
country/GUY,2006,14358142.2
country/GUY,2007,9151253.4
country/GUY,2015,16931075.2
country/GUY,2016,17503185.3
country/GUY,2020,24426325.5
country/GUY,2023,19298910.9
country/GUY,1970,3454800.0
country/GUY,1972,6356862.0
country/GUY,1976,21941181.0
country/GUY,2005,9897794.0
country/GUY,2010,11414392.8
country/GUY,2012,13444028.8
country/GUY,2014,15927986.2
country/GUY,2017,19062729.8
country/GUY,2018,22122393.2
country/GUY,2021,22542922.6
country/GUY,2025,17842186.4
country/GUY,1971,3595532.9
country/GUY,1973,8109478.4
country/GUY,1974,8699289.9
country/GUY,1977,17790589.9
country/GUY,1978,19657073.8
country/GUY,1979,27849903.1
country/GUY,1981,36285829.7
country/GUY,1988,11173135.6
country/GUY,1991,47318407.3
country/GUY,2002,28250494.8
country/GUY,2003,20473757.9
country/GUY,2008,10273167.3
country/GUY,2011,12822441.3
country/GUY,2013,14375399.4
country/GUY,2019,23150078.5
country/GUY,2024,18840841.0
country/GUY,2026,16175790.2
country/GUY,1975,10551902.7
country/GUY,1982,21937042.4
country/GUY,1983,24738302.9
country/GUY,1987,15128854.8
country/GUY,1990,73349541.6
country/GUY,1992,43402021.0
country/GUY,1993,35862033.3
country/GUY,1994,32447755.5
country/GUY,2000,25979414.1
country/GUY,2001,17293373.6
country/GUY,2004,13103895.9
country/GUY,2009,10396213.6
country/GUY,2022,19488284.5
country/GUY,2027,14475965.2
country/GUY,2028,13127612.0
country/HTI,1976,2260767.7
country/HTI,1977,5456491.7
country/HTI,1979,5209250.9
country/HTI,1984,7618619.4
country/HTI,1989,10353949.6
country/HTI,1992,760363.9
country/HTI,1999,15504210.0
country/HTI,2004,31856338.7
country/HTI,2017,4558570.0
country/HTI,2019,3197000.0
country/HTI,2020,2463000.0
country/HTI,2021,3310796.7
country/HTI,2025,18647641.2
country/HTI,1971,615000.0
country/HTI,1980,6641150.2
country/HTI,1981,7079473.4
country/HTI,1982,7766977.2
country/HTI,1983,7474566.8
country/HTI,1985,8263037.8
country/HTI,1987,9810341.2
country/HTI,1997,14416990.1
country/HTI,2000,14991923.1
country/HTI,2007,22267791.7
country/HTI,2009,14576848.0
country/HTI,2010,8018102.9
country/HTI,2012,3141000.0
country/HTI,2014,5045100.0
country/HTI,2018,3360328.0
country/HTI,2023,21406863.0
country/HTI,2027,15840010.6
country/HTI,1973,923000.0
country/HTI,1978,6116298.5
country/HTI,1991,7195606.8
country/HTI,1993,320996.4
country/HTI,1994,272284.7
country/HTI,1995,27189996.0
country/HTI,2002,8197469.9
country/HTI,2006,17098603.5
country/HTI,2008,23259981.3
country/HTI,2011,2902852.9
country/HTI,2013,4323024.8
country/HTI,2022,22718587.2
country/HTI,2024,20033956.5
country/HTI,1970,804000.0
country/HTI,1972,635000.0
country/HTI,1974,932493.7
country/HTI,1975,1910946.0
country/HTI,1986,8548795.7
country/HTI,1988,9453776.8
country/HTI,1990,6746186.6
country/HTI,1996,10488049.7
country/HTI,1998,15451678.6
country/HTI,2001,10143164.4
country/HTI,2003,14373063.0
country/HTI,2005,17322386.2
country/HTI,2015,8157570.8
country/HTI,2016,19170337.2
country/HTI,2026,17270734.8
country/HTI,2028,14419695.2
country/HND,1974,8703144.8
country/HND,1977,24615957.9
country/HND,1978,33891687.5
country/HND,1979,48610992.0
country/HND,1981,81374748.1
country/HND,1983,86575337.6
country/HND,1991,147909855.4
country/HND,2006,65375112.6
country/HND,2014,178300224.2
country/HND,2016,217665654.6
country/HND,2017,219937812.6
country/HND,2026,116662296.9
country/HND,1971,5429872.0
country/HND,1972,6015120.1
country/HND,1975,12476890.0
country/HND,1976,17857547.5
country/HND,1980,60780211.1
country/HND,1987,92474109.7
country/HND,1993,156255278.0
country/HND,2002,77305449.3
country/HND,2003,78491307.9
country/HND,2010,46257661.0
country/HND,2018,267174410.7
country/HND,2021,246654707.4
country/HND,2024,170041240.3
country/HND,2028,101219522.3
country/HND,1973,7943518.5
country/HND,1982,100022390.1
country/HND,1984,83029277.6
country/HND,1985,98616986.2
country/HND,1988,128169842.5
country/HND,1992,165007296.5
country/HND,1994,180099656.6
country/HND,1997,161982431.0
country/HND,1999,122093610.3
country/HND,2004,94238613.0
country/HND,2007,53070941.4
country/HND,2012,70418907.6
country/HND,2013,111416683.1
country/HND,2015,192976755.1
country/HND,2019,305411812.9
country/HND,2022,199252246.6
country/HND,2023,195131251.2
country/HND,2025,134145585.2
country/HND,2027,109102437.8
country/HND,1970,4227203.2
country/HND,1986,113840165.7
country/HND,1989,51240179.6
country/HND,1990,159985425.6
country/HND,1995,201083261.0
country/HND,1996,160618518.2
country/HND,1998,169226844.0
country/HND,2000,77054256.6
country/HND,2001,51749257.6
country/HND,2005,63603397.9
country/HND,2008,49476968.1
country/HND,2009,41385862.7
country/HND,2011,58886730.9
country/HND,2020,301752619.8
country/IND,1974,249724344.3
country/IND,1975,252131984.4
country/IND,1982,555155978.3
country/IND,1985,1001612887.3
country/IND,1990,3396272716.5
country/IND,1993,3213279543.9
country/IND,1994,3506196420.6
country/IND,1995,3670026425.9
country/IND,1996,3487157250.5
country/IND,1999,3017373370.2
country/IND,1978,340024107.6
country/IND,1979,359956744.8
country/IND,1986,1309121068.3
country/IND,2015,1898370677.4
country/IND,2018,2614721191.5
country/IND,2019,3283241356.0
country/IND,2020,1654098071.0
country/IND,2022,2858506066.4
country/IND,2000,3363089231.5
country/IND,2003,2849145302.9
country/IND,2009,1321533740.6
country/IND,2013,1450980698.9
country/IND,2014,1840590456.3
country/IND,2024,2382085704.3
country/IND,2025,2070996997.6
country/IND,2026,1866178887.0
country/IND,2027,1584792180.6
country/IND,1970,430928332.8
country/IND,1972,239539727.5
country/IND,1977,280021236.7
country/IND,1984,736591976.9
country/IND,1988,1744602349.0
country/IND,1992,3115014355.1
country/IND,2001,3146116749.2
country/IND,2002,3039449261.2
country/IND,2004,1383969414.1
country/IND,2005,3021849509.1
country/IND,2006,1290673462.8
country/IND,2008,1524416834.5
country/IND,2010,1062979207.6
country/IND,2011,1210307133.6
country/IND,2016,2105038924.2
country/IND,2021,2515932699.4
country/IND,1971,217419882.6
country/IND,1973,249185109.3
