dcid,year,debtOutstandingAndDisbursedCurrentUSD
country/MMR,2011,9225468146.6
country/MMR,2013,9506711239.8
country/MMR,2015,9780254208.0
country/MMR,2017,10335821159.3
country/MMR,2018,10282642871.0
country/NPL,1970,3800810.8
country/NPL,1973,20103243.4
country/NPL,1980,155877038.8
country/NPL,1988,1087019472.1
country/NPL,1989,1282188352.3
country/NPL,1997,2355269157.4
country/NPL,1999,2956457043.0
country/NPL,2009,3550285708.6
country/NPL,2012,3493093677.2
country/NPL,1971,9157279.6
country/NPL,1974,27553349.5
country/NPL,1981,218602448.6
country/NPL,1983,348978333.7
country/NPL,1985,545006556.7
country/NPL,1987,921856302.9
country/NPL,1992,1748987469.6
country/NPL,1994,2202634316.3
country/NPL,1996,2333036206.4
country/NPL,1998,2613453838.0
country/NPL,2002,2942765079.9
country/NPL,2007,3466533426.2
country/NPL,2008,3550354598.6
country/NPL,2011,3528236477.6
country/NPL,2014,3482796625.3
country/NPL,2016,3748259282.8
country/NPL,2018,5103124948.4
country/NPL,2020,7175406214.0
country/NIC,1971,224985089.6
country/NIC,1973,378435445.6
country/NIC,1974,519148139.5
country/NIC,1977,924551129.6
country/NIC,1980,1751641713.8
country/NIC,1984,4213771638.8
country/NIC,1986,5867788153.7
country/NIC,1990,8381199532.8
country/NIC,1991,9250848239.3
country/NIC,1995,8636720671.2
country/NIC,1997,5292081113.1
country/NIC,2001,5529731882.3
country/NIC,2002,5683378253.2
country/NIC,1970,186870748.6
country/NIC,1976,742141106.6
country/NIC,1982,2596710156.6
country/NIC,1988,7054510436.7
country/NIC,1993,9528863340.2
country/NIC,1994,9900275763.4
country/NIC,1998,5591622061.9
country/NIC,2005,4242451412.7
country/NIC,2012,7089039671.5
country/NIC,2013,8210056700.8
country/NIC,2014,9149231642.7
country/NIC,2016,10551011387.9
country/NIC,2021,12575192833.4
country/NER,1973,64940664.6
country/NER,1983,860471004.6
country/NER,1986,1214509528.1
country/NER,1995,1480334579.4
country/NER,1997,1436376168.1
country/NER,1999,1556572530.1
country/NER,2007,774285772.6
country/NER,2012,1525220254.2
country/NER,2015,1972702215.7
country/NER,2016,2249626082.3
country/NER,2017,2698388434.8
country/NER,1972,54794401.3
country/NER,1976,132736740.7
country/NER,1980,690311049.9
country/NER,1981,896194626.4
country/NER,1985,1046289261.8
country/NER,1988,1500633675.3
country/NER,1992,1402929747.6
country/NER,1994,1442373784.8
country/NER,2001,1506412144.8
country/NER,2002,1694711484.5
country/NER,2003,1965768071.8
country/NER,2006,681637534.1
country/NER,2010,1205775926.5
country/NGA,1972,731812520.7
country/NGA,1973,1204809984.0
country/NGA,1976,906231872.3
country/NGA,1977,985287005.0
country/NGA,1980,5385141118.3
country/NGA,1982,9457730530.9
country/NGA,1986,18534185195.5
country/NGA,1989,29657220689.7
country/NGA,1994,28265819357.0
country/NGA,1995,28443244065.9
country/NGA,1996,25738639623.9
country/NGA,1998,23749259240.4
country/NGA,1999,22632477430.4
country/NGA,2003,38273337578.8
country/NGA,2005,28871414300.9
country/NGA,2013,21901764983.3
country/NGA,2017,43394054278.9
country/NGA,1971,651111087.6
country/NGA,1978,2644697688.6
country/NGA,1984,12038890260.9
country/NGA,1985,13660907755.9
country/NGA,1988,28076494849.3
country/NGA,1990,31935338767.5
country/NGA,1993,26741950442.4
country/NGA,1997,22938915527.0
country/NGA,2000,32189541491.4
country/NGA,2001,33136325833.7
country/NGA,2004,40420815982.8
country/NGA,2008,16230634760.8
country/NGA,2009,16659178237.9
country/NGA,2016,33465519667.2
country/NGA,2019,57724294991.2
country/NGA,2020,64576157665.8
country/NPL,1975,34017048.9
country/NPL,1977,70256116.5
country/NPL,1979,109903934.3
country/NPL,1986,698896515.2
country/NPL,1990,1558496191.1
country/NPL,1991,1701299052.6
country/NPL,2003,3134793661.6
country/NPL,2021,7960618783.4
country/NPL,1972,12304770.9
country/NPL,1976,44390615.9
country/NPL,1978,79397327.2
country/NPL,1982,283277144.4
country/NPL,1984,430747467.0
country/NPL,1993,1933201769.9
country/NPL,1995,2338651373.2
country/NPL,2000,2822541727.5
country/NPL,2001,2668832039.1
country/NPL,2004,3295659005.1
country/NPL,2005,3110051085.3
country/NPL,2006,3266633722.4
country/NPL,2010,3507426942.0
country/NPL,2013,3574454955.3
country/NPL,2015,3599822395.8
country/NPL,2017,4374130858.2
country/NPL,2019,5963217369.2
country/NIC,1972,272375840.6
country/NIC,1975,664122383.9
country/NIC,1978,1022390504.5
country/NIC,1989,7691400443.5
country/NIC,1992,9398780554.8
country/NIC,1999,5389575363.8
country/NIC,2000,5716400669.3
country/NIC,2004,4321764207.8
country/NIC,2006,3480802165.9
country/NIC,2007,2841622324.9
country/NIC,2008,3427153618.2
country/NIC,2010,5256120419.5
country/NIC,2015,9968833017.8
country/NIC,2017,11043789900.7
country/NIC,2018,11432163264.0
country/NIC,1979,1165274369.9
country/NIC,1981,2189997551.2
country/NIC,1983,3507558039.2
country/NIC,1985,5027564616.1
country/NIC,1987,6489745420.8
country/NIC,1996,5230018045.2
country/NIC,2003,6014732348.2
country/NIC,2009,4575807919.9
country/NIC,2011,6111992058.0
country/NIC,2019,11805033479.9
country/NIC,2020,12055640655.0
country/NER,1970,31677128.3
country/NER,1978,352031219.7
country/NER,1984,858893813.3
country/NER,1989,1336356739.3
country/NER,1990,1519134316.1
country/NER,1993,1423302754.7
country/NER,1996,1457523135.8
country/NER,1998,1544484248.4
country/NER,2000,1562559616.8
country/NER,2013,1740303419.4
country/NER,2014,1736964380.8
country/NER,2021,4253223170.9
country/NER,1971,41560136.9
country/NER,1974,93672792.1
country/NER,1975,114173866.3
country/NER,1977,121167957.1
country/NER,1979,518281814.7
country/NER,1982,822771525.2
country/NER,1987,1452885840.3
country/NER,1991,1394585911.8
country/NER,2004,1815681373.5
country/NER,2005,1780842184.5
country/NER,2008,790244233.0
country/NER,2009,962859895.4
country/NER,2011,1906207931.8
country/NER,2018,2818543924.9
country/NER,2019,3168675384.4
country/NER,2020,4021171670.4
country/NGA,1974,1273893141.8
country/NGA,1975,1143430425.1
country/NGA,1979,3961582441.2
country/NGA,1981,7018268871.1
country/NGA,1983,12518087542.1
country/NGA,1987,27456444280.7
country/NGA,1991,32668280957.2
country/NGA,1992,26809100994.5
country/NGA,2002,34295807502.5
country/NGA,2010,16241455492.8
country/NGA,2011,18431231882.2
country/NGA,2012,18891949625.7
country/NGA,2014,26201103711.7
country/NGA,2015,30091731504.7
country/NGA,2018,51872480359.7
country/NGA,2021,67141861975.8
country/NGA,1970,567077689.4
country/NGA,2006,12725445596.5
country/NGA,2007,15240379487.7
country/MKD,1999,1267991326.1
country/MKD,2007,2563652336.7
country/MKD,2012,4376203357.5
country/MKD,2013,4940523776.7
country/MKD,2015,5661678761.5
country/MKD,2016,6320057776.7
country/MKD,2019,7506429591.5
country/MKD,1995,1077675572.7
country/MKD,1996,1481254502.7
country/MKD,2003,1757974043.7
country/MKD,2006,2361610704.5
country/MKD,2008,3012974712.5
country/MKD,2009,3731351066.3
country/MKD,2018,7237686802.3
country/MKD,2020,8738429781.2
country/PAK,1974,4663852329.1
country/PAK,1978,7477710400.7
country/PAK,1979,7905156377.8
country/PAK,1980,8520127896.9
country/PAK,1982,9565261245.8
country/PAK,1986,11897410327.4
country/PAK,1987,13595561002.4
country/PAK,1991,18161575801.5
country/PAK,2003,33062931555.0
country/PAK,2011,51161785463.8
country/PAK,2012,51958782592.0
country/PAK,2013,50323278834.7
country/PAK,2015,55781673316.5
country/PAK,2016,60696537648.1
country/PAK,2018,83860023400.7
country/PNG,1972,495025775.0
country/PNG,1976,491983938.4
country/PNG,1983,1733096285.5
country/PNG,1984,1850342423.5
country/PNG,1985,1937275289.5
country/PNG,1986,1907027236.5
country/PNG,1988,2108819295.3
country/PNG,1990,2461241794.5
country/PNG,1997,2387826099.0
country/PNG,1998,2509854770.7
country/PNG,2003,1633997055.2
country/PNG,2006,1661579914.6
country/PNG,2009,1460246386.9
country/PNG,2010,5379744762.4
country/PNG,2015,19901664486.8
country/PNG,2016,18416067665.1
country/PNG,2018,17085207375.5
country/PNG,2021,15822706760.9
country/PAK,1970,3257362576.0
country/PAK,1972,3820911744.3
country/PAK,1973,4263281944.2
country/PAK,1975,5128554894.9
country/PAK,1977,6778059329.0
country/PAK,1992,19398305964.9
country/PAK,1999,30425237610.3
country/PAK,2002,30164327128.5
country/PAK,2004,33177016948.0
country/PAK,2006,34390773679.1
country/PAK,2008,43842653504.5
country/PAK,2009,46152132969.9
country/PRY,1970,144131808.1
country/PRY,1973,208169185.3
country/PRY,1974,257079890.6
country/PRY,1975,310606492.9
country/PRY,1976,374880615.6
country/PRY,1984,1451755783.8
country/PRY,1987,2341848741.3
country/PRY,1988,2203204876.3
country/PRY,1992,1442851462.6
country/PRY,1995,1833919222.4
country/PRY,2000,2539404262.7
country/PRY,2004,4057746460.4
country/PRY,2006,5964727811.8
country/PRY,2008,8431301943.7
country/PRY,2012,11238660850.5
country/PRY,2016,11503448638.6
country/PNG,1971,407176568.0
country/PNG,1975,506036560.4
country/PNG,1979,556769783.0
country/PNG,1980,624070820.4
country/PNG,1982,1374435685.5
country/PNG,1993,2960443865.4
country/MKD,1993,913521383.4
country/MKD,1998,1251650107.1
country/MKD,2002,1528549580.8
country/MKD,2010,3839678446.1
country/MKD,2017,7132578601.3
country/MKD,1994,926835120.8
country/MKD,1997,1008448543.6
country/MKD,2000,1332777623.6
country/MKD,2001,1343635802.0
country/MKD,2004,1919523511.2
country/MKD,2005,2107512736.9
country/MKD,2011,4131514832.0
country/MKD,2014,5741297270.3
country/MKD,2021,8721011491.7
country/PAK,1976,6029661004.0
country/PAK,1984,9855721271.2
country/PAK,1985,10699549401.1
country/PAK,1988,14082497272.8
country/PAK,1989,14644426865.0
country/PAK,1990,16643173211.0
country/PAK,1993,21484045707.8
country/PAK,1994,23895409551.4
country/PAK,1995,25393313199.0
country/PAK,1997,26332951189.8
country/PAK,2001,28711866295.7
country/PAK,2005,31294890070.9
country/PAK,2007,38428137380.4
country/PAK,2010,48199262180.0
country/PAK,2021,110609925711.9
country/PNG,1973,525578942.0
country/PNG,1978,500238655.0
country/PNG,1989,2148514440.0
country/PNG,1992,3317808276.1
country/PNG,1994,2677711561.0
country/PNG,2007,1342179817.9
country/PNG,2011,12268421867.6
country/PNG,2012,14468474668.2
country/PNG,2001,1861217446.7
country/PNG,2002,1677776844.2
country/PNG,2005,1650614478.6
country/PNG,2014,19438683967.2
country/PRY,1978,638821233.8
country/PRY,1979,766584212.7
country/PRY,1980,881976118.9
country/PRY,1981,940879323.7
country/PRY,1985,1728490823.7
country/PRY,1990,1803128995.6
country/PRY,1991,1767810956.1
country/PRY,1998,2157667579.3
country/PRY,2007,7103202202.7
country/PRY,2009,9731136814.1
country/PRY,2014,11515629227.4
country/PRY,2017,11173049766.2
country/PRY,2018,11026490046.8
country/PRY,2020,15012746692.7
country/PRY,2021,16295264977.3
country/PRY,1972,184883632.8
country/PRY,1977,500825197.6
country/PRY,1986,1998343064.5
country/PRY,1993,1360827819.4
country/PRY,1996,1861838377.6
country/PRY,1997,1981673437.7
country/PRY,1999,2663747566.5
country/PRY,2001,2368849161.3
country/PRY,2003,3428381652.8
country/PRY,2005,4903893963.8
country/PRY,2010,11382504037.7
country/PRY,2011,11052776251.5
country/PRY,2019,11543283683.8
country/PAK,1971,3627608722.3
country/PAK,1981,8653861186.9
country/PAK,1983,9616677381.9
country/PAK,1996,25639390768.8
country/PAK,1998,28790615741.3
country/PAK,2000,29842542722.1
country/PAK,2014,53715014977.2
country/PAK,2017,75288599714.0
country/PAK,2019,90259711927.5
country/PAK,2020,99563370577.9
country/PNG,1970,208775480.0
country/PNG,1974,505321531.0
country/PNG,1977,546804946.0
country/PNG,1981,947374273.5
country/PNG,1987,2158838935.1
country/PNG,1991,2595522800.5
country/PNG,1995,2378393427.3
country/PNG,1996,2422745850.9
country/PNG,1999,2525478700.2
country/PNG,2000,2204025059.6
country/PNG,2004,1611040910.8
country/PNG,2008,1412055920.4
country/PNG,2013,21102450535.2
country/PNG,2017,16968268343.9
country/PNG,2019,17914224879.9
country/PNG,2020,17058781739.6
country/PRY,1971,162143126.8
country/PRY,1982,1168037884.9
country/PRY,1983,1369701078.3
country/PRY,1989,2198956753.9
country/PRY,1994,1544755497.9
country/PRY,2002,2911250240.4
country/PRY,2013,10842725754.5
country/PRY,2015,11455658555.8
country/PER,1971,2843188441.8
country/PER,1974,4488537914.0
country/PER,1977,7018188041.0
country/PER,1990,14115716714.8
country/PER,1997,22182386618.6
country/PER,1999,23929639017.9
country/PER,2000,24229232535.1
country/PER,2001,24207203668.2
country/PER,2002,25495730436.7
country/PER,2013,56158629743.4
country/PER,2014,60045804703.8
country/PER,2017,58040210196.9
country/PER,2018,55922722363.1
country/PER,2019,54837140830.2
country/PER,1970,2743913044.7
country/PER,1973,3344984620.7
country/PER,1978,7433290267.8
country/PER,1989,13155891877.8
country/PER,1992,15913273915.8
country/PER,1993,17048210284.9
country/PER,1994,18944566795.7
country/PER,1998,23422398998.9
country/PER,2008,29158571174.0
country/PER,2015,59266325912.4
country/PER,1972,2962923534.5
country/PER,1975,5222823225.1
country/PER,1980,6976130301.3
country/PER,1981,6839365265.7
country/PER,1982,7945637672.7
country/PER,1983,9197004332.4
country/PER,1985,10389045715.2
country/PER,1991,15776480333.8
country/PER,1996,21671339924.0
country/PER,2004,28724764383.7
country/PER,2005,26114061670.1
country/PER,2006,26126419503.7
country/PER,2009,31649321840.9
country/PER,2016,61028329383.9
country/PER,2021,74536146349.0
country/PER,1976,6251646512.8
country/PER,1979,7351021897.6
country/PER,1984,9863318827.6
country/PER,1986,11533179756.7
country/PER,1987,13174514731.6
country/PER,1988,12870117065.6
country/PER,1995,20297204832.0
country/PER,2003,27422080563.2
country/PER,2007,26760692475.2
country/PER,2010,34821785952.0
country/PER,2011,37750756709.6
country/PER,2012,51750562430.0
country/PER,2020,62386958611.2
country/PHL,1970,1544277768.6
country/PHL,1971,1680030684.8
country/PHL,1972,1858758407.1
country/PHL,1975,2870888935.6
country/PHL,1980,8816904146.9
country/PHL,1981,10231566988.4
country/PHL,1983,13696155283.1
country/PHL,1984,14011326735.7
country/PHL,1986,21556582848.2
country/PHL,1987,24727744286.6
country/PHL,1988,23972678071.7
country/PHL,1990,25240874965.9
country/PHL,1995,33368331533.5
country/PHL,2000,50766860070.9
country/PHL,2004,55159430417.7
country/PHL,2008,51081446276.8
country/PHL,2012,51623121120.4
country/PHL,2013,47991999771.9
country/PHL,2019,65258400461.5
country/RUS,1993,101701066418.2
country/RUS,1994,108301652541.7
country/RUS,1996,102391857383.0
country/RUS,2000,112032505872.5
country/RUS,2001,107618814174.9
country/RUS,2004,175387781210.4
country/RUS,2010,348938058530.9
country/RUS,2011,465761912246.2
country/RUS,2014,483185408870.5
country/RWA,1972,3384478.7
country/RWA,1979,127485921.7
country/RWA,1987,558859157.3
country/RWA,1991,747084402.4
country/RWA,1992,789909175.8
country/RWA,1993,837648329.9
country/RWA,1999,1163328201.9
country/RWA,2016,3888823769.2
country/RWA,2021,7897392187.0
country/WSM,1970,2682000.0
country/WSM,1975,15916126.3
country/WSM,1977,28992336.2
country/WSM,1980,53411343.1
country/WSM,1986,64638072.8
country/WSM,1989,71866714.8
country/WSM,1990,90971518.0
country/WSM,1994,154590275.0
country/WSM,2000,137684256.2
country/WSM,2001,134027017.3
country/WSM,2003,166913880.1
country/WSM,2008,205606279.8
country/WSM,2011,342376174.9
country/WSM,2013,412288130.7
country/WSM,2015,407588456.0
country/WSM,2020,393810253.8
country/PHL,1973,1936271308.0
country/PHL,1974,2345230925.0
country/PHL,1976,4032304845.0
country/PHL,1982,12088344574.9
country/PHL,1993,29897633416.6
country/PHL,1997,38053059047.5
country/PHL,2001,50292928368.5
country/PHL,2005,51737344614.5
country/PHL,2007,51902133717.6
country/PHL,2017,57637639740.3
country/PHL,2021,87425151436.0
country/RUS,1995,102097010119.0
country/RUS,2002,107936229130.5
country/RUS,2003,141950534478.8
country/RUS,2006,262143298893.4
country/RUS,2008,336367674599.1
country/RUS,2018,415696093404.6
country/RUS,2019,409644191202.5
country/RUS,2021,369952214041.9
country/PHL,1979,7153757327.1
country/PHL,1985,16311548307.4
country/PHL,1989,23522002361.2
country/PHL,2002,52650518024.4
country/PHL,2011,52768515786.0
country/PHL,2018,61733850772.6
country/RWA,1973,7914015.3
country/RWA,1974,12310096.7
country/RWA,1975,24074478.2
country/RWA,1977,78490587.8
country/RWA,1980,150269346.7
country/RWA,1981,164133434.7
country/RWA,1982,185513019.1
country/RWA,1988,608334320.4
country/RWA,1994,907657059.5
country/RWA,2000,1147742237.4
country/RWA,2002,1304721406.7
country/RWA,2003,1415755026.0
country/RWA,2007,565899641.2
country/RWA,2011,1216491451.7
country/RWA,2012,1597210325.1
country/RWA,2015,3329070327.7
country/RWA,2019,5865930582.3
country/RWA,2020,7295264088.7
country/RUS,1998,141405379454.6
country/RUS,1999,141395239157.6
country/RUS,2007,307102778270.0
country/RUS,2009,344474190528.8
country/RUS,2012,501217416886.2
country/RUS,2013,575778553051.1
country/RUS,2015,435744546878.0
country/RUS,2017,455167128508.4
country/RWA,1971,1998751.4
country/RWA,1978,109802922.0
country/RWA,1985,328551706.6
country/RWA,1986,415594601.6
country/RWA,1990,664490874.4
country/RWA,1995,972429830.8
country/RWA,1996,986752643.1
country/RWA,2004,1541863562.2
country/RWA,2009,955542829.0
country/RWA,2010,1085993086.0
country/RWA,2017,4478793074.9
country/RWA,2018,5018953194.5
country/WSM,1976,20428900.5
country/WSM,1981,54707731.9
country/WSM,1982,58454979.8
country/WSM,1985,63757839.8
country/WSM,1995,160047723.2
country/WSM,1997,138772310.4
country/WSM,1999,146434372.0
country/WSM,2004,174722785.3
country/WSM,2009,226396415.3
country/WSM,2012,396943888.6
country/WSM,2014,417309114.1
country/WSM,2016,390071498.3
country/WSM,2021,380908298.6
country/PHL,1977,5187898819.9
country/PHL,1978,6251549919.1
country/PHL,1991,26463475515.0
country/PHL,1992,26862624809.8
country/PHL,1994,33473677561.6
country/PHL,1996,35622355817.1
country/PHL,1998,46167887220.6
country/PHL,1999,51538741144.0
country/PHL,2003,55204548832.5
country/PHL,2006,52407131375.5
country/PHL,2009,50660155385.2
country/PHL,2010,53547747812.4
country/PHL,2014,59705966938.8
country/PHL,2015,60009328177.9
country/PHL,2016,59098254430.1
country/PHL,2020,83078115337.5
country/WSM,1978,36661558.9
country/WSM,1979,46226902.8
country/WSM,1983,58699655.3
country/WSM,1987,71403262.3
country/WSM,1992,117763888.7
country/WSM,1993,140423299.7
country/WSM,1996,153444538.2
country/WSM,1998,143914846.6
country/WSM,2002,146733156.9
country/WSM,2010,299085556.7
country/WSM,2017,415716498.8
country/STP,1977,2183745.2
country/RUS,1992,64571299242.1
country/RUS,1997,108842580211.9
country/RUS,2005,214594829321.8
country/RUS,2016,476550388140.4
country/RUS,2020,390911021328.3
country/RWA,1970,1948977.4
country/RWA,1976,47672064.8
country/RWA,1983,213308825.4
country/RWA,1984,242601140.3
country/RWA,1989,577360917.9
country/RWA,1997,995660649.0
country/RWA,1998,1121975246.5
country/RWA,2001,1162947671.5
country/RWA,2005,1414509476.4
country/RWA,2006,389507917.6
country/RWA,2008,889674996.9
country/RWA,2013,2173712671.7
country/RWA,2014,2765437489.4
country/WSM,1971,2610000.0
country/WSM,1972,4379777.5
country/WSM,1973,9456791.6
country/WSM,1974,13599580.8
country/WSM,1984,63021012.2
country/WSM,1988,71115023.2
country/WSM,1991,113416052.1
country/WSM,2005,167465803.6
country/WSM,2006,163722732.5
country/WSM,2007,185889495.6
country/WSM,2018,403181671.1
country/WSM,2019,387604109.7
country/STP,1983,42774839.4
country/STP,1988,100798565.7
country/STP,1989,113347627.7
country/STP,1990,132866555.3
country/STP,1997,226848348.7
country/STP,2002,301183797.0
country/STP,2004,340412287.6
country/STP,2005,317134347.8
country/STP,2008,108747368.5
country/STP,2017,245460792.6
country/STP,2020,240858763.0
country/STP,2021,234415762.8
country/STP,1979,14719040.6
country/STP,1980,23460544.5
country/STP,1985,61873070.4
country/STP,1992,169131840.5
country/STP,1994,201237330.6
country/STP,1996,226526919.0
country/STP,2001,283158377.4
country/STP,2003,320825223.6
country/STP,2006,331430370.5
country/STP,2010,145303682.8
country/STP,2011,188229647.6
country/STP,2012,171416013.6
country/SEN,1970,145252948.4
country/SEN,1978,679672295.1
country/SEN,1985,2067790554.9
country/SEN,1988,3293902524.8
country/SEN,1989,2702044610.4
country/SEN,1999,3387911805.2
country/SEN,2000,3220888847.7
country/SEN,2003,3966347594.9
country/SEN,2005,3642732514.4
country/SEN,2008,2552177276.7
country/SEN,2009,3311519426.0
country/SEN,2011,5358142530.1
country/SEN,2012,6666294197.4
country/SEN,2014,9021782716.4
country/SEN,2015,8768455456.7
country/SEN,2017,12290796180.2
country/SEN,2021,24855513774.9
country/SEN,1971,152299696.9
country/SEN,1981,1247272640.6
country/SEN,1982,1437260230.1
country/SEN,1987,3372442463.6
country/SEN,1990,3018481165.9
country/SEN,1992,3060938869.3
country/SEN,1994,3136275523.5
country/SEN,1995,3309477838.4
country/SEN,1997,3301056423.2
country/SEN,2001,3219889657.5
country/SEN,2010,4198356967.0
country/SEN,2019,17293277079.3
country/STP,1984,53884975.6
country/STP,1991,150401298.9
country/STP,1993,181898197.1
country/STP,1995,231840412.8
country/STP,2000,278284987.9
country/STP,2007,143464681.1
country/STP,2013,185554814.6
country/STP,2015,219225376.2
country/STP,1978,10315766.6
country/STP,1981,29421443.2
country/STP,1982,36835228.9
country/STP,1986,76751882.9
country/STP,1987,91128488.8
country/STP,1998,243630765.6
country/STP,1999,291077548.1
country/STP,2009,124976251.3
country/STP,2014,201459847.6
country/STP,2016,224523971.5
country/STP,2018,226277728.7
country/STP,2019,225208152.3
country/SEN,1972,161629620.4
country/SEN,1974,265027437.3
country/SEN,1976,380154052.1
country/SEN,1977,487193827.8
country/SEN,1983,1650077983.0
country/SEN,1986,2668304041.5
country/SEN,1991,2956783750.2
country/SEN,1993,3137885502.1
country/SEN,1996,3278600497.6
country/SEN,2004,3662357925.1
country/SEN,2007,2187735842.1
country/SEN,2016,9646896959.0
country/SEN,2018,16548649596.1
country/SEN,1973,199349003.3
country/SEN,1975,319293756.8
country/SEN,1979,826750320.8
country/SEN,1980,1114152146.2
country/SEN,1984,1695173226.5
country/SEN,1998,3532062701.6
country/SEN,2002,3539385954.6
country/SEN,2006,1789518007.5
country/SEN,2013,7743335355.3
country/SEN,2020,20976344115.4
country/SRB,1977,8975493399.9
country/SRB,1981,16908967920.0
country/SRB,1984,16675374298.0
country/SRB,1985,19131443529.2
country/SRB,1986,18069193400.5
country/SRB,1988,18746574829.9
country/SRB,1999,6805632044.4
country/SRB,2005,12969940633.6
country/SRB,2011,27712087121.8
country/SRB,2021,37648986320.5
country/SLE,1994,1395555588.4
country/SLE,1995,1057824258.4
country/SLE,2000,1005769486.6
country/SLE,2002,1204988239.9
country/SLE,2007,481896710.7
country/SLE,2010,660787286.1
country/SLE,2012,840255119.2
country/SLE,2017,1048364068.0
country/SLE,2020,1273334493.8
country/SLB,1983,27845140.3
country/SLB,1984,36942054.2
country/SLB,1985,53512894.0
country/SLB,1990,103207041.7
country/SLB,1995,149083029.8
country/SLB,1997,137746423.9
country/SLB,1999,160248188.8
country/SLB,2000,152138425.9
country/SLB,2002,175498267.4
country/SLB,2010,201877082.6
country/SLB,2017,327846010.8
country/SLB,2020,376804124.9
country/SRB,1978,11132523594.4
country/SRB,1980,15594370860.1
country/SRB,1987,19319924805.7
country/SRB,1990,16802266825.9
country/SRB,1991,15871899242.3
country/SRB,1992,15194854812.3
country/SRB,1993,10990138848.4
country/SRB,1995,8561575630.2
country/SRB,2001,6833511862.1
country/SRB,2009,27910431880.3
country/SRB,2010,27389099246.2
country/SRB,2015,28739847178.6
country/SRB,2017,29294381633.2
country/SLE,1974,187443208.4
country/SLE,1976,203681599.7
country/SLE,1977,246191791.1
country/SLE,1980,418537374.6
country/SLE,1982,557781025.6
country/SLE,1985,583294240.7
country/SLE,1986,752853999.1
country/SLE,1988,871661474.4
country/SLE,1989,890134395.8
country/SLE,1992,1163095339.9
country/SLE,1998,1093404428.2
country/SLE,2004,1438981173.3
country/SLE,2014,916406270.4
country/SLE,2015,953353704.7
country/SLE,2016,982255186.0
country/SLE,2018,1067638385.8
country/SLE,2019,1166411030.2
country/SLB,1981,19516124.0
country/SLB,1982,22328049.2
country/SLB,1987,93863729.7
country/SLB,1989,98545263.0
country/SLB,1991,98447017.8
country/SLB,1993,144414684.3
country/SLB,1994,152928415.7
country/SLB,1996,146048955.3
country/SLB,2001,158822811.7
country/SLB,2004,166554417.4
country/SLB,2008,162840371.6
country/SLB,2012,191507786.4
country/SLB,2013,166035462.2
country/SLB,2019,299334090.5
country/SRB,1971,2764879352.3
country/SRB,1972,3488969145.5
country/SRB,1973,4340790563.7
country/SRB,1975,5845030036.8
country/SRB,1976,7193651494.7
country/SRB,1979,13736648108.6
country/SRB,1983,17271995431.6
country/SRB,1989,17591663456.7
country/SRB,1996,7691619820.2
country/SRB,1997,7084940562.4
country/SRB,1998,7204110996.7
country/SRB,2002,8485201087.2
country/SRB,2006,17559684525.0
country/SRB,2007,23873292790.6
country/SRB,2013,33440604287.0
country/SRB,2016,26604503838.7
country/SRB,2019,29331206826.0
country/SRB,2020,35472923943.8
country/SLE,1970,61400031.7
country/SLE,1972,119385359.4
country/SLE,1975,197427904.9
country/SLE,1979,356775892.4
country/SLE,1981,511033008.6
country/SLE,1984,508217375.3
country/SLE,1990,939818500.0
country/SLE,1993,1320072326.9
country/SLE,1996,1046732412.3
country/SLE,2001,1063725494.4
country/SLE,2003,1363984760.7
country/SLE,2008,544762725.9
country/SLE,2009,604650365.2
country/SLE,2021,1312753536.5
country/SLB,1979,12761784.0
country/SLB,1980,17399965.0
country/SLB,1986,70360063.1
country/SLB,1988,100359335.7
country/SLB,1998,151719750.4
country/SLB,2003,172198949.8
country/SLB,2005,151165283.7
country/SLB,2006,157893558.0
country/SLB,2009,154390824.1
country/SLB,2014,140754008.4
country/SLB,2015,158007574.3
country/SLB,2016,205557714.9
country/SLB,2018,263375483.9
country/SRB,1970,2124427795.6
country/SRB,1974,4960517040.8
country/SRB,1982,16341465859.1
country/SRB,1994,9333208369.2
country/SRB,2000,6788948825.3
country/SRB,2003,10453966913.3
country/SRB,2004,11821662455.2
country/SRB,2008,26718792173.7
country/SRB,2012,30826390405.6
country/SRB,2014,30752116370.4
country/SRB,2018,28801546202.2
country/SLE,1971,111055280.8
country/SLE,1973,141780896.4
country/SLE,1978,299634021.1
country/SLE,1983,538522820.4
country/SLE,1987,887452152.3
country/SLE,1991,965196741.4
country/SLE,1997,1023457099.1
country/SLE,1999,1065979298.6
country/SLE,2005,1566392389.6
country/SLE,2006,1455640481.0
country/SLE,2011,741417733.1
country/SLE,2013,904876085.5
country/SLB,1978,9479143.5
country/SLB,1992,92484282.8
country/SLB,2007,173930930.6
country/SLB,2011,210280734.8
country/SLB,2021,359832146.1
country/SOM,1970,73220144.1
country/SOM,1973,118816346.9
country/SOM,1974,153727755.8
country/SOM,1975,185008662.1
country/SOM,1981,863100486.5
country/SOM,1989,1686325974.4
country/SOM,1991,1824372862.8
country/SOM,1993,1783361890.3
country/SOM,1995,1844918988.9
country/SOM,1998,1787107181.5
country/SOM,2000,1730642615.5
country/SOM,2002,1766275103.4
country/SOM,2007,1881616532.5
country/SOM,2014,1799261700.8
country/SOM,2018,2079797182.3
country/ZAF,1994,13035024059.0
country/ZAF,1997,19291392969.6
country/ZAF,2003,28577686738.9
country/ZAF,2005,27205240182.1
