dcid,year,healthExpenditurePrivateCurrentUSD
country/LKA,2002,378593405.6723529
country/LKA,2003,357237392.1962247
country/LKA,2004,461918278.8345894
country/LKA,2005,520985807.7033351
country/LKA,2006,599713724.0758854
country/LKA,2007,737287415.8562856
country/LKA,2008,1038300330.788408
country/LKA,2009,1174803825.2279716
country/LKA,2010,1281274684.6625662
country/LKA,2011,1382025290.6174107
country/LKA,2012,1336982573.8231494
country/LKA,2013,1534040069.9816399
country/LKA,2014,1547282887.5034592
country/LKA,2015,1714217614.4540663
country/LKA,2016,1783468841.8733861
country/LKA,2017,1762182845.0012078
country/LKA,2018,1817501439.5710418
country/LKA,2019,1769131765.1820261
country/LKA,2020,1719307046.8435795
country/THA,2000,1756192181.6895807
country/THA,2001,1636936610.9608188
country/THA,2002,1680535123.3530362
country/THA,2003,1814672512.236784
country/THA,2004,1937732200.118736
country/THA,2005,2167415273.2471333
country/THA,2006,1924105786.795024
country/THA,2007,2043099078.835142
country/THA,2008,2469734642.7367644
country/THA,2009,2732563690.410658
country/THA,2010,3017820192.2860794
country/THA,2011,3093881740.365042
country/THA,2012,3331841626.029475
country/THA,2013,3445196186.2290163
country/THA,2014,3598564971.850639
country/THA,2015,4385541491.464584
country/THA,2016,4481455834.564735
country/THA,2017,4901312770.612516
country/THA,2018,5683538413.94055
country/THA,2019,5820626867.178975
country/THA,2020,6445239729.195346
country/TLS,2003,6390000.0
country/TLS,2004,7632000.000000001
country/TLS,2005,9605000.0
country/TLS,2006,6659000.000000001
country/TLS,2007,5736000.0
country/TLS,2008,5200000.0
country/TLS,2009,4764000.0
country/TLS,2010,6770000.0
country/TLS,2011,7409000.000000001
country/TLS,2012,7730000.0
country/TLS,2013,8300000.000000001
country/TLS,2014,12590000.0
country/TLS,2015,13800000.0
country/TLS,2016,12760000.0
country/TLS,2017,12533962.999999998
country/TLS,2018,10117982.0
country/TLS,2019,10643981.0
country/TLS,2020,10502980.0
country/AUS,2000,8765506872.188107
country/AUS,2001,8674294684.222572
country/AUS,2002,9639254304.051071
country/AUS,2003,12650101037.83336
country/AUS,2004,15574834390.817448
country/AUS,2005,17122723639.529423
country/AUS,2006,18522380982.81454
country/AUS,2007,21533245890.93967
country/AUS,2008,24146370719.145832
country/AUS,2009,23454392803.519814
country/AUS,2010,30284174391.238556
country/AUS,2011,35326095871.53612
country/AUS,2012,39697379463.19132
country/AUS,2013,43582104182.88464
country/AUS,2014,43001395284.99137
country/AUS,2015,36733739479.13039
country/AUS,2016,38131570578.84119
country/AUS,2017,41091265350.1843
country/AUS,2018,41739245604.165115
country/AUS,2019,36905095851.81209
country/AUS,2020,37736918571.63292
country/BRN,2000,26823076.28352503
country/BRN,2001,26562148.99349648
country/BRN,2002,26930813.2429472
country/BRN,2003,32245745.28130417
country/BRN,2004,37639180.89962212
country/BRN,2005,38535433.99338199
country/BRN,2006,35606100.52865661
country/BRN,2007,33685451.43492856
country/BRN,2008,30245588.615782592
country/BRN,2009,27034133.5549853
country/BRN,2010,25799160.679793794
country/BRN,2011,29255599.87899781
country/BRN,2012,31209850.68031612
country/BRN,2013,32313274.714239974
country/BRN,2014,24007676.983442917
country/BRN,2015,15351323.224276317
country/BRN,2016,14467190.004509408
country/BRN,2017,14899943.265342768
country/BRN,2018,15904361.760514997
country/BRN,2019,16527868.319997821
country/BRN,2020,17114981.35863521
country/KHM,2000,187136455.58826017
country/KHM,2001,212234429.63638458
country/KHM,2002,225187927.95576626
country/KHM,2003,219578409.99826777
country/KHM,2004,243359055.6396838
country/KHM,2005,291679008.7216371
country/KHM,2006,287262876.00124776
country/KHM,2007,211485058.9899205
country/KHM,2008,465649793.14197135
country/KHM,2009,533468357.9785354
country/KHM,2010,515193442.5987723
country/KHM,2011,691633874.2935271
country/KHM,2012,624974836.7557179
country/KHM,2013,663084848.0799553
country/KHM,2014,658033152.6934985
country/KHM,2015,647749603.0410275
country/KHM,2016,725327841.9310588
country/KHM,2017,815934745.0714232
country/KHM,2018,1005613122.7343532
country/KHM,2019,1292488630.5719464
country/KHM,2020,1245554662.2023215
country/CHN,2000,42391179304.23218
country/CHN,2001,43599240159.307625
country/CHN,2002,47842747985.59737
country/CHN,2003,52335596010.4079
country/CHN,2004,58283114405.414925
country/CHN,2005,64106520749.54387
country/CHN,2006,70356050121.53899
country/CHN,2007,79437337375.81796
country/CHN,2008,98759943212.0317
country/CHN,2009,111773199004.99028
country/CHN,2010,122458938353.00743
country/CHN,2011,150328568385.72507
country/CHN,2012,172368486781.62735
country/CHN,2013,194659224978.1037
country/CHN,2014,208950486611.64853
country/CHN,2015,218486223937.6691
country/CHN,2016,234228463969.99344
country/CHN,2017,269208018113.67838
country/CHN,2018,311764521665.32275
country/CHN,2019,337752495145.2969
country/CHN,2020,376400583356.68274
country/FJI,2000,9561107.287568266
country/FJI,2001,9724518.295403231
country/FJI,2002,10361228.468234336
country/FJI,2003,13540851.79732076
country/FJI,2004,17609176.761446297
country/FJI,2005,18108316.44659879
country/FJI,2006,24065780.75425916
country/FJI,2007,30482848.643481366
country/FJI,2008,29340646.40254959
country/FJI,2009,34228165.02197507
country/FJI,2010,34625853.27549553
country/FJI,2011,45016878.58964773
country/FJI,2012,48695653.25485549
country/FJI,2013,53066109.6070457
country/FJI,2014,56603312.97030752
country/FJI,2015,53449135.36560247
country/FJI,2016,53375116.2727209
country/FJI,2017,53646197.13408178
country/FJI,2018,57243193.234583385
country/FJI,2019,57469028.10413646
country/FJI,2020,48553298.31786646
country/JPN,2000,68395748138.25331
country/JPN,2001,60287951066.144135
country/JPN,2002,59191830338.54835
country/JPN,2003,67794298518.50997
country/JPN,2004,72730354973.62346
country/JPN,2005,69679052834.08452
country/JPN,2006,69607588729.35127
country/JPN,2007,66804125673.94016
country/JPN,2008,77781163223.08275
country/JPN,2009,88642045924.35614
country/JPN,2010,94329844830.6061
country/JPN,2011,106290809340.29042
country/JPN,2012,107562709839.73772
country/JPN,2013,87569775764.89374
country/JPN,2014,83444643206.73611
country/JPN,2015,76054150944.43163
country/JPN,2016,85135593025.94893
country/JPN,2017,82942859612.23701
country/JPN,2018,87861604715.81451
country/JPN,2019,89008439584.70912
country/JPN,2020,86598069382.82486
country/KIR,2000,193004.90097555658
country/KIR,2001,171093.78737666106
country/KIR,2002,206675.94824951608
country/KIR,2003,244695.85153086184
country/KIR,2004,271005.2013142098
country/KIR,2005,336700.2509914936
country/KIR,2006,289802.4826875293
country/KIR,2007,341652.91227101284
country/KIR,2008,469678.0543179374
country/KIR,2009,435563.7762609909
country/KIR,2010,490295.23356398934
country/KIR,2011,580424.299892207
country/KIR,2012,657733.8187004682
country/KIR,2013,590736.1858716278
country/KIR,2014,583677.1454334209
country/KIR,2015,556733.1915066442
country/KIR,2016,569570.1751978456
country/KIR,2017,621080.0028459502
country/KIR,2018,625836.1164852226
country/KIR,2019,589858.8459072565
country/KIR,2020,597706.2244738938
country/LAO,2000,46978055.27540083
country/LAO,2001,38734402.82752446
country/LAO,2002,41132578.64862986
country/LAO,2003,61767517.17755756
country/LAO,2004,51810926.324097164
country/LAO,2005,53518950.249694645
country/LAO,2006,57611103.59158956
country/LAO,2007,87495095.36414278
country/LAO,2008,97823997.88278423
country/LAO,2009,105434023.70207286
country/LAO,2010,136791962.95762584
country/LAO,2011,93285100.48102242
country/LAO,2012,109933966.81183392
country/LAO,2013,147549118.79176614
country/LAO,2014,163181490.84735414
country/LAO,2015,169303435.55187365
country/LAO,2016,185882211.5809262
country/LAO,2017,207522658.66125023
country/LAO,2018,199084440.21788856
country/LAO,2019,204729290.61761186
country/LAO,2020,208878605.5036317
country/MYS,2000,1370211487.4763157
country/MYS,2001,1337934951.7447367
country/MYS,2002,1430020151.8315787
country/MYS,2003,1686744371.3000002
country/MYS,2004,1906639450.6736846
country/MYS,2005,2141099605.7396705
country/MYS,2006,2443868339.1853375
country/MYS,2007,2930582418.644783
country/MYS,2008,3407807314.657011
country/MYS,2009,3070503755.475938
country/MYS,2010,3842432183.758432
country/MYS,2011,4682900540.294624
country/MYS,2012,5080205181.4371395
country/MYS,2013,5308819097.058123
country/MYS,2014,5758432542.285047
country/MYS,2015,5389853502.411813
country/MYS,2016,5459191465.21895
country/MYS,2017,5720148120.104853
country/MYS,2018,6574699209.080931
country/MYS,2019,6683891037.723961
country/MYS,2020,6565446897.333406
country/MHL,2000,948091.4400000001
country/MHL,2001,979024.81
country/MHL,2002,1060718.42
country/MHL,2003,1090299.56
country/MHL,2004,1160910.34
country/MHL,2005,1224844.53
country/MHL,2006,1262332.4
country/MHL,2007,1355059.0699999998
country/MHL,2008,1432471.96
country/MHL,2009,1407045.0099999998
country/MHL,2010,1494247.82
country/MHL,2011,1568805.4699999997
country/MHL,2012,1589939.1199999996
country/MHL,2013,1614858.28
country/MHL,2014,1616683.85
country/MHL,2015,1625007.36
country/MHL,2016,1677587.07
country/MHL,2017,1774131.56
country/MHL,2018,1820000.7300000002
country/MHL,2019,2008060.27
country/MHL,2020,2030435.8700000003
country/FSM,2000,959500.0
country/FSM,2001,1071730.0
country/FSM,2002,1124320.0000000002
country/FSM,2003,1241070.0000000002
country/FSM,2004,1351120.0000000002
country/FSM,2005,1516870.0000000002
country/FSM,2006,1464160.0000000002
country/FSM,2007,1414360.0
country/FSM,2008,1393800.0
country/FSM,2009,1427260.0
country/FSM,2010,1369960.0
country/FSM,2011,1348670.0000000002
country/FSM,2012,1276150.0000000002
country/FSM,2013,1046018.7799999998
country/FSM,2014,981930.9400000002
country/FSM,2015,1034731.1100000003
country/FSM,2016,1044340.6999999998
country/FSM,2017,1118968.69
country/FSM,2018,1129226.04
country/FSM,2019,1224769.2799999998
country/FSM,2020,1189265.4999999998
country/MNG,2000,15931025.518095927
country/MNG,2001,17383182.273130804
country/MNG,2002,19112158.53513884
country/MNG,2003,18447128.039300766
country/MNG,2004,24501721.213450633
country/MNG,2005,33750995.97869306
country/MNG,2006,37518377.10037647
country/MNG,2007,45767551.31610907
country/MNG,2008,60279091.64275
country/MNG,2009,50618633.67169868
country/MNG,2010,81388369.4028222
country/MNG,2011,128333017.59032418
country/MNG,2012,158597056.1587531
country/MNG,2013,200790863.08239728
country/MNG,2014,189525690.72907677
country/MNG,2015,189887712.0734958
country/MNG,2016,168022018.31021032
country/MNG,2017,157086784.79783338
country/MNG,2018,182360715.9286994
country/MNG,2019,194962778.95310184
country/MNG,2020,189471808.6033167
country/NRU,2000,206147.0911086714
country/NRU,2001,183414.81580134912
country/NRU,2002,196315.5285408672
country/NRU,2003,230008.26353823146
country/NRU,2004,268676.10098161246
country/NRU,2005,250732.86461223665
country/NRU,2006,246992.89157206597
country/NRU,2007,241453.97036581463
country/NRU,2008,346672.9669917961
country/NRU,2009,395830.9384766386
country/NRU,2010,405553.5043458257
country/NRU,2011,477043.3774959096
country/NRU,2012,537811.602505476
country/NRU,2013,701723.0721927067
country/NRU,2014,821987.7166518881
country/NRU,2015,475337.41162904847
country/NRU,2016,495126.3009999831
country/NRU,2017,451817.30661043635
country/NRU,2018,418126.1590297733
country/NRU,2019,444389.28871843964
country/NRU,2020,451243.3591573287
country/NZL,2000,1037630722.4370285
country/NZL,2001,1099778910.5696597
country/NZL,2002,1238170081.348819
country/NZL,2003,1587597326.0418105
country/NZL,2004,1858708034.8407793
country/NZL,2005,2187959639.4117713
country/NZL,2006,2194742949.664578
country/NZL,2007,2365946650.9811616
country/NZL,2008,2717435261.7188015
country/NZL,2009,2601615384.5376534
country/NZL,2010,3054087539.487479
country/NZL,2011,3399874097.3688965
country/NZL,2012,3654450888.7233315
country/NZL,2013,3995923517.067824
country/NZL,2014,4271097254.099505
country/NZL,2015,4183079900.2772007
country/NZL,2016,4441746575.938462
country/NZL,2017,4547114613.740396
country/NZL,2018,4820591474.419232
country/NZL,2019,4926496905.272173
country/NZL,2020,4857740283.99921
country/PLW,2005,4366194.3
country/PLW,2006,4944619.1
country/PLW,2007,5381887.800000001
country/PLW,2008,5592536.800000001
country/PLW,2009,5975625.5
country/PLW,2010,6128265.199999999
country/PLW,2011,6420616.400000002
country/PLW,2012,7395124.299999999
country/PLW,2013,8754405.1
country/PLW,2014,9359983.6
country/PLW,2015,11011640.89
country/PLW,2016,11655738.309999997
country/PLW,2017,12131481.32
country/PLW,2018,12452325.67
country/PLW,2019,12431577.370000003
country/PLW,2020,12392740.399999999
country/PNG,2000,9851246.095654797
country/PNG,2001,9241892.399664126
country/PNG,2002,10653008.42053548
country/PNG,2003,11825488.501794767
country/PNG,2004,13802316.98260529
country/PNG,2005,14728925.01196841
country/PNG,2006,16432967.036640195
country/PNG,2007,17981860.80038446
country/PNG,2008,21668554.42383678
country/PNG,2009,28124852.548506282
country/PNG,2010,36893212.66885122
country/PNG,2011,50498544.28989517
country/PNG,2012,52368692.91054858
country/PNG,2013,41883341.13013531
country/PNG,2014,45216660.538680464
country/PNG,2015,48870614.73877615
country/PNG,2016,49080689.38547887
country/PNG,2017,45631493.07130987
country/PNG,2018,53244105.330429964
country/PNG,2019,54832092.2884204
country/PNG,2020,54640072.860218085
country/PHL,2000,1330998514.4454062
country/PHL,2001,1249769868.7948165
country/PHL,2002,1337049532.7519345
country/PHL,2003,1617821868.6427662
country/PHL,2004,1747463039.4703767
country/PHL,2005,2520197021.93212
country/PHL,2006,3090095450.5396132
country/PHL,2007,3906578395.2377915
country/PHL,2008,4798169378.231077
country/PHL,2009,4911777325.649957
country/PHL,2010,5707463455.99349
country/PHL,2011,6850236505.204845
country/PHL,2012,7952365006.338136
country/PHL,2013,8741787551.936928
country/PHL,2014,7094255301.189151
country/PHL,2015,7273491699.221889
country/PHL,2016,7619972240.052035
country/PHL,2017,7853379861.182732
country/PHL,2018,8342153736.166366
country/PHL,2019,9261528154.25904
country/PHL,2020,10095854519.952559
country/PHL,2021,11107728997.660044
country/KOR,2000,11160881017.372746
country/KOR,2001,10686472521.527515
country/KOR,2002,11357704388.746347
country/KOR,2003,13673796031.184887
country/KOR,2004,15054664793.323313
country/KOR,2005,18538863414.294075
country/KOR,2006,21335317989.578423
country/KOR,2007,24621466966.541775
country/KOR,2008,24219483436.459686
country/KOR,2009,22275488833.436344
country/KOR,2010,27511262955.155476
country/KOR,2011,31202305846.824806
country/KOR,2012,33180132286.041157
country/KOR,2013,36106126357.78234
country/KOR,2014,41015874838.432915
country/KOR,2015,41591722460.05301
country/KOR,2016,44046770312.13813
country/KOR,2017,48547138322.482994
country/KOR,2018,54072705563.56104
country/KOR,2019,54410909484.85765
country/KOR,2020,53410022328.323586
country/KOR,2021,58010353187.867134
country/WSM,2000,1326762.937318651
country/WSM,2001,1589435.3964748445
country/WSM,2002,1977772.3732245378
country/WSM,2003,2357288.8565957495
country/WSM,2004,2720511.474305921
country/WSM,2005,3188482.0399853145
country/WSM,2006,3460493.868344721
country/WSM,2007,3934567.1133818934
country/WSM,2008,4583230.736234116
country/WSM,2009,4420658.269368537
country/WSM,2010,4815391.645882165
country/WSM,2011,5405204.717101426
country/WSM,2012,5723386.1082646465
country/WSM,2013,5769132.614602783
country/WSM,2014,5813154.3579837885
country/WSM,2015,5349631.285474838
country/WSM,2016,5584183.579419926
country/WSM,2017,5610011.512371307
country/WSM,2018,5668295.754680228
country/WSM,2019,5851669.481704823
country/WSM,2020,5299665.559985433
country/SGP,2000,2045101886.3394277
country/SGP,2001,2048215575.0681255
country/SGP,2002,2134231829.2479334
country/SGP,2003,2216290795.0062704
country/SGP,2004,2447367332.360426
country/SGP,2005,2598311810.339778
country/SGP,2006,2882283957.6990905
country/SGP,2007,3414689899.6019883
country/SGP,2008,3878146325.5031657
country/SGP,2009,4296787474.658477
country/SGP,2010,4924568623.981041
country/SGP,2011,5547399031.830424
country/SGP,2012,5960781767.159407
country/SGP,2013,6608757438.256213
country/SGP,2014,6700021054.98599
country/SGP,2015,6814579722.495591
country/SGP,2016,7371524540.793899
country/SGP,2017,7751540922.932093
country/SGP,2018,7678403639.9132395
country/SGP,2019,8005795536.441902
country/SGP,2020,9947769644.580786
country/SLB,2000,1093926.0175311882
country/SLB,2001,1253496.3492129608
country/SLB,2002,906415.8793230577
country/SLB,2003,729902.2192942782
country/SLB,2004,815734.8356978004
country/SLB,2005,934259.0328942839
country/SLB,2006,1146389.7320768568
country/SLB,2007,1300317.4895452166
country/SLB,2008,1425005.225920946
country/SLB,2009,1322602.7065864543
country/SLB,2010,1617182.9358753827
country/SLB,2011,1706742.175422819
country/SLB,2012,1748570.0934787786
country/SLB,2013,1871953.4660377984
country/SLB,2014,1892776.5359633365
country/SLB,2015,1798598.9178758753
country/SLB,2016,1863700.8555249642
country/SLB,2017,1926059.302140156
country/SLB,2018,2255801.749619406
country/SLB,2019,2578273.521486699
country/SLB,2020,2576931.8239284363
country/TON,2000,1068195.796550906
country/TON,2001,926301.2136731141
country/TON,2002,1082127.1978999544
country/TON,2003,1222180.2318143812
country/TON,2004,1444309.7881125764
country/TON,2005,1809477.7592686212
country/TON,2006,2044653.515848042
country/TON,2007,2184655.178417939
country/TON,2008,2255339.5262227645
country/TON,2009,2300080.0541091524
country/TON,2010,2608024.80449387
country/TON,2011,2636376.892771241
country/TON,2012,2428093.431132547
country/TON,2013,2359227.2932328475
country/TON,2014,2243412.1921344977
country/TON,2015,2020938.519534271
country/TON,2016,1907419.8540293986
country/TON,2017,2081616.048953592
country/TON,2018,2264689.237291708
country/TON,2019,2273161.1288856273
country/TON,2020,2273857.6472447137
country/TUV,2000,17526.089981447127
country/TUV,2001,89479.67311472018
country/TUV,2002,124386.06975986091
country/TUV,2003,166888.903301122
country/TUV,2004,157983.5269892631
country/TUV,2005,152671.2485681558
country/TUV,2006,110803.46385542167
country/TUV,2007,155784.45318383398
country/TUV,2008,192583.45915114917
country/TUV,2009,141830.44766807047
country/TUV,2010,162017.97835259582
country/TUV,2011,219490.45899948422
country/TUV,2012,217175.3986332574
country/TUV,2013,212494.6900946129
country/TUV,2014,202832.16152875428
country/TUV,2015,63788.25783186838
country/TUV,2016,200922.7252453167
country/TUV,2017,221811.28142244022
country/TUV,2018,194894.52331141656
country/TUV,2019,276235.98192561703
country/TUV,2020,286452.92134058214
country/VUT,2000,935332.6906013147
country/VUT,2001,951641.3579010753
country/VUT,2002,908775.2487457965
country/VUT,2003,1452394.7068411645
country/VUT,2004,1662783.1520708473
country/VUT,2005,1749200.1879553052
country/VUT,2006,1822893.9386453214
country/VUT,2007,2069554.606467358
country/VUT,2008,2274065.3547585877
country/VUT,2009,2360308.201110173
country/VUT,2010,2864334.0899326676
country/VUT,2011,3218004.1021580985
country/VUT,2012,3224703.5150991767
country/VUT,2013,3303851.761694476
country/VUT,2014,3405836.7926789476
country/VUT,2015,3300650.90542637
country/VUT,2016,3454799.1057847426
country/VUT,2017,3594611.81877344
country/VUT,2018,3556737.837697998
country/VUT,2019,3429400.2441330915
country/VUT,2020,3581391.3995493157
country/VNM,2000,919911207.6511798
country/VNM,2001,1302824386.8796022
country/VNM,2002,942909659.8318009
country/VNM,2003,1145185680.7608225
country/VNM,2004,1404922759.0753205
country/VNM,2005,1740744889.5059001
country/VNM,2006,2145959647.4733107
country/VNM,2007,2583387985.327652
country/VNM,2008,3067897550.7552643
country/VNM,2009,3439897965.0768447
country/VNM,2010,4021631249.7414374
country/VNM,2011,4693158217.867112
country/VNM,2012,5445839347.196082
country/VNM,2013,5494301499.556649
country/VNM,2014,5906624011.25402
country/VNM,2015,6120223634.653976
country/VNM,2016,5839905627.26748
country/VNM,2017,7002042977.927716
country/VNM,2018,8940760949.157267
country/VNM,2019,9712739815.815365
country/VNM,2020,8685548517.449287
