dcid,year,healthExpenditurePrivateExcludingOopCurrentUSD
country/ISL,2015,21900229.575865284
country/ISL,2016,27332734.76652119
country/ISL,2017,34481792.940140784
country/ISL,2018,36999755.09416451
country/ISL,2019,35079464.80970855
country/ISL,2020,34755505.179901786
country/ISL,2021,41570181.75843557
country/IRL,2000,612907440.3043151
country/IRL,2001,762907979.1291351
country/IRL,2002,904556628.4258841
country/IRL,2003,933376997.5882331
country/IRL,2004,1244020487.322397
country/IRL,2005,1227256486.8980541
country/IRL,2006,1438918762.9623513
country/IRL,2007,1939035929.0427504
country/IRL,2008,2215879899.6164064
country/IRL,2009,2544702420.8953114
country/IRL,2010,2341642514.1000047
country/IRL,2011,3610996397.5681005
country/IRL,2012,3441203674.5234375
country/IRL,2013,3713564130.631383
country/IRL,2014,3630048683.0901833
country/IRL,2015,3153047017.964841
country/IRL,2016,3223656073.5875564
country/IRL,2017,3454790973.882359
country/IRL,2018,3669343757.4117613
country/IRL,2019,3607696918.509798
country/IRL,2020,3227166597.2062345
country/IRL,2021,3784220200.744189
country/ISR,2000,457333224.3296276
country/ISR,2001,470795239.7370204
country/ISR,2002,512978001.5091313
country/ISR,2003,616143576.5312102
country/ISR,2004,688891450.5854927
country/ISR,2005,790204336.2969896
country/ISR,2006,1119662163.804922
country/ISR,2007,1410390216.5197804
country/ISR,2008,1803501052.5216718
country/ISR,2009,1768160432.6606593
country/ISR,2010,1985838364.79249
country/ISR,2011,2245307341.4742064
country/ISR,2012,2300617180.9738564
country/ISR,2013,2597792245.857867
country/ISR,2014,2773674685.746627
country/ISR,2015,2701170618.7556305
country/ISR,2016,2862077644.791999
country/ISR,2017,3164557359.289253
country/ISR,2018,3297815988.910135
country/ISR,2019,3682956735.4790525
country/ISR,2020,3680565437.3040676
country/ITA,2000,778605378.823531
country/ITA,2001,815022870.0787412
country/ITA,2002,920043234.9019624
country/ITA,2003,1170751005.8823504
country/ITA,2004,1362073036.6795402
country/ITA,2005,1403333827.2373533
country/ITA,2006,1533086163.5294096
country/ITA,2007,1793955753.333339
country/ITA,2008,2025230280.4687495
country/ITA,2009,2030803206.2499986
country/ITA,2010,1899751983.333337
country/ITA,2011,1933425846.3035057
country/ITA,2012,3737450246.484376
country/ITA,2013,3787792647.8431478
country/ITA,2014,3901806803.529398
country/ITA,2015,3412861651.562498
country/ITA,2016,3726942780.9338613
country/ITA,2017,4185468758.8235364
country/ITA,2018,4700198949.019605
country/ITA,2019,4865236219.607836
country/ITA,2020,4823494168.093398
country/KAZ,2000,4121501.4882975095
country/KAZ,2001,4931404.609712449
country/KAZ,2002,5601250.171701951
country/KAZ,2003,6791709.256775892
country/KAZ,2004,9474574.45458884
country/KAZ,2005,12386320.490592966
country/KAZ,2006,17323443.51668368
country/KAZ,2007,22380802.1434329
country/KAZ,2008,66325069.25179573
country/KAZ,2009,64482971.046215385
country/KAZ,2010,172065209.8673272
country/KAZ,2011,205169567.76265356
country/KAZ,2012,244962934.6567189
country/KAZ,2013,283614082.33135176
country/KAZ,2014,287377264.5677342
country/KAZ,2015,262257155.5281617
country/KAZ,2016,212746469.48795885
country/KAZ,2017,237706876.96531925
country/KAZ,2018,279870747.3934441
country/KAZ,2019,313854589.36284876
country/KAZ,2020,412210158.5328451
country/KGZ,2000,0.0
country/KGZ,2001,0.0
country/KGZ,2002,0.0
country/KGZ,2003,0.0
country/KGZ,2004,0.0
country/KGZ,2005,0.0
country/KGZ,2006,0.0
country/KGZ,2007,0.0
country/KGZ,2008,0.0
country/KGZ,2009,0.0
country/KGZ,2010,0.0
country/KGZ,2011,0.0
country/KGZ,2012,0.0
country/KGZ,2013,0.0
country/KGZ,2014,0.0
country/KGZ,2015,134187.3579968575
country/KGZ,2016,39190.96919419154
country/KGZ,2017,138964.17958808743
country/KGZ,2018,167779.579540282
country/KGZ,2019,294457.53888289473
country/KGZ,2020,357693.5970382996
country/LVA,2000,9769167.35366859
country/LVA,2001,16602521.566025207
country/LVA,2002,22245527.951147825
country/LVA,2003,14754801.172404744
country/LVA,2004,34949713.08693799
country/LVA,2005,32400318.743912753
country/LVA,2006,50181266.63593514
country/LVA,2007,53803908.847619906
country/LVA,2008,64619224.23654195
country/LVA,2009,24970823.855207197
country/LVA,2010,54532258.824638404
country/LVA,2011,49785196.51526215
country/LVA,2012,39667199.999999784
country/LVA,2013,35198891.80978175
country/LVA,2014,20947800.36705875
country/LVA,2015,13536057.265624993
country/LVA,2016,13644411.683507558
country/LVA,2017,16044291.260417676
country/LVA,2018,20023365.961853318
country/LVA,2019,108401795.33921565
country/LVA,2020,113187271.20775115
country/LTU,2000,11483920.332500033
country/LTU,2001,4558684.445000008
country/LTU,2002,3691176.151483897
country/LTU,2003,4565974.222986972
country/LTU,2004,15853590.370154984
country/LTU,2005,27481490.30740532
country/LTU,2006,28858255.218959194
country/LTU,2007,37603146.14310196
country/LTU,2008,8782070.999013608
country/LTU,2009,9581191.8787993
country/LTU,2010,8440977.107046947
country/LTU,2011,10438918.221756479
country/LTU,2012,11279490.003257263
country/LTU,2013,11918454.701862434
country/LTU,2014,15690547.53473166
country/LTU,2015,47930956.87499998
country/LTU,2016,48371666.031128526
country/LTU,2017,65018652.541512474
country/LTU,2018,76502233.14509799
country/LTU,2019,87296622.27450967
country/LTU,2020,88434442.35971968
country/LUX,2000,31504178.550843325
country/LUX,2001,31233494.41083907
country/LUX,2002,34703589.67253617
country/LUX,2003,59350320.21066271
country/LUX,2004,69691639.21256888
country/LUX,2005,78541561.71602671
country/LUX,2006,81219265.75382596
country/LUX,2007,137759523.63306051
country/LUX,2008,84077426.04851395
country/LUX,2009,128341271.5579267
country/LUX,2010,143697927.933712
country/LUX,2011,209469221.40856072
country/LUX,2012,106632945.05677575
country/LUX,2013,118709280.48414384
country/LUX,2014,117580302.22684214
country/LUX,2015,103612779.62374014
country/LUX,2016,110404402.0730922
country/LUX,2017,107204716.86346668
country/LUX,2018,121116945.14214605
country/LUX,2019,122551561.32705855
country/LUX,2020,128062342.41774361
country/LUX,2021,139390203.40775216
country/MLT,2000,9129293.794539416
country/MLT,2001,8888067.894765565
country/MLT,2002,6918494.672337939
country/MLT,2003,15905275.249624474
country/MLT,2004,26112449.842710197
country/MLT,2005,26028306.65543606
country/MLT,2006,29334641.725498054
country/MLT,2007,32084703.617550336
country/MLT,2008,16178310.156249996
country/MLT,2009,18132171.48437499
country/MLT,2010,17234316.6666667
country/MLT,2011,19487373.54085607
country/MLT,2012,17987041.406250004
country/MLT,2013,18593652.54901966
country/MLT,2014,20152028.39725475
country/MLT,2015,19194573.00781249
country/MLT,2016,19288893.644358024
country/MLT,2017,22114411.64467194
country/MLT,2018,28965479.10995435
country/MLT,2019,48672512.73725489
country/MLT,2020,48575655.353645205
country/MCO,2000,5865264.43707389
country/MCO,2001,6133156.3843351565
country/MCO,2002,6792911.307692305
country/MCO,2003,9662890.554926388
country/MCO,2004,11385444.587499999
country/MCO,2005,11675046.499191638
country/MCO,2006,12113682.19796763
country/MCO,2007,13621843.690117711
country/MCO,2008,16253937.044089645
country/MCO,2009,16344660.363989992
country/MCO,2010,16496874.400106052
country/MCO,2011,17430856.765033413
country/MCO,2012,16894081.45959142
country/MCO,2013,18511139.46075175
country/MCO,2014,19349026.43815597
country/MCO,2015,16632816.598246982
country/MCO,2016,7304803.907460703
country/MCO,2017,7137213.9177587
country/MCO,2018,7650181.199811053
country/MCO,2019,8007272.338520093
country/MCO,2020,6737556.607652773
country/MNE,2011,821782.5422179004
country/MNE,2012,462755.18383591843
country/MNE,2013,411902.5286823541
country/MNE,2014,664250.3921568604
country/MNE,2015,9031434.929687511
country/MNE,2016,6231864.525291861
country/MNE,2017,1694521.7647058852
country/MNE,2018,3861721.247058821
country/MNE,2019,2798876.3875567745
country/MNE,2020,5366362.446693657
country/NLD,2000,6411718315.294131
country/NLD,2001,6924111877.559064
country/NLD,2002,8280389114.117661
country/NLD,2003,10628383044.70586
country/NLD,2004,12860706051.351385
country/NLD,2005,13525749441.24513
country/NLD,2006,17079910796.470564
country/NLD,2007,20143286220.39222
country/NLD,2008,19864023360.937496
country/NLD,2009,19909124289.843735
country/NLD,2010,19334251866.666702
country/NLD,2011,20492365233.463074
country/NLD,2012,18946778544.14063
country/NLD,2013,18041155444.705933
country/NLD,2014,19388140446.27444
country/NLD,2015,17889785848.437492
country/NLD,2016,18743190409.727673
country/NLD,2017,20745465124.705917
country/NLD,2018,21480381578.823513
country/NLD,2019,21701013372.548985
country/NLD,2020,22241984829.572044
country/NOR,2000,49648700.41402318
country/NOR,2001,33920343.726149745
country/NOR,2002,50978366.07155515
country/NOR,2003,49433515.452681504
country/NOR,2004,51477314.87204848
country/NOR,2005,60380287.1556073
country/NOR,2006,56288981.28898131
country/NOR,2007,73187375.6042081
country/NOR,2008,56737588.65248227
country/NOR,2009,90326000.53008221
country/NOR,2010,84709775.26540737
country/NOR,2011,160760594.0406796
country/NOR,2012,198882681.56424582
country/NOR,2013,178723404.25531915
country/NOR,2014,154879661.46522075
country/NOR,2015,133925803.45148283
country/NOR,2016,136547619.04761904
country/NOR,2017,150997380.61656252
country/NOR,2018,143621272.67138025
country/NOR,2019,155409090.9090909
country/NOR,2020,158958314.8951235
country/NOR,2021,188261816.06519297
country/POL,2000,60514372.1633888
country/POL,2001,73524023.54722881
country/POL,2002,434198569.3123421
country/POL,2003,496004834.0543702
country/POL,2004,462593155.4257407
country/POL,2005,662652153.9800861
country/POL,2006,783073159.3349794
country/POL,2007,1013746635.5967413
country/POL,2008,1484699542.3871253
country/POL,2009,1128153903.2682798
country/POL,2010,1518588531.821046
country/POL,2011,1654826831.3930693
country/POL,2012,1832926033.4966779
country/POL,2013,1978624951.881751
country/POL,2014,2525247989.010551
country/POL,2015,2319405756.7316623
country/POL,2016,2579649739.8200107
country/POL,2017,2904873708.585291
country/POL,2018,3135188622.2156563
country/POL,2019,3261090672.309946
country/POL,2020,3314178503.2769227
country/PRT,2000,459774326.90196174
country/PRT,2001,490876631.4645671
country/PRT,2002,566540497.627452
country/PRT,2003,853505762.298038
country/PRT,2004,1063026480.745176
country/PRT,2005,1023712121.5252913
country/PRT,2006,2146358296.90588
country/PRT,2007,2522721155.466675
country/PRT,2008,2791199728.5937495
country/PRT,2009,2736577059.542967
country/PRT,2010,2084848544.333336
country/PRT,2011,2095964461.1867745
country/PRT,2012,1895525814.9374993
country/PRT,2013,1886910423.0352995
country/PRT,2014,1904007324.0784247
country/PRT,2015,1622651507.4101553
country/PRT,2016,1726636027.6575918
country/PRT,2017,1870266265.329414
country/PRT,2018,2019420402.2196064
country/PRT,2019,1950349610.4548988
country/PRT,2020,1851674648.6116793
country/MDA,2000,0.0
country/MDA,2001,0.0
country/MDA,2002,1842231.649945037
country/MDA,2003,2223037.601605373
country/MDA,2004,892153.5098805977
country/MDA,2005,385328.92844033055
country/MDA,2006,441700.8783881991
country/MDA,2007,677433.0541209661
country/MDA,2008,606714.1548335261
country/MDA,2009,7200995.256357147
country/MDA,2010,12288527.218809275
country/MDA,2011,9200405.935851594
country/MDA,2012,9742857.250844447
country/MDA,2013,6594232.737477289
country/MDA,2014,7409713.680831098
country/MDA,2015,6589269.270897332
country/MDA,2016,7423423.010954324
country/MDA,2017,7131885.57151159
country/MDA,2018,5505696.657090249
country/MDA,2019,9312162.626701087
country/MDA,2020,9401684.523223232
country/ROU,2000,20704486.59553683
country/ROU,2001,23116545.027593065
country/ROU,2002,37262889.10172997
country/ROU,2003,55891011.57690807
country/ROU,2004,56858718.34462172
country/ROU,2005,71159364.36840802
country/ROU,2006,33567763.6499563
country/ROU,2007,69724117.50230698
country/ROU,2008,73122510.1636651
country/ROU,2009,47920859.91489946
country/ROU,2010,38093008.165769726
country/ROU,2011,63179647.54409806
country/ROU,2012,57090133.210310824
country/ROU,2013,65205959.68448722
country/ROU,2014,76431349.25765318
country/ROU,2015,68159940.0848797
country/ROU,2016,100009525.72561812
country/ROU,2017,100912237.12160617
country/ROU,2018,114353839.5835887
country/ROU,2019,141212975.68975383
country/ROU,2020,116298296.21877104
country/RUS,2000,1429121611.6130927
country/RUS,2001,1889022499.4236083
country/RUS,2002,2105365012.342439
country/RUS,2003,2016810555.8365731
country/RUS,2004,2200339016.482006
country/RUS,2005,2665776503.1600084
country/RUS,2006,3571040005.639134
country/RUS,2007,4253182349.401814
country/RUS,2008,5037646549.946435
country/RUS,2009,2477571272.9561205
country/RUS,2010,2676443183.357945
country/RUS,2011,3095022239.7855496
country/RUS,2012,3155821408.0089173
country/RUS,2013,3246459580.9163103
country/RUS,2014,2548008551.6247478
country/RUS,2015,1902849729.0720649
country/RUS,2016,1732559703.8889894
country/RUS,2017,2039960604.9469004
country/RUS,2018,1980756812.074616
country/RUS,2019,2167794659.445386
country/RUS,2020,1905786211.9379961
country/SMR,2000,496262.2040546444
country/SMR,2001,548597.7243982282
country/SMR,2002,583385.6949765785
country/SMR,2003,635836.1155711355
country/SMR,2004,788746.3682270198
country/SMR,2005,816489.7525530835
country/SMR,2006,849361.1245658882
country/SMR,2007,1056419.2917490178
country/SMR,2008,1172015.6179374997
country/SMR,2009,1198187.839511718
country/SMR,2010,1091727.6750000021
country/SMR,2011,1045692.464202334
country/SMR,2012,961946.9744062502
country/SMR,2013,1032016.512985026
country/SMR,2014,1006173.0158194484
country/SMR,2015,855901.6212647242
country/SMR,2016,820354.178300606
country/SMR,2017,826613.5074447918
country/SMR,2018,870335.2489127092
country/SMR,2019,837008.6746156868
country/SMR,2020,852107.5055302954
country/SRB,2000,21088452.935365435
country/SRB,2001,39554411.004419744
country/SRB,2002,51961692.94214871
country/SRB,2003,68315543.55823956
country/SRB,2004,76157591.52101657
country/SRB,2005,90485563.64060129
country/SRB,2006,109284287.68467039
country/SRB,2007,149273989.4849519
country/SRB,2008,137306710.56940475
country/SRB,2009,121485217.05516565
country/SRB,2010,67599072.38766465
country/SRB,2011,74551587.40797675
country/SRB,2012,68818463.03624856
country/SRB,2013,71960161.50603266
country/SRB,2014,53875667.53391602
country/SRB,2015,46165657.69633106
country/SRB,2016,52777798.995936744
country/SRB,2017,61367303.010379195
country/SRB,2018,70705512.32429823
country/SRB,2019,133717951.21407934
country/SRB,2020,88705563.85481054
country/SVK,2000,612575.168983132
country/SVK,2001,361907.9788645743
country/SVK,2002,472127.3861461506
country/SVK,2003,484051.89507676574
country/SVK,2004,46501.654683879126
country/SVK,2005,1343015.805211448
country/SVK,2006,4861864.314035815
country/SVK,2007,7178165.031113761
country/SVK,2008,9508779.45829122
country/SVK,2009,422351275.6031244
country/SVK,2010,433576961.55000085
country/SVK,2011,315140061.21595395
country/SVK,2012,402326433.44296885
country/SVK,2013,249532129.6800004
country/SVK,2014,185709796.1384307
country/SVK,2015,169296133.92890617
country/SVK,2016,136923915.05836597
country/SVK,2017,144938094.94117686
country/SVK,2018,132881001.44313744
country/SVK,2019,148039309.17647034
country/SVK,2020,74310136.65214029
country/SVN,2000,1014692.1375826027
country/SVN,2001,1134231.0771542941
country/SVN,2002,1181189.100197893
country/SVN,2003,1557047.4113961516
country/SVN,2004,1805955.3446003124
country/SVN,2005,1783319.2785686806
country/SVN,2006,2060941.4453933362
country/SVN,2007,582535338.7482787
country/SVN,2008,665244898.5840193
country/SVN,2009,656288393.3973141
country/SVN,2010,618733520.8140994
country/SVN,2011,683958185.7214506
country/SVN,2012,677030301.8793495
country/SVN,2013,729385449.0207721
country/SVN,2014,701609162.7125467
country/SVN,2015,591165110.818359
country/SVN,2016,594975919.7953321
country/SVN,2017,631510982.22706
country/SVN,2018,699972492.5749589
country/SVN,2019,737375470.1176459
country/SVN,2020,746128528.8689514
country/ESP,2000,1756646415.3568666
country/ESP,2001,1750221310.165358
country/ESP,2002,2101490326.2156901
country/ESP,2003,4419432340.552932
country/ESP,2004,5314996818.373373
country/ESP,2005,5959010767.489491
country/ESP,2006,6784618198.150581
country/ESP,2007,8128318955.368659
country/ESP,2008,8310134616.549217
country/ESP,2009,8029409522.781635
country/ESP,2010,6827479279.11668
country/ESP,2011,8313493114.756815
country/ESP,2012,7378656973.5586
country/ESP,2013,7641005734.061977
country/ESP,2014,8227040019.539192
country/ESP,2015,6969286504.581633
country/ESP,2016,7160028244.180173
country/ESP,2017,8512050512.124725
country/ESP,2018,9633141593.785875
country/ESP,2019,9706802270.180382
country/ESP,2020,9766575126.597692
country/SWE,2000,204535042.49732116
country/SWE,2001,185204264.02241033
country/SWE,2002,201188783.6825182
country/SWE,2003,274785607.145415
country/SWE,2004,321545304.36809915
country/SWE,2005,342562523.79371065
country/SWE,2006,375292286.48305094
country/SWE,2007,450673717.25920546
country/SWE,2008,498399419.72248155
country/SWE,2009,414564275.808711
country/SWE,2010,467428193.3844826
country/SWE,2011,576264730.658095
country/SWE,2012,577415624.7359326
country/SWE,2013,671172707.4854226
country/SWE,2014,670768723.987124
country/SWE,2015,620047266.254481
country/SWE,2016,697150877.0837002
country/SWE,2017,704070415.6197032
country/SWE,2018,763645211.370468
country/SWE,2019,672316055.1537408
country/SWE,2020,659369841.0400941
country/CHE,2000,10301954156.767138
country/CHE,2001,10821472552.685297
country/CHE,2002,12097423802.97798
country/CHE,2003,14671534238.830814
country/CHE,2004,16668925655.695179
country/CHE,2005,17589797420.17861
country/CHE,2006,17786964219.61281
country/CHE,2007,19389570987.178276
country/CHE,2008,22653625188.119175
country/CHE,2009,23408615427.1536
country/CHE,2010,24865928205.57639
country/CHE,2011,29959743196.197647
country/CHE,2012,28651195529.73331
country/CHE,2013,31355536231.671753
country/CHE,2014,32641773984.39668
country/CHE,2015,32713970796.051807
country/CHE,2016,33353265023.581997
country/CHE,2017,34000860690.063736
country/CHE,2018,34164970219.945957
country/CHE,2019,35185304888.83819
country/CHE,2020,37592435287.790276
country/TJK,2000,0.0
country/TJK,2001,0.0
country/TJK,2002,0.0
country/TJK,2003,653302.9910388599
country/TJK,2004,1009928.1548332087
country/TJK,2005,1925195.4608169226
country/TJK,2006,2122235.724806664
country/TJK,2007,580975.9427545044
country/TJK,2008,582967.1570877876
country/TJK,2009,241387.9808901184
country/TJK,2010,228364.37820185872
country/TJK,2011,2602933.361290768
country/TJK,2012,3166087.6830394464
country/TJK,2013,1028497.0649352474
country/TJK,2014,2005036.2189202495
country/TJK,2015,1801036.8130843656
country/TJK,2016,1120516.101037881
country/TJK,2017,987749.142517951
country/TJK,2018,2906671.4262038525
country/TJK,2019,3388117.281251807
country/TJK,2020,796112.9354699615
country/MKD,2000,2857086.523805346
country/MKD,2001,2710213.290095501
country/MKD,2002,3045852.906801691
country/MKD,2003,1399058.182258317
country/MKD,2004,1831817.8935679612
country/MKD,2005,1446929.189884048
country/MKD,2006,16412827.950900674
country/MKD,2007,1308165.4332736281
country/MKD,2008,2525217.3414578727
country/MKD,2009,4191555.325525801
country/MKD,2010,5995690.043843519
country/MKD,2011,6029641.09306123
country/MKD,2012,6304623.5924849
country/MKD,2013,2732968.3421880878
country/MKD,2014,2337592.0316782487
country/MKD,2015,2716545.6589134033
country/MKD,2016,2059598.9088799963
country/MKD,2017,3509309.275891009
country/MKD,2018,4713790.648844545
country/MKD,2019,5913924.640382039
country/MKD,2020,7000177.765629177
country/TUR,2000,1226771120.8161626
country/TUR,2001,918742614.5149256
country/TUR,2002,1180313707.567822
country/TUR,2003,1555748558.681568
country/TUR,2004,1628859575.574051
country/TUR,2005,2000620566.9959443
country/TUR,2006,2149877602.81432
country/TUR,2007,2616408887.0973635
country/TUR,2008,3266176807.3448772
country/TUR,2009,1781336550.3722644
country/TUR,2010,2000866847.5518284
country/TUR,2011,1942142248.6785667
country/TUR,2012,1916480061.2752013
country/TUR,2013,1977656689.5346704
country/TUR,2014,1896330620.0195901
country/TUR,2015,1749920984.1318777
country/TUR,2016,1897365673.3833237
country/TUR,2017,1761284646.7548144
country/TUR,2018,1645625696.1082923
country/TUR,2019,1747414477.098216
country/TUR,2020,1570907384.15906
country/TKM,2000,2307.6923076923076
country/TKM,2001,4615.384615384615
country/UKR,2000,71136654.67780185
country/UKR,2001,82659115.39030749
country/UKR,2002,89569617.29237522
country/UKR,2003,104075086.58078343
country/UKR,2004,118627292.34865864
country/UKR,2005,168008883.98196274
country/UKR,2006,204039603.96039605
country/UKR,2007,317584158.4158416
country/UKR,2008,345761048.5553765
country/UKR,2009,274487746.30278176
country/UKR,2010,305457427.2753676
country/UKR,2011,336941177.1399691
country/UKR,2012,366812269.7726731
country/UKR,2013,388899092.86625683
country/UKR,2014,281129034.95699537
country/UKR,2015,187696185.1029368
country/UKR,2016,152655655.9219242
country/UKR,2017,157882553.4696133
country/UKR,2018,187570134.30038795
country/UKR,2019,372361406.6554855
country/UKR,2020,338001326.4731893
country/GBR,2000,7283126701.356802
country/GBR,2001,7625012416.2353945
country/GBR,2002,8257527464.567091
country/GBR,2003,9213878174.12211
country/GBR,2004,10461950272.803837
country/GBR,2005,11426956445.32257
country/GBR,2006,12259224390.662746
country/GBR,2007,14048359417.467308
country/GBR,2008,14025371978.500511
country/GBR,2009,11612846698.822418
country/GBR,2010,11830243119.66123
country/GBR,2011,12865530566.46764
country/GBR,2012,13136358195.164251
country/GBR,2013,13492859028.769629
country/GBR,2014,14562653536.344599
country/GBR,2015,13632169631.00407
country/GBR,2016,11317434457.692522
country/GBR,2017,11740165705.461853
country/GBR,2018,12810472254.004463
country/GBR,2019,12725022943.659964
country/GBR,2020,12396034932.406254
country/UZB,2000,2833362.705385121
country/UZB,2013,15877875.267254211
country/UZB,2014,16732892.839951254
country/UZB,2015,17542922.240794346
country/UZB,2016,31858574.661442265
country/UZB,2017,22807507.027949277
country/UZB,2018,18118683.330246836
country/UZB,2019,21976918.648320787
country/UZB,2020,27541953.684754632
country/BGD,2000,24522176.815982003
country/BGD,2001,29875631.19292799
country/BGD,2002,34791170.93629083
country/BGD,2003,38226505.23903349
country/BGD,2004,43551412.54542616
country/BGD,2005,53796387.24619585
country/BGD,2006,61635938.52699033
country/BGD,2007,63281343.509662166
country/BGD,2008,67555313.8565071
country/BGD,2009,72928951.16919301
country/BGD,2010,78188250.92339416
country/BGD,2011,98635441.174257
country/BGD,2012,96058214.5238988
country/BGD,2013,98083208.39565703
country/BGD,2014,112393458.41841953
country/BGD,2015,129284975.7688266
country/BGD,2016,154169053.6857918
country/BGD,2017,180051014.502743
country/BGD,2018,184647132.38356334
country/BGD,2019,204822914.38169292
country/BGD,2020,215854482.98717043
country/BTN,2000,122781.55174920877
country/BTN,2001,552634.6398752448
country/BTN,2002,1869117.6803114635
country/BTN,2003,82201.82557974492
country/BTN,2004,96892.1083873859
country/BTN,2005,88135.7415735483
country/BTN,2006,77052.91363127904
country/BTN,2007,81026.11459011926
country/BTN,2008,157575.8354464281
country/BTN,2009,189206.10670464122
country/BTN,2010,228525.2623244795
country/BTN,2011,263816.019838388
country/BTN,2012,728580.0293428408
country/BTN,2013,696700.2774540306
country/BTN,2014,746226.5858147017
country/BTN,2015,630897.0349786902
country/BTN,2016,842440.8613479235
country/BTN,2017,787193.4922114928
country/BTN,2018,957101.0142610238
country/BTN,2019,1484138.6355784135
country/BTN,2020,1478105.1473896403
country/IND,2000,964998899.7482382
country/IND,2001,997689364.1629236
country/IND,2002,1329357273.0269556
country/IND,2003,1550185809.125128
country/IND,2004,2067048946.157175
country/IND,2005,1648541663.813642
country/IND,2006,1998927097.5726588
country/IND,2007,2872852628.2594566
country/IND,2008,2890082926.1170764
country/IND,2009,3084761256.8248773
country/IND,2010,4254810239.1302776
country/IND,2011,4881094280.70158
country/IND,2012,4998435533.071751
country/IND,2013,5452448361.475169
country/IND,2014,6340367045.433762
country/IND,2015,6934527179.362196
country/IND,2016,7475934117.606449
country/IND,2017,8745726480.640478
country/IND,2018,9492066580.985237
country/IND,2019,10295449000.930582
country/IND,2020,9308524916.349419
country/IDN,2000,738813583.0339495
country/IDN,2001,703247840.975937
country/IDN,2002,767529023.3818834
country/IDN,2003,939057356.7256551
country/IDN,2004,996163187.3341203
country/IDN,2005,1112313561.551928
country/IDN,2006,1407113502.0217164
country/IDN,2007,1689014523.1141236
country/IDN,2008,2024220379.1451695
country/IDN,2009,2130066818.634433
country/IDN,2010,3134319553.2179627
country/IDN,2011,5163633778.417871
country/IDN,2012,5107446112.181911
country/IDN,2013,5102456841.483136
country/IDN,2014,5078975480.668179
country/IDN,2015,4328583037.54293
country/IDN,2016,4454776469.703537
country/IDN,2017,4912898639.146524
country/IDN,2018,4685943746.133811
country/IDN,2019,5289128576.624877
country/IDN,2020,4765809229.050649
country/MDV,2000,2392833.786745966
country/MDV,2001,6478259.75126785
country/MDV,2002,13231441.847656239
country/MDV,2003,9760113.782031251
country/MDV,2004,8398031.56406248
country/MDV,2005,10391446.636718744
country/MDV,2006,15819340.445312522
country/MDV,2007,8401716.120312521
country/MDV,2008,26993540.210156254
country/MDV,2009,17816425.862499997
country/MDV,2010,14535875.261718724
country/MDV,2011,29043114.363134116
country/MDV,2012,45637166.006809995
country/MDV,2013,37874938.672818825
country/MDV,2014,27178625.23012549
country/MDV,2015,29765074.91710408
country/MDV,2016,38517328.0313488
country/MDV,2017,34345491.74888287
country/MDV,2018,6922096.968079442
country/MDV,2019,7542112.001978182
country/MDV,2020,5973928.409062975
country/MMR,2000,0.0
country/MMR,2001,0.0
country/MMR,2002,0.0
country/MMR,2003,0.0
country/MMR,2004,0.0
country/MMR,2005,0.0
country/MMR,2006,0.0
country/MMR,2007,0.0
country/MMR,2008,0.0
country/MMR,2009,0.0
country/MMR,2010,0.0
country/MMR,2011,0.0
country/MMR,2012,0.0
country/MMR,2013,0.0
country/MMR,2014,0.0
country/MMR,2015,0.0
country/MMR,2016,10644.445289843541
country/MMR,2017,15072.862689726051
country/MMR,2018,45041.01328078241
country/MMR,2019,60858.74602147096
country/MMR,2020,55295.33965113779
country/NPL,2000,14718620.770412989
country/NPL,2001,16921182.93378522
country/NPL,2002,16640430.386771085
country/NPL,2003,18170130.007050365
country/NPL,2004,23313341.654420853
country/NPL,2005,29719083.756611846
country/NPL,2006,26253097.31287946
country/NPL,2007,28924176.83633422
country/NPL,2008,25056730.631329987
country/NPL,2009,35192461.82606882
country/NPL,2010,95677072.02122527
country/NPL,2011,121909132.66684681
country/NPL,2012,119882327.60191748
country/NPL,2013,79662847.37730831
country/NPL,2014,104741666.71057785
country/NPL,2015,123635503.16327547
country/NPL,2016,188019501.67882967
country/NPL,2017,64549852.54177764
country/NPL,2018,74280461.78161433
country/NPL,2019,81775923.14999771
country/NPL,2020,89442473.780663
country/LKA,2000,44435372.480659865
country/LKA,2001,43934416.07696975
country/LKA,2002,48170966.22365399
country/LKA,2003,50905983.8882476
country/LKA,2004,56817093.920385905
country/LKA,2005,67355852.096038
country/LKA,2006,72250155.13282666
country/LKA,2007,81142671.8196932
country/LKA,2008,98073677.12805742
country/LKA,2009,99060702.53732002
country/LKA,2010,112001065.67271689
country/LKA,2011,138947448.402106
country/LKA,2012,127300729.59354538
country/LKA,2013,142298218.45141035
country/LKA,2014,154000629.04551986
country/LKA,2015,179982030.6109144
country/LKA,2016,187505759.68979907
country/LKA,2017,213881419.6930065
country/LKA,2018,206260694.73948416
country/LKA,2019,198416612.5564292
country/LKA,2020,191458841.48179
country/THA,2000,416204860.61758584
country/THA,2001,399596083.54695606
country/THA,2002,431146227.35073876
country/THA,2003,472949187.73601633
country/THA,2004,504503871.84659415
country/THA,2005,517414362.8390894
country/THA,2006,710398338.6273886
country/THA,2007,799456418.497748
country/THA,2008,987807699.7794966
country/THA,2009,1111109636.689033
country/THA,2010,1341373377.373487
country/THA,2011,1372599745.520755
country/THA,2012,1452009533.7131562
country/THA,2013,1625021147.3833733
country/THA,2014,1669082640.1973553
country/THA,2015,2544269840.62324
country/THA,2016,2720820634.553401
