dcid,year,principalRepaymentsCurrentUSD
country/IDN,2009,20431087090.1
country/IDN,2011,25164481219.2
country/IDN,2016,53835058465.4
country/IDN,2021,62001900084.4
country/IND,1970,718711205.0
country/IND,1972,395111197.1
country/IND,1976,559271943.9
country/IND,1979,724834620.4
country/IND,1985,1321644785.2
country/IND,1991,2636598194.3
country/IND,1996,6451538416.6
country/IND,1998,6352184897.2
country/IND,2009,10990366750.3
country/IND,2022,44718679649.4
country/IND,2025,42527955761.8
country/IND,1974,545429228.3
country/IND,1975,571016234.5
country/IND,1977,583240129.0
country/IND,1987,1730380215.0
country/IND,1988,1810061856.2
country/IND,1989,1694042447.5
country/IND,1997,6769841530.2
country/IND,2001,7333513184.2
country/IND,2002,11205537203.0
country/IND,2008,23684618610.1
country/IND,2014,80786477565.4
country/IND,2018,46229262925.4
country/IND,2021,35142152582.2
country/IDN,1970,119899881.4
country/IDN,1972,214462393.2
country/IDN,1975,681601938.2
country/IDN,1978,2113012101.5
country/IDN,1979,2015705724.5
country/IDN,1980,1632493673.2
country/IDN,1983,1798026588.5
country/IDN,1999,11712088539.7
country/IDN,2002,10551425770.1
country/IDN,2005,15747479401.9
country/IDN,2013,33162270924.4
country/IDN,2015,43130541928.5
country/IDN,2020,52577403150.9
country/IDN,2022,44528516273.1
country/IDN,2025,25774988473.4
country/IDN,1981,1784994504.2
country/IDN,1984,2266473309.3
country/IDN,1985,3036259600.0
country/IDN,1986,3285237152.3
country/IDN,1987,4059578282.1
country/IDN,1988,5240532712.4
country/IDN,1989,5993870817.4
country/IDN,1990,5811533323.5
country/IDN,1993,9136140092.6
country/IDN,1994,8949546244.5
country/IDN,1995,10197974754.6
country/IDN,2007,18811724933.3
country/IDN,2010,26201661793.0
country/IDN,2014,51211240518.2
country/IDN,2019,68392399792.7
country/IDN,2024,53055051503.9
country/IDN,2028,19908593382.7
country/IDN,1974,509886877.6
country/IDN,1976,850993642.1
country/IDN,1977,1371514629.8
country/IDN,1982,1942084130.1
country/IDN,1992,7779744212.0
country/IDN,1996,14897073462.2
country/IDN,1998,11203842888.3
country/IDN,2000,9297972889.9
country/IDN,2001,7884265212.1
country/IDN,2004,14626855943.8
country/IDN,2012,30859987611.8
country/IDN,2017,46883831155.8
country/IDN,2018,42904716319.1
country/IDN,2023,37629069607.3
country/IDN,2026,21707440965.1
country/IDN,2027,15569730643.5
country/IRN,1981,530548795.2
country/IRN,1982,482856787.0
country/IRN,1985,339112005.0
country/IRN,1987,210399669.1
country/IRN,1995,4119850963.3
country/IRN,1997,5272885964.3
country/IRN,1999,3260931370.5
country/IRN,2000,2353217738.6
country/IRN,2007,1965167706.7
country/IRN,2010,1531952150.1
country/IRN,2012,444702524.0
country/IRN,2020,262667028.5
country/IRN,2021,254305828.3
country/IRN,2024,94766880.1
country/IRN,1980,535986122.1
country/IRN,1992,192691672.4
country/IRN,1993,390060659.2
country/IRN,2001,793158911.5
country/IRN,2008,2166737926.8
country/IRN,2013,395709023.1
country/IRN,2019,255974541.0
country/IRN,2023,136085288.1
country/IRN,2026,59828571.9
country/IRQ,2018,899030739.2
country/IRQ,2021,2509056087.0
country/IRQ,2024,2730528452.0
country/IRQ,2020,1967438764.6
country/IRQ,2022,3861518215.7
country/IRQ,2025,2125773586.9
country/IRQ,2027,2086978751.2
country/JAM,1972,181635398.6
country/JAM,1982,116122341.2
country/JAM,1985,163088802.1
country/JAM,1991,365645384.9
country/JAM,1996,373439083.2
country/JAM,2001,406011140.5
country/JAM,2009,735516030.4
country/JAM,2010,345453995.1
country/JAM,2013,357722829.9
country/JAM,2021,537918078.1
country/JAM,2022,1311789177.0
country/JAM,2023,1818461464.8
country/JAM,2026,998875275.3
country/JAM,1976,564396202.8
country/JAM,1978,577600037.1
country/JAM,1986,265570362.7
country/JAM,1987,243687904.4
country/JAM,1989,246487982.9
country/JAM,1994,287510535.6
country/JAM,1995,341422427.5
country/JAM,1998,298810398.9
country/JAM,1999,390300696.0
country/JAM,2000,425610437.3
country/JAM,2011,727759582.9
country/JAM,2012,1085027270.4
country/JAM,2014,515511918.0
country/JAM,2016,1204881981.6
country/JAM,2017,708830361.5
country/JAM,2019,1354776374.7
country/JAM,2020,771274438.0
country/JOR,1975,14272997.6
country/JOR,1977,35444361.6
country/JOR,1978,45927166.3
country/JOR,1980,103001449.8
country/JOR,1983,175862564.4
country/JOR,1989,263053662.7
country/JOR,1993,304609692.4
country/JOR,2002,313817292.6
country/JOR,2006,365647404.1
country/JOR,2013,597218625.0
country/JOR,2015,1578589334.2
country/JOR,2021,2106919691.5
country/JOR,2025,1153723620.4
country/KAZ,1996,191633910.9
country/KAZ,1998,623349199.0
country/KAZ,2006,12139449977.5
country/KAZ,2009,20033084399.4
country/KAZ,2012,20862624002.0
country/KAZ,2016,17414651774.0
country/KAZ,2019,29333891372.7
country/JOR,1970,2739635.5
country/JOR,1971,4839647.3
country/JOR,1984,207061906.4
country/JOR,1987,412010630.0
country/JOR,1988,594101892.1
country/JOR,1992,378983028.3
country/JOR,1994,286663004.5
country/JOR,1997,481291711.9
country/JOR,2000,308494843.1
country/JOR,2004,454568784.8
country/JOR,2012,606966635.5
country/JOR,2014,899804727.2
country/JOR,2027,1796567744.2
country/KAZ,2023,23470769619.8
country/KAZ,1999,903210181.8
country/KAZ,2000,2154847925.7
country/KAZ,2001,2627389459.3
country/KAZ,2010,34639456263.7
country/KAZ,2013,28343173069.0
country/KAZ,2014,27854371903.7
country/KAZ,2015,31267157075.7
country/KAZ,2020,27124881215.8
country/KAZ,2021,26832733082.5
country/KAZ,2022,33526096687.1
country/KAZ,2024,22247397834.3
country/IRN,1983,549783332.1
country/IRN,1984,380107573.1
country/IRN,1988,335295811.2
country/IRN,1989,125554055.5
country/IRN,1990,223773000.3
country/IRN,2003,1201462938.1
country/IRN,2004,1427402226.9
country/IRN,2005,1756515807.7
country/IRN,2006,1699061619.6
country/IRN,2009,2027345981.4
country/IRN,2017,387159743.0
country/IRN,2018,137736189.5
country/IRN,2022,163234868.8
country/IRN,2025,83255097.3
country/IRN,2028,31389583.1
country/IRQ,2015,763988193.8
country/IRQ,2016,759749389.0
country/IRQ,2019,1054400479.7
country/IRQ,2028,892892251.1
country/IRN,1986,310106405.5
country/IRN,1991,183501109.2
country/IRN,1994,2370666353.6
country/IRN,1996,5102453066.1
country/IRN,1998,2042096958.1
country/IRN,2002,988256335.9
country/IRN,2011,1393524098.3
country/IRN,2014,470881751.0
country/IRN,2015,649965752.7
country/IRN,2016,1933652677.0
country/IRN,2027,42502617.8
country/JAM,1970,170186200.0
country/JAM,1971,174052786.3
country/JAM,1973,185030110.3
country/JAM,1980,102847805.6
country/JAM,1983,128256906.7
country/JAM,1984,100720919.4
country/JAM,1990,291474309.8
country/JAM,1993,266504758.9
country/JAM,1997,401679961.3
country/JAM,2002,493957401.7
country/JAM,2003,509172507.8
country/JAM,2004,510130842.0
country/JAM,2007,582676514.7
country/JAM,2008,474299659.1
country/JAM,2024,1602017212.7
country/JAM,2027,935800739.5
country/JAM,2028,904343555.9
country/IRQ,2017,815558972.0
country/IRQ,2023,3656871299.1
country/IRQ,2026,2320684633.6
country/JOR,1976,19495024.6
country/JOR,1979,73051167.2
country/JOR,1985,269382372.9
country/JOR,1986,319693845.2
country/JOR,1995,328887023.8
country/JOR,1999,261996798.2
country/JOR,2005,360914997.4
country/JOR,2007,429320919.4
country/JOR,2009,419450522.1
country/JOR,2010,505896735.7
country/JOR,2016,1641030219.1
country/JOR,2017,650792936.8
country/JOR,2018,749255303.5
country/JOR,2020,2088810237.3
country/JOR,2023,2447761013.7
country/JOR,2028,738248956.9
country/KAZ,1993,373419.7
country/KAZ,1995,105116018.1
country/KAZ,2004,7848306311.4
country/KAZ,2005,11417164598.2
country/KAZ,2007,23571073893.2
country/KAZ,2008,29012172406.1
country/KAZ,2011,26226415070.9
country/KAZ,2017,24529187974.9
country/KAZ,2028,7178599082.4
country/JAM,1974,197562532.8
country/JAM,1975,208833484.2
country/JAM,1977,182104233.1
country/JAM,1979,164025259.4
country/JAM,1981,173298548.5
country/JAM,1988,266876583.8
country/JAM,1992,391944401.0
country/JAM,2005,551706200.0
country/JAM,2006,319073320.4
country/JAM,2015,3245330682.7
country/JAM,2018,455825035.1
country/JAM,2025,1065329363.1
country/JOR,1972,7033658.5
country/JOR,1973,8549409.9
country/JOR,1974,10781776.8
country/JOR,1981,182939578.4
country/JOR,1982,131900863.2
country/JOR,1990,241860685.2
country/JOR,1991,342189600.6
country/JOR,1996,570381119.3
country/JOR,1998,413134521.3
country/JOR,2001,314712227.1
country/JOR,2003,905040799.9
country/JOR,2008,2424573104.7
country/JOR,2011,592020723.4
country/JOR,2019,1776838216.2
country/JOR,2022,3144334986.6
country/JOR,2024,1660696233.8
country/JOR,2026,2970157500.5
country/KAZ,1994,22453716.5
country/KAZ,1997,266921062.1
country/KAZ,2002,3391760732.4
country/KAZ,2003,4492114014.1
country/KAZ,2018,29807008264.3
country/KAZ,2025,15582250090.1
country/KAZ,2026,12479179196.5
country/KAZ,2027,8704962892.5
country/KEN,1970,28789789.2
country/KEN,1973,35562226.4
country/KEN,1974,57011723.5
country/KEN,1975,90120418.6
country/KEN,1977,222511007.0
country/KEN,1990,352014597.7
country/KEN,1994,538080198.2
country/KEN,1995,565955218.3
country/KEN,1997,375149340.7
country/KEN,1998,403557767.6
country/KEN,2002,396161748.7
country/KEN,2005,439621353.9
country/KEN,2008,289061962.6
country/KEN,2017,708745641.5
country/KEN,2020,1468261248.0
country/KEN,2028,3002181251.8
country/KEN,1976,106547354.3
country/KEN,1979,151148310.3
country/KEN,1980,195354356.3
country/KEN,1983,253012574.0
country/KEN,1986,306113961.5
country/KEN,1993,304861778.1
country/KEN,2000,406593482.1
country/KEN,2003,426567050.8
country/KEN,2006,320532037.0
country/KEN,2009,259405289.8
country/KEN,2010,259979124.4
country/KEN,2011,294353792.9
country/KEN,2013,318999742.7
country/KEN,2014,952377372.5
country/KEN,2016,529904682.1
country/KEN,2025,2560213879.9
country/KEN,2027,2374132535.3
country/XKX,2013,100658000.0
country/XKX,2015,79044527.1
country/XKX,2026,172151209.6
country/XKX,2027,168779218.3
country/XKX,2008,36790000.0
country/XKX,2009,268967732.2
country/XKX,2012,93916000.0
country/XKX,2021,326505085.5
country/XKX,2025,207874371.2
country/XKX,2028,132136260.5
country/KGZ,1998,41289634.5
country/KGZ,2000,85868702.8
country/KGZ,2008,260576905.0
country/KGZ,2009,200122404.5
country/KGZ,2011,314457152.0
country/KGZ,2014,310163849.1
country/KGZ,2015,320057883.6
country/KGZ,2017,465233921.5
country/KGZ,2018,432457202.1
country/KGZ,2022,1216129405.8
country/KGZ,2024,779946684.1
country/KGZ,1995,36343231.6
country/KGZ,1999,50418418.4
country/KGZ,2004,99073948.1
country/KGZ,2027,662442720.5
country/KEN,1972,27560716.5
country/KEN,1978,130601054.6
country/KEN,1981,235431886.7
country/KEN,1985,304108637.2
country/KEN,1987,278172035.1
country/KEN,1988,323197115.6
country/KEN,1992,327073774.4
country/KEN,1996,503460825.5
country/KEN,1999,459309470.2
country/KEN,2004,257188756.7
country/KEN,2018,1566845665.0
country/KEN,2019,3010729787.8
country/KEN,2022,2825118745.8
country/KEN,2023,2397947322.6
country/KEN,2024,4329352779.0
country/XKX,2017,97467871.5
country/XKX,2018,208202423.5
country/XKX,2019,171251077.0
country/XKX,2023,420815651.1
country/LAO,1971,1581642.3
country/LAO,1972,2985735.1
country/LAO,1974,4761878.4
country/LAO,1975,5087564.7
country/LAO,1981,945778.2
country/LAO,1983,2484260.6
country/LAO,1995,17501084.4
country/LAO,1996,18991637.3
country/LAO,2001,24334092.8
country/LAO,2006,130797805.4
country/LAO,2008,148619683.4
country/LAO,2009,149724636.1
country/LAO,2015,237661165.1
country/LAO,2017,445932226.7
country/LAO,2019,505780887.0
country/LAO,2020,443191615.3
country/KGZ,1997,9701912.5
country/KGZ,2003,102175209.1
country/KGZ,2005,73296121.6
country/KGZ,2007,126716980.1
country/KGZ,2010,461839089.9
country/KGZ,2016,573874527.2
country/KGZ,2019,630610810.3
country/KGZ,2023,1140191173.7
country/KGZ,2025,776324399.4
country/KGZ,2026,676633327.8
country/KGZ,2028,596053726.6
country/LAO,1973,4483820.9
country/LAO,1976,5122816.5
country/LAO,1977,5957995.7
country/LAO,1979,11445314.1
country/LAO,1980,1081508.0
country/LAO,1984,4472101.9
country/LAO,1989,13109073.2
country/LAO,1993,23661620.7
country/LAO,1994,14923700.2
country/LAO,1999,19552233.0
country/LAO,2000,22920331.6
country/LAO,2003,56699684.6
country/LAO,2004,72593223.5
country/LAO,2010,217200406.4
country/LAO,2011,207929367.5
country/LAO,2018,537486797.4
country/LAO,2022,2308262208.3
country/KEN,1971,34728014.6
country/KEN,1982,242236806.8
country/KEN,1984,283241787.5
country/KEN,1989,294988701.9
country/KEN,1991,359147809.6
country/KEN,2001,350024086.9
country/KEN,2007,336581329.0
country/KEN,2012,333796876.2
country/KEN,2015,421595878.8
country/KEN,2021,1337784523.2
country/KEN,2026,2451963765.9
country/XKX,2010,75575000.0
country/XKX,2011,84885000.0
country/XKX,2014,93309000.0
country/XKX,2016,107474096.7
country/XKX,2020,251492545.6
country/XKX,2022,435029090.4
country/XKX,2024,338833562.3
country/KGZ,1996,32374003.6
country/KGZ,2001,111067368.6
country/KGZ,2002,77103087.5
country/KGZ,2006,38076329.0
country/KGZ,2012,266274212.1
country/KGZ,2013,305012900.5
country/KGZ,2020,508902416.6
country/KGZ,2021,464042791.9
country/LAO,1982,3235265.6
country/LAO,1985,3704168.3
country/LAO,1986,3831444.1
country/LAO,1988,4809585.4
country/LAO,1990,5513585.2
country/LAO,2002,48743096.5
country/LAO,2013,198541062.5
country/LAO,2014,226830797.3
country/LAO,2025,1888125662.1
country/LAO,2026,1289555518.4
country/LAO,2027,1246789974.9
country/LAO,1970,1399060.0
country/LAO,1978,8585163.6
country/LAO,1987,5206639.5
country/LAO,1991,5188906.2
country/LAO,1992,5542548.1
country/LAO,1997,15002172.1
country/LAO,1998,16449792.4
country/LAO,2005,79804116.2
country/LAO,2007,137163327.8
country/LAO,2012,175628562.5
country/LAO,2016,326497284.2
country/LAO,2021,543744436.8
country/LAO,2023,2139373066.2
country/LAO,2024,2007370644.4
country/LAO,2028,1445511846.1
country/LBN,1980,7361261.3
country/LBN,1982,51644552.8
country/LBN,1988,34246934.4
country/LBN,1997,437641079.2
country/LBN,1998,169449633.2
country/LBN,2004,2993101581.3
country/LBN,2007,3087357856.5
country/LBN,2010,8394575324.6
country/LBN,2014,9902242500.6
country/LBN,2017,12492393007.3
country/LBN,2021,5637674968.1
country/LBN,2028,3797841494.1
country/LSO,1971,146290.3
country/LSO,1972,105194.2
country/LSO,1973,175843.4
country/LSO,1977,210002.7
country/LSO,1978,702903.2
country/LSO,1980,3366277.9
country/LSO,1983,14808914.2
country/LSO,2000,33159880.7
country/LSO,2025,142812441.3
country/LSO,2026,135192321.1
country/LBR,1971,10845249.4
country/LBR,1974,14549786.3
country/LBR,1980,15206846.3
country/LBR,1982,19528469.3
country/LBR,1983,9359508.8
country/LBR,1984,8869460.6
country/LBR,1985,8402319.7
country/LBR,1989,1832790.0
country/LBR,2000,0.0
country/LBR,2001,0.0
country/LBR,2004,0.0
country/LBR,2012,3479536.0
country/LBR,2015,5436540.5
country/LBR,2017,10939972.2
country/LBR,2019,13617659.1
country/LBR,2020,21712122.3
country/LBR,2028,46565925.0
country/LBN,1971,7017771.1
country/LBN,1981,40012488.3
country/LBN,1991,32761084.8
country/LBN,2001,697873964.0
country/LBN,2006,3006901472.0
country/LBN,2025,3781402774.3
country/LBN,2026,3393253650.4
country/LSO,1974,100237.5
country/LSO,1975,113864.0
country/LSO,1979,1831184.6
country/LSO,1981,2862798.7
country/LSO,1984,9996536.7
country/LSO,1985,13661599.8
country/LSO,1991,16140709.4
country/LSO,1996,18552154.7
country/LSO,1997,23090559.0
country/LSO,1999,26963360.2
country/LSO,2001,46561492.7
country/LSO,2005,65287664.4
country/LSO,2008,24492668.7
country/LSO,2014,29891513.5
country/LSO,2016,40183868.0
country/LBR,1972,11949716.1
country/LBR,1975,27296886.8
country/LBR,1976,15501566.2
country/LBR,1977,19022500.9
country/LBR,1986,13963601.7
country/LBR,1991,15212774.0
country/LBR,2005,0.0
country/LBR,2006,16185.5
country/LBR,2011,2551036.9
country/LBR,2014,5601095.5
country/LBR,2022,48600152.2
country/LBR,2023,88046553.2
country/LBN,1970,2367646.6
country/LBN,1972,6949595.4
country/LBN,1973,8521015.5
country/LBN,1977,6266356.3
country/LBN,1979,6083122.6
country/LBN,1985,59787048.0
country/LBN,1986,42467190.8
country/LBN,1990,27443000.0
country/LBN,1992,39934381.2
country/LBN,1993,44847095.9
country/LBN,1999,279527551.6
country/LBN,2003,1871115798.9
country/LBN,2008,2916822100.0
country/LBN,2015,10450227523.7
country/LBN,2016,11306723074.1
country/LBN,2020,10465256470.0
country/LBN,2024,4633832541.4
country/LBN,1974,9261338.8
country/LBN,1975,8871074.5
country/LBN,1976,6166321.9
country/LBN,1978,5842598.4
country/LBN,1983,42643149.7
country/LBN,1984,45802929.3
country/LBN,1987,42187882.9
country/LBN,1989,28692193.5
country/LBN,1994,95726331.7
country/LBN,1995,104081770.6
country/LBN,1996,70117190.0
country/LBN,2000,883843423.9
country/LBN,2002,1132538548.3
country/LBN,2005,2171533475.8
country/LBN,2009,8401362514.1
country/LBN,2011,9960564014.2
country/LBN,2012,9313531086.6
country/LBN,2013,8926261800.5
country/LBN,2018,11995866129.6
country/LBN,2019,13760830431.8
country/LBN,2022,7528636223.0
country/LBN,2023,5909203715.2
country/LBN,2027,3942410324.2
country/LSO,1970,286000.0
country/LSO,1982,4513337.5
country/LSO,1986,8877108.3
country/LSO,1987,8201444.5
country/LSO,1988,15703268.5
country/LSO,1989,13962838.0
country/LSO,1990,14828736.9
country/LSO,1993,20428593.7
country/LSO,1994,16894423.5
country/LSO,1995,21979899.0
country/LSO,2002,49360192.6
country/LSO,2003,50152371.2
country/LSO,2007,31090858.8
country/LSO,2010,19410323.0
country/LSO,2011,24241257.6
country/LSO,2012,25538573.0
country/LSO,2015,31253951.0
country/LSO,2018,50508543.1
country/LSO,2020,43826403.1
country/LSO,2022,228723024.6
country/LSO,2023,186835265.4
country/LSO,2024,178058310.4
country/LSO,2028,112496257.5
country/LBR,1978,13283847.6
country/LBR,1979,51862737.1
country/LBR,1981,8009280.8
country/LBR,1987,5426252.5
country/LBR,1990,1204871.3
country/LBR,2002,0.0
country/LBR,2007,260718524.8
country/LBR,2009,4299509.1
country/LBR,2010,3743001.6
country/LBR,2016,7818000.0
country/LBR,2021,16120413.5
country/LBR,2026,46853401.5
country/LSO,1976,311270.0
country/LSO,1992,20277538.8
country/LSO,1998,24513002.4
country/LSO,2004,37789104.0
country/LSO,2006,35594546.5
country/LSO,2009,24632829.3
country/LSO,2013,32451542.7
country/LSO,2017,33220745.5
country/LSO,2019,37198091.0
country/LSO,2021,67058270.5
country/LSO,2027,123003842.5
country/LBR,1970,11445097.3
country/LBR,1973,11927998.7
country/LBR,1988,10740282.5
country/LBR,1993,13269918.0
country/LBR,1994,13600297.6
country/LBR,1999,0.0
country/LBR,2003,0.0
country/LBR,2008,37465370.7
country/LBR,2013,4640153.1
country/LBR,2018,12819240.3
country/LBR,2024,78872971.6
country/LBR,2025,54864229.4
country/LBR,2027,44796931.9
country/MDG,1970,45298172.3
country/MDG,1971,50762417.0
country/MDG,1973,67655192.0
country/MDG,1980,41981862.8
country/MDG,1984,33703924.8
country/MDG,1986,89001055.7
country/MDG,1992,40031534.5
country/MDG,1996,43353113.6
country/MDG,1999,63890869.4
country/MDG,2003,34140131.7
country/MDG,2010,38641501.3
country/MDG,2011,26473442.9
country/MDG,2014,57554306.6
country/MDG,2028,230139502.7
country/MDG,1974,64921942.5
country/MDG,1976,6788338.2
country/MDG,1977,111004835.7
country/MDG,1983,25888921.2
country/MDG,1989,68395940.7
country/MDG,1994,31009402.4
country/MDG,2000,73775856.7
country/MDG,2001,33819208.3
country/MDG,2002,29154272.9
country/MDG,2013,40439272.8
country/MDG,2017,93039736.5
country/MDG,2018,80605284.1
country/MDG,2019,75894299.0
country/MDG,2020,81884998.0
country/MDG,2021,104963836.8
country/MDG,2022,144019402.2
country/MDG,2025,184931449.9
country/MDG,1975,39000575.4
country/MDG,1978,10735744.0
country/MDG,1979,17740799.1
country/MDG,1981,36837368.7
country/MDG,1982,39492875.0
country/MDG,1985,54722153.1
country/MDG,1990,69497954.0
country/MDG,1991,49405794.5
country/MDG,1993,33950955.8
country/MDG,1995,23698389.6
country/MDG,2006,36147976.6
country/MDG,2007,8871527.9
country/MDG,2008,15364349.6
country/MDG,1972,57727357.1
country/MDG,1987,85107431.4
country/MDG,1988,86316723.4
country/MDG,1997,100277638.5
country/MDG,1998,58056918.5
country/MDG,2004,45333480.2
country/MDG,2005,38033342.1
country/MDG,2016,84105326.7
country/MDG,2027,224675477.2
country/MDG,2009,28579272.1
country/MDG,2012,44472506.6
country/MDG,2015,95764329.1
country/MDG,2023,382975047.2
country/MDG,2024,252932826.1
country/MDG,2026,197687929.9
country/MWI,1970,2907510.9
country/MWI,1973,4946412.2
country/MWI,1974,6764782.5
country/MWI,1976,9007894.9
country/MWI,1977,15216556.2
country/MWI,1985,46292962.4
country/MWI,1986,66023945.6
country/MWI,1972,4350185.4
country/MWI,1979,20371306.5
country/MWI,1980,33184335.6
country/MWI,1984,38646057.8
country/MWI,1988,34432863.1
country/MWI,1975,8585951.4
country/MWI,1987,37521254.7
country/MWI,1971,3604071.0
country/MWI,1978,20684165.3
country/MWI,1981,39194025.8
country/MWI,1982,30483916.4
country/MWI,1983,23653495.3
country/MWI,1995,65468127.0
country/MWI,1997,37864101.3
country/MWI,1999,30940973.1
country/MWI,2002,11955352.5
country/MWI,2009,22412096.3
country/MWI,2014,26145260.9
country/MWI,2015,30304185.4
country/MWI,2016,32820329.6
country/MWI,2018,42366788.7
country/MWI,2021,59610297.2
country/MWI,2025,130832312.8
country/MWI,1991,62432020.1
country/MWI,1992,52403160.1
country/MWI,1993,43492761.3
country/MWI,1994,47074898.1
country/MWI,2001,26322000.5
country/MWI,2004,25787703.8
country/MWI,2006,31638091.6
country/MWI,2013,21867813.0
country/MWI,2020,51880219.7
country/MWI,2027,166367082.2
country/MWI,2028,170678126.5
country/MWI,1989,29312411.6
country/MWI,2005,37756348.6
country/MWI,2007,19762508.9
country/MWI,2008,16705489.1
country/MWI,2012,14724072.2
country/MWI,2017,32679240.6
country/MWI,2022,86010434.0
country/MWI,2026,143531706.1
country/MWI,1990,66630546.1
country/MWI,1996,40700478.3
country/MWI,1998,36312495.1
country/MWI,2000,32733784.1
country/MWI,2003,15588380.9
country/MWI,2010,12842710.4
country/MWI,2011,13944261.2
country/MWI,2019,62156533.4
country/MWI,2023,98493376.7
country/MWI,2024,120214271.9
country/MDV,1986,9130500.5
country/MDV,1993,5699157.2
country/MDV,1995,7094146.6
country/MDV,1997,24175036.0
country/MDV,2002,16576306.6
country/MDV,2005,22085247.8
country/MDV,2010,59840288.6
country/MDV,2015,120117256.0
country/MDV,2023,343303313.9
country/MDV,1981,216712.7
country/MDV,1984,14081644.0
country/MDV,1985,6627794.2
country/MDV,1991,5445376.3
country/MDV,1992,5239810.1
country/MDV,1994,6358430.2
country/MDV,2006,29673149.4
country/MDV,2009,64676497.1
country/MDV,2011,70260730.1
country/MDV,2012,70571538.5
country/MDV,2013,104422797.8
country/MDV,2014,158263069.4
country/MDV,2018,373949985.8
country/MDV,2021,656312801.2
country/MDV,2024,220379746.0
country/MDV,1983,2631377.6
country/MDV,1987,4832070.4
country/MDV,1989,7373147.2
country/MDV,2000,13914739.3
country/MDV,2001,15779620.0
country/MDV,2007,48799081.2
country/MDV,2008,61994926.0
country/MDV,2016,122865694.6
country/MDV,2019,364079099.7
country/MDV,2022,536630777.1
country/MDV,2025,272824646.6
country/MDV,2028,291087971.9
country/MDV,1982,787033.4
country/MDV,1988,6897964.8
country/MDV,1990,6022725.7
country/MDV,1996,7827771.0
country/MDV,1998,11626569.4
country/MDV,1999,12325897.4
country/MDV,2003,15871216.0
country/MDV,2004,21658357.9
country/MDV,2017,144590173.6
country/MDV,2020,196237182.3
country/MDV,2026,803876515.0
country/MDV,2027,298784921.2
country/MLI,1970,298263.3
country/MLI,1974,1757208.4
country/MLI,1981,6061792.9
country/MLI,1984,9796197.8
country/MLI,1987,17733532.7
country/MLI,1996,46887536.2
country/MLI,2003,37419044.7
country/MLI,2004,52454343.9
country/MLI,2005,51301473.1
country/MLI,2007,43068663.1
country/MLI,2011,42708733.2
country/MLI,2013,76999184.7
country/MLI,2016,83559854.5
country/MLI,2022,325491003.2
country/MLI,2026,391380534.8
country/MLI,2027,399736305.0
country/MLI,2028,402095139.1
country/MLI,1971,348849.2
country/MLI,1977,4721529.9
country/MLI,1980,6075812.3
country/MLI,1983,7268004.6
country/MLI,1985,21609596.8
country/MLI,1991,17646517.8
country/MLI,1992,31707726.2
country/MLI,1993,26171801.3
country/MLI,1995,55179110.7
country/MLI,1999,63743226.2
country/MLI,2001,46891994.3
country/MLI,2012,34138720.0
country/MLI,2014,73277987.7
country/MLI,2015,70779341.0
country/MLI,2023,339798654.7
country/MLI,1972,445100.5
country/MLI,1975,2413482.7
country/MLI,1976,3214271.4
country/MLI,1988,29324793.3
country/MLI,1990,25411062.4
country/MLI,2006,57581242.1
country/MLI,2009,45881625.3
country/MLI,2010,46609393.4
country/MLI,2017,108792828.9
country/MLI,2020,192305581.3
country/MLI,2025,369333487.6
country/MLI,1973,4440879.2
country/MLI,1978,4054285.4
country/MLI,1979,4991240.6
country/MLI,1982,5880367.1
country/MLI,1986,17084752.8
country/MLI,1989,24276478.3
country/MLI,1994,53022704.8
country/MLI,1997,42137482.6
country/MLI,1998,44041735.8
country/MLI,2000,49984779.3
country/MLI,2002,38809089.7
country/MLI,2008,44275728.0
country/MLI,2018,122063076.6
country/MLI,2019,143152633.2
country/MLI,2021,210486766.9
country/MLI,2024,355629669.3
country/MRT,1971,2893880.4
country/MRT,1975,34174848.2
country/MRT,1976,69590660.7
country/MRT,1982,15823603.6
country/MRT,1986,43143704.8
country/MRT,1995,69552230.7
country/MRT,2003,30777626.2
country/MRT,2010,76835167.5
country/MRT,2011,81983861.6
country/MRT,2021,339311901.4
country/MRT,2023,520580820.0
country/MRT,2025,426003556.2
country/MRT,1978,16556361.4
country/MRT,1980,17043024.8
country/MRT,1989,54714718.1
country/MRT,1991,48100610.8
country/MRT,1996,72065826.3
country/MRT,1998,61597817.0
country/MRT,2002,30070784.0
country/MRT,2005,32589619.1
country/MRT,2006,43564672.2
country/MRT,2012,90988048.1
country/MRT,2015,140457091.9
country/MRT,2020,210828792.7
country/MRT,1970,3158262.7
country/MRT,1973,10690920.8
country/MRT,1974,9786269.7
country/MRT,1981,35672591.4
country/MRT,1983,14191321.8
country/MRT,1985,48437807.8
country/MRT,1988,78945360.0
country/MRT,1992,52772786.0
country/MRT,1994,57246566.6
country/MRT,1999,60199328.5
country/MRT,2001,40060906.4
country/MRT,2004,26086106.2
country/MRT,2008,37682382.0
country/MRT,2009,53750126.9
country/MRT,2013,108693532.5
country/MRT,2019,266277295.8
country/MRT,2024,503741022.5
country/MRT,2026,380667182.4
country/MRT,1972,9069569.8
country/MRT,1977,32013651.9
country/MRT,1979,50531540.9
country/MRT,1984,18430477.5
country/MRT,1987,66692778.4
country/MRT,1990,82559280.0
country/MRT,1993,75518616.7
country/MRT,1997,62265842.3
country/MRT,2000,45436065.7
country/MRT,2007,93095479.2
country/MRT,2014,172746664.3
country/MRT,2016,172909040.0
