id
dc/014es05x0d5l
dc/01dgetvjm764g
dc/01c0llwp63w58
dc/014lx3qxhdddd
dc/01f4k7zrcrdr
dc/01998dmq812g6
dc/018rfqef4bgmd
dc/016266e5y7rv9
Households
NYTCovid19CumulativeDeaths
FemalePopulation
NYTCovid19IncrementalDeaths
MarriedPopulation
MalePopulation
HousingUnits
BelowPovertyLine
NYTCovid19IncrementalCases
PerCapita
NeverMarriedPopulation
DivorcedPopulation
MedianAge
MedianIncome
NYTCovid19CumulativeCases
dc/03hx2x7f6yy04
dc/03mq2jqb73qxf
dc/03jlbp7yevtnh
dc/03t03ezd68ez2
dc/03kv1lek9gx5b
dc/03jpgrpcmtsbd
dc/03h66jgtl53l9
dc/03pc9jykcr37g
dc/03ms7783kn7nf
dc/03d5wl5skz8y2
dc/03cww50eknbhg
dc/03bt1wf9lvhy6
dc/03c8y6z6ew587
dc/037wc75khyy5b
dc/03elgrd17p683
dc/03eg4wmfv5t24
dc/03bcjpe17h1mc
dc/0370p29mgmr1g
dc/03d88gl8jdq67
dc/039yz4ehwtv58
dc/02yf1vw6kzdr9
dc/034hcwptwt6d5
dc/031bj71mstgh5
dc/032j0h6pckfj9
dc/02zmspttwbzq3
dc/04ytw63lxz1g7
dc/0502fcg0bpxy6
dc/04vkswn81nkj2
dc/053897hr7qjq
dc/0540p3hr48d9h
dc/053dzdecbpsd7
TotalCrimes
SeparatedPopulation
WHOCovid19CumulativeCases
UnemploymentRate
WidowedPopulation
WHOCovid19CumulativeDeaths
TotalPopulation
dc/05t3l40tdsce6
dc/05zmhs5sx6708
dc/05xfsh9m7lg9b
dc/05zmmqtrv5bd2
dc/05wsnx83v7g4c
dc/05z5wbpnjtmp1
dc/045c7cnlbbh89
dc/0413re9662m5c
dc/03y9ntywmle2
dc/041g7kz3msfwc
dc/03tv73pmezk2
dc/03yngcfcdvgm3
dc/0434e741vcgt5
dc/042phxv65pjkh
dc/03x4bsmzmh0z1
dc/041tq256qg2w1
dc/04enf16zqbysd
dc/08dqn6te2ej3b
dc/089vdc3x8jlm7
dc/08e06neywv7yb
dc/08b4mvnl84rdf
dc/08bee0w9vncw6
dc/08g4dv61xpnqb
dc/089z1qezygh4d
dc/08db6cwwrm3qc
dc/08vsdlwm6bf6b
dc/08tt49m6tj6r1
dc/08sszx7sqd3lc
dc/08mfvcrvqfz1
dc/08pcw8sqy2wv8
dc/08w9lf1sxm8w7
dc/08jttjedjrpmb
dc/08v68r9zdvq7h
dc/08pr1e4msr6k5
dc/08sr10etetsd1
dc/020q442pk7qk4
dc/023c3pwgfrq9
dc/01wx678vnbdk
dc/01yc3k23tsyk
dc/01svc03jgyrd5
dc/01xp86zkk9hn1
dc/022h0nlnh0v8c
dc/020t3kgr70kd
dc/00fx73p0q0qb4
dc/00f94p5tcgpl2
dc/008lg4c4zv3w1
dc/00f77477ckyt9
dc/00rypqv2rtd84
dc/00mle61nhdysh
dc/00nd6kh0jkr1c
dc/00p5y5yv0rsfg
dc/00p68mfp7rslb
dc/07n4bvhdl6kx4
dc/07mveq9bcz0r9
dc/01j5kvlr2c7fg
dc/01k8sqfxq79k1
dc/01kwmpzytbbc7
dc/01h2fn9x83wxf
dc/054wdt5x25469
dc/055ret9xdwmdg
dc/057xs7se7c723
