input,dcid,link
A22001,A22001,https://datacommons.org/browser/A22001
A20001,A20001,https://datacommons.org/browser/A20001
A20017,A20017,https://datacommons.org/browser/A20017
A21301,A21301,https://datacommons.org/browser/A21301
A21306,A21306,https://datacommons.org/browser/A21306
A21304,A21304,https://datacommons.org/browser/A21304
