input,dcid,link
country/SYR,country/SYR,https://datacommons.org/browser/country/SYR
country/TJK,country/TJK,https://datacommons.org/browser/country/TJK
country/THA,country/THA,https://datacommons.org/browser/country/THA
country/TLS,country/TLS,https://datacommons.org/browser/country/TLS
country/TGO,country/TGO,https://datacommons.org/browser/country/TGO
country/UGA,country/UGA,https://datacommons.org/browser/country/UGA
country/TZA,country/TZA,https://datacommons.org/browser/country/TZA
country/URY,country/URY,https://datacommons.org/browser/country/URY
country/VNM,country/VNM,https://datacommons.org/browser/country/VNM
country/YEM,country/YEM,https://datacommons.org/browser/country/YEM
country/ZMB,country/ZMB,https://datacommons.org/browser/country/ZMB
country/ZWE,country/ZWE,https://datacommons.org/browser/country/ZWE
Earth,Earth,https://datacommons.org/browser/Earth
